"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2010","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2010","BirdieorBetterPercentageRightRough_PLAYERNAME_2010","BirdieorBetterPercentageRightRough_ROUNDS_2010","BirdieorBetterPercentageRightRough_Pct_2010","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2010","BirdieorBetterPercentageRightRough_TOTALHOLES_2010","stat_name","year"
27,27,"Martin Laird",91,18.97,33,174,"BirdieorBetterPercentageRightRough",2010
28,28,"Ricky Barnes",103,18.87,30,159,"BirdieorBetterPercentageRightRough",2010
29,29,"Steve Flesch",78,18.75,18,96,"BirdieorBetterPercentageRightRough",2010
29,29,"Chris Tidland",77,18.75,24,128,"BirdieorBetterPercentageRightRough",2010
31,31,"Spencer Levin",110,18.71,29,155,"BirdieorBetterPercentageRightRough",2010
32,32,"John Rollins",81,18.59,29,156,"BirdieorBetterPercentageRightRough",2010
33,33,"Dustin Johnson",83,18.57,26,140,"BirdieorBetterPercentageRightRough",2010
33,33,"Cliff Kresge",50,18.57,13,70,"BirdieorBetterPercentageRightRough",2010
35,35,"Aaron Baddeley",94,18.52,40,216,"BirdieorBetterPercentageRightRough",2010
36,36,"Kevin Sutherland",86,18.26,21,115,"BirdieorBetterPercentageRightRough",2010
37,37,"Marc Leishman",87,18.23,33,181,"BirdieorBetterPercentageRightRough",2010
38,38,"Chris Stroud",90,18.05,24,133,"BirdieorBetterPercentageRightRough",2010
39,39,"Chris Couch",66,17.98,16,89,"BirdieorBetterPercentageRightRough",2010
39,39,"Charles Warren",64,17.98,16,89,"BirdieorBetterPercentageRightRough",2010
41,41,"Roland Thatcher",72,17.97,23,128,"BirdieorBetterPercentageRightRough",2010
42,42,"Bob Estes",79,17.9,29,162,"BirdieorBetterPercentageRightRough",2010
43,43,"Geoff Ogilvy",62,17.86,20,112,"BirdieorBetterPercentageRightRough",2010
44,44,"John Mallinger",78,17.71,17,96,"BirdieorBetterPercentageRightRough",2010
45,45,"Henrik Bjornstad",72,17.65,18,102,"BirdieorBetterPercentageRightRough",2010
45,45,"Robert Garrigus",71,17.65,27,153,"BirdieorBetterPercentageRightRough",2010
47,47,"Kevin Streelman",90,17.53,27,154,"BirdieorBetterPercentageRightRough",2010
48,48,"Alex Prugh",88,17.5,28,160,"BirdieorBetterPercentageRightRough",2010
49,49,"Sergio Garcia",58,17.46,11,63,"BirdieorBetterPercentageRightRough",2010
50,50,"Nick Watney",91,17.33,26,150,"BirdieorBetterPercentageRightRough",2010
51,51,"JJ Henry",92,17.19,22,128,"BirdieorBetterPercentageRightRough",2010
52,52,"Martin Flores",75,17.09,27,158,"BirdieorBetterPercentageRightRough",2010
53,53,"Andres Romero",73,17.07,28,164,"BirdieorBetterPercentageRightRough",2010
54,54,"Alex Cejka",81,17.05,15,88,"BirdieorBetterPercentageRightRough",2010
54,54,"Scott Verplank",74,17.05,15,88,"BirdieorBetterPercentageRightRough",2010
56,56,"Cameron Percy",73,17.04,23,135,"BirdieorBetterPercentageRightRough",2010
57,57,"DJ Trahan",92,16.97,28,165,"BirdieorBetterPercentageRightRough",2010
58,58,"Ryan Palmer",84,16.88,27,160,"BirdieorBetterPercentageRightRough",2010
59,59,"Troy Merritt",86,16.86,29,172,"BirdieorBetterPercentageRightRough",2010
60,60,"Blake Adams",84,16.8,21,125,"BirdieorBetterPercentageRightRough",2010
61,61,"Justin Bolli",55,16.67,7,42,"BirdieorBetterPercentageRightRough",2010
61,61,"Phil Mickelson",76,16.67,22,132,"BirdieorBetterPercentageRightRough",2010
63,63,"Daniel Chopra",74,16.57,28,169,"BirdieorBetterPercentageRightRough",2010
64,64,"DA Points",90,16.55,24,145,"BirdieorBetterPercentageRightRough",2010
65,65,"Zach Johnson",93,16.53,20,121,"BirdieorBetterPercentageRightRough",2010
66,66,"Matt Kuchar",97,16.49,16,97,"BirdieorBetterPercentageRightRough",2010
67,67,"Jarrod Lyle",54,16.46,13,79,"BirdieorBetterPercentageRightRough",2010
68,68,"Kevin Stadler",86,16.41,21,128,"BirdieorBetterPercentageRightRough",2010
69,69,"Dean Wilson",54,16.39,10,61,"BirdieorBetterPercentageRightRough",2010
70,70,"Lucas Glover",75,16.33,16,98,"BirdieorBetterPercentageRightRough",2010
70,70,"Charley Hoffman",85,16.33,24,147,"BirdieorBetterPercentageRightRough",2010
70,70,"Bill Lunde",79,16.33,24,147,"BirdieorBetterPercentageRightRough",2010
73,73,"Stephen Ames",75,16.22,18,111,"BirdieorBetterPercentageRightRough",2010
74,74,"Brett Quigley",96,16.18,22,136,"BirdieorBetterPercentageRightRough",2010
75,75,"Ted Purdy",86,16.03,21,131,"BirdieorBetterPercentageRightRough",2010
76,76,"John Senden",103,15.86,23,145,"BirdieorBetterPercentageRightRough",2010
77,77,"Webb Simpson",98,15.85,26,164,"BirdieorBetterPercentageRightRough",2010
78,78,"Camilo Villegas",78,15.84,16,101,"BirdieorBetterPercentageRightRough",2010
79,79,"Jay Williamson",76,15.79,15,95,"BirdieorBetterPercentageRightRough",2010
80,80,"Jeff Maggert",76,15.69,16,102,"BirdieorBetterPercentageRightRough",2010
81,81,"Cameron Tringale",55,15.66,13,83,"BirdieorBetterPercentageRightRough",2010
82,82,"Adam Scott",70,15.63,15,96,"BirdieorBetterPercentageRightRough",2010
83,83,"JB Holmes",100,15.59,29,186,"BirdieorBetterPercentageRightRough",2010
84,84,"Chad Collins",87,15.29,26,170,"BirdieorBetterPercentageRightRough",2010
84,84,"Rickie Fowler",98,15.29,26,170,"BirdieorBetterPercentageRightRough",2010
86,86,"Nicholas Thompson",88,15.22,21,138,"BirdieorBetterPercentageRightRough",2010
87,87,"Jerod Turner",54,15.19,12,79,"BirdieorBetterPercentageRightRough",2010
88,88,"Joe Durant",67,15.07,11,73,"BirdieorBetterPercentageRightRough",2010
88,88,"Omar Uresti",74,15.07,11,73,"BirdieorBetterPercentageRightRough",2010
90,90,"Luke Donald",71,15.04,17,113,"BirdieorBetterPercentageRightRough",2010
91,91,"Tom Gillis",97,15.03,23,153,"BirdieorBetterPercentageRightRough",2010
92,92,"James Driscoll",78,14.97,28,187,"BirdieorBetterPercentageRightRough",2010
92,92,"Bo Van Pelt",104,14.97,25,167,"BirdieorBetterPercentageRightRough",2010
94,94,"Lee Janzen",77,14.93,20,134,"BirdieorBetterPercentageRightRough",2010
95,95,"Steve Marino",81,14.88,18,121,"BirdieorBetterPercentageRightRough",2010
96,96,"Ryuji Imada",90,14.86,22,148,"BirdieorBetterPercentageRightRough",2010
97,97,"Davis Love III",79,14.85,15,101,"BirdieorBetterPercentageRightRough",2010
98,98,"Matt Bettencourt",91,14.84,23,155,"BirdieorBetterPercentageRightRough",2010
99,99,"Garrett Willis",82,14.81,12,81,"BirdieorBetterPercentageRightRough",2010
100,100,"Michael Bradley",77,14.75,18,122,"BirdieorBetterPercentageRightRough",2010
101,101,"Matt Jones",89,14.72,24,163,"BirdieorBetterPercentageRightRough",2010
101,101,"Bryce Molder",84,14.72,24,163,"BirdieorBetterPercentageRightRough",2010
103,103,"Chris Wilson",65,14.71,15,102,"BirdieorBetterPercentageRightRough",2010
104,104,"Garth Mulroy",53,14.67,11,75,"BirdieorBetterPercentageRightRough",2010
105,105,"Graham DeLaet",88,14.6,20,137,"BirdieorBetterPercentageRightRough",2010
106,106,"Chris DiMarco",88,14.5,19,131,"BirdieorBetterPercentageRightRough",2010
106,106,"David Lutterus",69,14.5,19,131,"BirdieorBetterPercentageRightRough",2010
108,108,"Charles Howell III",103,14.47,34,235,"BirdieorBetterPercentageRightRough",2010
109,109,"Jim Furyk",76,14.46,12,83,"BirdieorBetterPercentageRightRough",2010
110,110,"Steve Wheatcroft",74,14.43,14,97,"BirdieorBetterPercentageRightRough",2010
111,111,"Matt Every",60,14.29,14,98,"BirdieorBetterPercentageRightRough",2010
111,111,"Johnson Wagner",85,14.29,17,119,"BirdieorBetterPercentageRightRough",2010
113,113,"Jason Dufner",87,14.16,16,113,"BirdieorBetterPercentageRightRough",2010
113,113,"Mathew Goggin",85,14.16,16,113,"BirdieorBetterPercentageRightRough",2010
115,115,"Paul Goydos",78,14.15,15,106,"BirdieorBetterPercentageRightRough",2010
116,116,"KJ Choi",82,14,14,100,"BirdieorBetterPercentageRightRough",2010
116,116,"Brian Gay",101,14,14,100,"BirdieorBetterPercentageRightRough",2010
118,118,"Boo Weekley",88,13.95,18,129,"BirdieorBetterPercentageRightRough",2010
119,119,"Brenden Pappas",66,13.93,17,122,"BirdieorBetterPercentageRightRough",2010
120,120,"Richard Johnson",90,13.86,14,101,"BirdieorBetterPercentageRightRough",2010
121,121,"Ryan Moore",80,13.83,13,94,"BirdieorBetterPercentageRightRough",2010
122,122,"Jason Day",82,13.75,22,160,"BirdieorBetterPercentageRightRough",2010
123,123,"Vaughn Taylor",87,13.74,18,131,"BirdieorBetterPercentageRightRough",2010
124,124,"Jeff Quinney",91,13.68,16,117,"BirdieorBetterPercentageRightRough",2010
125,125,"Stuart Appleby",101,13.64,21,154,"BirdieorBetterPercentageRightRough",2010
126,126,"Paul Stankowski",62,13.58,11,81,"BirdieorBetterPercentageRightRough",2010
127,127,"Jonathan Byrd",85,13.42,20,149,"BirdieorBetterPercentageRightRough",2010
128,128,"Mathias Gronberg",61,13.33,12,90,"BirdieorBetterPercentageRightRough",2010
128,128,"Heath Slocum",97,13.33,14,105,"BirdieorBetterPercentageRightRough",2010
128,128,"David Toms",86,13.33,16,120,"BirdieorBetterPercentageRightRough",2010
131,131,"Paul Casey",64,13.16,10,76,"BirdieorBetterPercentageRightRough",2010
131,131,"Brendon de Jonge",114,13.16,20,152,"BirdieorBetterPercentageRightRough",2010
133,133,"Charlie Wi",95,13.07,20,153,"BirdieorBetterPercentageRightRough",2010
134,134,"Jeev Milkha Singh",59,13.04,12,92,"BirdieorBetterPercentageRightRough",2010
135,135,"Rod Pampling",77,12.96,14,108,"BirdieorBetterPercentageRightRough",2010
136,136,"Derek Lamely",81,12.93,19,147,"BirdieorBetterPercentageRightRough",2010
137,137,"Rocco Mediate",71,12.9,12,93,"BirdieorBetterPercentageRightRough",2010
138,138,"James Nitties",92,12.58,19,151,"BirdieorBetterPercentageRightRough",2010
139,139,"Steve Lowery",67,12.5,13,104,"BirdieorBetterPercentageRightRough",2010
140,140,"Vijay Singh",75,12.4,16,129,"BirdieorBetterPercentageRightRough",2010
141,141,"Steve Elkington",74,12.38,13,105,"BirdieorBetterPercentageRightRough",2010
142,142,"Jeff Gove",57,12.33,9,73,"BirdieorBetterPercentageRightRough",2010
143,143,"Brian Davis",101,12.27,20,163,"BirdieorBetterPercentageRightRough",2010
144,144,"Greg Chalmers",93,12.22,27,221,"BirdieorBetterPercentageRightRough",2010
145,145,"Nathan Green",86,12.1,19,157,"BirdieorBetterPercentageRightRough",2010
146,146,"Troy Matteson",84,11.9,20,168,"BirdieorBetterPercentageRightRough",2010
147,147,"Michael Letzig",84,11.89,17,143,"BirdieorBetterPercentageRightRough",2010
148,148,"John Merrick",109,11.88,19,160,"BirdieorBetterPercentageRightRough",2010
149,149,"Michael Connell",89,11.86,14,118,"BirdieorBetterPercentageRightRough",2010
150,150,"Stewart Cink",84,11.67,14,120,"BirdieorBetterPercentageRightRough",2010
151,151,"Rory McIlroy",54,11.63,10,86,"BirdieorBetterPercentageRightRough",2010
152,152,"Tim Petrovic",105,11.54,21,182,"BirdieorBetterPercentageRightRough",2010
153,153,"JP Hayes",79,11.4,13,114,"BirdieorBetterPercentageRightRough",2010
154,154,"Kevin Na",94,11.36,15,132,"BirdieorBetterPercentageRightRough",2010
154,154,"Tom Pernice Jr",74,11.36,10,88,"BirdieorBetterPercentageRightRough",2010
156,156,"Joe Ogilvie",99,11.34,22,194,"BirdieorBetterPercentageRightRough",2010
157,157,"Scott McCarron",90,11.28,15,133,"BirdieorBetterPercentageRightRough",2010
158,158,"Brent Delahoussaye",57,11.25,9,80,"BirdieorBetterPercentageRightRough",2010
158,158,"Ian Poulter",55,11.25,9,80,"BirdieorBetterPercentageRightRough",2010
160,160,"Jason Bohn",84,11.21,13,116,"BirdieorBetterPercentageRightRough",2010
161,161,"Kris Blanks",91,11.2,14,125,"BirdieorBetterPercentageRightRough",2010
161,161,"Pat Perez",90,11.2,14,125,"BirdieorBetterPercentageRightRough",2010
163,163,"Hunter Mahan",85,11.19,15,134,"BirdieorBetterPercentageRightRough",2010
164,164,"Trevor Immelman",55,10.96,8,73,"BirdieorBetterPercentageRightRough",2010
165,165,"Briny Baird",87,10.88,16,147,"BirdieorBetterPercentageRightRough",2010
166,166,"Shaun Micheel",70,10.78,11,102,"BirdieorBetterPercentageRightRough",2010
167,167,"Tim Clark",88,10.71,9,84,"BirdieorBetterPercentageRightRough",2010
168,168,"Josh Teater",101,10.67,19,178,"BirdieorBetterPercentageRightRough",2010
169,169,"Jerry Kelly",99,10.66,13,122,"BirdieorBetterPercentageRightRough",2010
170,170,"Brad Faxon",58,10.64,10,94,"BirdieorBetterPercentageRightRough",2010
170,170,"Aron Price",70,10.64,10,94,"BirdieorBetterPercentageRightRough",2010
172,172,"Mark Calcavecchia",50,10.45,7,67,"BirdieorBetterPercentageRightRough",2010
173,173,"Greg Owen",69,10.34,12,116,"BirdieorBetterPercentageRightRough",2010
174,174,"Mark Wilson",87,10.24,13,127,"BirdieorBetterPercentageRightRough",2010
175,175,"Vance Veazey",58,10.23,9,88,"BirdieorBetterPercentageRightRough",2010
176,176,"Will Ma Kenzie",72,10,11,110,"BirdieorBetterPercentageRightRough",2010
177,177,"Ben Curtis",78,9.88,8,81,"BirdieorBetterPercentageRightRough",2010
178,178,"Kenny Perry",69,9.86,7,71,"BirdieorBetterPercentageRightRough",2010
179,179,"Chris Riley",73,9.84,12,122,"BirdieorBetterPercentageRightRough",2010
180,180,"Kevin Johnson",62,9.76,8,82,"BirdieorBetterPercentageRightRough",2010
181,181,"Freddie Jacobson",83,9.68,15,155,"BirdieorBetterPercentageRightRough",2010
182,182,"Roger Tambellini",77,9.6,12,125,"BirdieorBetterPercentageRightRough",2010
183,183,"Tim Herron",79,9.55,15,157,"BirdieorBetterPercentageRightRough",2010
184,184,"Brian Stuard",81,9.35,10,107,"BirdieorBetterPercentageRightRough",2010
185,185,"Brandt Snedeker",89,9.23,12,130,"BirdieorBetterPercentageRightRough",2010
186,186,"Mike Weir",59,8.7,8,92,"BirdieorBetterPercentageRightRough",2010
187,187,"Greg Kraft",52,8.57,6,70,"BirdieorBetterPercentageRightRough",2010
188,188,"Cameron Beckman",68,8.55,10,117,"BirdieorBetterPercentageRightRough",2010
189,189,"Carl Pettersson",99,8.53,11,129,"BirdieorBetterPercentageRightRough",2010
190,190,"Rich Barcelo",70,8.33,11,132,"BirdieorBetterPercentageRightRough",2010
191,191,"Craig Bowden",56,8.22,6,73,"BirdieorBetterPercentageRightRough",2010
192,192,"Skip Kendall",58,6.25,4,64,"BirdieorBetterPercentageRightRough",2010
