"BirdieorBetterConversionPercentage_RANKTHISWEEK_2015","BirdieorBetterConversionPercentage_RANKLASTWEEK_2015","BirdieorBetterConversionPercentage_PLAYERNAME_2015","BirdieorBetterConversionPercentage_ROUNDS_2015","BirdieorBetterConversionPercentage_Pct_2015","BirdieorBetterConversionPercentage_BIRDIES_2015","BirdieorBetterConversionPercentage_GREENSHIT_2015","stat_name","year"
70,70,"Jason Kokrak",88,30.39,324,1066,"BirdieorBetterConversionPercentage",2015
71,71,"Fabian Gomez",83,30.38,288,948,"BirdieorBetterConversionPercentage",2015
72,72,"Ben Martin",93,30.33,337,1111,"BirdieorBetterConversionPercentage",2015
73,73,"Scott Brown",97,30.24,342,1131,"BirdieorBetterConversionPercentage",2015
74,74,"Nick Watney",91,30.18,332,1100,"BirdieorBetterConversionPercentage",2015
75,75,"Brendon de Jonge",106,30.17,388,1286,"BirdieorBetterConversionPercentage",2015
76,76,"Charl Schwartzel",67,30.16,222,736,"BirdieorBetterConversionPercentage",2015
77,77,"George McNeill",93,30.09,334,1110,"BirdieorBetterConversionPercentage",2015
78,78,"Adam Scott",51,30.05,177,589,"BirdieorBetterConversionPercentage",2015
79,79,"Andres Romero",69,30.04,219,729,"BirdieorBetterConversionPercentage",2015
79,79,"Michael Thompson",83,30.04,286,952,"BirdieorBetterConversionPercentage",2015
81,81,"Harris English",105,30,369,1230,"BirdieorBetterConversionPercentage",2015
82,82,"Charlie Beljan",76,29.99,254,847,"BirdieorBetterConversionPercentage",2015
82,82,"John Senden",80,29.99,272,907,"BirdieorBetterConversionPercentage",2015
84,84,"Daniel Berger",97,29.97,359,1198,"BirdieorBetterConversionPercentage",2015
85,85,"Andres Gonzales",90,29.87,308,1031,"BirdieorBetterConversionPercentage",2015
86,86,"Martin Laird",77,29.77,273,917,"BirdieorBetterConversionPercentage",2015
87,87,"Marc Leishman",74,29.73,242,814,"BirdieorBetterConversionPercentage",2015
87,87,"Will Wilcox",58,29.73,209,703,"BirdieorBetterConversionPercentage",2015
89,89,"Scott Stallings",60,29.71,208,700,"BirdieorBetterConversionPercentage",2015
90,90,"Oscar Fraustro",58,29.69,182,613,"BirdieorBetterConversionPercentage",2015
91,91,"Colt Knost",90,29.65,309,1042,"BirdieorBetterConversionPercentage",2015
92,92,"Paul Casey",87,29.61,315,1064,"BirdieorBetterConversionPercentage",2015
93,93,"James Hahn",94,29.54,330,1117,"BirdieorBetterConversionPercentage",2015
94,94,"Retief Goosen",81,29.5,254,861,"BirdieorBetterConversionPercentage",2015
95,95,"Brian Harman",90,29.49,317,1075,"BirdieorBetterConversionPercentage",2015
95,95,"Roger Sloan",56,29.49,174,590,"BirdieorBetterConversionPercentage",2015
97,97,"Derek Fathauer",81,29.43,249,846,"BirdieorBetterConversionPercentage",2015
98,98,"Angel Cabrera",53,29.4,182,619,"BirdieorBetterConversionPercentage",2015
99,99,"Padraig Harrington",60,29.38,193,657,"BirdieorBetterConversionPercentage",2015
100,100,"Bryce Molder",91,29.33,300,1023,"BirdieorBetterConversionPercentage",2015
101,101,"Whee Kim",71,29.31,248,846,"BirdieorBetterConversionPercentage",2015
102,102,"Boo Weekley",79,29.27,281,960,"BirdieorBetterConversionPercentage",2015
103,103,"Max Homa",78,29.24,245,838,"BirdieorBetterConversionPercentage",2015
104,104,"Webb Simpson",81,29.23,278,951,"BirdieorBetterConversionPercentage",2015
105,105,"KJ Choi",66,29.21,208,712,"BirdieorBetterConversionPercentage",2015
105,105,"Graham DeLaet",65,29.21,236,808,"BirdieorBetterConversionPercentage",2015
105,105,"Hunter Mahan",88,29.21,283,969,"BirdieorBetterConversionPercentage",2015
108,108,"Robert Garrigus",70,29.16,221,758,"BirdieorBetterConversionPercentage",2015
109,109,"David Hearn",97,29.11,345,1185,"BirdieorBetterConversionPercentage",2015
110,110,"Scott Langley",94,29.03,310,1068,"BirdieorBetterConversionPercentage",2015
111,111,"Cameron Tringale",96,29.02,323,1113,"BirdieorBetterConversionPercentage",2015
112,112,"Ken Duke",93,28.98,297,1025,"BirdieorBetterConversionPercentage",2015
112,112,"Bo Van Pelt",81,28.98,275,949,"BirdieorBetterConversionPercentage",2015
114,114,"Alex Cejka",94,28.97,314,1084,"BirdieorBetterConversionPercentage",2015
115,115,"Cameron Percy",72,28.96,247,853,"BirdieorBetterConversionPercentage",2015
115,115,"Scott Pinckney",88,28.96,309,1067,"BirdieorBetterConversionPercentage",2015
117,117,"Sam Saunders",83,28.81,274,951,"BirdieorBetterConversionPercentage",2015
118,118,"Kyle Reifers",96,28.79,319,1108,"BirdieorBetterConversionPercentage",2015
119,119,"Jonathan Byrd",69,28.72,226,787,"BirdieorBetterConversionPercentage",2015
120,120,"Nicholas Thompson",90,28.71,304,1059,"BirdieorBetterConversionPercentage",2015
121,121,"Jhonattan Vegas",90,28.68,290,1011,"BirdieorBetterConversionPercentage",2015
122,122,"John Merrick",78,28.67,258,900,"BirdieorBetterConversionPercentage",2015
123,123,"Jeff Overton",94,28.66,311,1085,"BirdieorBetterConversionPercentage",2015
124,124,"Gary Woodland",81,28.6,254,888,"BirdieorBetterConversionPercentage",2015
125,125,"Ernie Els",57,28.59,189,661,"BirdieorBetterConversionPercentage",2015
126,126,"Andrew Svoboda",80,28.57,254,889,"BirdieorBetterConversionPercentage",2015
127,127,"Chez Reavie",56,28.53,200,701,"BirdieorBetterConversionPercentage",2015
128,128,"Mark Hubbard",79,28.46,263,924,"BirdieorBetterConversionPercentage",2015
129,129,"John Huh",102,28.43,334,1175,"BirdieorBetterConversionPercentage",2015
130,130,"Brian Stuard",97,28.36,300,1058,"BirdieorBetterConversionPercentage",2015
131,131,"Vijay Singh",78,28.34,263,928,"BirdieorBetterConversionPercentage",2015
132,132,"Jason Dufner",76,28.32,256,904,"BirdieorBetterConversionPercentage",2015
133,133,"Jonathan Randolph",72,28.31,229,809,"BirdieorBetterConversionPercentage",2015
134,134,"Adam Hadwin",95,28.3,315,1113,"BirdieorBetterConversionPercentage",2015
135,135,"Kevin Streelman",95,28.26,319,1129,"BirdieorBetterConversionPercentage",2015
136,136,"Kevin Kisner",104,28.19,349,1238,"BirdieorBetterConversionPercentage",2015
137,137,"Russell Knox",96,28.13,344,1223,"BirdieorBetterConversionPercentage",2015
138,138,"Johnson Wagner",68,28,236,843,"BirdieorBetterConversionPercentage",2015
139,139,"Brian Davis",86,27.98,256,915,"BirdieorBetterConversionPercentage",2015
140,140,"Jamie Donaldson",50,27.93,150,537,"BirdieorBetterConversionPercentage",2015
141,141,"Alex Prugh",84,27.9,281,1007,"BirdieorBetterConversionPercentage",2015
142,142,"Jim Furyk",71,27.86,224,804,"BirdieorBetterConversionPercentage",2015
143,143,"Gonzalo Fdez Castano",81,27.83,246,884,"BirdieorBetterConversionPercentage",2015
144,144,"Steven Alker",62,27.79,199,716,"BirdieorBetterConversionPercentage",2015
144,144,"Stewart Cink",77,27.79,281,1011,"BirdieorBetterConversionPercentage",2015
146,146,"Zac Blair",108,27.76,340,1225,"BirdieorBetterConversionPercentage",2015
147,147,"Lucas Glover",79,27.73,277,999,"BirdieorBetterConversionPercentage",2015
148,148,"Matt Every",73,27.71,202,729,"BirdieorBetterConversionPercentage",2015
149,149,"Chad Collins",79,27.61,259,938,"BirdieorBetterConversionPercentage",2015
149,149,"Troy Merritt",91,27.61,286,1036,"BirdieorBetterConversionPercentage",2015
151,151,"Heath Slocum",57,27.55,165,599,"BirdieorBetterConversionPercentage",2015
152,152,"Mark Wilson",89,27.48,285,1037,"BirdieorBetterConversionPercentage",2015
153,153,"Geoff Ogilvy",50,27.4,157,573,"BirdieorBetterConversionPercentage",2015
154,154,"William McGirt",103,27.37,343,1253,"BirdieorBetterConversionPercentage",2015
155,155,"Eric Axley",57,27.36,165,603,"BirdieorBetterConversionPercentage",2015
156,156,"Jon Curran",83,27.33,258,944,"BirdieorBetterConversionPercentage",2015
157,157,"Chad Campbell",97,27.32,327,1197,"BirdieorBetterConversionPercentage",2015
158,158,"DA Points",72,27.1,219,808,"BirdieorBetterConversionPercentage",2015
159,159,"Tyrone Van Aswegen",58,27.01,175,648,"BirdieorBetterConversionPercentage",2015
160,160,"Ben Crane",62,26.97,178,660,"BirdieorBetterConversionPercentage",2015
160,160,"Derek Ernst",75,26.97,229,849,"BirdieorBetterConversionPercentage",2015
160,160,"Charles Howell III",105,26.97,349,1294,"BirdieorBetterConversionPercentage",2015
163,163,"Martin Flores",95,26.91,300,1115,"BirdieorBetterConversionPercentage",2015
164,164,"Bill Haas",89,26.79,285,1064,"BirdieorBetterConversionPercentage",2015
165,165,"Brice Garnett",81,26.78,260,971,"BirdieorBetterConversionPercentage",2015
166,166,"Jim Herman",88,26.68,309,1158,"BirdieorBetterConversionPercentage",2015
167,167,"David Toms",62,26.6,179,673,"BirdieorBetterConversionPercentage",2015
168,168,"Byron Smith",59,26.47,180,680,"BirdieorBetterConversionPercentage",2015
169,169,"Justin Leonard",61,26.46,181,684,"BirdieorBetterConversionPercentage",2015
170,170,"Michael Putnam",87,26.31,282,1072,"BirdieorBetterConversionPercentage",2015
171,171,"Luke Donald",71,26.16,219,837,"BirdieorBetterConversionPercentage",2015
172,172,"Roberto Castro",54,26.14,155,593,"BirdieorBetterConversionPercentage",2015
173,173,"Spencer Levin",99,26.05,310,1190,"BirdieorBetterConversionPercentage",2015
174,174,"John Peterson",84,25.97,267,1028,"BirdieorBetterConversionPercentage",2015
175,175,"Tim Wilkinson",73,25.91,206,795,"BirdieorBetterConversionPercentage",2015
176,176,"Greg Owen",58,25.59,185,723,"BirdieorBetterConversionPercentage",2015
177,177,"Billy Hurley III",83,25.3,234,925,"BirdieorBetterConversionPercentage",2015
178,178,"Davis Love III",51,24.88,154,619,"BirdieorBetterConversionPercentage",2015
179,179,"Bill Lunde",50,24.87,141,567,"BirdieorBetterConversionPercentage",2015
180,180,"Francesco Molinari",56,24.85,168,676,"BirdieorBetterConversionPercentage",2015
181,181,"Robert Allenby",63,24.58,174,708,"BirdieorBetterConversionPercentage",2015
182,182,"SJ Park",79,24.44,219,896,"BirdieorBetterConversionPercentage",2015
183,183,"JJ Henry",94,24.09,272,1129,"BirdieorBetterConversionPercentage",2015
184,184,"Jim Renner",68,22.58,175,775,"BirdieorBetterConversionPercentage",2015
