"GIRPercentage75100yards_RANKTHISWEEK_2012","GIRPercentage75100yards_RANKLASTWEEK_2012","GIRPercentage75100yards_PLAYERNAME_2012","GIRPercentage75100yards_ROUNDS_2012","GIRPercentage75100yards_Pct_2012","GIRPercentage75100yards_GREENSHIT_2012","GIRPercentage75100yards_TOTALHOLES_2012","GIRPercentage75100yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"Garth Mulroy",59,92.31,36,39,-0.31,"GIRPercentage75100yards",2012
2,2,"Justin Leonard",79,91.95,80,87,-0.39,"GIRPercentage75100yards",2012
3,3,"Nick OHern",78,91.53,54,59,-0.31,"GIRPercentage75100yards",2012
4,4,"David Toms",60,90,45,50,-0.24,"GIRPercentage75100yards",2012
5,5,"David Hearn",95,88.89,72,81,-0.22,"GIRPercentage75100yards",2012
6,6,"Tommy Biershenk",74,88.71,55,62,-0.33,"GIRPercentage75100yards",2012
6,6,"Jason Bohn",81,88.71,55,62,-0.31,"GIRPercentage75100yards",2012
8,8,"Richard Lee",71,88.37,38,43,-0.26,"GIRPercentage75100yards",2012
9,9,"Matt Jones",53,88.24,30,34,-0.33,"GIRPercentage75100yards",2012
9,9,"Jimmy Walker",101,88.24,60,68,-0.32,"GIRPercentage75100yards",2012
11,11,"Bill Lunde",83,87.84,65,74,-0.23,"GIRPercentage75100yards",2012
12,12,"John Rollins",81,87.5,70,80,-0.43,"GIRPercentage75100yards",2012
13,13,"Kevin Kisner",69,87.3,55,63,-0.27,"GIRPercentage75100yards",2012
14,14,"Rocco Mediate",70,87.27,48,55,-0.27,"GIRPercentage75100yards",2012
15,15,"Camilo Villegas",79,87.14,61,70,-0.39,"GIRPercentage75100yards",2012
16,16,"Scott Brown",65,86.84,33,38,-0.3,"GIRPercentage75100yards",2012
16,16,"Charles Howell III",98,86.84,66,76,-0.32,"GIRPercentage75100yards",2012
18,18,"KJ Choi",71,86.67,39,45,-0.36,"GIRPercentage75100yards",2012
18,18,"Andres Romero",68,86.67,26,30,-0.42,"GIRPercentage75100yards",2012
20,20,"Brian Davis",91,86.6,84,97,-0.32,"GIRPercentage75100yards",2012
21,21,"Roberto Castro",92,86.36,57,66,-0.3,"GIRPercentage75100yards",2012
22,22,"Arjun Atwal",79,86.27,44,51,-0.3,"GIRPercentage75100yards",2012
23,23,"Nathan Green",73,86.11,31,36,-0.26,"GIRPercentage75100yards",2012
24,24,"Bryce Molder",83,85.94,55,64,-0.45,"GIRPercentage75100yards",2012
25,25,"Ernie Els",80,85.71,60,70,-0.27,"GIRPercentage75100yards",2012
25,25,"JJ Henry",93,85.71,54,63,-0.26,"GIRPercentage75100yards",2012
27,27,"Josh Teater",97,85.56,77,90,-0.39,"GIRPercentage75100yards",2012
28,28,"Brendon de Jonge",115,85.51,59,69,-0.37,"GIRPercentage75100yards",2012
29,29,"Hunter Mahan",88,85.25,52,61,-0.29,"GIRPercentage75100yards",2012
30,30,"Dicky Pride",62,85.11,40,47,-0.3,"GIRPercentage75100yards",2012
31,31,"Rory Sabbatini",84,85.07,57,67,-0.28,"GIRPercentage75100yards",2012
32,32,"Will Claxton",99,85,68,80,-0.4,"GIRPercentage75100yards",2012
32,32,"Sean OHair",84,85,68,80,-0.37,"GIRPercentage75100yards",2012
32,32,"Kyle Thompson",51,85,34,40,-0.21,"GIRPercentage75100yards",2012
35,35,"Alexandre Rocha",62,84.91,45,53,-0.29,"GIRPercentage75100yards",2012
36,36,"Chad Campbell",84,84.85,56,66,-0.36,"GIRPercentage75100yards",2012
36,36,"Charlie Wi",86,84.85,56,66,-0.32,"GIRPercentage75100yards",2012
38,38,"Brian Harman",101,84.8,106,125,-0.28,"GIRPercentage75100yards",2012
39,39,"Billy Horschel",63,84.62,44,52,-0.32,"GIRPercentage75100yards",2012
40,40,"Ben Crane",73,84.38,54,64,-0.3,"GIRPercentage75100yards",2012
40,40,"Rod Pampling",88,84.38,54,64,-0.41,"GIRPercentage75100yards",2012
42,42,"Martin Flores",95,84.34,70,83,-0.24,"GIRPercentage75100yards",2012
43,43,"Jeff Overton",101,84.21,80,95,-0.34,"GIRPercentage75100yards",2012
43,43,"Roland Thatcher",55,84.21,32,38,-0.38,"GIRPercentage75100yards",2012
43,43,"Brendon Todd",78,84.21,48,57,-0.44,"GIRPercentage75100yards",2012
46,46,"John Merrick",83,84.13,53,63,-0.45,"GIRPercentage75100yards",2012
47,47,"Henrik Stenson",51,84,21,25,-0.33,"GIRPercentage75100yards",2012
48,48,"John Daly",50,83.93,47,56,-0.4,"GIRPercentage75100yards",2012
49,49,"Chris Kirk",93,83.75,67,80,-0.36,"GIRPercentage75100yards",2012
50,50,"Robert Allenby",76,83.72,36,43,-0.39,"GIRPercentage75100yards",2012
50,50,"Stewart Cink",71,83.72,36,43,-0.25,"GIRPercentage75100yards",2012
52,52,"Russell Knox",72,83.67,41,49,-0.27,"GIRPercentage75100yards",2012
