"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2011","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2011","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2011","FirstTeeLatePar5ScoringAverage_ROUNDS_2011","FirstTeeLatePar5ScoringAverage_AVG_2011","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2011","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Andres Romero",77,4.4,299,68,"FirstTeeLatePar5ScoringAverage",2011
2,2,"Robert Karlsson",61,4.43,248,56,"FirstTeeLatePar5ScoringAverage",2011
3,3,"Angel Cabrera",50,4.44,240,54,"FirstTeeLatePar5ScoringAverage",2011
4,4,"Bubba Watson",85,4.46,504,113,"FirstTeeLatePar5ScoringAverage",2011
5,5,"Steven Bowditch",86,4.47,295,66,"FirstTeeLatePar5ScoringAverage",2011
6,6,"Bobby Gates",82,4.48,278,62,"FirstTeeLatePar5ScoringAverage",2011
6,6,"Bo Van Pelt",92,4.48,385,86,"FirstTeeLatePar5ScoringAverage",2011
6,6,"YE Yang",63,4.48,278,62,"FirstTeeLatePar5ScoringAverage",2011
9,9,"Jason Day",76,4.49,440,98,"FirstTeeLatePar5ScoringAverage",2011
10,10,"Luke Donald",73,4.51,568,126,"FirstTeeLatePar5ScoringAverage",2011
10,10,"Padraig Harrington",60,4.51,302,67,"FirstTeeLatePar5ScoringAverage",2011
10,10,"Jim Herman",69,4.51,293,65,"FirstTeeLatePar5ScoringAverage",2011
10,10,"Kyle Stanley",98,4.51,352,78,"FirstTeeLatePar5ScoringAverage",2011
10,10,"Steve Stricker",70,4.51,568,126,"FirstTeeLatePar5ScoringAverage",2011
15,15,"Hunter Haas",96,4.52,425,94,"FirstTeeLatePar5ScoringAverage",2011
16,16,"Fabian Gomez",84,4.53,349,77,"FirstTeeLatePar5ScoringAverage",2011
16,16,"JB Holmes",57,4.53,240,53,"FirstTeeLatePar5ScoringAverage",2011
16,16,"Phil Mickelson",79,4.53,507,112,"FirstTeeLatePar5ScoringAverage",2011
19,19,"Tommy Gainey",104,4.54,459,101,"FirstTeeLatePar5ScoringAverage",2011
19,19,"Robert Garrigus",83,4.54,372,82,"FirstTeeLatePar5ScoringAverage",2011
19,19,"Adam Scott",60,4.54,449,99,"FirstTeeLatePar5ScoringAverage",2011
22,22,"Keegan Bradley",91,4.55,478,105,"FirstTeeLatePar5ScoringAverage",2011
22,22,"Jonathan Byrd",83,4.55,391,86,"FirstTeeLatePar5ScoringAverage",2011
22,22,"Dustin Johnson",72,4.55,441,97,"FirstTeeLatePar5ScoringAverage",2011
22,22,"Hunter Mahan",92,4.55,542,119,"FirstTeeLatePar5ScoringAverage",2011
22,22,"George McNeill",69,4.55,296,65,"FirstTeeLatePar5ScoringAverage",2011
22,22,"Kevin Na",84,4.55,346,76,"FirstTeeLatePar5ScoringAverage",2011
22,22,"Aron Price",58,4.55,241,53,"FirstTeeLatePar5ScoringAverage",2011
22,22,"Webb Simpson",98,4.55,701,154,"FirstTeeLatePar5ScoringAverage",2011
30,30,"Jim Furyk",87,4.56,511,112,"FirstTeeLatePar5ScoringAverage",2011
30,30,"Carl Pettersson",95,4.56,397,87,"FirstTeeLatePar5ScoringAverage",2011
30,30,"Josh Teater",104,4.56,424,93,"FirstTeeLatePar5ScoringAverage",2011
30,30,"Nick Watney",80,4.56,561,123,"FirstTeeLatePar5ScoringAverage",2011
34,34,"Matt Kuchar",94,4.57,631,138,"FirstTeeLatePar5ScoringAverage",2011
34,34,"David Mathis",83,4.57,274,60,"FirstTeeLatePar5ScoringAverage",2011
34,34,"Sean OHair",71,4.57,210,46,"FirstTeeLatePar5ScoringAverage",2011
34,34,"John Rollins",85,4.57,347,76,"FirstTeeLatePar5ScoringAverage",2011
38,38,"Lucas Glover",74,4.58,366,80,"FirstTeeLatePar5ScoringAverage",2011
38,38,"Charles Howell III",108,4.58,596,130,"FirstTeeLatePar5ScoringAverage",2011
38,38,"Martin Laird",77,4.58,435,95,"FirstTeeLatePar5ScoringAverage",2011
38,38,"Billy Mayfair",94,4.58,298,65,"FirstTeeLatePar5ScoringAverage",2011
38,38,"DJ Trahan",91,4.58,298,65,"FirstTeeLatePar5ScoringAverage",2011
43,43,"Michael Bradley",74,4.59,170,37,"FirstTeeLatePar5ScoringAverage",2011
43,43,"Steve Flesch",88,4.59,367,80,"FirstTeeLatePar5ScoringAverage",2011
43,43,"Jarrod Lyle",83,4.59,294,64,"FirstTeeLatePar5ScoringAverage",2011
43,43,"Tim Petrovic",88,4.59,381,83,"FirstTeeLatePar5ScoringAverage",2011
47,47,"Chris Couch",73,4.6,419,91,"FirstTeeLatePar5ScoringAverage",2011
47,47,"Bio Kim",71,4.6,221,48,"FirstTeeLatePar5ScoringAverage",2011
47,47,"Marc Leishman",87,4.6,267,58,"FirstTeeLatePar5ScoringAverage",2011
47,47,"Graeme McDowell",50,4.6,267,58,"FirstTeeLatePar5ScoringAverage",2011
47,47,"Vijay Singh",79,4.6,414,90,"FirstTeeLatePar5ScoringAverage",2011
52,52,"Sung Kang",63,4.61,272,59,"FirstTeeLatePar5ScoringAverage",2011
52,52,"Jeff Overton",92,4.61,318,69,"FirstTeeLatePar5ScoringAverage",2011
