"Par4EagleLeaders_RANKTHISWEEK_2014","Par4EagleLeaders_RANKLASTWEEK_2014","Par4EagleLeaders_PLAYERNAME_2014","Par4EagleLeaders_ROUNDS_2014","Par4EagleLeaders_TOTAL_2014","Par4EagleLeaders_TOTALPAR4HOLES_2014","Par4EagleLeaders_TOTALHOLEOUTS_2014","stat_name","year"
1,1,"Ernie Els",85,4,850,3,"Par4EagleLeaders",2014
2,2,"Jonas Blixt",64,3,658,1,"Par4EagleLeaders",2014
2,2,"Stewart Cink",91,3,975,3,"Par4EagleLeaders",2014
2,2,"Chad Collins",78,3,800,3,"Par4EagleLeaders",2014
2,2,"Sergio Garcia",61,3,636,2,"Par4EagleLeaders",2014
2,2,"Robert Garrigus",80,3,859,3,"Par4EagleLeaders",2014
2,2,"Brian Harman",111,3,1219,2,"Par4EagleLeaders",2014
2,2,"Charles Howell III",106,3,1152,2,"Par4EagleLeaders",2014
2,2,"Matt Jones",83,3,888,3,"Par4EagleLeaders",2014
2,2,"Will Ma Kenzie",82,3,879,3,"Par4EagleLeaders",2014
2,2,"Ryan Palmer",85,3,930,2,"Par4EagleLeaders",2014
2,2,"Patrick Reed",92,3,989,2,"Par4EagleLeaders",2014
2,2,"Daniel Summerhays",98,3,1051,3,"Par4EagleLeaders",2014
2,2,"Lee Westwood",57,3,598,1,"Par4EagleLeaders",2014
15,15,"Charlie Beljan",76,2,783,2,"Par4EagleLeaders",2014
15,15,"Steven Bowditch",93,2,1014,1,"Par4EagleLeaders",2014
15,15,"Keegan Bradley",89,2,946,1,"Par4EagleLeaders",2014
15,15,"Tim Clark",75,2,841,2,"Par4EagleLeaders",2014
15,15,"Erik Compton",88,2,950,2,"Par4EagleLeaders",2014
15,15,"Ben Crane",81,2,887,1,"Par4EagleLeaders",2014
15,15,"Harris English",95,2,1010,2,"Par4EagleLeaders",2014
15,15,"Gonzalo Fdez Castano",83,2,900,1,"Par4EagleLeaders",2014
15,15,"Brian Gay",81,2,858,1,"Par4EagleLeaders",2014
15,15,"Russell Henley",92,2,1007,1,"Par4EagleLeaders",2014
15,15,"Charley Hoffman",93,2,989,1,"Par4EagleLeaders",2014
15,15,"Morgan Hoffmann",103,2,1084,2,"Par4EagleLeaders",2014
15,15,"Chris Kirk",105,2,1139,NA,"Par4EagleLeaders",2014
15,15,"Kevin Kisner",85,2,923,1,"Par4EagleLeaders",2014
15,15,"Jason Kokrak",65,2,693,2,"Par4EagleLeaders",2014
15,15,"David Lingmerth",80,2,820,1,"Par4EagleLeaders",2014
15,15,"Ben Martin",80,2,855,2,"Par4EagleLeaders",2014
15,15,"Graeme McDowell",66,2,679,1,"Par4EagleLeaders",2014
15,15,"Troy Merritt",62,2,689,1,"Par4EagleLeaders",2014
15,15,"Sean OHair",77,2,837,NA,"Par4EagleLeaders",2014
15,15,"Jeff Overton",80,2,832,2,"Par4EagleLeaders",2014
15,15,"Pat Perez",84,2,894,1,"Par4EagleLeaders",2014
15,15,"Justin Rose",70,2,724,NA,"Par4EagleLeaders",2014
15,15,"John Senden",99,2,1081,2,"Par4EagleLeaders",2014
15,15,"Vijay Singh",83,2,911,NA,"Par4EagleLeaders",2014
15,15,"Kevin Stadler",90,2,963,1,"Par4EagleLeaders",2014
15,15,"Kyle Stanley",87,2,903,2,"Par4EagleLeaders",2014
15,15,"Brendan Steele",89,2,907,1,"Par4EagleLeaders",2014
15,15,"Kevin Streelman",79,2,836,1,"Par4EagleLeaders",2014
15,15,"Brian Stuard",91,2,949,1,"Par4EagleLeaders",2014
