"ScoringRating_RANKTHISWEEK_2007","ScoringRating_RANKLASTWEEK_2007","ScoringRating_PLAYERNAME_2007","ScoringRating_EVENTS_2007","ScoringRating_RATING_2007","stat_name","year"
64,64,"Ken Duke",22,8.1,"ScoringRating",2007
64,64,"Danny Ellis",1,8.1,"ScoringRating",2007
64,64,"Dan Forsman",4,8.1,"ScoringRating",2007
64,64,"Tom Gillis",1,8.1,"ScoringRating",2007
64,64,"Bill Haas",15,8.1,"ScoringRating",2007
64,64,"Anders Hansen",6,8.1,"ScoringRating",2007
64,64,"Padraig Harrington",11,8.1,"ScoringRating",2007
64,64,"JP Hayes",15,8.1,"ScoringRating",2007
64,64,"John Huston",6,8.1,"ScoringRating",2007
64,64,"Trevor Immelman",11,8.1,"ScoringRating",2007
64,64,"Kent Jones",17,8.1,"ScoringRating",2007
64,64,"Matt Kuchar",15,8.1,"ScoringRating",2007
64,64,"Bernhard Langer",9,8.1,"ScoringRating",2007
64,64,"Justin Leonard",17,8.1,"ScoringRating",2007
64,64,"Peter Lonard",14,8.1,"ScoringRating",2007
64,64,"Bill Lunde",1,8.1,"ScoringRating",2007
64,64,"Shaun Micheel",14,8.1,"ScoringRating",2007
64,64,"Ryan Moore",16,8.1,"ScoringRating",2007
64,64,"Kevin Na",16,8.1,"ScoringRating",2007
64,64,"Rod Pampling",18,8.1,"ScoringRating",2007
64,64,"Kenny Perry",16,8.1,"ScoringRating",2007
64,64,"Tim Petrovic",20,8.1,"ScoringRating",2007
64,64,"Justin Rose",10,8.1,"ScoringRating",2007
64,64,"John Senden",19,8.1,"ScoringRating",2007
64,64,"BJ Staten",2,8.1,"ScoringRating",2007
64,64,"Vaughn Taylor",16,8.1,"ScoringRating",2007
64,64,"DJ Trahan",18,8.1,"ScoringRating",2007
64,64,"Johnson Wagner",15,8.1,"ScoringRating",2007
64,64,"Boo Weekley",16,8.1,"ScoringRating",2007
64,64,"Mike Weir",15,8.1,"ScoringRating",2007
64,64,"Charlie Wi",18,8.1,"ScoringRating",2007
64,64,"Garrett Willis",6,8.1,"ScoringRating",2007
64,64,"Dean Wilson",16,8.1,"ScoringRating",2007
102,102,"Stephen Ames",14,8,"ScoringRating",2007
102,102,"Stuart Appleby",11,8,"ScoringRating",2007
102,102,"Rich Beem",15,8,"ScoringRating",2007
102,102,"Jason Bohn",11,8,"ScoringRating",2007
102,102,"Bart Bryant",17,8,"ScoringRating",2007
102,102,"Chris Couch",10,8,"ScoringRating",2007
102,102,"Ben Crane",5,8,"ScoringRating",2007
102,102,"John Daly",7,8,"ScoringRating",2007
102,102,"Robert Damron",1,8,"ScoringRating",2007
102,102,"Brian Davis",20,8,"ScoringRating",2007
102,102,"Jay Delsing",6,8,"ScoringRating",2007
102,102,"David Duval",4,8,"ScoringRating",2007
102,102,"Carlos Franco",5,8,"ScoringRating",2007
102,102,"Robert Gamez",12,8,"ScoringRating",2007
102,102,"Robert Garrigus",18,8,"ScoringRating",2007
102,102,"Mathew Goggin",18,8,"ScoringRating",2007
102,102,"Nathan Green",20,8,"ScoringRating",2007
102,102,"Mathias Gronberg",16,8,"ScoringRating",2007
102,102,"Dudley Hart",6,8,"ScoringRating",2007
102,102,"JJ Henry",14,8,"ScoringRating",2007
102,102,"Charley Hoffman",17,8,"ScoringRating",2007
102,102,"Ryuji Imada",19,8,"ScoringRating",2007
102,102,"Jerry Kelly",17,8,"ScoringRating",2007
102,102,"Frank Lickliter II",17,8,"ScoringRating",2007
102,102,"Davis Love III",11,8,"ScoringRating",2007
102,102,"Hunter Mahan",15,8,"ScoringRating",2007
102,102,"Steve Marino",20,8,"ScoringRating",2007
102,102,"Troy Matteson",16,8,"ScoringRating",2007
102,102,"Nick OHern",11,8,"ScoringRating",2007
102,102,"Tom Pernice Jr",18,8,"ScoringRating",2007
102,102,"Dicky Pride",9,8,"ScoringRating",2007
102,102,"Tag Ridings",8,8,"ScoringRating",2007
102,102,"Chris Riley",11,8,"ScoringRating",2007
102,102,"John Rollins",20,8,"ScoringRating",2007
102,102,"Wes Short Jr",3,8,"ScoringRating",2007
102,102,"Michael Sim",9,8,"ScoringRating",2007
102,102,"Vance Veazey",3,8,"ScoringRating",2007
102,102,"Nick Watney",16,8,"ScoringRating",2007
102,102,"Brett Wetterich",14,8,"ScoringRating",2007
102,102,"Mark Wilson",17,8,"ScoringRating",2007
142,142,"Steve Allan",12,7.9,"ScoringRating",2007
142,142,"Tommy Armour III",15,7.9,"ScoringRating",2007
142,142,"Ryan Armour",20,7.9,"ScoringRating",2007
142,142,"Briny Baird",25,7.9,"ScoringRating",2007
142,142,"Craig Barlow",10,7.9,"ScoringRating",2007
142,142,"Shane Bertsch",2,7.9,"ScoringRating",2007
142,142,"Craig Bowden",13,7.9,"ScoringRating",2007
142,142,"Angel Cabrera",5,7.9,"ScoringRating",2007
142,142,"Paul Casey",4,7.9,"ScoringRating",2007
142,142,"Jose Coceres",8,7.9,"ScoringRating",2007
142,142,"Kris Cox",1,7.9,"ScoringRating",2007
142,142,"Todd Demsey",1,7.9,"ScoringRating",2007
142,142,"Steve Flesch",18,7.9,"ScoringRating",2007
142,142,"Fred Funk",10,7.9,"ScoringRating",2007
142,142,"Brian Gay",20,7.9,"ScoringRating",2007
142,142,"Jason Gore",16,7.9,"ScoringRating",2007
142,142,"JB Holmes",12,7.9,"ScoringRating",2007
142,142,"Charles Howell III",14,7.9,"ScoringRating",2007
142,142,"Jarrod Lyle",13,7.9,"ScoringRating",2007
142,142,"Will Ma Kenzie",19,7.9,"ScoringRating",2007
142,142,"Shigeki Maruyama",13,7.9,"ScoringRating",2007
142,142,"John Merrick",15,7.9,"ScoringRating",2007
142,142,"Yusaku Miyazato",1,7.9,"ScoringRating",2007
142,142,"Greg Owen",11,7.9,"ScoringRating",2007
142,142,"Ted Purdy",18,7.9,"ScoringRating",2007
142,142,"Jeff Quinney",18,7.9,"ScoringRating",2007
142,142,"Jeff Sluman",6,7.9,"ScoringRating",2007
142,142,"Kevin Sutherland",15,7.9,"ScoringRating",2007
142,142,"Chris Tidland",7,7.9,"ScoringRating",2007
142,142,"Charles Warren",21,7.9,"ScoringRating",2007
142,142,"Lee Westwood",3,7.9,"ScoringRating",2007
142,142,"Kaname Yokoo",1,7.9,"ScoringRating",2007
174,174,"Billy Andrade",16,7.8,"ScoringRating",2007
174,174,"Woody Austin",19,7.8,"ScoringRating",2007
174,174,"Olin Browne",6,7.8,"ScoringRating",2007
174,174,"Gavin Coles",15,7.8,"ScoringRating",2007
174,174,"Marco Dawson",13,7.8,"ScoringRating",2007
174,174,"Brendon de Jonge",11,7.8,"ScoringRating",2007
174,174,"Jason Dufner",16,7.8,"ScoringRating",2007
174,174,"Joe Durant",15,7.8,"ScoringRating",2007
174,174,"Paul Goydos",11,7.8,"ScoringRating",2007
174,174,"Bob Heintz",14,7.8,"ScoringRating",2007
174,174,"Mark Hensby",16,7.8,"ScoringRating",2007
174,174,"Tim Herron",19,7.8,"ScoringRating",2007
174,174,"Lee Janzen",7,7.8,"ScoringRating",2007
174,174,"Cliff Kresge",23,7.8,"ScoringRating",2007
174,174,"Doug LaBelle II",17,7.8,"ScoringRating",2007
174,174,"Neal Lancaster",6,7.8,"ScoringRating",2007
174,174,"Jeff Maggert",15,7.8,"ScoringRating",2007
174,174,"John Mallinger",18,7.8,"ScoringRating",2007
174,174,"Parker McLachlin",12,7.8,"ScoringRating",2007
174,174,"Bryce Molder",7,7.8,"ScoringRating",2007
174,174,"Ryan Palmer",14,7.8,"ScoringRating",2007
174,174,"Henrik Stenson",8,7.8,"ScoringRating",2007
174,174,"Darron Stiles",7,7.8,"ScoringRating",2007
174,174,"Kirk Triplett",12,7.8,"ScoringRating",2007
174,174,"Jay Williamson",11,7.8,"ScoringRating",2007
174,174,"Lee Williams",1,7.8,"ScoringRating",2007
200,200,"Michael Allen",14,7.7,"ScoringRating",2007
200,200,"Ricky Barnes",1,7.7,"ScoringRating",2007
200,200,"Mark Brooks",6,7.7,"ScoringRating",2007
200,200,"Glen Day",15,7.7,"ScoringRating",2007
200,200,"Jeff Gove",20,7.7,"ScoringRating",2007
200,200,"Richard Johnson",15,7.7,"ScoringRating",2007
200,200,"Steve Jones",2,7.7,"ScoringRating",2007
200,200,"Craig Kanada",19,7.7,"ScoringRating",2007
200,200,"Robert Karlsson",7,7.7,"ScoringRating",2007
200,200,"Craig Lile",14,7.7,"ScoringRating",2007
200,200,"Steve Lowery",14,7.7,"ScoringRating",2007
200,200,"Daisuke Maruyama",14,7.7,"ScoringRating",2007
200,200,"Rocco Mediate",14,7.7,"ScoringRating",2007
200,200,"Mark OMeara",1,7.7,"ScoringRating",2007
200,200,"Michael Putnam",17,7.7,"ScoringRating",2007
200,200,"Brett Quigley",13,7.7,"ScoringRating",2007
200,200,"Brady Schnell",1,7.7,"ScoringRating",2007
200,200,"Jason Schultz",8,7.7,"ScoringRating",2007
200,200,"Joey Sindelar",12,7.7,"ScoringRating",2007
200,200,"Kevin Stadler",14,7.7,"ScoringRating",2007
200,200,"Bob Tway",17,7.7,"ScoringRating",2007
200,200,"Duffy Waldorf",11,7.7,"ScoringRating",2007
222,222,"Eric Axley",16,7.6,"ScoringRating",2007
222,222,"Paul Azinger",7,7.6,"ScoringRating",2007
222,222,"David Berganio Jr",1,7.6,"ScoringRating",2007
222,222,"DJ Brigman",9,7.6,"ScoringRating",2007
222,222,"Chad Campbell",15,7.6,"ScoringRating",2007
222,222,"Bubba Dickerson",5,7.6,"ScoringRating",2007
222,222,"Chris DiMarco",13,7.6,"ScoringRating",2007
222,222,"Brad Faxon",5,7.6,"ScoringRating",2007
222,222,"Scott Gutschewski",10,7.6,"ScoringRating",2007
222,222,"Thongchai Jaidee",2,7.6,"ScoringRating",2007
222,222,"Colt Knost",3,7.6,"ScoringRating",2007
222,222,"Bob May",8,7.6,"ScoringRating",2007
222,222,"Paul McGinley",3,7.6,"ScoringRating",2007
222,222,"Corey Pavin",14,7.6,"ScoringRating",2007
222,222,"Kyle Reifers",9,7.6,"ScoringRating",2007
222,222,"Loren Roberts",1,7.6,"ScoringRating",2007
222,222,"Paul Sheehan",1,7.6,"ScoringRating",2007
222,222,"Azuma Yano",1,7.6,"ScoringRating",2007
240,240,"Rich Barcelo",13,7.5,"ScoringRating",2007
240,240,"Guy Boros",1,7.5,"ScoringRating",2007
240,240,"Michael Boyd",8,7.5,"ScoringRating",2007
240,240,"David Branshaw",10,7.5,"ScoringRating",2007
240,240,"Brent Geiberger",5,7.5,"ScoringRating",2007
240,240,"Retief Goosen",8,7.5,"ScoringRating",2007
240,240,"Paul Gow",8,7.5,"ScoringRating",2007
240,240,"Richard Green",2,7.5,"ScoringRating",2007
240,240,"Matt Hendrix",7,7.5,"ScoringRating",2007
240,240,"Tom Johnson",11,7.5,"ScoringRating",2007
240,240,"Skip Kendall",1,7.5,"ScoringRating",2007
240,240,"Jamie Lovemark",2,7.5,"ScoringRating",2007
240,240,"Kelly Mitchum",1,7.5,"ScoringRating",2007
240,240,"Chris Smith",3,7.5,"ScoringRating",2007
240,240,"Jerry Smith",5,7.5,"ScoringRating",2007
240,240,"Steve Wheatcroft",9,7.5,"ScoringRating",2007
256,256,"Brian Bateman",7,7.4,"ScoringRating",2007
256,256,"Jeff Brehaut",7,7.4,"ScoringRating",2007
256,256,"Darren Clarke",2,7.4,"ScoringRating",2007
256,256,"Ben Curtis",13,7.4,"ScoringRating",2007
256,256,"Johan Edfors",3,7.4,"ScoringRating",2007
256,256,"Tripp Isenhour",13,7.4,"ScoringRating",2007
256,256,"Colin Montgomerie",3,7.4,"ScoringRating",2007
256,256,"Jose Maria Olazabal",8,7.4,"ScoringRating",2007
256,256,"Andrew Ruthkoski",2,7.4,"ScoringRating",2007
256,256,"Jeev Milkha Singh",3,7.4,"ScoringRating",2007
256,256,"Oliver Thomson",1,7.4,"ScoringRating",2007
267,267,"Joe Daley",1,7.3,"ScoringRating",2007
267,267,"David Howell",4,7.3,"ScoringRating",2007
267,267,"Bronson La Cassie",1,7.3,"ScoringRating",2007
267,267,"Jim McGovern",3,7.3,"ScoringRating",2007
267,267,"Larry Mize",2,7.3,"ScoringRating",2007
267,267,"Jim Rutledge",4,7.3,"ScoringRating",2007
267,267,"Charl Schwartzel",3,7.3,"ScoringRating",2007
267,267,"Jaco Van Zyl",4,7.3,"ScoringRating",2007
267,267,"Grant Waite",5,7.3,"ScoringRating",2007
276,276,"Notah Begay III",2,7.2,"ScoringRating",2007
276,276,"Michael Bradley",3,7.2,"ScoringRating",2007
276,276,"Mike Grob",1,7.2,"ScoringRating",2007
276,276,"Blaine McCallister",1,7.2,"ScoringRating",2007
280,280,"Chris Baryla",1,7.1,"ScoringRating",2007
280,280,"Paul Broadhurst",1,7.1,"ScoringRating",2007
280,280,"Martin Rominger",1,7.1,"ScoringRating",2007
283,283,"John Bickerton",1,7,"ScoringRating",2007
283,283,"Jim Gallagher Jr",4,7,"ScoringRating",2007
283,283,"Anton Haig",2,7,"ScoringRating",2007
283,283,"Todd Hamilton",8,7,"ScoringRating",2007
283,283,"Paul Trittler",1,7,"ScoringRating",2007
288,288,"Bob Burns",2,6.9,"ScoringRating",2007
288,288,"Tony Finau",1,6.9,"ScoringRating",2007
288,288,"David Hearn",1,6.9,"ScoringRating",2007
288,288,"Louis Oosthuizen",1,6.9,"ScoringRating",2007
288,288,"Willie Wood",1,6.9,"ScoringRating",2007
293,293,"Graeme Storm",1,6.8,"ScoringRating",2007
294,294,"Ryan Blaum",1,6.7,"ScoringRating",2007
294,294,"Spike McRoy",2,6.7,"ScoringRating",2007
294,294,"Richard Sterne",1,6.7,"ScoringRating",2007
297,297,"Shingo Katayama",2,6.6,"ScoringRating",2007
297,297,"JL Lewis",1,6.6,"ScoringRating",2007
299,299,"Matt Every",1,6.5,"ScoringRating",2007
299,299,"Andres Gonzales",1,6.5,"ScoringRating",2007
299,299,"Brandt Jobe",1,6.5,"ScoringRating",2007
299,299,"YE Yang",3,6.5,"ScoringRating",2007
303,303,"Jose Manuel Lara",1,6.4,"ScoringRating",2007
303,303,"Hennie Otto",1,6.4,"ScoringRating",2007
305,305,"Michael Campbell",2,6.3,"ScoringRating",2007
305,305,"WC Liang",1,6.3,"ScoringRating",2007
307,307,"Gregory Havret",1,6.2,"ScoringRating",2007
308,308,"Anthony Wall",1,6,"ScoringRating",2007
309,309,"Prom Meesawat",1,5.9,"ScoringRating",2007
309,309,"Hideto Tanihara",1,5.9,"ScoringRating",2007
311,311,"Alan Morin",1,5.8,"ScoringRating",2007
312,312,"Raphael Jacquelin",1,5.1,"ScoringRating",2007
