"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2010","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2010","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2010","FirstTeeLateRound2ScoringAverage__2010","FirstTeeLateRound2ScoringAverage_AVG_2010","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2010","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Bubba Watson",NA,67.67,203,3,"FirstTeeLateRound2ScoringAverage",2010
2,2,"JJ Henry",NA,67.75,271,4,"FirstTeeLateRound2ScoringAverage",2010
3,3,"Cliff Kresge",NA,68,136,2,"FirstTeeLateRound2ScoringAverage",2010
4,4,"Greg Owen",NA,68.2,341,5,"FirstTeeLateRound2ScoringAverage",2010
5,5,"Carl Pettersson",NA,68.25,273,4,"FirstTeeLateRound2ScoringAverage",2010
5,5,"Omar Uresti",NA,68.25,273,4,"FirstTeeLateRound2ScoringAverage",2010
7,7,"James Nitties",NA,68.33,410,6,"FirstTeeLateRound2ScoringAverage",2010
8,8,"Jonathan Byrd",NA,68.4,342,5,"FirstTeeLateRound2ScoringAverage",2010
8,8,"Steve Stricker",NA,68.4,342,5,"FirstTeeLateRound2ScoringAverage",2010
10,10,"Spencer Levin",NA,68.57,480,7,"FirstTeeLateRound2ScoringAverage",2010
11,11,"Chris Tidland",NA,68.67,412,6,"FirstTeeLateRound2ScoringAverage",2010
12,12,"John Rollins",NA,68.75,275,4,"FirstTeeLateRound2ScoringAverage",2010
13,13,"Graham DeLaet",NA,68.83,413,6,"FirstTeeLateRound2ScoringAverage",2010
14,14,"DJ Trahan",NA,68.86,482,7,"FirstTeeLateRound2ScoringAverage",2010
15,15,"Briny Baird",NA,69,207,3,"FirstTeeLateRound2ScoringAverage",2010
15,15,"Ben Crane",NA,69,69,1,"FirstTeeLateRound2ScoringAverage",2010
15,15,"Steve Elkington",NA,69,207,3,"FirstTeeLateRound2ScoringAverage",2010
15,15,"JB Holmes",NA,69,552,8,"FirstTeeLateRound2ScoringAverage",2010
15,15,"Matt Jones",NA,69,207,3,"FirstTeeLateRound2ScoringAverage",2010
15,15,"Shaun Micheel",NA,69,345,5,"FirstTeeLateRound2ScoringAverage",2010
21,21,"Jeev Milkha Singh",NA,69.25,277,4,"FirstTeeLateRound2ScoringAverage",2010
22,22,"Rickie Fowler",NA,69.33,624,9,"FirstTeeLateRound2ScoringAverage",2010
22,22,"JP Hayes",NA,69.33,416,6,"FirstTeeLateRound2ScoringAverage",2010
24,24,"Robert Garrigus",NA,69.43,486,7,"FirstTeeLateRound2ScoringAverage",2010
25,25,"Brendon de Jonge",NA,69.56,626,9,"FirstTeeLateRound2ScoringAverage",2010
26,26,"David Duval",NA,69.6,696,10,"FirstTeeLateRound2ScoringAverage",2010
26,26,"Martin Flores",NA,69.6,696,10,"FirstTeeLateRound2ScoringAverage",2010
28,28,"DA Points",NA,69.63,557,8,"FirstTeeLateRound2ScoringAverage",2010
29,29,"Lucas Glover",NA,69.67,418,6,"FirstTeeLateRound2ScoringAverage",2010
29,29,"Justin Rose",NA,69.67,418,6,"FirstTeeLateRound2ScoringAverage",2010
31,31,"Matt Kuchar",NA,69.73,767,11,"FirstTeeLateRound2ScoringAverage",2010
32,32,"Paul Stankowski",NA,69.75,279,4,"FirstTeeLateRound2ScoringAverage",2010
33,33,"Jason Day",NA,69.83,419,6,"FirstTeeLateRound2ScoringAverage",2010
34,34,"Geoff Ogilvy",NA,69.86,489,7,"FirstTeeLateRound2ScoringAverage",2010
35,35,"Josh Teater",NA,69.88,559,8,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Ricky Barnes",NA,70,490,7,"FirstTeeLateRound2ScoringAverage",2010
36,36,"KJ Choi",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Chris DiMarco",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Jeff Maggert",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Rod Pampling",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Michael Sim",NA,70,350,5,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Kevin Sutherland",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Garrett Willis",NA,70,490,7,"FirstTeeLateRound2ScoringAverage",2010
36,36,"Dean Wilson",NA,70,490,7,"FirstTeeLateRound2ScoringAverage",2010
45,45,"Boo Weekley",NA,70.11,631,9,"FirstTeeLateRound2ScoringAverage",2010
