"GIRPercentageLess75yards_RANKTHISWEEK_2005","GIRPercentageLess75yards_RANKLASTWEEK_2005","GIRPercentageLess75yards_PLAYERNAME_2005","GIRPercentageLess75yards_ROUNDS_2005","GIRPercentageLess75yards_Pct_2005","GIRPercentageLess75yards_GREENSHIT_2005","GIRPercentageLess75yards_TOTALHOLES_2005","GIRPercentageLess75yards_RELATIVETOPAR_2005","stat_name","year"
1,1,"Glen Hnatiuk",59,94,94,100,-0.55,"GIRPercentageLess75yards",2005
2,2,"Loren Roberts",54,93.48,43,46,-0.72,"GIRPercentageLess75yards",2005
3,3,"Steve Elkington",67,93.08,121,130,-0.54,"GIRPercentageLess75yards",2005
4,4,"Hidemichi Tanaka",106,92.89,196,211,-0.53,"GIRPercentageLess75yards",2005
5,5,"Tommy Armour III",103,92.7,165,178,-0.59,"GIRPercentageLess75yards",2005
6,6,"Jose Maria Olazabal",55,92.39,85,92,-0.64,"GIRPercentageLess75yards",2005
7,7,"Dennis Paulson",63,92.36,145,157,-0.58,"GIRPercentageLess75yards",2005
8,8,"Stephen Ames",82,92.31,108,117,-0.64,"GIRPercentageLess75yards",2005
9,9,"Heath Slocum",103,92.06,174,189,-0.54,"GIRPercentageLess75yards",2005
9,9,"Bob Tway",87,92.06,116,126,-0.56,"GIRPercentageLess75yards",2005
11,11,"David Toms",87,91.78,134,146,-0.67,"GIRPercentageLess75yards",2005
12,12,"Joe Durant",81,91.67,154,168,-0.51,"GIRPercentageLess75yards",2005
13,13,"Sergio Garcia",73,91.62,153,167,-0.58,"GIRPercentageLess75yards",2005
14,14,"Jay Williamson",53,91.58,87,95,-0.59,"GIRPercentageLess75yards",2005
15,15,"Ian Poulter",62,91.04,61,67,-0.61,"GIRPercentageLess75yards",2005
16,16,"Robert Damron",89,91.03,142,156,-0.52,"GIRPercentageLess75yards",2005
17,17,"Geoff Ogilvy",97,91.02,152,167,-0.62,"GIRPercentageLess75yards",2005
18,18,"Nick Watney",91,90.95,201,221,-0.69,"GIRPercentageLess75yards",2005
19,19,"Daniel Chopra",108,90.91,230,253,-0.57,"GIRPercentageLess75yards",2005
20,20,"Brian Gay",101,90.78,128,141,-0.55,"GIRPercentageLess75yards",2005
21,21,"Vaughn Taylor",99,90.71,205,226,-0.6,"GIRPercentageLess75yards",2005
22,22,"Dan Forsman",52,90.68,107,118,-0.56,"GIRPercentageLess75yards",2005
23,23,"Dudley Hart",84,90.54,134,148,-0.61,"GIRPercentageLess75yards",2005
24,24,"Cameron Beckman",96,90.48,171,189,-0.58,"GIRPercentageLess75yards",2005
25,25,"Todd Fischer",99,90.43,170,188,-0.54,"GIRPercentageLess75yards",2005
26,26,"Lee Janzen",75,90.3,121,134,-0.54,"GIRPercentageLess75yards",2005
27,27,"Mark Wilson",74,90.27,102,113,-0.51,"GIRPercentageLess75yards",2005
