"LatePar3ScoringAverage_RANKTHISWEEK_2010","LatePar3ScoringAverage_RANKLASTWEEK_2010","LatePar3ScoringAverage_PLAYERNAME_2010","LatePar3ScoringAverage_ROUNDS_2010","LatePar3ScoringAverage_AVG_2010","LatePar3ScoringAverage_TOTALSTROKES_2010","LatePar3ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"David Toms",86,2.9,504,174,"LatePar3ScoringAverage",2010
2,2,"Aron Price",70,2.92,482,165,"LatePar3ScoringAverage",2010
3,3,"Pat Perez",90,2.94,485,165,"LatePar3ScoringAverage",2010
4,4,"Jeff Overton",89,2.95,540,183,"LatePar3ScoringAverage",2010
4,4,"Michael Sim",64,2.95,436,148,"LatePar3ScoringAverage",2010
4,4,"Steve Stricker",73,2.95,496,168,"LatePar3ScoringAverage",2010
7,7,"Michael Connell",89,2.96,500,169,"LatePar3ScoringAverage",2010
8,8,"Chris DiMarco",88,2.98,491,165,"LatePar3ScoringAverage",2010
8,8,"Ryuji Imada",90,2.98,518,174,"LatePar3ScoringAverage",2010
8,8,"Paul Stankowski",62,2.98,325,109,"LatePar3ScoringAverage",2010
11,11,"David Duval",71,2.99,401,134,"LatePar3ScoringAverage",2010
11,11,"Tim Herron",79,2.99,488,163,"LatePar3ScoringAverage",2010
11,11,"Brenden Pappas",66,2.99,407,136,"LatePar3ScoringAverage",2010
14,14,"Chad Campbell",95,3,495,165,"LatePar3ScoringAverage",2010
14,14,"Spencer Levin",110,3,662,221,"LatePar3ScoringAverage",2010
14,14,"John Senden",103,3,679,226,"LatePar3ScoringAverage",2010
17,17,"Briny Baird",87,3.01,509,169,"LatePar3ScoringAverage",2010
17,17,"Chad Collins",87,3.01,527,175,"LatePar3ScoringAverage",2010
17,17,"Luke Donald",71,3.01,524,174,"LatePar3ScoringAverage",2010
17,17,"Bill Haas",87,3.01,624,207,"LatePar3ScoringAverage",2010
17,17,"Marc Leishman",87,3.01,455,151,"LatePar3ScoringAverage",2010
17,17,"Ryan Moore",80,3.01,512,170,"LatePar3ScoringAverage",2010
17,17,"Kevin Na",94,3.01,593,197,"LatePar3ScoringAverage",2010
17,17,"Kevin Streelman",90,3.01,494,164,"LatePar3ScoringAverage",2010
17,17,"Johnson Wagner",85,3.01,518,172,"LatePar3ScoringAverage",2010
26,26,"Jonathan Byrd",85,3.02,532,176,"LatePar3ScoringAverage",2010
26,26,"Rickie Fowler",98,3.02,634,210,"LatePar3ScoringAverage",2010
26,26,"Jim Furyk",76,3.02,522,173,"LatePar3ScoringAverage",2010
26,26,"Zach Johnson",93,3.02,537,178,"LatePar3ScoringAverage",2010
26,26,"Andrew McLardy",52,3.02,317,105,"LatePar3ScoringAverage",2010
26,26,"Shaun Micheel",70,3.02,471,156,"LatePar3ScoringAverage",2010
26,26,"DA Points",90,3.02,496,164,"LatePar3ScoringAverage",2010
26,26,"Brett Quigley",96,3.02,493,163,"LatePar3ScoringAverage",2010
26,26,"Andres Romero",73,3.02,402,133,"LatePar3ScoringAverage",2010
35,35,"Greg Chalmers",93,3.03,549,181,"LatePar3ScoringAverage",2010
35,35,"Tim Clark",88,3.03,527,174,"LatePar3ScoringAverage",2010
35,35,"Chris Couch",66,3.03,472,156,"LatePar3ScoringAverage",2010
35,35,"Ben Crane",85,3.03,421,139,"LatePar3ScoringAverage",2010
35,35,"Brendon de Jonge",114,3.03,781,258,"LatePar3ScoringAverage",2010
35,35,"Steve Elkington",74,3.03,475,157,"LatePar3ScoringAverage",2010
35,35,"Martin Flores",75,3.03,481,159,"LatePar3ScoringAverage",2010
35,35,"Robert Garrigus",71,3.03,400,132,"LatePar3ScoringAverage",2010
35,35,"Retief Goosen",75,3.03,439,145,"LatePar3ScoringAverage",2010
35,35,"Sean OHair",84,3.03,558,184,"LatePar3ScoringAverage",2010
35,35,"Chris Riley",73,3.03,457,151,"LatePar3ScoringAverage",2010
35,35,"Justin Rose",78,3.03,452,149,"LatePar3ScoringAverage",2010
35,35,"Heath Slocum",97,3.03,552,182,"LatePar3ScoringAverage",2010
35,35,"Camilo Villegas",78,3.03,457,151,"LatePar3ScoringAverage",2010
35,35,"Garrett Willis",82,3.03,442,146,"LatePar3ScoringAverage",2010
35,35,"Dean Wilson",54,3.03,312,103,"LatePar3ScoringAverage",2010
51,51,"Woody Austin",93,3.04,544,179,"LatePar3ScoringAverage",2010
51,51,"Kris Blanks",91,3.04,627,206,"LatePar3ScoringAverage",2010
51,51,"Jason Bohn",84,3.04,490,161,"LatePar3ScoringAverage",2010
51,51,"Michael Bradley",77,3.04,359,118,"LatePar3ScoringAverage",2010
51,51,"KJ Choi",82,3.04,526,173,"LatePar3ScoringAverage",2010
51,51,"Brian Davis",101,3.04,612,201,"LatePar3ScoringAverage",2010
51,51,"Brian Gay",101,3.04,548,180,"LatePar3ScoringAverage",2010
51,51,"Tom Gillis",97,3.04,583,192,"LatePar3ScoringAverage",2010
51,51,"JP Hayes",79,3.04,459,151,"LatePar3ScoringAverage",2010
51,51,"Freddie Jacobson",83,3.04,414,136,"LatePar3ScoringAverage",2010
51,51,"Matt Kuchar",97,3.04,654,215,"LatePar3ScoringAverage",2010
51,51,"Davis Love III",79,3.04,507,167,"LatePar3ScoringAverage",2010
51,51,"Brandt Snedeker",89,3.04,550,181,"LatePar3ScoringAverage",2010
51,51,"Jerod Turner",54,3.04,249,82,"LatePar3ScoringAverage",2010
51,51,"Mark Wilson",87,3.04,505,166,"LatePar3ScoringAverage",2010
66,66,"Ricky Barnes",103,3.05,640,210,"LatePar3ScoringAverage",2010
66,66,"Craig Bowden",56,3.05,360,118,"LatePar3ScoringAverage",2010
66,66,"Brad Faxon",58,3.05,338,111,"LatePar3ScoringAverage",2010
66,66,"Steve Flesch",78,3.05,387,127,"LatePar3ScoringAverage",2010
66,66,"Lee Janzen",77,3.05,463,152,"LatePar3ScoringAverage",2010
66,66,"Derek Lamely",81,3.05,451,148,"LatePar3ScoringAverage",2010
66,66,"Troy Merritt",86,3.05,500,164,"LatePar3ScoringAverage",2010
66,66,"Tim Petrovic",105,3.05,613,201,"LatePar3ScoringAverage",2010
66,66,"Scott Piercy",88,3.05,494,162,"LatePar3ScoringAverage",2010
66,66,"Vaughn Taylor",87,3.05,513,168,"LatePar3ScoringAverage",2010
66,66,"Chris Tidland",77,3.05,415,136,"LatePar3ScoringAverage",2010
66,66,"Cameron Tringale",55,3.05,372,122,"LatePar3ScoringAverage",2010
66,66,"Scott Verplank",74,3.05,387,127,"LatePar3ScoringAverage",2010
66,66,"Nick Watney",91,3.05,552,181,"LatePar3ScoringAverage",2010
80,80,"Charley Hoffman",85,3.06,548,179,"LatePar3ScoringAverage",2010
80,80,"Richard Johnson",90,3.06,541,177,"LatePar3ScoringAverage",2010
80,80,"Matt Jones",89,3.06,566,185,"LatePar3ScoringAverage",2010
80,80,"Skip Kendall",58,3.06,346,113,"LatePar3ScoringAverage",2010
80,80,"Bill Lunde",79,3.06,450,147,"LatePar3ScoringAverage",2010
80,80,"John Mallinger",78,3.06,570,186,"LatePar3ScoringAverage",2010
80,80,"Tom Pernice Jr",74,3.06,441,144,"LatePar3ScoringAverage",2010
80,80,"Kenny Perry",69,3.06,440,144,"LatePar3ScoringAverage",2010
80,80,"Carl Pettersson",99,3.06,628,205,"LatePar3ScoringAverage",2010
80,80,"John Rollins",81,3.06,496,162,"LatePar3ScoringAverage",2010
80,80,"Bo Van Pelt",104,3.06,639,209,"LatePar3ScoringAverage",2010
91,91,"Paul Casey",64,3.07,420,137,"LatePar3ScoringAverage",2010
91,91,"Joe Durant",67,3.07,412,134,"LatePar3ScoringAverage",2010
91,91,"Nathan Green",86,3.07,535,174,"LatePar3ScoringAverage",2010
91,91,"Charles Howell III",103,3.07,562,183,"LatePar3ScoringAverage",2010
91,91,"Jerry Kelly",99,3.07,627,204,"LatePar3ScoringAverage",2010
91,91,"Michael Letzig",84,3.07,479,156,"LatePar3ScoringAverage",2010
91,91,"Troy Matteson",84,3.07,469,153,"LatePar3ScoringAverage",2010
91,91,"George McNeill",79,3.07,479,156,"LatePar3ScoringAverage",2010
91,91,"John Merrick",109,3.07,581,189,"LatePar3ScoringAverage",2010
91,91,"James Nitties",92,3.07,584,190,"LatePar3ScoringAverage",2010
91,91,"Webb Simpson",98,3.07,608,198,"LatePar3ScoringAverage",2010
91,91,"Charlie Wi",95,3.07,575,187,"LatePar3ScoringAverage",2010
91,91,"Jay Williamson",76,3.07,414,135,"LatePar3ScoringAverage",2010
104,104,"Blake Adams",84,3.08,505,164,"LatePar3ScoringAverage",2010
104,104,"Ben Curtis",78,3.08,401,130,"LatePar3ScoringAverage",2010
104,104,"Jason Day",82,3.08,546,177,"LatePar3ScoringAverage",2010
104,104,"Mathew Goggin",85,3.08,486,158,"LatePar3ScoringAverage",2010
104,104,"Martin Laird",91,3.08,549,178,"LatePar3ScoringAverage",2010
104,104,"David Lutterus",69,3.08,364,118,"LatePar3ScoringAverage",2010
104,104,"Greg Owen",69,3.08,465,151,"LatePar3ScoringAverage",2010
104,104,"Adam Scott",70,3.08,480,156,"LatePar3ScoringAverage",2010
104,104,"DJ Trahan",92,3.08,607,197,"LatePar3ScoringAverage",2010
104,104,"Jimmy Walker",82,3.08,478,155,"LatePar3ScoringAverage",2010
104,104,"Charles Warren",64,3.08,397,129,"LatePar3ScoringAverage",2010
104,104,"Brett Wetterich",54,3.08,360,117,"LatePar3ScoringAverage",2010
116,116,"Stephen Ames",75,3.09,445,144,"LatePar3ScoringAverage",2010
116,116,"Stuart Appleby",101,3.09,566,183,"LatePar3ScoringAverage",2010
116,116,"Aaron Baddeley",94,3.09,565,183,"LatePar3ScoringAverage",2010
116,116,"Mark Calcavecchia",50,3.09,294,95,"LatePar3ScoringAverage",2010
116,116,"Alex Cejka",81,3.09,492,159,"LatePar3ScoringAverage",2010
116,116,"Greg Kraft",52,3.09,352,114,"LatePar3ScoringAverage",2010
116,116,"Jeff Maggert",76,3.09,457,148,"LatePar3ScoringAverage",2010
116,116,"Phil Mickelson",76,3.09,544,176,"LatePar3ScoringAverage",2010
116,116,"Garth Mulroy",53,3.09,340,110,"LatePar3ScoringAverage",2010
116,116,"Geoff Ogilvy",62,3.09,396,128,"LatePar3ScoringAverage",2010
116,116,"Jeff Quinney",91,3.09,532,172,"LatePar3ScoringAverage",2010
