"Puttingfrom20_RANKTHISWEEK_2009","Puttingfrom20_RANKLASTWEEK_2009","Puttingfrom20_PLAYERNAME_2009","Puttingfrom20_ROUNDS_2009","Puttingfrom20_PctMADE_2009","Puttingfrom20_ATTEMPTS_2009","Puttingfrom20_PUTTSMADE_2009","stat_name","year"
1,1,"Ted Purdy",101,11.28,532,60,"Puttingfrom20",2009
2,2,"Brad Faxon",59,10.58,293,31,"Puttingfrom20",2009
3,3,"Greg Chalmers",85,10.28,399,41,"Puttingfrom20",2009
4,4,"Parker McLachlin",71,10.25,361,37,"Puttingfrom20",2009
5,5,"Luke Donald",79,10.06,318,32,"Puttingfrom20",2009
6,6,"Webb Simpson",94,10.04,468,47,"Puttingfrom20",2009
7,7,"Nick OHern",90,9.86,497,49,"Puttingfrom20",2009
8,8,"Brian Gay",96,9.7,464,45,"Puttingfrom20",2009
9,9,"Aaron Baddeley",66,9.55,314,30,"Puttingfrom20",2009
9,9,"Kevin Na",91,9.55,419,40,"Puttingfrom20",2009
11,11,"Bob Heintz",59,9.42,276,26,"Puttingfrom20",2009
12,12,"Matt Weibring",65,9.34,289,27,"Puttingfrom20",2009
13,13,"Ben Crane",93,9.29,463,43,"Puttingfrom20",2009
14,14,"Rod Pampling",72,9.28,345,32,"Puttingfrom20",2009
15,15,"Jeff Overton",92,9.05,409,37,"Puttingfrom20",2009
16,16,"Jason Day",61,8.87,282,25,"Puttingfrom20",2009
17,17,"Marc Leishman",91,8.86,519,46,"Puttingfrom20",2009
18,18,"Ryuji Imada",85,8.85,373,33,"Puttingfrom20",2009
19,19,"Cameron Beckman",87,8.82,431,38,"Puttingfrom20",2009
20,20,"James Nitties",86,8.76,434,38,"Puttingfrom20",2009
21,21,"Kenny Perry",92,8.75,423,37,"Puttingfrom20",2009
22,22,"Spencer Levin",75,8.74,435,38,"Puttingfrom20",2009
23,23,"Rich Beem",77,8.7,368,32,"Puttingfrom20",2009
24,24,"Justin Rose",71,8.68,334,29,"Puttingfrom20",2009
25,25,"Geoff Ogilvy",78,8.65,312,27,"Puttingfrom20",2009
26,26,"Scott Sterling",51,8.64,243,21,"Puttingfrom20",2009
27,27,"Zach Johnson",94,8.59,454,39,"Puttingfrom20",2009
28,28,"Chris Riley",77,8.56,374,32,"Puttingfrom20",2009
29,29,"Jerry Kelly",90,8.54,410,35,"Puttingfrom20",2009
30,30,"Mark Brooks",55,8.45,213,18,"Puttingfrom20",2009
31,31,"Bo Van Pelt",100,8.44,462,39,"Puttingfrom20",2009
32,32,"Mark Wilson",99,8.41,523,44,"Puttingfrom20",2009
33,33,"Steve Stricker",81,8.36,335,28,"Puttingfrom20",2009
34,34,"Bill Haas",91,8.35,479,40,"Puttingfrom20",2009
35,35,"Lee Janzen",74,8.33,336,28,"Puttingfrom20",2009
36,36,"David Mathis",82,8.31,373,31,"Puttingfrom20",2009
37,37,"Greg Kraft",51,8.3,229,19,"Puttingfrom20",2009
38,38,"Daniel Chopra",89,8.27,423,35,"Puttingfrom20",2009
39,39,"David Toms",98,8.24,449,37,"Puttingfrom20",2009
40,40,"John Rollins",92,8.23,462,38,"Puttingfrom20",2009
41,41,"Jim Furyk",86,8.22,353,29,"Puttingfrom20",2009
42,42,"Bart Bryant",58,8.21,280,23,"Puttingfrom20",2009
42,42,"Dean Wilson",81,8.21,390,32,"Puttingfrom20",2009
44,44,"Charlie Wi",92,8.2,427,35,"Puttingfrom20",2009
45,45,"Tiger Woods",64,8.19,281,23,"Puttingfrom20",2009
46,46,"Hunter Mahan",94,8.18,440,36,"Puttingfrom20",2009
47,47,"Tim Clark",81,8.13,283,23,"Puttingfrom20",2009
48,48,"Brendon Todd",53,8.11,296,24,"Puttingfrom20",2009
49,49,"Matt Kuchar",82,8.09,383,31,"Puttingfrom20",2009
49,49,"Tim Petrovic",97,8.09,482,39,"Puttingfrom20",2009
51,51,"Andres Romero",58,8.08,260,21,"Puttingfrom20",2009
52,52,"Joe Ogilvie",85,8.07,409,33,"Puttingfrom20",2009
53,53,"Sean OHair",80,8.01,337,27,"Puttingfrom20",2009
54,54,"Kris Blanks",60,8,250,20,"Puttingfrom20",2009
54,54,"Brian Davis",103,8,475,38,"Puttingfrom20",2009
54,54,"Tag Ridings",50,8,250,20,"Puttingfrom20",2009
57,57,"Ben Curtis",63,7.99,288,23,"Puttingfrom20",2009
58,58,"Matt Bettencourt",98,7.98,501,40,"Puttingfrom20",2009
