"Approachesfrominside100yards_RANKTHISWEEK_2009","Approachesfrominside100yards_RANKLASTWEEK_2009","Approachesfrominside100yards_PLAYERNAME_2009","Approachesfrominside100yards_ROUNDS_2009","Approachesfrominside100yards_AVG_2009","Approachesfrominside100yards_TOTALDISTANCEFEET_2009","Approachesfrominside100yards_OFATTEMPTS_2009","Approachesfrominside100yards_RELATIVETOPAR_2009","stat_name","year"
140,140,"Jeff Quinney",78,NA,2201.667,118,-0.03,"Approachesfrominside100yards",2009
140,140,"Gary Woodland",53,NA,727,39,-0.05,"Approachesfrominside100yards",2009
143,143,"Peter Lonard",86,NA,1797.75,96,0,"Approachesfrominside100yards",2009
143,143,"Leif Olson",51,NA,1103.917,59,-0.05,"Approachesfrominside100yards",2009
143,143,"Scott Sterling",51,NA,1105.167,59,0,"Approachesfrominside100yards",2009
146,146,"Tommy Armour III",58,NA,1656.667,88,-0.11,"Approachesfrominside100yards",2009
146,146,"Rich Beem",77,NA,1336.75,71,-0.11,"Approachesfrominside100yards",2009
146,146,"George McNeill",82,NA,1507.417,80,-0.06,"Approachesfrominside100yards",2009
146,146,"Geoff Ogilvy",78,NA,1452.417,77,-0.21,"Approachesfrominside100yards",2009
150,150,"KJ Choi",65,NA,1760,93,-0.01,"Approachesfrominside100yards",2009
150,150,"Steve Elkington",70,NA,1435.833,76,-0.24,"Approachesfrominside100yards",2009
150,150,"Marc Leishman",91,NA,1796.833,95,-0.05,"Approachesfrominside100yards",2009
150,150,"Boo Weekley",79,NA,1799.25,95,-0.04,"Approachesfrominside100yards",2009
154,154,"DA Points",99,NA,2088.083,110,-0.11,"Approachesfrominside100yards",2009
155,155,"James Nitties",86,NA,1853.5,97,0.03,"Approachesfrominside100yards",2009
155,155,"Rick Price",54,NA,1237.75,65,-0.08,"Approachesfrominside100yards",2009
157,157,"Ted Purdy",101,NA,2254.667,117,-0.05,"Approachesfrominside100yards",2009
158,158,"Todd Hamilton",83,NA,1645.333,85,0.08,"Approachesfrominside100yards",2009
158,158,"Rod Pampling",72,NA,1236.583,64,-0.03,"Approachesfrominside100yards",2009
160,160,"Jeff Klauk",97,NA,2418.917,124,-0.05,"Approachesfrominside100yards",2009
160,160,"Colt Knost",71,NA,1678,86,0.05,"Approachesfrominside100yards",2009
162,162,"Charles Warren",63,NA,1392.833,71,0.03,"Approachesfrominside100yards",2009
162,162,"Bubba Watson",73,NA,1253.333,64,0.11,"Approachesfrominside100yards",2009
164,164,"Mark Brooks",55,NA,1321.083,67,-0.09,"Approachesfrominside100yards",2009
165,165,"Dustin Johnson",85,NA,1718.083,86,-0.01,"Approachesfrominside100yards",2009
165,165,"Billy Mayfair",83,NA,1878.083,94,-0.03,"Approachesfrominside100yards",2009
167,167,"Tag Ridings",50,NA,782.167,39,-0.1,"Approachesfrominside100yards",2009
168,168,"Matt Bettencourt",98,NA,1912.333,94,-0.04,"Approachesfrominside100yards",2009
168,168,"Tom Lehman",55,NA,997.25,49,0.04,"Approachesfrominside100yards",2009
170,170,"Scott McCarron",91,NA,1921.833,94,-0.15,"Approachesfrominside100yards",2009
171,171,"Greg Kraft",51,NA,1556.833,76,0.04,"Approachesfrominside100yards",2009
171,171,"Troy Matteson",95,NA,2218,108,-0.11,"Approachesfrominside100yards",2009
173,173,"Robert Allenby",71,NA,866,42,-0.02,"Approachesfrominside100yards",2009
174,174,"Kevin Streelman",97,NA,2082.167,100,0,"Approachesfrominside100yards",2009
175,175,"Brad Faxon",59,NA,1410.667,67,0.15,"Approachesfrominside100yards",2009
175,175,"Casey Wittenberg",71,NA,1683.583,80,-0.05,"Approachesfrominside100yards",2009
177,177,"Ian Poulter",59,NA,1252,59,0.02,"Approachesfrominside100yards",2009
177,177,"Peter Tomasulo",61,NA,1060.5,50,-0.02,"Approachesfrominside100yards",2009
179,179,"Martin Laird",72,NA,1307.667,61,-0.1,"Approachesfrominside100yards",2009
180,180,"Ryan Moore",89,NA,1525.833,71,-0.08,"Approachesfrominside100yards",2009
181,181,"Mathew Goggin",76,NA,1083.083,50,0.02,"Approachesfrominside100yards",2009
182,182,"Nick Watney",86,NA,1646.5,75,-0.08,"Approachesfrominside100yards",2009
183,183,"Brian Vranesh",51,NA,1117.417,50,0.08,"Approachesfrominside100yards",2009
184,184,"Angel Cabrera",55,NA,854,36,0,"Approachesfrominside100yards",2009
