"Approachesfrominside100yards_RANKTHISWEEK_2009","Approachesfrominside100yards_RANKLASTWEEK_2009","Approachesfrominside100yards_PLAYERNAME_2009","Approachesfrominside100yards_ROUNDS_2009","Approachesfrominside100yards_AVG_2009","Approachesfrominside100yards_TOTALDISTANCEFEET_2009","Approachesfrominside100yards_OFATTEMPTS_2009","Approachesfrominside100yards_RELATIVETOPAR_2009","stat_name","year"
1,1,"Steve Stricker",81,NA,1430.583,115,-0.39,"Approachesfrominside100yards",2009
2,2,"Greg Chalmers",85,NA,1173.75,87,-0.18,"Approachesfrominside100yards",2009
2,2,"Padraig Harrington",66,NA,729.917,54,-0.09,"Approachesfrominside100yards",2009
4,4,"Justin Leonard",95,NA,1678.917,123,-0.21,"Approachesfrominside100yards",2009
5,5,"Nick OHern",90,NA,1511.333,110,-0.25,"Approachesfrominside100yards",2009
5,5,"Tiger Woods",64,NA,578.417,42,-0.26,"Approachesfrominside100yards",2009
7,7,"Sergio Garcia",59,NA,646,46,-0.33,"Approachesfrominside100yards",2009
8,8,"Bob Estes",78,NA,1212.167,85,-0.15,"Approachesfrominside100yards",2009
9,9,"Bill Haas",91,NA,1548.667,108,-0.23,"Approachesfrominside100yards",2009
10,10,"Brian Gay",96,NA,2228.75,155,-0.18,"Approachesfrominside100yards",2009
11,11,"Paul Goydos",79,NA,1550.583,107,-0.21,"Approachesfrominside100yards",2009
12,12,"John Merrick",91,NA,1149,79,-0.11,"Approachesfrominside100yards",2009
12,12,"Heath Slocum",95,NA,2060.667,141,-0.16,"Approachesfrominside100yards",2009
14,14,"Woody Austin",84,NA,1423.167,97,-0.19,"Approachesfrominside100yards",2009
14,14,"Brian Davis",103,NA,1908.167,130,-0.28,"Approachesfrominside100yards",2009
14,14,"Webb Simpson",94,NA,1525.25,104,-0.24,"Approachesfrominside100yards",2009
17,17,"Luke Donald",79,NA,1240,84,-0.15,"Approachesfrominside100yards",2009
17,17,"David Toms",98,NA,1827.25,124,-0.17,"Approachesfrominside100yards",2009
19,19,"Daniel Chopra",89,NA,1590.417,107,-0.21,"Approachesfrominside100yards",2009
19,19,"Charles Howell III",99,NA,1438.5,97,-0.11,"Approachesfrominside100yards",2009
19,19,"Mike Weir",85,NA,1635.167,110,-0.14,"Approachesfrominside100yards",2009
22,22,"Chez Reavie",81,NA,1834.167,123,-0.11,"Approachesfrominside100yards",2009
22,22,"Camilo Villegas",76,NA,866.417,58,-0.03,"Approachesfrominside100yards",2009
24,24,"Briny Baird",89,NA,1471,98,-0.14,"Approachesfrominside100yards",2009
24,24,"Greg Owen",97,NA,1512.75,101,-0.15,"Approachesfrominside100yards",2009
24,24,"Jimmy Walker",74,NA,690.25,46,-0.2,"Approachesfrominside100yards",2009
27,27,"Jarrod Lyle",65,NA,1087.25,72,-0.08,"Approachesfrominside100yards",2009
28,28,"Glen Day",79,NA,1531.083,101,-0.15,"Approachesfrominside100yards",2009
28,28,"Rory Sabbatini",81,NA,1106.833,73,0.03,"Approachesfrominside100yards",2009
30,30,"Dean Wilson",81,NA,1693.917,111,-0.25,"Approachesfrominside100yards",2009
31,31,"Stuart Appleby",79,NA,1407,92,-0.1,"Approachesfrominside100yards",2009
31,31,"Ernie Els",70,NA,982.167,64,0,"Approachesfrominside100yards",2009
31,31,"Brandt Snedeker",81,NA,1379.833,90,-0.1,"Approachesfrominside100yards",2009
31,31,"Johnson Wagner",81,NA,1012.25,66,0.03,"Approachesfrominside100yards",2009
35,35,"Charley Hoffman",97,NA,1278,83,-0.23,"Approachesfrominside100yards",2009
35,35,"Chris Riley",77,NA,1493.833,97,-0.21,"Approachesfrominside100yards",2009
37,37,"John Mallinger",90,NA,1549.75,100,-0.31,"Approachesfrominside100yards",2009
37,37,"Bo Van Pelt",100,NA,1381.417,89,-0.16,"Approachesfrominside100yards",2009
39,39,"Matt Weibring",65,NA,1090.25,70,-0.13,"Approachesfrominside100yards",2009
40,40,"Stewart Cink",79,NA,1206.75,77,-0.1,"Approachesfrominside100yards",2009
40,40,"Joe Durant",62,NA,1287.417,82,-0.16,"Approachesfrominside100yards",2009
40,40,"Bryce Molder",69,NA,1456.25,93,-0.13,"Approachesfrominside100yards",2009
40,40,"John Rollins",92,NA,1632.417,104,-0.25,"Approachesfrominside100yards",2009
44,44,"Alex Cejka",82,NA,1687,107,-0.13,"Approachesfrominside100yards",2009
44,44,"Tim Clark",81,NA,1825,116,-0.15,"Approachesfrominside100yards",2009
44,44,"Ken Duke",87,NA,1495.083,95,-0.18,"Approachesfrominside100yards",2009
44,44,"Aron Price",89,NA,1766,112,-0.06,"Approachesfrominside100yards",2009
48,48,"Kevin Sutherland",96,NA,1517.083,96,-0.08,"Approachesfrominside100yards",2009
49,49,"Aaron Baddeley",66,NA,1039.75,65,-0.02,"Approachesfrominside100yards",2009
49,49,"Jeff Maggert",79,NA,1647.5,103,-0.17,"Approachesfrominside100yards",2009
49,49,"Sean OHair",80,NA,1247.333,78,-0.19,"Approachesfrominside100yards",2009
52,52,"Brad Adamonis",70,NA,1156.333,72,0,"Approachesfrominside100yards",2009
52,52,"Brendon de Jonge",90,NA,1368.583,85,-0.02,"Approachesfrominside100yards",2009
52,52,"Derek Fathauer",63,NA,1011.083,63,-0.17,"Approachesfrominside100yards",2009
52,52,"Brett Quigley",92,NA,1353.833,84,-0.11,"Approachesfrominside100yards",2009
56,56,"Jason Day",61,NA,1032.5,64,-0.13,"Approachesfrominside100yards",2009
56,56,"Jim Furyk",86,NA,1583,98,-0.07,"Approachesfrominside100yards",2009
56,56,"Nathan Green",104,NA,1725.5,107,0.04,"Approachesfrominside100yards",2009
56,56,"John Senden",100,NA,1588.25,98,-0.22,"Approachesfrominside100yards",2009
56,56,"Scott Verplank",88,NA,1876,116,-0.19,"Approachesfrominside100yards",2009
61,61,"Chris DiMarco",97,NA,2177.167,134,-0.12,"Approachesfrominside100yards",2009
62,62,"Robert Garrigus",83,NA,718.667,44,0.02,"Approachesfrominside100yards",2009
62,62,"Tim Herron",87,NA,1603.167,98,-0.08,"Approachesfrominside100yards",2009
62,62,"Anthony Kim",76,NA,1636.667,100,-0.13,"Approachesfrominside100yards",2009
62,62,"Charlie Wi",92,NA,1583.833,97,-0.15,"Approachesfrominside100yards",2009
66,66,"Jason Gore",74,NA,1413.417,86,-0.05,"Approachesfrominside100yards",2009
66,66,"Tim Petrovic",97,NA,1920.75,117,-0.18,"Approachesfrominside100yards",2009
68,68,"Jason Dufner",90,NA,1402.75,85,-0.12,"Approachesfrominside100yards",2009
68,68,"Ryuji Imada",85,NA,1481.25,90,-0.02,"Approachesfrominside100yards",2009
68,68,"Justin Rose",71,NA,1185,72,-0.1,"Approachesfrominside100yards",2009
68,68,"Kirk Triplett",60,NA,1734.333,105,-0.12,"Approachesfrominside100yards",2009
72,72,"Bart Bryant",58,NA,1373,83,0.01,"Approachesfrominside100yards",2009
72,72,"Steve Flesch",77,NA,1192.417,72,-0.1,"Approachesfrominside100yards",2009
72,72,"Lee Janzen",74,NA,1461.167,88,0.03,"Approachesfrominside100yards",2009
72,72,"Jeff Overton",92,NA,1276.75,77,-0.09,"Approachesfrominside100yards",2009
72,72,"Brendon Todd",53,NA,1261.833,76,-0.11,"Approachesfrominside100yards",2009
77,77,"Stephen Ames",77,NA,1303.083,78,-0.09,"Approachesfrominside100yards",2009
77,77,"Hunter Mahan",94,NA,1201.917,72,-0.08,"Approachesfrominside100yards",2009
77,77,"Kevin Na",91,NA,1333.75,80,-0.24,"Approachesfrominside100yards",2009
77,77,"Marc Turnesa",77,NA,1469,88,-0.16,"Approachesfrominside100yards",2009
81,81,"Jason Bohn",88,NA,2073.75,124,-0.09,"Approachesfrominside100yards",2009
82,82,"Fred Couples",54,NA,1062.167,63,-0.03,"Approachesfrominside100yards",2009
82,82,"David Duval",56,NA,1027.667,61,-0.03,"Approachesfrominside100yards",2009
82,82,"Davis Love III",89,NA,1431.5,85,0,"Approachesfrominside100yards",2009
82,82,"Kevin Stadler",65,NA,1196.083,71,-0.1,"Approachesfrominside100yards",2009
82,82,"Chris Stroud",88,NA,1664.667,99,-0.14,"Approachesfrominside100yards",2009
82,82,"Vaughn Taylor",88,NA,1784.75,106,-0.08,"Approachesfrominside100yards",2009
88,88,"Zach Johnson",94,NA,1793.333,106,-0.08,"Approachesfrominside100yards",2009
88,88,"Spencer Levin",75,NA,1218.333,72,-0.1,"Approachesfrominside100yards",2009
88,88,"Pat Perez",74,NA,1353.75,80,-0.04,"Approachesfrominside100yards",2009
91,91,"Cameron Beckman",87,NA,1836.583,108,-0.04,"Approachesfrominside100yards",2009
91,91,"Matt Kuchar",82,NA,1783.75,105,-0.07,"Approachesfrominside100yards",2009
91,91,"Parker McLachlin",71,NA,1580.5,93,0.03,"Approachesfrominside100yards",2009
91,91,"Nicholas Thompson",96,NA,1905.583,112,-0.15,"Approachesfrominside100yards",2009
95,95,"Ricky Barnes",67,NA,975.417,57,-0.09,"Approachesfrominside100yards",2009
95,95,"YE Yang",83,NA,1061.417,62,-0.03,"Approachesfrominside100yards",2009
97,97,"Bob Heintz",59,NA,1354.333,79,-0.2,"Approachesfrominside100yards",2009
97,97,"Tom Pernice Jr",82,NA,1665.333,97,-0.11,"Approachesfrominside100yards",2009
97,97,"Jay Williamson",69,NA,1492.167,87,-0.03,"Approachesfrominside100yards",2009
100,100,"Michael Letzig",96,NA,1605.417,93,-0.08,"Approachesfrominside100yards",2009
101,101,"Ben Crane",93,NA,1769.667,102,-0.04,"Approachesfrominside100yards",2009
101,101,"Will Ma Kenzie",69,NA,1282.167,74,-0.07,"Approachesfrominside100yards",2009
101,101,"David Mathis",82,NA,1645.833,95,-0.14,"Approachesfrominside100yards",2009
101,101,"Phil Mickelson",66,NA,848.917,49,-0.02,"Approachesfrominside100yards",2009
105,105,"Rocco Mediate",79,NA,1702.917,98,-0.06,"Approachesfrominside100yards",2009
105,105,"Kenny Perry",92,NA,2144.333,123,-0.11,"Approachesfrominside100yards",2009
107,107,"Kris Blanks",60,NA,1257.417,72,-0.07,"Approachesfrominside100yards",2009
108,108,"Harrison Frazar",93,NA,1778.25,101,0.08,"Approachesfrominside100yards",2009
108,108,"Ryan Palmer",78,NA,1391.333,79,-0.03,"Approachesfrominside100yards",2009
108,108,"DJ Trahan",96,NA,1564.333,89,-0.15,"Approachesfrominside100yards",2009
111,111,"Darron Stiles",52,NA,1522.417,86,-0.02,"Approachesfrominside100yards",2009
112,112,"Richard Johnson",85,NA,1845.667,104,-0.08,"Approachesfrominside100yards",2009
112,112,"Steve Marino",98,NA,1896.5,107,-0.1,"Approachesfrominside100yards",2009
112,112,"Corey Pavin",73,NA,1310.667,74,-0.23,"Approachesfrominside100yards",2009
115,115,"JJ Henry",97,NA,1318.25,74,0.05,"Approachesfrominside100yards",2009
115,115,"Patrick Sheehan",51,NA,1034.417,58,-0.16,"Approachesfrominside100yards",2009
117,117,"Jonathan Byrd",89,NA,1578.083,88,0.03,"Approachesfrominside100yards",2009
117,117,"Lucas Glover",93,NA,1573.417,88,-0.05,"Approachesfrominside100yards",2009
117,117,"Joe Ogilvie",85,NA,1864.5,104,-0.14,"Approachesfrominside100yards",2009
120,120,"JB Holmes",74,NA,1315.167,73,0,"Approachesfrominside100yards",2009
120,120,"Carl Pettersson",86,NA,1513.917,84,-0.15,"Approachesfrominside100yards",2009
120,120,"Adam Scott",53,NA,810.083,45,-0.09,"Approachesfrominside100yards",2009
123,123,"Michael Allen",73,NA,1372.333,76,-0.08,"Approachesfrominside100yards",2009
123,123,"Ben Curtis",63,NA,1283.417,71,-0.21,"Approachesfrominside100yards",2009
123,123,"Matt Jones",56,NA,1191.083,66,-0.02,"Approachesfrominside100yards",2009
126,126,"Mark Wilson",99,NA,2266.75,125,-0.1,"Approachesfrominside100yards",2009
127,127,"Freddie Jacobson",83,NA,1477.583,81,-0.12,"Approachesfrominside100yards",2009
127,127,"Andres Romero",58,NA,932.417,51,-0.12,"Approachesfrominside100yards",2009
129,129,"Chad Campbell",90,NA,1927,105,-0.11,"Approachesfrominside100yards",2009
129,129,"Vijay Singh",71,NA,1446.667,79,-0.11,"Approachesfrominside100yards",2009
131,131,"Jerry Kelly",90,NA,2058.417,112,-0.13,"Approachesfrominside100yards",2009
131,131,"Cliff Kresge",78,NA,1677,91,-0.11,"Approachesfrominside100yards",2009
133,133,"Eric Axley",71,NA,1606.833,87,-0.13,"Approachesfrominside100yards",2009
133,133,"Brian Bateman",55,NA,1260.083,68,-0.04,"Approachesfrominside100yards",2009
133,133,"Mark Calcavecchia",72,NA,1109,60,-0.13,"Approachesfrominside100yards",2009
133,133,"Retief Goosen",74,NA,1370.083,74,-0.03,"Approachesfrominside100yards",2009
133,133,"Kent Jones",73,NA,1482.333,80,-0.06,"Approachesfrominside100yards",2009
133,133,"Steve Lowery",83,NA,1458.417,79,0,"Approachesfrominside100yards",2009
133,133,"Scott Piercy",85,NA,1551.333,84,-0.23,"Approachesfrominside100yards",2009
140,140,"Bill Lunde",83,NA,1604.083,86,0,"Approachesfrominside100yards",2009
