"GIRPercentagefromFairway_RANKTHISWEEK_2006","GIRPercentagefromFairway_RANKLASTWEEK_2006","GIRPercentagefromFairway_PLAYERNAME_2006","GIRPercentagefromFairway_ROUNDS_2006","GIRPercentagefromFairway_Pct_2006","GIRPercentagefromFairway_GREENSHIT_2006","GIRPercentagefromFairway_OFHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,82.58,365,442,"GIRPercentagefromFairway",2006
2,2,"Adam Scott",70,82.17,484,589,"GIRPercentagefromFairway",2006
3,3,"JJ Henry",96,81.62,635,778,"GIRPercentagefromFairway",2006
4,4,"Bob May",65,80.68,430,533,"GIRPercentagefromFairway",2006
5,5,"John Senden",96,80.55,679,843,"GIRPercentagefromFairway",2006
6,6,"Will Ma Kenzie",91,80.52,620,770,"GIRPercentagefromFairway",2006
7,7,"Bubba Watson",83,80.21,454,566,"GIRPercentagefromFairway",2006
8,8,"Chris Smith",67,80.03,493,616,"GIRPercentagefromFairway",2006
9,9,"David Branshaw",98,80,744,930,"GIRPercentagefromFairway",2006
10,10,"Craig Barlow",77,79.9,473,592,"GIRPercentagefromFairway",2006
10,10,"Jonathan Byrd",66,79.9,469,587,"GIRPercentagefromFairway",2006
12,12,"Trevor Immelman",86,79.87,595,745,"GIRPercentagefromFairway",2006
13,13,"Tom Lehman",70,79.76,406,509,"GIRPercentagefromFairway",2006
14,14,"Jeff Gove",91,79.75,634,795,"GIRPercentagefromFairway",2006
15,15,"Shaun Micheel",96,79.72,637,799,"GIRPercentagefromFairway",2006
16,16,"Retief Goosen",68,79.58,382,480,"GIRPercentagefromFairway",2006
17,17,"JB Holmes",81,79.25,462,583,"GIRPercentagefromFairway",2006
18,18,"Charley Hoffman",100,79.19,628,793,"GIRPercentagefromFairway",2006
19,19,"Mark Wilson",79,79.07,563,712,"GIRPercentagefromFairway",2006
20,20,"KJ Choi",93,79.04,660,835,"GIRPercentagefromFairway",2006
21,21,"Arron Oberholser",82,79.02,546,691,"GIRPercentagefromFairway",2006
22,22,"Phil Mickelson",74,78.94,446,565,"GIRPercentagefromFairway",2006
22,22,"Vijay Singh",103,78.94,656,831,"GIRPercentagefromFairway",2006
24,24,"Brett Quigley",109,78.86,679,861,"GIRPercentagefromFairway",2006
25,25,"Stephen Ames",63,78.75,430,546,"GIRPercentagefromFairway",2006
26,26,"Stewart Cink",93,78.66,575,731,"GIRPercentagefromFairway",2006
27,27,"Ernie Els",69,78.6,404,514,"GIRPercentagefromFairway",2006
28,28,"Jim Furyk",89,78.4,715,912,"GIRPercentagefromFairway",2006
29,29,"Joey Sindelar",90,78.37,645,823,"GIRPercentagefromFairway",2006
29,29,"Steve Stricker",64,78.37,453,578,"GIRPercentagefromFairway",2006
31,31,"Jonathan Kaye",95,78.21,657,840,"GIRPercentagefromFairway",2006
32,32,"Kris Cox",83,78.18,523,669,"GIRPercentagefromFairway",2006
33,33,"Bernhard Langer",77,78.12,489,626,"GIRPercentagefromFairway",2006
34,34,"Kevin Sutherland",100,77.96,672,862,"GIRPercentagefromFairway",2006
35,35,"Jeff Overton",95,77.68,588,757,"GIRPercentagefromFairway",2006
36,36,"Bob Estes",85,77.65,587,756,"GIRPercentagefromFairway",2006
37,37,"Luke Donald",66,77.59,457,589,"GIRPercentagefromFairway",2006
37,37,"Skip Kendall",72,77.59,561,723,"GIRPercentagefromFairway",2006
39,39,"John Rollins",93,77.55,632,815,"GIRPercentagefromFairway",2006
40,40,"Zach Johnson",98,77.54,663,855,"GIRPercentagefromFairway",2006
41,41,"Ted Purdy",103,77.53,721,930,"GIRPercentagefromFairway",2006
42,42,"Chad Campbell",91,77.52,562,725,"GIRPercentagefromFairway",2006
43,43,"Steve Elkington",52,77.48,406,524,"GIRPercentagefromFairway",2006
44,44,"Brandt Jobe",91,77.47,581,750,"GIRPercentagefromFairway",2006
45,45,"Brian Bateman",69,77.45,419,541,"GIRPercentagefromFairway",2006
46,46,"Lucas Glover",105,77.44,697,900,"GIRPercentagefromFairway",2006
47,47,"Troy Matteson",101,77.42,648,837,"GIRPercentagefromFairway",2006
48,48,"David McKenzie",82,77.36,581,751,"GIRPercentagefromFairway",2006
49,49,"Nick Watney",97,77.26,632,818,"GIRPercentagefromFairway",2006
50,50,"Robert Garrigus",85,77.22,512,663,"GIRPercentagefromFairway",2006
51,51,"Mike Weir",88,77.21,586,759,"GIRPercentagefromFairway",2006
52,52,"Jon Mills",68,77.19,406,526,"GIRPercentagefromFairway",2006
53,53,"Kenny Perry",73,77.1,532,690,"GIRPercentagefromFairway",2006
54,54,"Robert Allenby",79,77.08,575,746,"GIRPercentagefromFairway",2006
54,54,"Alex Cejka",93,77.08,649,842,"GIRPercentagefromFairway",2006
56,56,"Justin Rose",98,77,653,848,"GIRPercentagefromFairway",2006
56,56,"Brett Wetterich",82,77,539,700,"GIRPercentagefromFairway",2006
58,58,"Mathew Goggin",72,76.97,478,621,"GIRPercentagefromFairway",2006
59,59,"Sergio Garcia",59,76.96,364,473,"GIRPercentagefromFairway",2006
60,60,"Rich Beem",85,76.94,564,733,"GIRPercentagefromFairway",2006
61,61,"Jerry Smith",94,76.93,687,893,"GIRPercentagefromFairway",2006
62,62,"Chris DiMarco",83,76.92,540,702,"GIRPercentagefromFairway",2006
63,63,"Charles Howell III",96,76.91,563,732,"GIRPercentagefromFairway",2006
63,63,"Hunter Mahan",98,76.91,716,931,"GIRPercentagefromFairway",2006
65,65,"Stephen Leaney",84,76.82,590,768,"GIRPercentagefromFairway",2006
66,66,"Joe Durant",101,76.77,846,1102,"GIRPercentagefromFairway",2006
67,67,"Chris Couch",75,76.73,488,636,"GIRPercentagefromFairway",2006
68,68,"Camilo Villegas",95,76.63,577,753,"GIRPercentagefromFairway",2006
69,69,"David Howell",52,76.59,301,393,"GIRPercentagefromFairway",2006
70,70,"Bob Tway",81,76.58,510,666,"GIRPercentagefromFairway",2006
71,71,"Matt Hansen",68,76.55,421,550,"GIRPercentagefromFairway",2006
72,72,"Stuart Appleby",83,76.5,498,651,"GIRPercentagefromFairway",2006
73,73,"Bart Bryant",87,76.48,670,876,"GIRPercentagefromFairway",2006
74,74,"Billy Andrade",78,76.47,494,646,"GIRPercentagefromFairway",2006
75,75,"Richard Johnson",94,76.46,679,888,"GIRPercentagefromFairway",2006
76,76,"Tim Herron",82,76.44,503,658,"GIRPercentagefromFairway",2006
77,77,"John Cook",67,76.41,502,657,"GIRPercentagefromFairway",2006
78,78,"Bill Haas",99,76.39,589,771,"GIRPercentagefromFairway",2006
79,79,"Jerry Kelly",100,76.38,747,978,"GIRPercentagefromFairway",2006
80,80,"Carlos Franco",86,76.35,510,668,"GIRPercentagefromFairway",2006
80,80,"Ryuji Imada",105,76.35,636,833,"GIRPercentagefromFairway",2006
82,82,"Pat Perez",50,76.33,316,414,"GIRPercentagefromFairway",2006
83,83,"Roger Tambellini",64,76.28,373,489,"GIRPercentagefromFairway",2006
84,84,"Kent Jones",103,76.21,727,954,"GIRPercentagefromFairway",2006
85,85,"Joe Ogilvie",95,76.2,621,815,"GIRPercentagefromFairway",2006
86,86,"Greg Owen",79,76.14,549,721,"GIRPercentagefromFairway",2006
87,87,"Jeff Brehaut",100,76.13,673,884,"GIRPercentagefromFairway",2006
88,88,"Frank Lickliter II",99,76.06,683,898,"GIRPercentagefromFairway",2006
89,89,"Eric Axley",91,76.05,600,789,"GIRPercentagefromFairway",2006
89,89,"Fred Couples",52,76.05,289,380,"GIRPercentagefromFairway",2006
91,91,"Daniel Chopra",110,76.03,644,847,"GIRPercentagefromFairway",2006
92,92,"Dean Wilson",115,76.02,745,980,"GIRPercentagefromFairway",2006
93,93,"Marco Dawson",87,76.01,564,742,"GIRPercentagefromFairway",2006
94,94,"Scott Gutschewski",53,75.97,351,462,"GIRPercentagefromFairway",2006
94,94,"Charles Warren",93,75.97,610,803,"GIRPercentagefromFairway",2006
96,96,"Lee Janzen",79,75.89,469,618,"GIRPercentagefromFairway",2006
97,97,"Harrison Frazar",95,75.84,587,774,"GIRPercentagefromFairway",2006
98,98,"JP Hayes",55,75.83,389,513,"GIRPercentagefromFairway",2006
99,99,"Davis Love III",85,75.79,482,636,"GIRPercentagefromFairway",2006
100,100,"Vaughn Taylor",88,75.77,591,780,"GIRPercentagefromFairway",2006
101,101,"Bubba Dickerson",98,75.74,637,841,"GIRPercentagefromFairway",2006
102,102,"Carl Pettersson",95,75.72,602,795,"GIRPercentagefromFairway",2006
103,103,"Bo Van Pelt",102,75.69,654,864,"GIRPercentagefromFairway",2006
104,104,"David Duval",71,75.66,373,493,"GIRPercentagefromFairway",2006
105,105,"Nicholas Thompson",96,75.63,661,874,"GIRPercentagefromFairway",2006
106,106,"Woody Austin",107,75.6,688,910,"GIRPercentagefromFairway",2006
106,106,"Dudley Hart",83,75.6,508,672,"GIRPercentagefromFairway",2006
108,108,"Steve Flesch",119,75.57,795,1052,"GIRPercentagefromFairway",2006
109,109,"Jason Bohn",104,75.54,732,969,"GIRPercentagefromFairway",2006
109,109,"Tim Clark",80,75.54,559,740,"GIRPercentagefromFairway",2006
111,111,"Michael Connell",51,75.49,308,408,"GIRPercentagefromFairway",2006
112,112,"Freddie Jacobson",56,75.46,369,489,"GIRPercentagefromFairway",2006
113,113,"Ryan Palmer",101,75.35,645,856,"GIRPercentagefromFairway",2006
114,114,"Paul Stankowski",70,75.21,449,597,"GIRPercentagefromFairway",2006
115,115,"Jeff Sluman",101,75.16,684,910,"GIRPercentagefromFairway",2006
116,116,"Steve Lowery",99,75.12,634,844,"GIRPercentagefromFairway",2006
117,117,"David Toms",76,75.11,504,671,"GIRPercentagefromFairway",2006
118,118,"Danny Ellis",68,75.05,406,541,"GIRPercentagefromFairway",2006
119,119,"John Engler Jr",69,74.95,407,543,"GIRPercentagefromFairway",2006
120,120,"Daisuke Maruyama",83,74.94,592,790,"GIRPercentagefromFairway",2006
121,121,"Briny Baird",81,74.93,574,766,"GIRPercentagefromFairway",2006
122,122,"Mathias Gronberg",92,74.9,582,777,"GIRPercentagefromFairway",2006
123,123,"Jeff Maggert",81,74.88,608,812,"GIRPercentagefromFairway",2006
124,124,"Jesper Parnevik",84,74.65,536,718,"GIRPercentagefromFairway",2006
125,125,"Paul Azinger",87,74.61,567,760,"GIRPercentagefromFairway",2006
126,126,"Michael Allen",84,74.6,508,681,"GIRPercentagefromFairway",2006
126,126,"DJ Trahan",92,74.6,599,803,"GIRPercentagefromFairway",2006
128,128,"Geoff Ogilvy",76,74.55,454,609,"GIRPercentagefromFairway",2006
129,129,"Arjun Atwal",97,74.52,623,836,"GIRPercentagefromFairway",2006
130,130,"Wes Short Jr",96,74.51,567,761,"GIRPercentagefromFairway",2006
131,131,"John Huston",74,74.49,438,588,"GIRPercentagefromFairway",2006
132,132,"James Driscoll",80,74.47,420,564,"GIRPercentagefromFairway",2006
133,133,"Henrik Bjornstad",97,74.46,618,830,"GIRPercentagefromFairway",2006
134,134,"John Daly",51,74.44,268,360,"GIRPercentagefromFairway",2006
135,135,"Heath Slocum",96,74.43,722,970,"GIRPercentagefromFairway",2006
136,136,"Jose Maria Olazabal",62,74.38,360,484,"GIRPercentagefromFairway",2006
137,137,"Shigeki Maruyama",94,74.37,586,788,"GIRPercentagefromFairway",2006
137,137,"Tjaart van der Walt",60,74.37,412,554,"GIRPercentagefromFairway",2006
139,139,"Shane Bertsch",104,74.35,710,955,"GIRPercentagefromFairway",2006
140,140,"Duffy Waldorf",96,74.31,645,868,"GIRPercentagefromFairway",2006
141,141,"Robert Damron",91,74.19,592,798,"GIRPercentagefromFairway",2006
142,142,"Billy Mayfair",94,74.16,683,921,"GIRPercentagefromFairway",2006
143,143,"Ben Curtis",86,74.13,593,800,"GIRPercentagefromFairway",2006
143,143,"Jimmy Walker",60,74.13,298,402,"GIRPercentagefromFairway",2006
145,145,"Brian Davis",92,74.09,652,880,"GIRPercentagefromFairway",2006
146,146,"Brian Gay",107,74.07,757,1022,"GIRPercentagefromFairway",2006
147,147,"Ian Leggatt",80,74.03,479,647,"GIRPercentagefromFairway",2006
148,148,"DA Points",82,73.99,515,696,"GIRPercentagefromFairway",2006
149,149,"Padraig Harrington",54,73.87,342,463,"GIRPercentagefromFairway",2006
150,150,"Ryan Moore",68,73.85,449,608,"GIRPercentagefromFairway",2006
151,151,"Tag Ridings",103,73.8,555,752,"GIRPercentagefromFairway",2006
152,152,"Rod Pampling",89,73.73,522,708,"GIRPercentagefromFairway",2006
152,152,"Patrick Sheehan",104,73.73,668,906,"GIRPercentagefromFairway",2006
154,154,"Vance Veazey",59,73.68,350,475,"GIRPercentagefromFairway",2006
155,155,"Brent Geiberger",99,73.65,668,907,"GIRPercentagefromFairway",2006
156,156,"Fred Funk",106,73.64,841,1142,"GIRPercentagefromFairway",2006
157,157,"Justin Leonard",83,73.62,547,743,"GIRPercentagefromFairway",2006
158,158,"Ryan Hietala",61,73.57,309,420,"GIRPercentagefromFairway",2006
159,159,"Ron Whittaker",81,73.51,555,755,"GIRPercentagefromFairway",2006
160,160,"Peter Lonard",77,73.5,502,683,"GIRPercentagefromFairway",2006
161,161,"Sean OHair",100,73.46,642,874,"GIRPercentagefromFairway",2006
162,162,"Jason Schultz",77,73.43,456,621,"GIRPercentagefromFairway",2006
163,163,"Greg Chalmers",71,73.41,370,504,"GIRPercentagefromFairway",2006
164,164,"Rory Sabbatini",84,73.35,479,653,"GIRPercentagefromFairway",2006
165,165,"Nathan Green",108,73.22,670,915,"GIRPercentagefromFairway",2006
166,166,"Tom Pernice Jr",108,72.99,689,944,"GIRPercentagefromFairway",2006
166,166,"Mike Sposa",68,72.99,435,596,"GIRPercentagefromFairway",2006
168,168,"Thomas Levet",53,72.87,333,457,"GIRPercentagefromFairway",2006
169,169,"Paul Goydos",72,72.84,531,729,"GIRPercentagefromFairway",2006
170,170,"Ben Crane",85,72.82,517,710,"GIRPercentagefromFairway",2006
171,171,"JL Lewis",57,72.6,371,511,"GIRPercentagefromFairway",2006
171,171,"Ian Poulter",53,72.6,371,511,"GIRPercentagefromFairway",2006
173,173,"Robert Gamez",94,72.48,661,912,"GIRPercentagefromFairway",2006
174,174,"Corey Pavin",74,72.38,477,659,"GIRPercentagefromFairway",2006
175,175,"Tim Petrovic",95,72.37,584,807,"GIRPercentagefromFairway",2006
176,176,"Mark Brooks",90,72.33,622,860,"GIRPercentagefromFairway",2006
177,177,"Kirk Triplett",58,72.23,411,569,"GIRPercentagefromFairway",2006
178,178,"Omar Uresti",61,72.13,440,610,"GIRPercentagefromFairway",2006
179,179,"Scott Verplank",88,71.97,647,899,"GIRPercentagefromFairway",2006
180,180,"Chris Riley",86,71.8,578,805,"GIRPercentagefromFairway",2006
181,181,"Hidemichi Tanaka",74,71.67,430,600,"GIRPercentagefromFairway",2006
182,182,"Olin Browne",108,71.62,767,1071,"GIRPercentagefromFairway",2006
183,183,"Larry Mize",53,71.35,376,527,"GIRPercentagefromFairway",2006
184,184,"Steve Jones",83,71.27,526,738,"GIRPercentagefromFairway",2006
185,185,"Jason Gore",86,71.21,502,705,"GIRPercentagefromFairway",2006
186,186,"Todd Fischer",101,71.19,635,892,"GIRPercentagefromFairway",2006
187,187,"Mark Calcavecchia",94,71.07,602,847,"GIRPercentagefromFairway",2006
188,188,"Greg Kraft",79,70.94,520,733,"GIRPercentagefromFairway",2006
189,189,"Len Mattiace",59,70.75,329,465,"GIRPercentagefromFairway",2006
190,190,"Tommy Armour III",65,70.43,424,602,"GIRPercentagefromFairway",2006
191,191,"Doug Barron",74,70.31,483,687,"GIRPercentagefromFairway",2006
192,192,"Alex Aragon",63,70.11,305,435,"GIRPercentagefromFairway",2006
193,193,"Todd Hamilton",72,69.79,395,566,"GIRPercentagefromFairway",2006
194,194,"Brad Faxon",78,69.43,436,628,"GIRPercentagefromFairway",2006
195,195,"Aaron Baddeley",78,68.06,439,645,"GIRPercentagefromFairway",2006
196,196,"Mark OMeara",52,67.84,270,398,"GIRPercentagefromFairway",2006
