"Front9Round3ScoringAverage_RANKTHISWEEK_2016","Front9Round3ScoringAverage_RANKLASTWEEK_2016","Front9Round3ScoringAverage_PLAYERNAME_2016","Front9Round3ScoringAverage__2016","Front9Round3ScoringAverage_AVG_2016","Front9Round3ScoringAverage_TOTALSTROKES_2016","Front9Round3ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Alex Cejka",NA,33.44,301,9,"Front9Round3ScoringAverage",2016
2,3,"Hideki Matsuyama",NA,33.75,270,8,"Front9Round3ScoringAverage",2016
3,4,"Will Wilcox",NA,33.78,304,9,"Front9Round3ScoringAverage",2016
4,6,"Padraig Harrington",NA,33.88,271,8,"Front9Round3ScoringAverage",2016
5,2,"Phil Mickelson",NA,34,238,7,"Front9Round3ScoringAverage",2016
5,7,"Jimmy Walker",NA,34,306,9,"Front9Round3ScoringAverage",2016
7,11,"Rickie Fowler",NA,34.11,307,9,"Front9Round3ScoringAverage",2016
7,10,"Zach Johnson",NA,34.11,307,9,"Front9Round3ScoringAverage",2016
9,11,"Russell Henley",NA,34.13,273,8,"Front9Round3ScoringAverage",2016
10,7,"Jamie Lovemark",NA,34.17,410,12,"Front9Round3ScoringAverage",2016
11,5,"Carlos Ortiz",NA,34.29,240,7,"Front9Round3ScoringAverage",2016
11,7,"Scott Stallings",NA,34.29,240,7,"Front9Round3ScoringAverage",2016
13,13,"Charles Howell III",NA,34.33,515,15,"Front9Round3ScoringAverage",2016
14,15,"Tyler Aldridge",NA,34.5,345,10,"Front9Round3ScoringAverage",2016
14,15,"Byeong Hun An",NA,34.5,138,4,"Front9Round3ScoringAverage",2016
14,15,"Dustin Johnson",NA,34.5,276,8,"Front9Round3ScoringAverage",2016
14,15,"Matt Kuchar",NA,34.5,345,10,"Front9Round3ScoringAverage",2016
18,20,"Peter Malnati",NA,34.56,311,9,"Front9Round3ScoringAverage",2016
18,15,"Scott Pinckney",NA,34.56,311,9,"Front9Round3ScoringAverage",2016
18,20,"Brandt Snedeker",NA,34.56,311,9,"Front9Round3ScoringAverage",2016
18,20,"Hudson Swafford",NA,34.56,311,9,"Front9Round3ScoringAverage",2016
22,24,"Luke Guthrie",NA,34.6,173,5,"Front9Round3ScoringAverage",2016
22,24,"Russell Knox",NA,34.6,346,10,"Front9Round3ScoringAverage",2016
22,13,"Brendan Steele",NA,34.6,346,10,"Front9Round3ScoringAverage",2016
25,26,"Ben Crane",NA,34.63,277,8,"Front9Round3ScoringAverage",2016
25,34,"James Hahn",NA,34.63,277,8,"Front9Round3ScoringAverage",2016
27,28,"Aaron Baddeley",NA,34.64,381,11,"Front9Round3ScoringAverage",2016
28,29,"Smylie Kaufman",NA,34.67,416,12,"Front9Round3ScoringAverage",2016
28,29,"Kevin Na",NA,34.67,416,12,"Front9Round3ScoringAverage",2016
28,29,"Tyrone Van Aswegen",NA,34.67,520,15,"Front9Round3ScoringAverage",2016
31,20,"Tony Finau",NA,34.7,347,10,"Front9Round3ScoringAverage",2016
32,35,"Jason Dufner",NA,34.73,382,11,"Front9Round3ScoringAverage",2016
33,37,"Jason Bohn",NA,34.75,278,8,"Front9Round3ScoringAverage",2016
33,37,"Brian Gay",NA,34.75,139,4,"Front9Round3ScoringAverage",2016
35,40,"Marc Leishman",NA,34.78,313,9,"Front9Round3ScoringAverage",2016
36,44,"KJ Choi",NA,34.8,348,10,"Front9Round3ScoringAverage",2016
37,45,"David Hearn",NA,34.82,383,11,"Front9Round3ScoringAverage",2016
38,60,"Roberto Castro",NA,34.83,418,12,"Front9Round3ScoringAverage",2016
38,46,"Freddie Jacobson",NA,34.83,418,12,"Front9Round3ScoringAverage",2016
38,46,"Kyle Stanley",NA,34.83,418,12,"Front9Round3ScoringAverage",2016
41,49,"Derek Fathauer",NA,34.85,453,13,"Front9Round3ScoringAverage",2016
42,50,"Blayne Barber",NA,34.86,244,7,"Front9Round3ScoringAverage",2016
42,50,"Jason Day",NA,34.86,244,7,"Front9Round3ScoringAverage",2016
42,50,"Brooks Koepka",NA,34.86,244,7,"Front9Round3ScoringAverage",2016
42,50,"Jordan Spieth",NA,34.86,244,7,"Front9Round3ScoringAverage",2016
42,50,"Shawn Stefani",NA,34.86,244,7,"Front9Round3ScoringAverage",2016
47,55,"Kevin Streelman",NA,34.88,279,8,"Front9Round3ScoringAverage",2016
48,57,"Thomas Aiken",NA,34.89,314,9,"Front9Round3ScoringAverage",2016
48,64,"Johnson Wagner",NA,34.89,314,9,"Front9Round3ScoringAverage",2016
50,59,"Kevin Kisner",NA,34.9,349,10,"Front9Round3ScoringAverage",2016
50,57,"John Senden",NA,34.9,349,10,"Front9Round3ScoringAverage",2016
52,33,"Kevin Chappell",NA,34.91,384,11,"Front9Round3ScoringAverage",2016
52,60,"Sung Kang",NA,34.91,384,11,"Front9Round3ScoringAverage",2016
54,64,"Robert Allenby",NA,35,70,2,"Front9Round3ScoringAverage",2016
54,64,"Bronson Burgoon",NA,35,385,11,"Front9Round3ScoringAverage",2016
54,64,"Stewart Cink",NA,35,315,9,"Front9Round3ScoringAverage",2016
54,64,"Jon Curran",NA,35,385,11,"Front9Round3ScoringAverage",2016
54,35,"Luke Donald",NA,35,420,12,"Front9Round3ScoringAverage",2016
54,46,"Derek Ernst",NA,35,245,7,"Front9Round3ScoringAverage",2016
54,64,"Billy Horschel",NA,35,385,11,"Front9Round3ScoringAverage",2016
54,64,"John Huh",NA,35,350,10,"Front9Round3ScoringAverage",2016
54,64,"Matt Jones",NA,35,245,7,"Front9Round3ScoringAverage",2016
54,39,"Michael Kim",NA,35,490,14,"Front9Round3ScoringAverage",2016
54,63,"William McGirt",NA,35,455,13,"Front9Round3ScoringAverage",2016
54,64,"Dicky Pride",NA,35,140,4,"Front9Round3ScoringAverage",2016
54,64,"Patrick Rodgers",NA,35,315,9,"Front9Round3ScoringAverage",2016
54,64,"Webb Simpson",NA,35,245,7,"Front9Round3ScoringAverage",2016
54,40,"Robert Streb",NA,35,350,10,"Front9Round3ScoringAverage",2016
54,94,"Vaughn Taylor",NA,35,140,4,"Front9Round3ScoringAverage",2016
54,64,"Nick Taylor",NA,35,455,13,"Front9Round3ScoringAverage",2016
54,29,"Cameron Tringale",NA,35,350,10,"Front9Round3ScoringAverage",2016
54,60,"Harold Varner III",NA,35,420,12,"Front9Round3ScoringAverage",2016
73,79,"Ben Martin",NA,35.09,386,11,"Front9Round3ScoringAverage",2016
74,80,"Chad Campbell",NA,35.1,351,10,"Front9Round3ScoringAverage",2016
74,80,"Jason Kokrak",NA,35.1,351,10,"Front9Round3ScoringAverage",2016
74,40,"Jeff Overton",NA,35.1,351,10,"Front9Round3ScoringAverage",2016
77,64,"Erik Compton",NA,35.11,316,9,"Front9Round3ScoringAverage",2016
77,55,"Adam Scott",NA,35.11,316,9,"Front9Round3ScoringAverage",2016
79,82,"Chad Collins",NA,35.13,281,8,"Front9Round3ScoringAverage",2016
80,64,"Kyle Reifers",NA,35.15,457,13,"Front9Round3ScoringAverage",2016
81,40,"Martin Laird",NA,35.2,352,10,"Front9Round3ScoringAverage",2016
81,84,"Graeme McDowell",NA,35.2,176,5,"Front9Round3ScoringAverage",2016
81,94,"Camilo Villegas",NA,35.2,352,10,"Front9Round3ScoringAverage",2016
84,136,"Fabian Gomez",NA,35.22,317,9,"Front9Round3ScoringAverage",2016
84,64,"David Toms",NA,35.22,317,9,"Front9Round3ScoringAverage",2016
86,89,"Bill Haas",NA,35.25,282,8,"Front9Round3ScoringAverage",2016
86,90,"Dawie van der Walt",NA,35.25,282,8,"Front9Round3ScoringAverage",2016
88,84,"Lucas Glover",NA,35.27,388,11,"Front9Round3ScoringAverage",2016
88,84,"Adam Hadwin",NA,35.27,388,11,"Front9Round3ScoringAverage",2016
90,90,"Stuart Appleby",NA,35.29,247,7,"Front9Round3ScoringAverage",2016
90,90,"Shane Bertsch",NA,35.29,247,7,"Front9Round3ScoringAverage",2016
92,94,"Keegan Bradley",NA,35.33,212,6,"Front9Round3ScoringAverage",2016
92,115,"Anirban Lahiri",NA,35.33,318,9,"Front9Round3ScoringAverage",2016
92,26,"Rob Oppenheim",NA,35.33,318,9,"Front9Round3ScoringAverage",2016
92,94,"Sam Saunders",NA,35.33,212,6,"Front9Round3ScoringAverage",2016
92,94,"Charl Schwartzel",NA,35.33,212,6,"Front9Round3ScoringAverage",2016
