"Round2ScoringAverage_RANKTHISWEEK_2014","Round2ScoringAverage_RANKLASTWEEK_2014","Round2ScoringAverage_PLAYERNAME_2014","Round2ScoringAverage__2014","Round2ScoringAverage_AVG_2014","Round2ScoringAverage_TOTALSTROKES_2014","Round2ScoringAverage_TOTALROUNDS_2014","stat_name","year"
159,159,"Charlie Wi",NA,72.04,1729,24,"Round2ScoringAverage",2014
160,160,"Jason Dufner",NA,72.07,1081,15,"Round2ScoringAverage",2014
160,160,"Nicholas Thompson",NA,72.07,2090,29,"Round2ScoringAverage",2014
162,162,"Sangmoon Bae",NA,72.08,1730,24,"Round2ScoringAverage",2014
163,163,"Gonzalo Fdez Castano",NA,72.13,1731,24,"Round2ScoringAverage",2014
164,164,"Jeff Maggert",NA,72.16,1371,19,"Round2ScoringAverage",2014
165,165,"KJ Choi",NA,72.17,1660,23,"Round2ScoringAverage",2014
166,166,"Kevin Tway",NA,72.18,1588,22,"Round2ScoringAverage",2014
167,167,"Lucas Glover",NA,72.2,1805,25,"Round2ScoringAverage",2014
168,168,"John Rollins",NA,72.22,1950,27,"Round2ScoringAverage",2014
169,169,"Hudson Swafford",NA,72.28,1807,25,"Round2ScoringAverage",2014
170,170,"Woody Austin",NA,72.33,1519,21,"Round2ScoringAverage",2014
171,171,"DA Points",NA,72.63,1743,24,"Round2ScoringAverage",2014
172,172,"Troy Matteson",NA,72.64,1598,22,"Round2ScoringAverage",2014
173,173,"Derek Ernst",NA,72.7,1963,27,"Round2ScoringAverage",2014
174,174,"Scott Stallings",NA,72.74,1964,27,"Round2ScoringAverage",2014
175,175,"Lee Westwood",NA,72.76,1237,17,"Round2ScoringAverage",2014
176,176,"Roberto Castro",NA,72.88,1895,26,"Round2ScoringAverage",2014
177,177,"Jim Renner",NA,73.13,1682,23,"Round2ScoringAverage",2014
