"Round3ScoringAverage_RANKTHISWEEK_2011","Round3ScoringAverage_RANKLASTWEEK_2011","Round3ScoringAverage_PLAYERNAME_2011","Round3ScoringAverage__2011","Round3ScoringAverage_AVG_2011","Round3ScoringAverage_TOTALSTROKES_2011","Round3ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Steve Stricker",NA,68.06,1157,17,"Round3ScoringAverage",2011
2,2,"Martin Laird",NA,68.31,1093,16,"Round3ScoringAverage",2011
3,3,"Bryce Molder",NA,68.33,1025,15,"Round3ScoringAverage",2011
4,4,"Webb Simpson",NA,68.52,1576,23,"Round3ScoringAverage",2011
5,5,"Matt Kuchar",NA,68.86,1446,21,"Round3ScoringAverage",2011
6,6,"Bo Van Pelt",NA,68.95,1379,20,"Round3ScoringAverage",2011
7,7,"Briny Baird",NA,69,828,12,"Round3ScoringAverage",2011
7,7,"John Merrick",NA,69,1035,15,"Round3ScoringAverage",2011
9,9,"Angel Cabrera",NA,69.13,553,8,"Round3ScoringAverage",2011
10,10,"Nick Watney",NA,69.22,1246,18,"Round3ScoringAverage",2011
11,11,"Zach Johnson",NA,69.24,1177,17,"Round3ScoringAverage",2011
12,12,"Ryan Palmer",NA,69.29,1178,17,"Round3ScoringAverage",2011
13,13,"Freddie Jacobson",NA,69.33,1456,21,"Round3ScoringAverage",2011
14,14,"Andres Romero",NA,69.35,1179,17,"Round3ScoringAverage",2011
15,15,"Luke Donald",NA,69.38,1110,16,"Round3ScoringAverage",2011
16,16,"Woody Austin",NA,69.42,833,12,"Round3ScoringAverage",2011
16,16,"Charles Howell III",NA,69.42,1666,24,"Round3ScoringAverage",2011
18,18,"Kevin Na",NA,69.44,1111,16,"Round3ScoringAverage",2011
19,19,"Marc Leishman",NA,69.47,1181,17,"Round3ScoringAverage",2011
20,20,"Cameron Beckman",NA,69.5,834,12,"Round3ScoringAverage",2011
20,20,"DJ Trahan",NA,69.5,1112,16,"Round3ScoringAverage",2011
22,22,"Jason Day",NA,69.53,1182,17,"Round3ScoringAverage",2011
23,23,"Roland Thatcher",NA,69.58,835,12,"Round3ScoringAverage",2011
24,24,"Alex Cejka",NA,69.6,696,10,"Round3ScoringAverage",2011
24,24,"Ben Curtis",NA,69.6,696,10,"Round3ScoringAverage",2011
24,24,"Scott McCarron",NA,69.6,696,10,"Round3ScoringAverage",2011
27,27,"Brendon de Jonge",NA,69.61,1601,23,"Round3ScoringAverage",2011
28,28,"Chris Kirk",NA,69.63,1114,16,"Round3ScoringAverage",2011
28,28,"Jimmy Walker",NA,69.63,1114,16,"Round3ScoringAverage",2011
30,30,"Joe Ogilvie",NA,69.64,975,14,"Round3ScoringAverage",2011
