"TenthTeeLateRound5ScoringAverage_RANKTHISWEEK_2009","TenthTeeLateRound5ScoringAverage_RANKLASTWEEK_2009","TenthTeeLateRound5ScoringAverage_PLAYERNAME_2009","TenthTeeLateRound5ScoringAverage__2009","TenthTeeLateRound5ScoringAverage_AVG_2009","TenthTeeLateRound5ScoringAverage_TOTALSTROKES_2009","TenthTeeLateRound5ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Matt Kuchar",NA,64,64,1,"TenthTeeLateRound5ScoringAverage",2009
2,2,"Nick Watney",NA,65,65,1,"TenthTeeLateRound5ScoringAverage",2009
3,3,"Cameron Beckman",NA,66,66,1,"TenthTeeLateRound5ScoringAverage",2009
4,4,"Joe Durant",NA,67,67,1,"TenthTeeLateRound5ScoringAverage",2009
5,5,"Joe Ogilvie",NA,68,68,1,"TenthTeeLateRound5ScoringAverage",2009
6,6,"Alex Cejka",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2009
6,6,"Ben Crane",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2009
8,8,"Michael Allen",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2009
8,8,"Nicholas Thompson",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2009
10,10,"Tim Petrovic",NA,71,71,1,"TenthTeeLateRound5ScoringAverage",2009
11,11,"Bob Estes",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2009
11,11,"Dustin Johnson",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2009
11,11,"Michael Letzig",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2009
14,14,"Brendon de Jonge",NA,78,78,1,"TenthTeeLateRound5ScoringAverage",2009
