"Round3ScoringAverage_RANKTHISWEEK_2015","Round3ScoringAverage_RANKLASTWEEK_2015","Round3ScoringAverage_PLAYERNAME_2015","Round3ScoringAverage__2015","Round3ScoringAverage_AVG_2015","Round3ScoringAverage_TOTALSTROKES_2015","Round3ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Graham DeLaet",NA,68.46,890,13,"Round3ScoringAverage",2015
2,2,"Justin Rose",NA,68.5,959,14,"Round3ScoringAverage",2015
3,3,"Jonathan Byrd",NA,68.67,824,12,"Round3ScoringAverage",2015
4,4,"Stewart Cink",NA,68.94,1103,16,"Round3ScoringAverage",2015
5,5,"Jordan Spieth",NA,68.95,1379,20,"Round3ScoringAverage",2015
6,6,"Justin Thomas",NA,69.04,1588,23,"Round3ScoringAverage",2015
7,7,"Brooks Koepka",NA,69.05,1312,19,"Round3ScoringAverage",2015
8,8,"Jason Day",NA,69.06,1174,17,"Round3ScoringAverage",2015
8,8,"Scott Piercy",NA,69.06,1243,18,"Round3ScoringAverage",2015
8,8,"Rory Sabbatini",NA,69.06,1105,16,"Round3ScoringAverage",2015
11,11,"Jason Bohn",NA,69.1,1451,21,"Round3ScoringAverage",2015
12,12,"Will Wilcox",NA,69.18,761,11,"Round3ScoringAverage",2015
13,13,"Scott Pinckney",NA,69.22,1246,18,"Round3ScoringAverage",2015
14,14,"Dustin Johnson",NA,69.24,1177,17,"Round3ScoringAverage",2015
14,14,"Sean OHair",NA,69.24,1177,17,"Round3ScoringAverage",2015
16,16,"Matt Kuchar",NA,69.26,1593,23,"Round3ScoringAverage",2015
17,17,"Brandt Snedeker",NA,69.27,1524,22,"Round3ScoringAverage",2015
18,18,"Bill Lunde",NA,69.29,485,7,"Round3ScoringAverage",2015
19,19,"Bubba Watson",NA,69.31,1109,16,"Round3ScoringAverage",2015
20,20,"Jason Kokrak",NA,69.35,1179,17,"Round3ScoringAverage",2015
21,21,"Bill Haas",NA,69.42,1319,19,"Round3ScoringAverage",2015
22,22,"Shawn Stefani",NA,69.43,1458,21,"Round3ScoringAverage",2015
23,23,"Matt Jones",NA,69.47,1320,19,"Round3ScoringAverage",2015
23,23,"Hudson Swafford",NA,69.47,1320,19,"Round3ScoringAverage",2015
25,25,"Steven Bowditch",NA,69.48,1459,21,"Round3ScoringAverage",2015
26,26,"Jerry Kelly",NA,69.5,1112,16,"Round3ScoringAverage",2015
27,27,"Scott Brown",NA,69.53,1321,19,"Round3ScoringAverage",2015
28,28,"Jason Dufner",NA,69.65,1184,17,"Round3ScoringAverage",2015
29,29,"Johnson Wagner",NA,69.67,836,12,"Round3ScoringAverage",2015
30,30,"Spencer Levin",NA,69.74,1325,19,"Round3ScoringAverage",2015
31,31,"Rickie Fowler",NA,69.75,1116,16,"Round3ScoringAverage",2015
31,31,"Colt Knost",NA,69.75,1116,16,"Round3ScoringAverage",2015
31,31,"John Merrick",NA,69.75,837,12,"Round3ScoringAverage",2015
34,34,"Jim Herman",NA,69.79,1326,19,"Round3ScoringAverage",2015
35,35,"Kevin Streelman",NA,69.8,1396,20,"Round3ScoringAverage",2015
36,36,"Zac Blair",NA,69.81,1466,21,"Round3ScoringAverage",2015
37,37,"George McNeill",NA,69.85,1397,20,"Round3ScoringAverage",2015
38,38,"Ian Poulter",NA,69.87,1048,15,"Round3ScoringAverage",2015
39,39,"Danny Lee",NA,69.88,1747,25,"Round3ScoringAverage",2015
39,39,"Troy Merritt",NA,69.88,1188,17,"Round3ScoringAverage",2015
41,41,"Zach Johnson",NA,69.9,1398,20,"Round3ScoringAverage",2015
41,41,"Russell Knox",NA,69.9,1468,21,"Round3ScoringAverage",2015
41,41,"Andrew Svoboda",NA,69.9,699,10,"Round3ScoringAverage",2015
44,44,"Derek Ernst",NA,69.91,769,11,"Round3ScoringAverage",2015
45,45,"Francesco Molinari",NA,69.92,839,12,"Round3ScoringAverage",2015
46,46,"Jim Furyk",NA,69.93,1049,15,"Round3ScoringAverage",2015
46,46,"Alex Prugh",NA,69.93,979,14,"Round3ScoringAverage",2015
48,48,"Martin Flores",NA,69.94,1189,17,"Round3ScoringAverage",2015
48,48,"Adam Hadwin",NA,69.94,1259,18,"Round3ScoringAverage",2015
48,48,"Camilo Villegas",NA,69.94,1119,16,"Round3ScoringAverage",2015
51,51,"Carlos Ortiz",NA,69.95,1399,20,"Round3ScoringAverage",2015
52,52,"Sergio Garcia",NA,70,980,14,"Round3ScoringAverage",2015
52,52,"Whee Kim",NA,70,980,14,"Round3ScoringAverage",2015
52,52,"Hunter Mahan",NA,70,1330,19,"Round3ScoringAverage",2015
52,52,"Hideki Matsuyama",NA,70,1540,22,"Round3ScoringAverage",2015
52,52,"Louis Oosthuizen",NA,70,980,14,"Round3ScoringAverage",2015
52,52,"Patrick Reed",NA,70,1680,24,"Round3ScoringAverage",2015
52,52,"Heath Slocum",NA,70,420,6,"Round3ScoringAverage",2015
52,52,"Robert Streb",NA,70,1750,25,"Round3ScoringAverage",2015
52,52,"Jimmy Walker",NA,70,1400,20,"Round3ScoringAverage",2015
61,61,"James Hahn",NA,70.05,1331,19,"Round3ScoringAverage",2015
62,62,"Kevin Chappell",NA,70.06,1191,17,"Round3ScoringAverage",2015
63,63,"Gonzalo Fdez Castano",NA,70.08,841,12,"Round3ScoringAverage",2015
63,63,"Brice Garnett",NA,70.08,841,12,"Round3ScoringAverage",2015
65,65,"Daniel Summerhays",NA,70.09,1542,22,"Round3ScoringAverage",2015
66,66,"Brendon Todd",NA,70.1,1472,21,"Round3ScoringAverage",2015
66,66,"David Toms",NA,70.1,701,10,"Round3ScoringAverage",2015
68,68,"Bryce Molder",NA,70.11,1332,19,"Round3ScoringAverage",2015
69,69,"Kevin Kisner",NA,70.13,1683,24,"Round3ScoringAverage",2015
70,70,"Robert Allenby",NA,70.14,491,7,"Round3ScoringAverage",2015
