"LeftRoughTendencyRTPScore_RANKTHISWEEK_2007","LeftRoughTendencyRTPScore_RANKLASTWEEK_2007","LeftRoughTendencyRTPScore_PLAYERNAME_2007","LeftRoughTendencyRTPScore_ROUNDS_2007","LeftRoughTendencyRTPScore_RTPSCORE_2007","stat_name","year"
109,109,"David Toms",80,0.148,"LeftRoughTendencyRTPScore",2007
112,112,"Ryan Armour",107,0.149,"LeftRoughTendencyRTPScore",2007
112,112,"Shaun Micheel",91,0.149,"LeftRoughTendencyRTPScore",2007
114,114,"Steve Lowery",74,0.15,"LeftRoughTendencyRTPScore",2007
114,114,"Carl Pettersson",111,0.15,"LeftRoughTendencyRTPScore",2007
116,116,"Andrew Buckle",77,0.151,"LeftRoughTendencyRTPScore",2007
117,117,"Henrik Stenson",52,0.152,"LeftRoughTendencyRTPScore",2007
118,118,"Paul Gow",70,0.157,"LeftRoughTendencyRTPScore",2007
119,119,"Michael Sim",52,0.158,"LeftRoughTendencyRTPScore",2007
120,120,"Chris Riley",59,0.159,"LeftRoughTendencyRTPScore",2007
121,121,"Steve Elkington",87,0.16,"LeftRoughTendencyRTPScore",2007
121,121,"Daisuke Maruyama",86,0.16,"LeftRoughTendencyRTPScore",2007
121,121,"Johnson Wagner",97,0.16,"LeftRoughTendencyRTPScore",2007
124,124,"Tripp Isenhour",86,0.162,"LeftRoughTendencyRTPScore",2007
125,125,"John Daly",59,0.163,"LeftRoughTendencyRTPScore",2007
125,125,"Boo Weekley",101,0.163,"LeftRoughTendencyRTPScore",2007
127,127,"Tommy Armour III",81,0.164,"LeftRoughTendencyRTPScore",2007
127,127,"Richard Johnson",93,0.164,"LeftRoughTendencyRTPScore",2007
127,127,"Anthony Kim",93,0.164,"LeftRoughTendencyRTPScore",2007
127,127,"Nick OHern",72,0.164,"LeftRoughTendencyRTPScore",2007
131,131,"Jeff Brehaut",59,0.167,"LeftRoughTendencyRTPScore",2007
131,131,"Mark Hensby",81,0.167,"LeftRoughTendencyRTPScore",2007
131,131,"Zach Johnson",76,0.167,"LeftRoughTendencyRTPScore",2007
134,134,"JJ Henry",86,0.168,"LeftRoughTendencyRTPScore",2007
135,135,"Hunter Mahan",91,0.169,"LeftRoughTendencyRTPScore",2007
135,135,"Shigeki Maruyama",84,0.169,"LeftRoughTendencyRTPScore",2007
135,135,"Dean Wilson",92,0.169,"LeftRoughTendencyRTPScore",2007
138,138,"Tim Herron",98,0.171,"LeftRoughTendencyRTPScore",2007
139,139,"Joe Durant",88,0.173,"LeftRoughTendencyRTPScore",2007
140,140,"Todd Hamilton",76,0.174,"LeftRoughTendencyRTPScore",2007
141,141,"Paul Stankowski",52,0.175,"LeftRoughTendencyRTPScore",2007
142,142,"Jose Maria Olazabal",52,0.176,"LeftRoughTendencyRTPScore",2007
143,143,"Stephen Leaney",82,0.177,"LeftRoughTendencyRTPScore",2007
143,143,"Jeff Quinney",95,0.177,"LeftRoughTendencyRTPScore",2007
145,145,"Jerry Kelly",101,0.181,"LeftRoughTendencyRTPScore",2007
146,146,"Gavin Coles",87,0.187,"LeftRoughTendencyRTPScore",2007
146,146,"Ryan Palmer",91,0.187,"LeftRoughTendencyRTPScore",2007
148,148,"Craig Barlow",52,0.189,"LeftRoughTendencyRTPScore",2007
148,148,"Michael Putnam",96,0.189,"LeftRoughTendencyRTPScore",2007
150,150,"Mark Wilson",87,0.191,"LeftRoughTendencyRTPScore",2007
151,151,"Harrison Frazar",88,0.192,"LeftRoughTendencyRTPScore",2007
151,151,"Trevor Immelman",74,0.192,"LeftRoughTendencyRTPScore",2007
153,153,"Brian Gay",107,0.194,"LeftRoughTendencyRTPScore",2007
154,154,"Cliff Kresge",107,0.196,"LeftRoughTendencyRTPScore",2007
155,155,"Mark Calcavecchia",93,0.197,"LeftRoughTendencyRTPScore",2007
156,156,"Scott Gutschewski",67,0.198,"LeftRoughTendencyRTPScore",2007
156,156,"Corey Pavin",81,0.198,"LeftRoughTendencyRTPScore",2007
156,156,"Steve Stricker",81,0.198,"LeftRoughTendencyRTPScore",2007
159,159,"Jeff Maggert",79,0.2,"LeftRoughTendencyRTPScore",2007
160,160,"Eric Axley",107,0.202,"LeftRoughTendencyRTPScore",2007
161,161,"David Branshaw",83,0.205,"LeftRoughTendencyRTPScore",2007
162,162,"Justin Rose",63,0.207,"LeftRoughTendencyRTPScore",2007
163,163,"Retief Goosen",50,0.21,"LeftRoughTendencyRTPScore",2007
164,164,"Craig Kanada",109,0.211,"LeftRoughTendencyRTPScore",2007
165,165,"Craig Lile",77,0.212,"LeftRoughTendencyRTPScore",2007
166,166,"Aaron Baddeley",83,0.214,"LeftRoughTendencyRTPScore",2007
166,166,"Brian Bateman",55,0.214,"LeftRoughTendencyRTPScore",2007
168,168,"Brett Wetterich",88,0.219,"LeftRoughTendencyRTPScore",2007
169,169,"Matt Kuchar",85,0.221,"LeftRoughTendencyRTPScore",2007
170,170,"Doug LaBelle II",104,0.226,"LeftRoughTendencyRTPScore",2007
171,171,"Dicky Pride",71,0.227,"LeftRoughTendencyRTPScore",2007
172,172,"Michael Allen",74,0.231,"LeftRoughTendencyRTPScore",2007
173,173,"Jose Coceres",50,0.232,"LeftRoughTendencyRTPScore",2007
173,173,"Robert Gamez",88,0.232,"LeftRoughTendencyRTPScore",2007
175,175,"Scott Verplank",82,0.235,"LeftRoughTendencyRTPScore",2007
176,176,"Bubba Dickerson",51,0.239,"LeftRoughTendencyRTPScore",2007
177,177,"Chad Campbell",96,0.24,"LeftRoughTendencyRTPScore",2007
178,178,"Stephen Ames",81,0.242,"LeftRoughTendencyRTPScore",2007
179,179,"Paul Goydos",60,0.243,"LeftRoughTendencyRTPScore",2007
179,179,"Jaco Van Zyl",51,0.243,"LeftRoughTendencyRTPScore",2007
181,181,"Ted Purdy",102,0.245,"LeftRoughTendencyRTPScore",2007
182,182,"Mark Brooks",53,0.246,"LeftRoughTendencyRTPScore",2007
183,183,"Billy Mayfair",98,0.248,"LeftRoughTendencyRTPScore",2007
184,184,"Tom Johnson",74,0.25,"LeftRoughTendencyRTPScore",2007
184,184,"Kent Jones",97,0.25,"LeftRoughTendencyRTPScore",2007
184,184,"Rocco Mediate",72,0.25,"LeftRoughTendencyRTPScore",2007
187,187,"Darron Stiles",65,0.259,"LeftRoughTendencyRTPScore",2007
188,188,"Bryce Molder",56,0.265,"LeftRoughTendencyRTPScore",2007
189,189,"Fred Funk",65,0.278,"LeftRoughTendencyRTPScore",2007
190,190,"Justin Leonard",95,0.291,"LeftRoughTendencyRTPScore",2007
191,191,"Jeff Sluman",60,0.292,"LeftRoughTendencyRTPScore",2007
192,192,"Kirk Triplett",77,0.298,"LeftRoughTendencyRTPScore",2007
193,193,"Anders Hansen",55,0.306,"LeftRoughTendencyRTPScore",2007
194,194,"Tom Byrum",50,0.311,"LeftRoughTendencyRTPScore",2007
195,195,"Ben Curtis",80,0.331,"LeftRoughTendencyRTPScore",2007
196,196,"DJ Brigman",67,0.383,"LeftRoughTendencyRTPScore",2007
