"PuttsMadePerEventOver10_RANKTHISWEEK_2016","PuttsMadePerEventOver10_RANKLASTWEEK_2016","PuttsMadePerEventOver10_PLAYERNAME_2016","PuttsMadePerEventOver10_ROUNDS_2016","PuttsMadePerEventOver10_PUTTSMADE_2016","stat_name","year"
55,60,"Gary Woodland",45,5,"PuttsMadePerEventOver10",2016
68,47,"Scott Brown",59,4.9,"PuttsMadePerEventOver10",2016
68,50,"Martin Laird",46,4.9,"PuttsMadePerEventOver10",2016
68,60,"Sean OHair",45,4.9,"PuttsMadePerEventOver10",2016
68,76,"John Senden",48,4.9,"PuttsMadePerEventOver10",2016
68,60,"Vijay Singh",42,4.9,"PuttsMadePerEventOver10",2016
68,76,"Boo Weekley",53,4.9,"PuttsMadePerEventOver10",2016
74,60,"Byeong Hun An",23,4.8,"PuttsMadePerEventOver10",2016
74,70,"David Hearn",55,4.8,"PuttsMadePerEventOver10",2016
74,50,"JJ Henry",44,4.8,"PuttsMadePerEventOver10",2016
74,104,"Andrew Loupe",50,4.8,"PuttsMadePerEventOver10",2016
74,76,"Cameron Tringale",47,4.8,"PuttsMadePerEventOver10",2016
79,76,"Jason Gore",51,4.7,"PuttsMadePerEventOver10",2016
79,76,"Russell Henley",42,4.7,"PuttsMadePerEventOver10",2016
79,76,"Mark Hubbard",73,4.7,"PuttsMadePerEventOver10",2016
79,72,"Jamie Lovemark",57,4.7,"PuttsMadePerEventOver10",2016
79,76,"Ollie Schniederjans",23,4.7,"PuttsMadePerEventOver10",2016
79,84,"Chris Stroud",52,4.7,"PuttsMadePerEventOver10",2016
79,95,"David Toms",38,4.7,"PuttsMadePerEventOver10",2016
86,72,"Ben Crane",48,4.6,"PuttsMadePerEventOver10",2016
86,72,"Luke Donald",49,4.6,"PuttsMadePerEventOver10",2016
86,84,"Derek Fathauer",58,4.6,"PuttsMadePerEventOver10",2016
86,84,"Russell Knox",48,4.6,"PuttsMadePerEventOver10",2016
86,84,"Justin Leonard",28,4.6,"PuttsMadePerEventOver10",2016
86,84,"Jimmy Walker",43,4.6,"PuttsMadePerEventOver10",2016
92,91,"Aaron Baddeley",51,4.5,"PuttsMadePerEventOver10",2016
92,76,"Ricky Barnes",57,4.5,"PuttsMadePerEventOver10",2016
92,104,"Tony Finau",49,4.5,"PuttsMadePerEventOver10",2016
92,91,"Chris Kirk",51,4.5,"PuttsMadePerEventOver10",2016
92,72,"Nick Taylor",57,4.5,"PuttsMadePerEventOver10",2016
92,95,"Harold Varner III",58,4.5,"PuttsMadePerEventOver10",2016
98,95,"Freddie Jacobson",54,4.4,"PuttsMadePerEventOver10",2016
98,95,"Rob Oppenheim",37,4.4,"PuttsMadePerEventOver10",2016
98,104,"Scott Pinckney",53,4.4,"PuttsMadePerEventOver10",2016
98,95,"Chez Reavie",56,4.4,"PuttsMadePerEventOver10",2016
98,104,"Justin Rose",35,4.4,"PuttsMadePerEventOver10",2016
98,95,"Brandt Snedeker",47,4.4,"PuttsMadePerEventOver10",2016
104,104,"Thomas Aiken",42,4.3,"PuttsMadePerEventOver10",2016
104,104,"Shane Bertsch",30,4.3,"PuttsMadePerEventOver10",2016
104,125,"Jonas Blixt",46,4.3,"PuttsMadePerEventOver10",2016
104,125,"Roberto Castro",55,4.3,"PuttsMadePerEventOver10",2016
104,104,"Hunter Mahan",43,4.3,"PuttsMadePerEventOver10",2016
104,104,"Bryce Molder",50,4.3,"PuttsMadePerEventOver10",2016
104,104,"Seung Yul Noh",54,4.3,"PuttsMadePerEventOver10",2016
104,117,"Martin Piller",37,4.3,"PuttsMadePerEventOver10",2016
104,117,"Patrick Reed",53,4.3,"PuttsMadePerEventOver10",2016
104,104,"Michael Thompson",46,4.3,"PuttsMadePerEventOver10",2016
104,91,"Will Wilcox",47,4.3,"PuttsMadePerEventOver10",2016
115,117,"John Huh",51,4.2,"PuttsMadePerEventOver10",2016
115,134,"George McNeill",33,4.2,"PuttsMadePerEventOver10",2016
115,84,"Francesco Molinari",36,4.2,"PuttsMadePerEventOver10",2016
115,117,"Greg Owen",56,4.2,"PuttsMadePerEventOver10",2016
115,95,"Brendan Steele",48,4.2,"PuttsMadePerEventOver10",2016
115,125,"Robert Streb",51,4.2,"PuttsMadePerEventOver10",2016
115,104,"Tyrone Van Aswegen",67,4.2,"PuttsMadePerEventOver10",2016
122,95,"Zac Blair",56,4.1,"PuttsMadePerEventOver10",2016
122,125,"Stewart Cink",45,4.1,"PuttsMadePerEventOver10",2016
122,152,"Anirban Lahiri",44,4.1,"PuttsMadePerEventOver10",2016
122,104,"Peter Malnati",53,4.1,"PuttsMadePerEventOver10",2016
122,142,"Camilo Villegas",50,4.1,"PuttsMadePerEventOver10",2016
127,117,"Stuart Appleby",39,4,"PuttsMadePerEventOver10",2016
127,134,"Jon Curran",55,4,"PuttsMadePerEventOver10",2016
127,134,"Sergio Garcia",28,4,"PuttsMadePerEventOver10",2016
127,125,"Lucas Glover",53,4,"PuttsMadePerEventOver10",2016
127,117,"Padraig Harrington",38,4,"PuttsMadePerEventOver10",2016
127,142,"Tom Hoge",47,4,"PuttsMadePerEventOver10",2016
127,142,"Henrik Norlander",41,4,"PuttsMadePerEventOver10",2016
127,104,"Ian Poulter",37,4,"PuttsMadePerEventOver10",2016
135,142,"Tyler Aldridge",53,3.9,"PuttsMadePerEventOver10",2016
135,117,"Jason Bohn",37,3.9,"PuttsMadePerEventOver10",2016
135,142,"Brian Gay",22,3.9,"PuttsMadePerEventOver10",2016
135,125,"Bill Haas",42,3.9,"PuttsMadePerEventOver10",2016
135,158,"Matt Jones",45,3.9,"PuttsMadePerEventOver10",2016
135,134,"Whee Kim",54,3.9,"PuttsMadePerEventOver10",2016
135,134,"DH Lee",35,3.9,"PuttsMadePerEventOver10",2016
135,125,"Spencer Levin",62,3.9,"PuttsMadePerEventOver10",2016
135,117,"Luke List",51,3.9,"PuttsMadePerEventOver10",2016
135,152,"Steve Marino",40,3.9,"PuttsMadePerEventOver10",2016
135,134,"Cameron Smith",45,3.9,"PuttsMadePerEventOver10",2016
135,125,"Steve Wheatcroft",53,3.9,"PuttsMadePerEventOver10",2016
135,134,"Mark Wilson",42,3.9,"PuttsMadePerEventOver10",2016
148,142,"Chad Campbell",54,3.8,"PuttsMadePerEventOver10",2016
148,152,"Kevin Chappell",49,3.8,"PuttsMadePerEventOver10",2016
148,160,"Matt Every",34,3.8,"PuttsMadePerEventOver10",2016
148,142,"Hiroshi Iwata",51,3.8,"PuttsMadePerEventOver10",2016
148,125,"Sung Kang",51,3.8,"PuttsMadePerEventOver10",2016
148,134,"Davis Love III",40,3.8,"PuttsMadePerEventOver10",2016
148,142,"Jeff Overton",51,3.8,"PuttsMadePerEventOver10",2016
155,142,"Bronson Burgoon",53,3.7,"PuttsMadePerEventOver10",2016
155,152,"Andres Gonzales",46,3.7,"PuttsMadePerEventOver10",2016
155,152,"Si Woo Kim",63,3.7,"PuttsMadePerEventOver10",2016
155,158,"Brendon Todd",43,3.7,"PuttsMadePerEventOver10",2016
159,172,"Alex Cejka",47,3.6,"PuttsMadePerEventOver10",2016
159,160,"Jim Herman",55,3.6,"PuttsMadePerEventOver10",2016
159,176,"Scott Langley",41,3.6,"PuttsMadePerEventOver10",2016
159,160,"Will Ma Kenzie",54,3.6,"PuttsMadePerEventOver10",2016
159,152,"Carlos Ortiz",47,3.6,"PuttsMadePerEventOver10",2016
159,165,"Brett Stegmaier",57,3.6,"PuttsMadePerEventOver10",2016
159,165,"Dawie van der Walt",48,3.6,"PuttsMadePerEventOver10",2016
166,160,"Steven Bowditch",40,3.5,"PuttsMadePerEventOver10",2016
166,165,"Rhein Gibson",36,3.5,"PuttsMadePerEventOver10",2016
166,165,"Luke Guthrie",31,3.5,"PuttsMadePerEventOver10",2016
166,142,"Kelly Kraft",35,3.5,"PuttsMadePerEventOver10",2016
166,165,"Troy Merritt",41,3.5,"PuttsMadePerEventOver10",2016
166,165,"Cameron Percy",22,3.5,"PuttsMadePerEventOver10",2016
166,160,"Sam Saunders",40,3.5,"PuttsMadePerEventOver10",2016
173,176,"Erik Compton",45,3.4,"PuttsMadePerEventOver10",2016
173,176,"Patrick Rodgers",49,3.4,"PuttsMadePerEventOver10",2016
173,172,"Rory Sabbatini",40,3.4,"PuttsMadePerEventOver10",2016
173,165,"Scott Stallings",46,3.4,"PuttsMadePerEventOver10",2016
177,172,"Blayne Barber",44,3.3,"PuttsMadePerEventOver10",2016
177,176,"Brice Garnett",29,3.3,"PuttsMadePerEventOver10",2016
177,184,"James Hahn",45,3.3,"PuttsMadePerEventOver10",2016
177,176,"Billy Hurley III",22,3.3,"PuttsMadePerEventOver10",2016
177,176,"Carl Pettersson",31,3.3,"PuttsMadePerEventOver10",2016
182,176,"Robert Allenby",35,3.2,"PuttsMadePerEventOver10",2016
182,190,"Chad Collins",45,3.2,"PuttsMadePerEventOver10",2016
182,172,"DA Points",32,3.2,"PuttsMadePerEventOver10",2016
182,184,"Dicky Pride",33,3.2,"PuttsMadePerEventOver10",2016
186,187,"Brendon de Jonge",55,3.1,"PuttsMadePerEventOver10",2016
186,187,"Jerry Kelly",44,3.1,"PuttsMadePerEventOver10",2016
186,187,"Pat Perez",28,3.1,"PuttsMadePerEventOver10",2016
186,184,"Shawn Stefani",45,3.1,"PuttsMadePerEventOver10",2016
190,190,"Graeme McDowell",33,3,"PuttsMadePerEventOver10",2016
190,190,"Andres Romero",22,3,"PuttsMadePerEventOver10",2016
190,190,"Darron Stiles",28,3,"PuttsMadePerEventOver10",2016
190,199,"Kevin Streelman",46,3,"PuttsMadePerEventOver10",2016
190,190,"DJ Trahan",23,3,"PuttsMadePerEventOver10",2016
195,196,"Keegan Bradley",40,2.9,"PuttsMadePerEventOver10",2016
195,196,"Ken Duke",26,2.9,"PuttsMadePerEventOver10",2016
195,202,"Robert Garrigus",34,2.9,"PuttsMadePerEventOver10",2016
195,190,"Jason Kokrak",52,2.9,"PuttsMadePerEventOver10",2016
195,196,"Andrew Landry",24,2.9,"PuttsMadePerEventOver10",2016
195,200,"Vaughn Taylor",30,2.9,"PuttsMadePerEventOver10",2016
201,204,"Derek Ernst",36,2.6,"PuttsMadePerEventOver10",2016
201,201,"Lucas Lee",22,2.6,"PuttsMadePerEventOver10",2016
203,202,"Geoff Ogilvy",37,2.5,"PuttsMadePerEventOver10",2016
204,204,"Abraham Ancer",26,2.3,"PuttsMadePerEventOver10",2016
204,204,"Miguel Angel Carballo",24,2.3,"PuttsMadePerEventOver10",2016
204,204,"Wes Roach",33,2.3,"PuttsMadePerEventOver10",2016
207,208,"Charlie Beljan",26,1.9,"PuttsMadePerEventOver10",2016
