"Approachesfrom75100yardsRgh_RANKTHISWEEK_2011","Approachesfrom75100yardsRgh_RANKLASTWEEK_2011","Approachesfrom75100yardsRgh_PLAYERNAME_2011","Approachesfrom75100yardsRgh_ROUNDS_2011","Approachesfrom75100yardsRgh_AVG_2011","Approachesfrom75100yardsRgh_TOTALDISTANCEFEET_2011","Approachesfrom75100yardsRgh_OFATTEMPTS_2011","Approachesfrom75100yardsRgh_RELATIVETOPAR_2011","stat_name","year"
1,1,"Pat Perez",76,NA,181.25,12,4,"Approachesfrom75100yardsRgh",2011
2,2,"Davis Love III",70,NA,128.75,8,0,"Approachesfrom75100yardsRgh",2011
3,3,"Zach Johnson",79,NA,239.583,14,0,"Approachesfrom75100yardsRgh",2011
3,3,"David Mathis",83,NA,273.417,16,-4,"Approachesfrom75100yardsRgh",2011
5,5,"Paul Goydos",81,NA,414.083,24,-2,"Approachesfrom75100yardsRgh",2011
6,6,"Spencer Levin",113,NA,286,16,-5,"Approachesfrom75100yardsRgh",2011
6,6,"Chris Riley",76,NA,125.5,7,0,"Approachesfrom75100yardsRgh",2011
8,8,"John Merrick",71,NA,144.25,8,2,"Approachesfrom75100yardsRgh",2011
9,9,"Carl Pettersson",95,NA,371.417,20,-4,"Approachesfrom75100yardsRgh",2011
10,10,"Steve Stricker",70,NA,337.75,18,-4,"Approachesfrom75100yardsRgh",2011
10,10,"Camilo Villegas",69,NA,93.583,5,-2,"Approachesfrom75100yardsRgh",2011
12,12,"Jim Herman",69,NA,263.25,14,-1,"Approachesfrom75100yardsRgh",2011
13,13,"Martin Laird",77,NA,229.583,12,-1,"Approachesfrom75100yardsRgh",2011
14,14,"Freddie Jacobson",92,NA,250.417,13,0,"Approachesfrom75100yardsRgh",2011
15,15,"Shane Bertsch",62,NA,192.917,10,0,"Approachesfrom75100yardsRgh",2011
16,16,"William McGirt",103,NA,216.667,11,2,"Approachesfrom75100yardsRgh",2011
17,17,"Jim Furyk",87,NA,382.917,19,0,"Approachesfrom75100yardsRgh",2011
18,18,"Kevin Chappell",78,NA,163.167,8,2,"Approachesfrom75100yardsRgh",2011
18,18,"Nate Smith",66,NA,388,19,4,"Approachesfrom75100yardsRgh",2011
20,20,"Paul Stankowski",78,NA,328.917,16,5,"Approachesfrom75100yardsRgh",2011
21,21,"Rich Beem",53,NA,165.833,8,-1,"Approachesfrom75100yardsRgh",2011
21,21,"Hunter Haas",96,NA,352.167,17,-3,"Approachesfrom75100yardsRgh",2011
21,21,"Brendan Steele",89,NA,331.333,16,6,"Approachesfrom75100yardsRgh",2011
24,24,"Arjun Atwal",91,NA,332.917,16,-2,"Approachesfrom75100yardsRgh",2011
25,25,"Jason Day",76,NA,294.417,14,-3,"Approachesfrom75100yardsRgh",2011
26,26,"Jason Bohn",74,NA,295.833,14,1,"Approachesfrom75100yardsRgh",2011
26,26,"Ryan Moore",79,NA,169.25,8,2,"Approachesfrom75100yardsRgh",2011
28,28,"Sung Kang",63,NA,193.417,9,2,"Approachesfrom75100yardsRgh",2011
29,29,"DA Points",89,NA,323.583,15,3,"Approachesfrom75100yardsRgh",2011
29,29,"Aron Price",58,NA,193.917,9,2,"Approachesfrom75100yardsRgh",2011
31,31,"Steve Flesch",88,NA,324.583,15,-3,"Approachesfrom75100yardsRgh",2011
31,31,"Fabian Gomez",84,NA,519.167,24,4,"Approachesfrom75100yardsRgh",2011
33,33,"Matt Bettencourt",84,NA,459.083,21,1,"Approachesfrom75100yardsRgh",2011
33,33,"Heath Slocum",89,NA,283.417,13,2,"Approachesfrom75100yardsRgh",2011
35,35,"Adam Scott",60,NA,87.583,4,3,"Approachesfrom75100yardsRgh",2011
36,36,"Scott Gutschewski",67,NA,242.417,11,3,"Approachesfrom75100yardsRgh",2011
36,36,"Rocco Mediate",53,NA,307.917,14,-1,"Approachesfrom75100yardsRgh",2011
38,38,"Ryuji Imada",83,NA,265.333,12,2,"Approachesfrom75100yardsRgh",2011
38,38,"Michael Thompson",79,NA,220.417,10,-1,"Approachesfrom75100yardsRgh",2011
40,40,"Cameron Beckman",71,NA,379.917,17,-1,"Approachesfrom75100yardsRgh",2011
41,41,"Ian Poulter",52,NA,224.167,10,0,"Approachesfrom75100yardsRgh",2011
42,42,"Sergio Garcia",61,NA,271.417,12,-1,"Approachesfrom75100yardsRgh",2011
