"GIRPutting1520_RANKTHISWEEK_2010","GIRPutting1520_RANKLASTWEEK_2010","GIRPutting1520_PLAYERNAME_2010","GIRPutting1520_ROUNDS_2010","GIRPutting1520_Pct_2010","GIRPutting1520_ATTEMPTS_2010","GIRPutting1520_PUTTSMADE_2010","stat_name","year"
1,1,"Ben Crane",85,29.21,89,26,"GIRPutting1520",2010
2,2,"Greg Kraft",52,28,50,14,"GIRPutting1520",2010
3,3,"Shaun Micheel",70,27.37,95,26,"GIRPutting1520",2010
4,4,"Ian Poulter",55,26.53,49,13,"GIRPutting1520",2010
5,5,"Greg Chalmers",93,25.58,129,33,"GIRPutting1520",2010
6,6,"Geoff Ogilvy",62,25.56,90,23,"GIRPutting1520",2010
7,7,"Paul Goydos",78,25.22,115,29,"GIRPutting1520",2010
8,8,"Vance Veazey",58,25,80,20,"GIRPutting1520",2010
9,9,"Ernie Els",72,24.66,73,18,"GIRPutting1520",2010
10,10,"Matt Kuchar",97,24.62,130,32,"GIRPutting1520",2010
11,11,"Tim Clark",88,24.56,114,28,"GIRPutting1520",2010
12,12,"Retief Goosen",75,24.49,98,24,"GIRPutting1520",2010
12,12,"Mike Weir",59,24.49,49,12,"GIRPutting1520",2010
14,14,"Matt Bettencourt",91,23.96,96,23,"GIRPutting1520",2010
15,15,"Nathan Green",86,23.74,139,33,"GIRPutting1520",2010
16,16,"Aron Price",70,23.47,98,23,"GIRPutting1520",2010
17,17,"Lee Janzen",77,23.33,120,28,"GIRPutting1520",2010
18,18,"Jay Williamson",76,23.28,116,27,"GIRPutting1520",2010
19,19,"Martin Flores",75,23.21,112,26,"GIRPutting1520",2010
20,20,"Rickie Fowler",98,23.08,130,30,"GIRPutting1520",2010
21,21,"Scott McCarron",90,22.66,128,29,"GIRPutting1520",2010
22,22,"Charlie Wi",95,22.45,147,33,"GIRPutting1520",2010
23,23,"Ryan Moore",80,22.31,121,27,"GIRPutting1520",2010
24,24,"Michael Connell",89,22.22,135,30,"GIRPutting1520",2010
25,25,"Steve Marino",81,21.85,119,26,"GIRPutting1520",2010
26,26,"Nick Watney",91,21.77,124,27,"GIRPutting1520",2010
27,27,"Aaron Baddeley",94,21.71,129,28,"GIRPutting1520",2010
28,28,"Justin Rose",78,21.57,102,22,"GIRPutting1520",2010
29,29,"Brandt Snedeker",89,21.48,135,29,"GIRPutting1520",2010
30,30,"Brad Faxon",58,21.21,66,14,"GIRPutting1520",2010
31,31,"Stephen Ames",75,21.1,109,23,"GIRPutting1520",2010
31,31,"David Duval",71,21.1,109,23,"GIRPutting1520",2010
33,33,"Charley Hoffman",85,20.95,105,22,"GIRPutting1520",2010
34,34,"Brendon de Jonge",114,20.86,163,34,"GIRPutting1520",2010
35,35,"Greg Owen",69,20.56,107,22,"GIRPutting1520",2010
36,36,"Jonathan Byrd",85,20.44,137,28,"GIRPutting1520",2010
37,37,"Roger Tambellini",77,20.19,104,21,"GIRPutting1520",2010
38,38,"Luke Donald",71,20,90,18,"GIRPutting1520",2010
39,39,"Troy Merritt",86,19.82,111,22,"GIRPutting1520",2010
39,39,"Bryce Molder",84,19.82,111,22,"GIRPutting1520",2010
41,41,"Joe Durant",67,19.79,96,19,"GIRPutting1520",2010
42,42,"Hunter Mahan",85,19.63,107,21,"GIRPutting1520",2010
43,43,"Tom Gillis",97,19.58,143,28,"GIRPutting1520",2010
44,44,"Brenden Pappas",66,19.54,87,17,"GIRPutting1520",2010
45,45,"Cameron Tringale",55,19.44,72,14,"GIRPutting1520",2010
46,46,"Cameron Beckman",68,19.39,98,19,"GIRPutting1520",2010
47,47,"JP Hayes",79,19.35,93,18,"GIRPutting1520",2010
47,47,"Ryuji Imada",90,19.35,124,24,"GIRPutting1520",2010
49,49,"Garrett Willis",82,19.3,114,22,"GIRPutting1520",2010
50,50,"Bill Haas",87,19.27,109,21,"GIRPutting1520",2010
51,51,"Rory Sabbatini",79,19.17,120,23,"GIRPutting1520",2010
52,52,"Tim Herron",79,19.15,94,18,"GIRPutting1520",2010
53,53,"Kevin Sutherland",86,18.98,137,26,"GIRPutting1520",2010
54,54,"Justin Leonard",89,18.9,127,24,"GIRPutting1520",2010
55,55,"YE Yang",72,18.89,90,17,"GIRPutting1520",2010
56,56,"Michael Sim",64,18.84,69,13,"GIRPutting1520",2010
57,57,"Matt Jones",89,18.8,117,22,"GIRPutting1520",2010
58,58,"Carl Pettersson",99,18.75,128,24,"GIRPutting1520",2010
59,59,"Camilo Villegas",78,18.63,102,19,"GIRPutting1520",2010
60,60,"Tim Petrovic",105,18.49,146,27,"GIRPutting1520",2010
61,61,"Jim Furyk",76,18.48,92,17,"GIRPutting1520",2010
61,61,"Adam Scott",70,18.48,92,17,"GIRPutting1520",2010
63,63,"Justin Bolli",55,18.42,76,14,"GIRPutting1520",2010
64,64,"George McNeill",79,18.37,98,18,"GIRPutting1520",2010
65,65,"Davis Love III",79,18.33,120,22,"GIRPutting1520",2010
65,65,"Chris Stroud",90,18.33,120,22,"GIRPutting1520",2010
67,67,"Scott Verplank",74,18.29,82,15,"GIRPutting1520",2010
68,68,"Steve Flesch",78,18.27,104,19,"GIRPutting1520",2010
69,69,"Skip Kendall",58,18.18,88,16,"GIRPutting1520",2010
69,69,"Bo Van Pelt",104,18.18,121,22,"GIRPutting1520",2010
71,71,"Kevin Streelman",90,18.11,127,23,"GIRPutting1520",2010
72,72,"Steve Stricker",73,18,100,18,"GIRPutting1520",2010
73,73,"Freddie Jacobson",83,17.99,139,25,"GIRPutting1520",2010
74,74,"Michael Letzig",84,17.91,134,24,"GIRPutting1520",2010
75,75,"Chris Couch",66,17.82,101,18,"GIRPutting1520",2010
75,75,"Derek Lamely",81,17.82,101,18,"GIRPutting1520",2010
77,77,"Blake Adams",84,17.74,124,22,"GIRPutting1520",2010
77,77,"John Rollins",81,17.74,124,22,"GIRPutting1520",2010
79,79,"DJ Trahan",92,17.73,141,25,"GIRPutting1520",2010
80,80,"KJ Choi",82,17.65,85,15,"GIRPutting1520",2010
81,81,"Jason Bohn",84,17.5,120,21,"GIRPutting1520",2010
81,81,"Daniel Chopra",74,17.5,80,14,"GIRPutting1520",2010
83,83,"Chad Collins",87,17.39,115,20,"GIRPutting1520",2010
83,83,"Robert Garrigus",71,17.39,115,20,"GIRPutting1520",2010
83,83,"James Nitties",92,17.39,138,24,"GIRPutting1520",2010
86,86,"Lucas Glover",75,17.27,110,19,"GIRPutting1520",2010
87,87,"Bob Estes",79,17.24,116,20,"GIRPutting1520",2010
87,87,"John Mallinger",78,17.24,116,20,"GIRPutting1520",2010
