"BogeyAvoidance_RANKTHISWEEK_2008","BogeyAvoidance_RANKLASTWEEK_2008","BogeyAvoidance_PLAYERNAME_2008","BogeyAvoidance_ROUNDS_2008","BogeyAvoidance_PctMAKESBOGEY_2008","BogeyAvoidance_BOGEYS_2008","BogeyAvoidance_HOLESPLAYED_2008","stat_name","year"
48,48,"Stephen Ames",83,16.67,246,1476,"BogeyAvoidance",2008
48,48,"Nick Watney",96,16.67,288,1728,"BogeyAvoidance",2008
50,50,"Ken Duke",116,16.71,349,2088,"BogeyAvoidance",2008
51,51,"Chez Reavie",102,16.72,307,1836,"BogeyAvoidance",2008
52,52,"Stewart Cink",87,16.8,245,1458,"BogeyAvoidance",2008
53,53,"Kevin Streelman",114,16.81,345,2052,"BogeyAvoidance",2008
54,54,"Charles Howell III",101,16.84,300,1782,"BogeyAvoidance",2008
55,55,"Corey Pavin",69,16.91,210,1242,"BogeyAvoidance",2008
55,55,"John Senden",93,16.91,280,1656,"BogeyAvoidance",2008
57,57,"Hunter Mahan",87,16.93,259,1530,"BogeyAvoidance",2008
57,57,"Geoff Ogilvy",65,16.93,195,1152,"BogeyAvoidance",2008
59,59,"Aaron Baddeley",76,17.05,224,1314,"BogeyAvoidance",2008
59,59,"Parker McLachlin",88,17.05,270,1584,"BogeyAvoidance",2008
61,61,"Sergio Garcia",72,17.06,215,1260,"BogeyAvoidance",2008
61,61,"John Merrick",98,17.06,301,1764,"BogeyAvoidance",2008
63,63,"Michael Allen",91,17.09,280,1638,"BogeyAvoidance",2008
63,63,"Doug LaBelle II",65,17.09,200,1170,"BogeyAvoidance",2008
65,65,"Cameron Beckman",87,17.11,268,1566,"BogeyAvoidance",2008
65,65,"Marc Turnesa",87,17.11,268,1566,"BogeyAvoidance",2008
67,67,"KJ Choi",74,17.14,216,1260,"BogeyAvoidance",2008
68,68,"Bart Bryant",81,17.15,250,1458,"BogeyAvoidance",2008
68,68,"Jason Day",81,17.15,250,1458,"BogeyAvoidance",2008
68,68,"Ryuji Imada",80,17.15,247,1440,"BogeyAvoidance",2008
68,68,"Brett Quigley",80,17.15,247,1440,"BogeyAvoidance",2008
72,72,"Bo Van Pelt",101,17.16,312,1818,"BogeyAvoidance",2008
73,73,"Fred Couples",60,17.22,186,1080,"BogeyAvoidance",2008
73,73,"Joe Ogilvie",100,17.22,310,1800,"BogeyAvoidance",2008
73,73,"Carl Pettersson",110,17.22,341,1980,"BogeyAvoidance",2008
76,76,"Charley Hoffman",94,17.26,292,1692,"BogeyAvoidance",2008
76,76,"Vaughn Taylor",103,17.26,320,1854,"BogeyAvoidance",2008
78,78,"Dean Wilson",109,17.28,339,1962,"BogeyAvoidance",2008
79,79,"Jerry Kelly",89,17.3,274,1584,"BogeyAvoidance",2008
80,80,"Richard Johnson",60,17.31,187,1080,"BogeyAvoidance",2008
81,81,"Jeff Gove",50,17.33,156,900,"BogeyAvoidance",2008
82,82,"Woody Austin",109,17.35,328,1890,"BogeyAvoidance",2008
83,83,"Jason Gore",94,17.38,294,1692,"BogeyAvoidance",2008
84,84,"Scott Verplank",82,17.42,254,1458,"BogeyAvoidance",2008
85,85,"Brad Adamonis",87,17.43,273,1566,"BogeyAvoidance",2008
85,85,"Todd Demsey",80,17.43,251,1440,"BogeyAvoidance",2008
85,85,"Steve Flesch",95,17.43,298,1710,"BogeyAvoidance",2008
88,88,"Lucas Glover",91,17.46,286,1638,"BogeyAvoidance",2008
89,89,"Chad Campbell",94,17.49,296,1692,"BogeyAvoidance",2008
90,90,"Stuart Appleby",87,17.53,265,1512,"BogeyAvoidance",2008
91,91,"Ryan Palmer",69,17.55,218,1242,"BogeyAvoidance",2008
92,92,"Ted Purdy",68,17.57,215,1224,"BogeyAvoidance",2008
93,93,"Carlos Franco",73,17.58,231,1314,"BogeyAvoidance",2008
94,94,"Martin Laird",98,17.63,311,1764,"BogeyAvoidance",2008
95,95,"Boo Weekley",86,17.67,264,1494,"BogeyAvoidance",2008
96,96,"Eric Axley",113,17.7,360,2034,"BogeyAvoidance",2008
97,97,"Frank Lickliter II",107,17.71,341,1926,"BogeyAvoidance",2008
98,98,"Scott McCarron",63,17.72,201,1134,"BogeyAvoidance",2008
99,99,"Pat Perez",93,17.75,294,1656,"BogeyAvoidance",2008
100,100,"Shigeki Maruyama",50,17.78,160,900,"BogeyAvoidance",2008
101,101,"Tim Petrovic",97,17.81,311,1746,"BogeyAvoidance",2008
102,102,"Steve Allan",58,17.82,186,1044,"BogeyAvoidance",2008
102,102,"Tommy Armour III",77,17.82,247,1386,"BogeyAvoidance",2008
102,102,"Olin Browne",77,17.82,247,1386,"BogeyAvoidance",2008
105,105,"Padraig Harrington",52,17.89,161,900,"BogeyAvoidance",2008
106,106,"DJ Trahan",94,17.91,303,1692,"BogeyAvoidance",2008
107,107,"Stephen Leaney",53,17.92,171,954,"BogeyAvoidance",2008
108,108,"Jeff Maggert",86,17.96,278,1548,"BogeyAvoidance",2008
108,108,"Tom Scherrer",56,17.96,181,1008,"BogeyAvoidance",2008
110,110,"Peter Lonard",92,18,298,1656,"BogeyAvoidance",2008
111,111,"Jeff Quinney",87,18.01,282,1566,"BogeyAvoidance",2008
112,112,"Tim Clark",90,18.04,289,1602,"BogeyAvoidance",2008
112,112,"Chris Stroud",81,18.04,263,1458,"BogeyAvoidance",2008
114,114,"Alejandro Canizares",52,18.06,169,936,"BogeyAvoidance",2008
114,114,"Ryan Moore",72,18.06,234,1296,"BogeyAvoidance",2008
116,116,"John Mallinger",95,18.07,309,1710,"BogeyAvoidance",2008
117,117,"Paul Goydos",78,18.09,254,1404,"BogeyAvoidance",2008
117,117,"John Rollins",94,18.09,306,1692,"BogeyAvoidance",2008
119,119,"YE Yang",89,18.1,290,1602,"BogeyAvoidance",2008
120,120,"Harrison Frazar",73,18.11,238,1314,"BogeyAvoidance",2008
120,120,"Jay Williamson",96,18.11,313,1728,"BogeyAvoidance",2008
122,122,"Nathan Green",95,18.13,310,1710,"BogeyAvoidance",2008
123,123,"George McNeill",97,18.16,317,1746,"BogeyAvoidance",2008
124,124,"Jonathan Byrd",88,18.17,278,1530,"BogeyAvoidance",2008
125,125,"Brandt Snedeker",85,18.19,275,1512,"BogeyAvoidance",2008
126,126,"Chad Collins",72,18.21,236,1296,"BogeyAvoidance",2008
127,127,"Sean OHair",81,18.24,266,1458,"BogeyAvoidance",2008
128,128,"Will Ma Kenzie",62,18.28,204,1116,"BogeyAvoidance",2008
129,129,"Lee Janzen",89,18.29,293,1602,"BogeyAvoidance",2008
130,130,"Joe Durant",92,18.3,303,1656,"BogeyAvoidance",2008
130,130,"Jon Mills",95,18.3,313,1710,"BogeyAvoidance",2008
132,132,"Bubba Watson",97,18.33,320,1746,"BogeyAvoidance",2008
133,133,"Kenneth Ferrie",72,18.36,238,1296,"BogeyAvoidance",2008
134,134,"Jin Park",85,18.37,281,1530,"BogeyAvoidance",2008
135,135,"Freddie Jacobson",78,18.38,258,1404,"BogeyAvoidance",2008
135,135,"Brandt Jobe",52,18.38,172,936,"BogeyAvoidance",2008
137,137,"Daniel Chopra",84,18.41,275,1494,"BogeyAvoidance",2008
138,138,"Rory Sabbatini",77,18.42,252,1368,"BogeyAvoidance",2008
139,139,"Paul Claxton",63,18.43,209,1134,"BogeyAvoidance",2008
139,139,"Greg Kraft",63,18.43,209,1134,"BogeyAvoidance",2008
139,139,"Jesper Parnevik",88,18.43,292,1584,"BogeyAvoidance",2008
142,142,"Troy Matteson",94,18.44,312,1692,"BogeyAvoidance",2008
143,143,"Michael Letzig",88,18.5,293,1584,"BogeyAvoidance",2008
144,144,"Cliff Kresge",84,18.52,280,1512,"BogeyAvoidance",2008
144,144,"Jim McGovern",75,18.52,250,1350,"BogeyAvoidance",2008
146,146,"Jeff Overton",103,18.55,344,1854,"BogeyAvoidance",2008
147,147,"James Driscoll",85,18.63,285,1530,"BogeyAvoidance",2008
148,148,"Rich Beem",90,18.64,302,1620,"BogeyAvoidance",2008
149,149,"Matt Jones",95,18.65,319,1710,"BogeyAvoidance",2008
149,149,"Jimmy Walker",73,18.65,245,1314,"BogeyAvoidance",2008
151,151,"Marco Dawson",64,18.66,215,1152,"BogeyAvoidance",2008
151,151,"Camilo Villegas",79,18.66,262,1404,"BogeyAvoidance",2008
153,153,"Rocco Mediate",87,18.71,293,1566,"BogeyAvoidance",2008
154,154,"Rod Pampling",83,18.82,271,1440,"BogeyAvoidance",2008
155,155,"Robert Garrigus",90,18.83,305,1620,"BogeyAvoidance",2008
156,156,"JP Hayes",67,18.91,228,1206,"BogeyAvoidance",2008
157,157,"Alex Cejka",75,18.96,256,1350,"BogeyAvoidance",2008
158,158,"Chris DiMarco",87,18.97,297,1566,"BogeyAvoidance",2008
159,159,"Kevin Stadler",90,19.01,308,1620,"BogeyAvoidance",2008
160,160,"Bob Sowards",61,19.03,209,1098,"BogeyAvoidance",2008
161,161,"Davis Love III",78,19.09,268,1404,"BogeyAvoidance",2008
162,162,"Tag Ridings",88,19.13,303,1584,"BogeyAvoidance",2008
163,163,"Todd Hamilton",92,19.14,317,1656,"BogeyAvoidance",2008
163,163,"Ron Whittaker",54,19.14,186,972,"BogeyAvoidance",2008
165,165,"Justin Bolli",87,19.16,300,1566,"BogeyAvoidance",2008
166,166,"David Toms",70,19.36,237,1224,"BogeyAvoidance",2008
167,167,"Ryan Armour",87,19.41,304,1566,"BogeyAvoidance",2008
168,168,"Nicholas Thompson",113,19.42,395,2034,"BogeyAvoidance",2008
169,169,"Johnson Wagner",83,19.54,292,1494,"BogeyAvoidance",2008
170,170,"Billy Andrade",71,19.64,251,1278,"BogeyAvoidance",2008
171,171,"Robert Gamez",79,19.69,280,1422,"BogeyAvoidance",2008
173,173,"Retief Goosen",59,19.73,206,1044,"BogeyAvoidance",2008
174,174,"Nick Flanagan",89,19.79,317,1602,"BogeyAvoidance",2008
175,175,"Dustin Johnson",92,19.81,328,1656,"BogeyAvoidance",2008
176,176,"Andres Romero",69,19.82,239,1206,"BogeyAvoidance",2008
177,177,"Ian Poulter",51,19.84,175,882,"BogeyAvoidance",2008
178,178,"Mathias Gronberg",87,19.92,312,1566,"BogeyAvoidance",2008
179,179,"Ernie Els",51,20.11,181,900,"BogeyAvoidance",2008
180,180,"Mark Calcavecchia",67,20.12,239,1188,"BogeyAvoidance",2008
181,181,"Tom Lehman",51,20.15,185,918,"BogeyAvoidance",2008
182,182,"Trevor Immelman",70,20.18,247,1224,"BogeyAvoidance",2008
183,183,"Brett Rumford",72,20.22,262,1296,"BogeyAvoidance",2008
184,184,"JB Holmes",86,20.39,312,1530,"BogeyAvoidance",2008
185,185,"Kyle Thompson",70,20.4,257,1260,"BogeyAvoidance",2008
186,186,"Angel Cabrera",55,20.48,188,918,"BogeyAvoidance",2008
187,187,"Paul Casey",55,20.51,192,936,"BogeyAvoidance",2008
188,188,"Charles Warren",79,20.53,292,1422,"BogeyAvoidance",2008
189,189,"Mark Hensby",71,20.58,263,1278,"BogeyAvoidance",2008
190,190,"Steve Lowery",74,20.72,276,1332,"BogeyAvoidance",2008
191,191,"Adam Scott",51,20.75,183,882,"BogeyAvoidance",2008
192,192,"Jason Allred",63,20.9,237,1134,"BogeyAvoidance",2008
193,193,"Cody Freeman",66,21.21,252,1188,"BogeyAvoidance",2008
194,194,"David Lutterus",59,21.28,226,1062,"BogeyAvoidance",2008
195,195,"Tommy Gainey",60,21.39,231,1080,"BogeyAvoidance",2008
196,196,"Travis Perkins",53,22.54,215,954,"BogeyAvoidance",2008
197,197,"David Duval",51,24.51,225,918,"BogeyAvoidance",2008
