"BogeyAvoidance_RANKTHISWEEK_2006","BogeyAvoidance_RANKLASTWEEK_2006","BogeyAvoidance_PLAYERNAME_2006","BogeyAvoidance_ROUNDS_2006","BogeyAvoidance_PctMAKESBOGEY_2006","BogeyAvoidance_BOGEYS_2006","BogeyAvoidance_HOLESPLAYED_2006","stat_name","year"
23,23,"Richard Johnson",94,15.37,260,1692,"BogeyAvoidance",2006
24,24,"Vijay Singh",103,15.39,277,1800,"BogeyAvoidance",2006
25,25,"Padraig Harrington",54,15.44,139,900,"BogeyAvoidance",2006
26,26,"Bob Estes",85,15.49,237,1530,"BogeyAvoidance",2006
27,27,"Arron Oberholser",82,15.54,221,1422,"BogeyAvoidance",2006
28,28,"Steve Flesch",119,15.56,322,2070,"BogeyAvoidance",2006
28,28,"Justin Rose",98,15.56,266,1710,"BogeyAvoidance",2006
30,30,"Paul Azinger",87,15.58,244,1566,"BogeyAvoidance",2006
31,31,"Skip Kendall",72,15.66,203,1296,"BogeyAvoidance",2006
32,32,"Jerry Kelly",100,15.67,282,1800,"BogeyAvoidance",2006
33,33,"Mark Wilson",79,15.72,215,1368,"BogeyAvoidance",2006
34,34,"Phil Mickelson",74,15.78,196,1242,"BogeyAvoidance",2006
35,35,"Tjaart van der Walt",60,15.79,162,1026,"BogeyAvoidance",2006
36,36,"Briny Baird",81,15.8,219,1386,"BogeyAvoidance",2006
37,37,"Joe Durant",101,15.84,288,1818,"BogeyAvoidance",2006
37,37,"Billy Mayfair",94,15.84,268,1692,"BogeyAvoidance",2006
39,39,"Stephen Ames",63,15.86,177,1116,"BogeyAvoidance",2006
40,40,"Jason Bohn",104,15.87,297,1872,"BogeyAvoidance",2006
41,41,"Ryuji Imada",105,15.9,292,1836,"BogeyAvoidance",2006
42,42,"Charles Warren",93,15.93,258,1620,"BogeyAvoidance",2006
43,43,"Brent Geiberger",99,15.98,279,1746,"BogeyAvoidance",2006
44,44,"Shaun Micheel",96,16.01,268,1674,"BogeyAvoidance",2006
45,45,"Stewart Cink",93,16.04,254,1584,"BogeyAvoidance",2006
45,45,"Zach Johnson",98,16.04,254,1584,"BogeyAvoidance",2006
45,45,"Bob May",65,16.04,179,1116,"BogeyAvoidance",2006
48,48,"Dean Wilson",115,16.07,321,1998,"BogeyAvoidance",2006
49,49,"Robert Allenby",79,16.09,223,1386,"BogeyAvoidance",2006
50,50,"Fred Funk",106,16.14,305,1890,"BogeyAvoidance",2006
51,51,"Bubba Watson",83,16.17,230,1422,"BogeyAvoidance",2006
52,52,"Larry Mize",53,16.23,149,918,"BogeyAvoidance",2006
53,53,"Shigeki Maruyama",94,16.24,269,1656,"BogeyAvoidance",2006
53,53,"Joe Ogilvie",95,16.24,266,1638,"BogeyAvoidance",2006
55,55,"Adam Scott",70,16.26,199,1224,"BogeyAvoidance",2006
56,56,"Duffy Waldorf",96,16.3,270,1656,"BogeyAvoidance",2006
57,57,"Bart Bryant",87,16.34,253,1548,"BogeyAvoidance",2006
58,58,"Heath Slocum",96,16.37,274,1674,"BogeyAvoidance",2006
59,59,"Ernie Els",69,16.41,189,1152,"BogeyAvoidance",2006
59,59,"Mike Weir",88,16.41,251,1530,"BogeyAvoidance",2006
61,61,"Nick Watney",97,16.43,281,1710,"BogeyAvoidance",2006
62,62,"Paul Goydos",72,16.44,213,1296,"BogeyAvoidance",2006
62,62,"Bill Haas",99,16.44,284,1728,"BogeyAvoidance",2006
64,64,"Chris DiMarco",83,16.45,231,1404,"BogeyAvoidance",2006
65,65,"Bernhard Langer",77,16.51,214,1296,"BogeyAvoidance",2006
65,65,"David Toms",76,16.51,205,1242,"BogeyAvoidance",2006
67,67,"Chad Campbell",91,16.54,259,1566,"BogeyAvoidance",2006
68,68,"Lucas Glover",105,16.56,301,1818,"BogeyAvoidance",2006
69,69,"John Cook",67,16.58,200,1206,"BogeyAvoidance",2006
70,70,"Billy Andrade",78,16.59,221,1332,"BogeyAvoidance",2006
71,71,"Jeff Sluman",101,16.61,302,1818,"BogeyAvoidance",2006
72,72,"Stuart Appleby",83,16.67,234,1404,"BogeyAvoidance",2006
72,72,"Eric Axley",91,16.67,267,1602,"BogeyAvoidance",2006
72,72,"Tim Clark",80,16.67,237,1422,"BogeyAvoidance",2006
72,72,"Retief Goosen",68,16.67,180,1080,"BogeyAvoidance",2006
72,72,"Steve Lowery",99,16.67,291,1746,"BogeyAvoidance",2006
72,72,"Jose Maria Olazabal",62,16.67,174,1044,"BogeyAvoidance",2006
72,72,"Jerry Smith",94,16.67,276,1656,"BogeyAvoidance",2006
79,79,"Jonathan Kaye",95,16.73,277,1656,"BogeyAvoidance",2006
80,80,"Charley Hoffman",100,16.78,296,1764,"BogeyAvoidance",2006
81,81,"JJ Henry",96,16.79,281,1674,"BogeyAvoidance",2006
82,82,"Ryan Moore",68,16.84,197,1170,"BogeyAvoidance",2006
83,83,"Jeff Overton",95,16.85,282,1674,"BogeyAvoidance",2006
84,84,"Daniel Chopra",110,16.87,325,1926,"BogeyAvoidance",2006
85,85,"David McKenzie",82,16.88,243,1440,"BogeyAvoidance",2006
86,86,"Brian Davis",92,16.91,274,1620,"BogeyAvoidance",2006
87,87,"Rory Sabbatini",84,16.93,253,1494,"BogeyAvoidance",2006
88,88,"Hunter Mahan",98,16.95,299,1764,"BogeyAvoidance",2006
88,88,"Daisuke Maruyama",83,16.95,241,1422,"BogeyAvoidance",2006
90,90,"Marco Dawson",87,16.99,266,1566,"BogeyAvoidance",2006
91,91,"Nathan Green",108,17.04,319,1872,"BogeyAvoidance",2006
92,92,"Bo Van Pelt",102,17.05,313,1836,"BogeyAvoidance",2006
93,93,"Michael Allen",84,17.06,258,1512,"BogeyAvoidance",2006
93,93,"Ryan Palmer",101,17.06,304,1782,"BogeyAvoidance",2006
93,93,"Patrick Sheehan",104,17.06,307,1800,"BogeyAvoidance",2006
96,96,"Paul Stankowski",70,17.14,216,1260,"BogeyAvoidance",2006
97,97,"Justin Leonard",83,17.16,244,1422,"BogeyAvoidance",2006
97,97,"Troy Matteson",101,17.16,312,1818,"BogeyAvoidance",2006
99,99,"Davis Love III",85,17.18,235,1368,"BogeyAvoidance",2006
100,100,"Brandt Jobe",91,17.23,273,1584,"BogeyAvoidance",2006
101,101,"Freddie Jacobson",56,17.26,174,1008,"BogeyAvoidance",2006
102,102,"Harrison Frazar",95,17.28,283,1638,"BogeyAvoidance",2006
103,103,"Mathias Gronberg",92,17.29,277,1602,"BogeyAvoidance",2006
104,104,"Ben Curtis",86,17.31,268,1548,"BogeyAvoidance",2006
105,105,"Alex Cejka",93,17.34,284,1638,"BogeyAvoidance",2006
105,105,"Chris Riley",86,17.34,256,1476,"BogeyAvoidance",2006
105,105,"Brett Wetterich",82,17.34,256,1476,"BogeyAvoidance",2006
108,108,"Kris Cox",83,17.35,253,1458,"BogeyAvoidance",2006
109,109,"Tom Pernice Jr",108,17.36,325,1872,"BogeyAvoidance",2006
110,110,"Geoff Ogilvy",76,17.38,219,1260,"BogeyAvoidance",2006
111,111,"Rod Pampling",89,17.39,263,1512,"BogeyAvoidance",2006
112,112,"Jeff Brehaut",100,17.48,302,1728,"BogeyAvoidance",2006
113,113,"Danny Ellis",68,17.53,202,1152,"BogeyAvoidance",2006
114,114,"Kenny Perry",73,17.59,228,1296,"BogeyAvoidance",2006
115,115,"Dudley Hart",83,17.67,264,1494,"BogeyAvoidance",2006
116,116,"Kent Jones",103,17.71,322,1818,"BogeyAvoidance",2006
117,117,"Mark Brooks",90,17.73,284,1602,"BogeyAvoidance",2006
118,118,"Brian Bateman",69,17.78,208,1170,"BogeyAvoidance",2006
118,118,"Greg Kraft",79,17.78,240,1350,"BogeyAvoidance",2006
118,118,"Joey Sindelar",90,17.78,288,1620,"BogeyAvoidance",2006
121,121,"Charles Howell III",96,17.8,298,1674,"BogeyAvoidance",2006
122,122,"Tim Petrovic",95,17.83,292,1638,"BogeyAvoidance",2006
123,123,"Arjun Atwal",97,17.84,305,1710,"BogeyAvoidance",2006
124,124,"Todd Fischer",101,17.85,318,1782,"BogeyAvoidance",2006
125,125,"Shane Bertsch",104,17.86,328,1836,"BogeyAvoidance",2006
125,125,"Ron Whittaker",81,17.86,254,1422,"BogeyAvoidance",2006
127,127,"Henrik Bjornstad",97,17.89,306,1710,"BogeyAvoidance",2006
128,128,"Chris Smith",67,17.91,216,1206,"BogeyAvoidance",2006
129,129,"Woody Austin",107,17.96,346,1926,"BogeyAvoidance",2006
129,129,"Craig Barlow",77,17.96,236,1314,"BogeyAvoidance",2006
131,131,"Will Ma Kenzie",91,17.99,285,1584,"BogeyAvoidance",2006
132,132,"Mathew Goggin",72,18.02,227,1260,"BogeyAvoidance",2006
133,133,"Camilo Villegas",95,18.04,302,1674,"BogeyAvoidance",2006
134,134,"Kirk Triplett",58,18.06,182,1008,"BogeyAvoidance",2006
135,135,"John Rollins",93,18.07,296,1638,"BogeyAvoidance",2006
136,136,"Scott Gutschewski",53,18.08,166,918,"BogeyAvoidance",2006
137,137,"Ted Purdy",103,18.1,329,1818,"BogeyAvoidance",2006
138,138,"Ben Crane",85,18.13,261,1440,"BogeyAvoidance",2006
139,139,"Tom Lehman",70,18.15,196,1080,"BogeyAvoidance",2006
140,140,"Aaron Baddeley",78,18.2,249,1368,"BogeyAvoidance",2006
141,141,"Rich Beem",85,18.27,273,1494,"BogeyAvoidance",2006
141,141,"DJ Trahan",92,18.27,296,1620,"BogeyAvoidance",2006
143,143,"Carl Pettersson",95,18.28,306,1674,"BogeyAvoidance",2006
144,144,"Thomas Levet",53,18.3,168,918,"BogeyAvoidance",2006
144,144,"Bob Tway",81,18.3,257,1404,"BogeyAvoidance",2006
146,146,"Robert Damron",91,18.32,300,1638,"BogeyAvoidance",2006
147,147,"Robert Gamez",94,18.38,311,1692,"BogeyAvoidance",2006
148,148,"JL Lewis",57,18.42,189,1026,"BogeyAvoidance",2006
149,149,"JP Hayes",55,18.48,183,990,"BogeyAvoidance",2006
150,150,"Vaughn Taylor",88,18.5,293,1584,"BogeyAvoidance",2006
151,151,"Sean OHair",100,18.54,327,1764,"BogeyAvoidance",2006
152,152,"Tommy Armour III",65,18.55,217,1170,"BogeyAvoidance",2006
153,153,"Steve Jones",83,18.56,274,1476,"BogeyAvoidance",2006
154,154,"Doug Barron",74,18.57,244,1314,"BogeyAvoidance",2006
155,155,"Bubba Dickerson",98,18.63,322,1728,"BogeyAvoidance",2006
155,155,"Mike Sposa",68,18.63,218,1170,"BogeyAvoidance",2006
157,157,"John Huston",74,18.67,242,1296,"BogeyAvoidance",2006
157,157,"Jason Schultz",77,18.67,252,1350,"BogeyAvoidance",2006
159,159,"Sergio Garcia",59,18.69,185,990,"BogeyAvoidance",2006
160,160,"Olin Browne",108,18.7,350,1872,"BogeyAvoidance",2006
161,161,"Peter Lonard",77,18.71,256,1368,"BogeyAvoidance",2006
162,162,"Jeff Maggert",81,18.72,273,1458,"BogeyAvoidance",2006
163,163,"DA Points",82,18.75,270,1440,"BogeyAvoidance",2006
164,164,"Jon Mills",68,19.02,226,1188,"BogeyAvoidance",2006
165,165,"Matt Hansen",68,19.11,227,1188,"BogeyAvoidance",2006
165,165,"Pat Perez",50,19.11,172,900,"BogeyAvoidance",2006
167,167,"Jimmy Walker",60,19.16,200,1044,"BogeyAvoidance",2006
168,168,"Robert Garrigus",85,19.21,287,1494,"BogeyAvoidance",2006
169,169,"Mark OMeara",52,19.22,173,900,"BogeyAvoidance",2006
170,170,"Ian Leggatt",80,19.23,263,1368,"BogeyAvoidance",2006
171,171,"Tim Herron",82,19.41,283,1458,"BogeyAvoidance",2006
172,172,"Fred Couples",52,19.44,175,900,"BogeyAvoidance",2006
173,173,"David Howell",52,19.51,158,810,"BogeyAvoidance",2006
174,174,"Brad Faxon",78,19.73,277,1404,"BogeyAvoidance",2006
175,175,"Carlos Franco",86,19.83,307,1548,"BogeyAvoidance",2006
176,176,"Nicholas Thompson",96,19.89,333,1674,"BogeyAvoidance",2006
177,177,"Chris Couch",75,19.93,269,1350,"BogeyAvoidance",2006
178,178,"Tag Ridings",103,20.06,361,1800,"BogeyAvoidance",2006
178,178,"Vance Veazey",59,20.06,213,1062,"BogeyAvoidance",2006
180,180,"Greg Chalmers",71,20.07,242,1206,"BogeyAvoidance",2006
181,181,"Mark Calcavecchia",94,20.13,337,1674,"BogeyAvoidance",2006
182,182,"Lee Janzen",79,20.39,290,1422,"BogeyAvoidance",2006
183,183,"JB Holmes",81,20.42,283,1386,"BogeyAvoidance",2006
184,184,"Jason Gore",86,20.5,310,1512,"BogeyAvoidance",2006
185,185,"David Duval",71,21.01,261,1242,"BogeyAvoidance",2006
186,186,"Len Mattiace",59,21.19,225,1062,"BogeyAvoidance",2006
187,187,"Ryan Hietala",61,21.28,226,1062,"BogeyAvoidance",2006
188,188,"John Engler Jr",69,21.31,257,1206,"BogeyAvoidance",2006
189,189,"James Driscoll",80,21.39,308,1440,"BogeyAvoidance",2006
190,190,"Michael Connell",51,21.41,185,864,"BogeyAvoidance",2006
191,191,"Roger Tambellini",64,21.49,236,1098,"BogeyAvoidance",2006
192,192,"John Daly",51,21.77,192,882,"BogeyAvoidance",2006
192,192,"Hidemichi Tanaka",74,21.77,286,1314,"BogeyAvoidance",2006
194,194,"Wes Short Jr",96,22.16,375,1692,"BogeyAvoidance",2006
195,195,"Alex Aragon",63,23.22,255,1098,"BogeyAvoidance",2006
196,196,"Todd Hamilton",72,23.38,303,1296,"BogeyAvoidance",2006
