"RoughProximity_RANKTHISWEEK_2015","RoughProximity_RANKLASTWEEK_2015","RoughProximity_PLAYERNAME_2015","RoughProximity_ROUNDS_2015","RoughProximity_AVG_2015","RoughProximity_TOTALDISTANCEINCHES_2015","RoughProximity_ATTEMPTS_2015","RoughProximity_TOTALDISTANCEFEET_2015","RoughProximity_RELATIVETOPAR_2015","stat_name","year"
124,124,"Kevin Chappell",86,NA,132842,244,11070.167,36,"RoughProximity",2015
124,124,"Ken Duke",93,NA,133159,245,11096.583,30,"RoughProximity",2015
124,124,"Russell Henley",87,NA,123417,227,10284.75,36,"RoughProximity",2015
124,124,"Billy Horschel",99,NA,130449,240,10870.75,33,"RoughProximity",2015
124,124,"Charles Howell III",105,NA,225039,414,18753.25,22,"RoughProximity",2015
124,124,"Colt Knost",90,NA,111525,205,9293.75,41,"RoughProximity",2015
124,124,"Sam Saunders",83,NA,112680,207,9390,35,"RoughProximity",2015
124,124,"Tyrone Van Aswegen",58,NA,79993,147,6666.083,15,"RoughProximity",2015
132,132,"Adam Hadwin",95,NA,133305,244,11108.75,28,"RoughProximity",2015
132,132,"Jim Herman",88,NA,127739,234,10644.917,36,"RoughProximity",2015
132,132,"Ian Poulter",68,NA,82959,152,6913.25,28,"RoughProximity",2015
135,135,"Scott Brown",97,NA,159113,291,13259.417,39,"RoughProximity",2015
135,135,"Rory Sabbatini",81,NA,134096,245,11174.667,14,"RoughProximity",2015
137,137,"Justin Leonard",61,NA,78977,144,6581.417,19,"RoughProximity",2015
138,138,"Ernie Els",57,NA,87809,160,7317.417,22,"RoughProximity",2015
138,138,"Derek Fathauer",81,NA,164242,299,13686.833,35,"RoughProximity",2015
138,138,"Bo Van Pelt",81,NA,126287,230,10523.917,46,"RoughProximity",2015
141,141,"Zac Blair",108,NA,147931,269,12327.583,41,"RoughProximity",2015
141,141,"Luke Donald",71,NA,117805,214,9817.083,25,"RoughProximity",2015
141,141,"Jamie Donaldson",50,NA,67696,123,5641.333,14,"RoughProximity",2015
141,141,"Henrik Stenson",63,NA,70418,128,5868.167,3,"RoughProximity",2015
145,145,"Brice Garnett",81,NA,127350,231,10612.5,31,"RoughProximity",2015
145,145,"Marc Leishman",74,NA,139914,254,11659.5,23,"RoughProximity",2015
147,147,"Seung Yul Noh",65,NA,124088,225,10340.667,36,"RoughProximity",2015
147,147,"John Senden",80,NA,83829,152,6985.75,32,"RoughProximity",2015
149,149,"Sangmoon Bae",98,NA,199769,361,16647.417,54,"RoughProximity",2015
149,149,"Carlos Ortiz",100,NA,175407,317,14617.25,27,"RoughProximity",2015
149,149,"Gary Woodland",81,NA,112183,203,9348.583,21,"RoughProximity",2015
152,152,"Troy Merritt",91,NA,150691,272,12557.583,41,"RoughProximity",2015
152,152,"Webb Simpson",81,NA,115705,209,9642.083,22,"RoughProximity",2015
152,152,"Robert Streb",110,NA,207803,375,17316.917,38,"RoughProximity",2015
152,152,"Michael Thompson",83,NA,152927,276,12743.917,50,"RoughProximity",2015
156,156,"Matt Jones",89,NA,142028,256,11835.667,20,"RoughProximity",2015
157,157,"Robert Garrigus",70,NA,125282,225,10440.167,40,"RoughProximity",2015
158,158,"Cameron Tringale",96,NA,125062,224,10421.833,36,"RoughProximity",2015
159,159,"Andres Romero",69,NA,117945,211,9828.75,20,"RoughProximity",2015
160,160,"Whee Kim",71,NA,110982,198,9248.5,29,"RoughProximity",2015
160,160,"John Peterson",84,NA,132920,237,11076.667,33,"RoughProximity",2015
160,160,"Roger Sloan",56,NA,89150,159,7429.167,47,"RoughProximity",2015
163,163,"Jonathan Byrd",69,NA,97274,173,8106.167,18,"RoughProximity",2015
163,163,"JJ Henry",94,NA,147901,263,12325.083,42,"RoughProximity",2015
163,163,"Sean OHair",86,NA,158570,282,13214.167,22,"RoughProximity",2015
166,166,"KJ Choi",66,NA,115468,205,9622.333,35,"RoughProximity",2015
167,167,"Matt Every",73,NA,144692,255,12057.667,56,"RoughProximity",2015
167,167,"Zach Johnson",90,NA,113412,200,9451,33,"RoughProximity",2015
169,169,"Sergio Garcia",59,NA,76695,135,6391.25,26,"RoughProximity",2015
170,170,"Jimmy Walker",89,NA,156597,275,13049.75,41,"RoughProximity",2015
171,171,"Jhonattan Vegas",90,NA,171628,301,14302.333,37,"RoughProximity",2015
172,172,"Bill Lunde",50,NA,73158,128,6096.5,26,"RoughProximity",2015
172,172,"Kevin Na",98,NA,144694,253,12057.833,28,"RoughProximity",2015
174,174,"David Hearn",97,NA,168526,294,14043.833,38,"RoughProximity",2015
174,174,"Andrew Svoboda",80,NA,150201,262,12516.75,58,"RoughProximity",2015
176,176,"Aaron Baddeley",76,NA,154025,268,12835.417,35,"RoughProximity",2015
177,177,"Jonathan Randolph",72,NA,142656,247,11888,37,"RoughProximity",2015
177,177,"Byron Smith",59,NA,104666,181,8722.167,31,"RoughProximity",2015
179,179,"Padraig Harrington",60,NA,127006,217,10583.833,29,"RoughProximity",2015
179,179,"Heath Slocum",57,NA,70733,121,5894.417,31,"RoughProximity",2015
181,181,"Chris Kirk",76,NA,109076,186,9089.667,26,"RoughProximity",2015
182,182,"Phil Mickelson",70,NA,133018,224,11084.833,19,"RoughProximity",2015
183,183,"Francesco Molinari",56,NA,65584,106,5465.333,8,"RoughProximity",2015
184,184,"John Huh",102,NA,160056,258,13338,52,"RoughProximity",2015
