"Puttingfrom35_RANKTHISWEEK_2011","Puttingfrom35_RANKLASTWEEK_2011","Puttingfrom35_PLAYERNAME_2011","Puttingfrom35_ROUNDS_2011","Puttingfrom35_PctMADE_2011","Puttingfrom35_ATTEMPTS_2011","Puttingfrom35_PUTTSMADE_2011","stat_name","year"
1,1,"Brian Gay",90,94.49,254,240,"Puttingfrom35",2011
2,2,"Will Strickler",51,92.52,147,136,"Puttingfrom35",2011
3,3,"YE Yang",63,92.5,120,111,"Puttingfrom35",2011
4,4,"Charlie Wi",83,92.23,283,261,"Puttingfrom35",2011
5,5,"Bill Haas",93,92.11,228,210,"Puttingfrom35",2011
6,6,"Steve Elkington",50,91.94,124,114,"Puttingfrom35",2011
7,7,"Angel Cabrera",50,91.8,122,112,"Puttingfrom35",2011
8,8,"JP Hayes",56,91.72,157,144,"Puttingfrom35",2011
9,9,"Matt Kuchar",94,91.63,227,208,"Puttingfrom35",2011
10,10,"Greg Chalmers",88,91.39,267,244,"Puttingfrom35",2011
10,10,"Ryan Moore",79,91.39,209,191,"Puttingfrom35",2011
12,12,"Colt Knost",80,91.34,254,232,"Puttingfrom35",2011
13,13,"Brandt Snedeker",85,91.24,251,229,"Puttingfrom35",2011
14,14,"Andres Gonzales",60,91.23,171,156,"Puttingfrom35",2011
15,15,"Geoff Ogilvy",69,91.05,190,173,"Puttingfrom35",2011
16,16,"Luke Donald",73,91.01,178,162,"Puttingfrom35",2011
17,17,"Blake Adams",116,90.91,374,340,"Puttingfrom35",2011
17,17,"Freddie Jacobson",92,90.91,242,220,"Puttingfrom35",2011
19,19,"Ben Martin",74,90.87,263,239,"Puttingfrom35",2011
20,20,"Martin Laird",77,90.84,251,228,"Puttingfrom35",2011
21,21,"Chris Couch",73,90.83,229,208,"Puttingfrom35",2011
22,22,"Scott McCarron",65,90.82,196,178,"Puttingfrom35",2011
23,23,"Michael Thompson",79,90.76,249,226,"Puttingfrom35",2011
24,24,"Kevin Na",84,90.73,259,235,"Puttingfrom35",2011
25,25,"Vaughn Taylor",89,90.54,317,287,"Puttingfrom35",2011
26,26,"Michael Putnam",67,90.31,196,177,"Puttingfrom35",2011
27,27,"William McGirt",103,90.21,327,295,"Puttingfrom35",2011
28,28,"Padraig Harrington",60,90.17,173,156,"Puttingfrom35",2011
29,29,"Justin Leonard",82,90.11,263,237,"Puttingfrom35",2011
30,30,"Jonathan Byrd",83,90,250,225,"Puttingfrom35",2011
30,30,"Josh Teater",104,90,310,279,"Puttingfrom35",2011
32,32,"Tommy Gainey",104,89.91,347,312,"Puttingfrom35",2011
33,33,"Steve Stricker",70,89.88,168,151,"Puttingfrom35",2011
34,34,"David Hearn",88,89.81,265,238,"Puttingfrom35",2011
35,35,"Charles Howell III",108,89.76,293,263,"Puttingfrom35",2011
36,36,"David Toms",78,89.67,184,165,"Puttingfrom35",2011
37,37,"Carl Pettersson",95,89.66,319,286,"Puttingfrom35",2011
38,38,"Jerry Kelly",85,89.61,231,207,"Puttingfrom35",2011
38,38,"Bryce Molder",82,89.61,231,207,"Puttingfrom35",2011
40,40,"Brendon de Jonge",105,89.6,298,267,"Puttingfrom35",2011
41,41,"Shaun Micheel",77,89.54,239,214,"Puttingfrom35",2011
42,42,"Woody Austin",59,89.53,191,171,"Puttingfrom35",2011
43,43,"Jimmy Walker",79,89.52,248,222,"Puttingfrom35",2011
44,44,"Michael Connell",76,89.45,256,229,"Puttingfrom35",2011
45,45,"Brendan Steele",89,89.44,284,254,"Puttingfrom35",2011
46,46,"Nick Watney",80,89.42,208,186,"Puttingfrom35",2011
47,47,"Aron Price",58,89.39,179,160,"Puttingfrom35",2011
48,48,"George McNeill",69,89.36,188,168,"Puttingfrom35",2011
49,49,"Justin Rose",79,89.3,243,217,"Puttingfrom35",2011
49,49,"Dean Wilson",62,89.3,187,167,"Puttingfrom35",2011
51,51,"Garrett Willis",71,89.18,231,206,"Puttingfrom35",2011
52,52,"Jeff Overton",92,89.14,267,238,"Puttingfrom35",2011
53,53,"Ian Poulter",52,89.12,147,131,"Puttingfrom35",2011
54,54,"Jason Day",76,89.06,192,171,"Puttingfrom35",2011
55,55,"Andres Romero",77,89.04,301,268,"Puttingfrom35",2011
56,56,"DA Points",89,88.97,263,234,"Puttingfrom35",2011
