"Approachesfrom225250yardsRgh_RANKTHISWEEK_2015","Approachesfrom225250yardsRgh_RANKLASTWEEK_2015","Approachesfrom225250yardsRgh_PLAYERNAME_2015","Approachesfrom225250yardsRgh_ROUNDS_2015","Approachesfrom225250yardsRgh_AVG_2015","Approachesfrom225250yardsRgh_TOTALDISTANCEFEET_2015","Approachesfrom225250yardsRgh_OFATTEMPTS_2015","Approachesfrom225250yardsRgh_RELATIVETOPAR_2015","stat_name","year"
1,1,"Lee Westwood",56,NA,105.417,3,1,"Approachesfrom225250yardsRgh",2015
2,2,"Greg Chalmers",58,NA,78.5,2,-1,"Approachesfrom225250yardsRgh",2015
3,3,"Derek Fathauer",81,NA,508.75,11,-5,"Approachesfrom225250yardsRgh",2015
4,4,"Jamie Donaldson",50,NA,95.333,2,0,"Approachesfrom225250yardsRgh",2015
5,5,"Jim Furyk",71,NA,144.583,3,1,"Approachesfrom225250yardsRgh",2015
6,6,"Kevin Kisner",104,NA,345.583,7,-4,"Approachesfrom225250yardsRgh",2015
7,7,"Jordan Spieth",91,NA,149,3,1,"Approachesfrom225250yardsRgh",2015
8,8,"Blayne Barber",76,NA,597,12,-1,"Approachesfrom225250yardsRgh",2015
8,8,"Jonathan Byrd",69,NA,497.417,10,-3,"Approachesfrom225250yardsRgh",2015
10,10,"Bill Lunde",50,NA,204.333,4,-2,"Approachesfrom225250yardsRgh",2015
11,11,"Alex Cejka",94,NA,316.167,6,-3,"Approachesfrom225250yardsRgh",2015
12,12,"Scott Stallings",60,NA,587.167,11,-4,"Approachesfrom225250yardsRgh",2015
13,13,"Bill Haas",89,NA,330.833,6,-3,"Approachesfrom225250yardsRgh",2015
14,14,"Bubba Watson",71,NA,333.167,6,-2,"Approachesfrom225250yardsRgh",2015
15,15,"George McNeill",93,NA,854,15,1,"Approachesfrom225250yardsRgh",2015
16,16,"John Merrick",78,NA,456.417,8,-1,"Approachesfrom225250yardsRgh",2015
17,17,"Kevin Na",98,NA,815.75,14,0,"Approachesfrom225250yardsRgh",2015
18,18,"Adam Scott",51,NA,234.167,4,-2,"Approachesfrom225250yardsRgh",2015
19,19,"Louis Oosthuizen",68,NA,588.667,10,-4,"Approachesfrom225250yardsRgh",2015
20,20,"Charlie Beljan",76,NA,592.667,10,-6,"Approachesfrom225250yardsRgh",2015
21,21,"Steven Bowditch",103,NA,1310.417,22,-3,"Approachesfrom225250yardsRgh",2015
22,22,"Marc Leishman",74,NA,721.083,12,-4,"Approachesfrom225250yardsRgh",2015
23,23,"Colt Knost",90,NA,547.583,9,2,"Approachesfrom225250yardsRgh",2015
24,24,"Danny Lee",120,NA,794.417,13,1,"Approachesfrom225250yardsRgh",2015
25,25,"James Hahn",94,NA,794.917,13,-4,"Approachesfrom225250yardsRgh",2015
