"BirdieAverage_RANKTHISWEEK_2007","BirdieAverage_RANKLASTWEEK_2007","BirdieAverage_PLAYERNAME_2007","BirdieAverage_ROUNDS_2007","BirdieAverage_AVG_2007","BirdieAverage_OFBIRDIES_2007","BirdieAverage_TOTALROUNDS_2007","stat_name","year"
110,110,"Steve Elkington",87,3.33,290,87,"BirdieAverage",2007
110,110,"Mark Hensby",81,3.33,270,81,"BirdieAverage",2007
110,110,"Tom Pernice Jr",104,3.33,346,104,"BirdieAverage",2007
110,110,"Ted Purdy",102,3.33,340,102,"BirdieAverage",2007
110,110,"Michael Sim",52,3.33,173,52,"BirdieAverage",2007
116,116,"Tommy Armour III",81,3.32,269,81,"BirdieAverage",2007
116,116,"Chris Couch",76,3.32,252,76,"BirdieAverage",2007
116,116,"Ken Duke",112,3.32,372,112,"BirdieAverage",2007
116,116,"Mike Weir",82,3.32,269,81,"BirdieAverage",2007
120,120,"Craig Lile",77,3.31,255,77,"BirdieAverage",2007
120,120,"Peter Lonard",85,3.31,281,85,"BirdieAverage",2007
122,122,"Mathew Goggin",97,3.3,320,97,"BirdieAverage",2007
122,122,"Shigeki Maruyama",84,3.3,277,84,"BirdieAverage",2007
122,122,"Michael Putnam",96,3.3,317,96,"BirdieAverage",2007
125,125,"John Mallinger",96,3.29,316,96,"BirdieAverage",2007
125,125,"Steve Wheatcroft",73,3.29,240,73,"BirdieAverage",2007
127,127,"Robert Gamez",88,3.28,289,88,"BirdieAverage",2007
127,127,"Jerry Kelly",101,3.28,331,101,"BirdieAverage",2007
127,127,"Matt Kuchar",85,3.28,279,85,"BirdieAverage",2007
127,127,"Scott Verplank",82,3.28,266,81,"BirdieAverage",2007
131,131,"Glen Day",85,3.27,278,85,"BirdieAverage",2007
131,131,"JJ Henry",86,3.27,278,85,"BirdieAverage",2007
131,131,"Ian Poulter",63,3.27,196,60,"BirdieAverage",2007
134,134,"Jeff Gove",103,3.26,336,103,"BirdieAverage",2007
134,134,"Dean Wilson",92,3.26,300,92,"BirdieAverage",2007
136,136,"Jason Bohn",57,3.25,185,57,"BirdieAverage",2007
136,136,"Greg Owen",81,3.25,263,81,"BirdieAverage",2007
136,136,"Dicky Pride",71,3.25,231,71,"BirdieAverage",2007
136,136,"DJ Trahan",99,3.25,322,99,"BirdieAverage",2007
140,140,"Steve Flesch",100,3.24,324,100,"BirdieAverage",2007
140,140,"Justin Leonard",95,3.24,308,95,"BirdieAverage",2007
140,140,"Ryan Palmer",91,3.24,295,91,"BirdieAverage",2007
140,140,"Joey Sindelar",75,3.24,243,75,"BirdieAverage",2007
144,144,"Gavin Coles",87,3.21,279,87,"BirdieAverage",2007
144,144,"Tom Lehman",62,3.21,199,62,"BirdieAverage",2007
144,144,"Arron Oberholser",69,3.21,218,68,"BirdieAverage",2007
147,147,"Zach Johnson",76,3.2,240,75,"BirdieAverage",2007
147,147,"Mark Wilson",87,3.2,278,87,"BirdieAverage",2007
149,149,"Charles Howell III",89,3.19,274,86,"BirdieAverage",2007
149,149,"Shaun Micheel",91,3.19,281,88,"BirdieAverage",2007
149,149,"Kirk Triplett",77,3.19,246,77,"BirdieAverage",2007
152,152,"DJ Brigman",67,3.18,213,67,"BirdieAverage",2007
152,152,"Chad Campbell",96,3.18,286,90,"BirdieAverage",2007
152,152,"Bubba Dickerson",51,3.18,162,51,"BirdieAverage",2007
152,152,"Rod Pampling",92,3.18,286,90,"BirdieAverage",2007
156,156,"Stephen Ames",81,3.17,244,77,"BirdieAverage",2007
156,156,"Lee Janzen",66,3.17,209,66,"BirdieAverage",2007
158,158,"Stuart Appleby",74,3.16,231,73,"BirdieAverage",2007
158,158,"Paul Gow",70,3.16,221,70,"BirdieAverage",2007
160,160,"Brian Bateman",55,3.15,173,55,"BirdieAverage",2007
160,160,"Stephen Leaney",82,3.15,258,82,"BirdieAverage",2007
160,160,"Davis Love III",66,3.15,205,65,"BirdieAverage",2007
163,163,"Jose Coceres",50,3.14,157,50,"BirdieAverage",2007
164,164,"Michael Boyd",61,3.13,191,61,"BirdieAverage",2007
164,164,"Kevin Stadler",95,3.13,297,95,"BirdieAverage",2007
166,166,"Daisuke Maruyama",86,3.12,268,86,"BirdieAverage",2007
167,167,"Joe Durant",88,3.11,271,87,"BirdieAverage",2007
167,167,"Bryce Molder",56,3.11,174,56,"BirdieAverage",2007
169,169,"Jason Schultz",63,3.1,195,63,"BirdieAverage",2007
170,170,"Brett Quigley",79,3.09,241,78,"BirdieAverage",2007
171,171,"Paul Goydos",60,3.08,182,59,"BirdieAverage",2007
172,172,"Eric Axley",107,3.06,327,107,"BirdieAverage",2007
172,172,"Matt Hendrix",63,3.06,193,63,"BirdieAverage",2007
174,174,"Fred Funk",65,3.05,198,65,"BirdieAverage",2007
175,175,"Jeff Brehaut",59,3.03,179,59,"BirdieAverage",2007
175,175,"Kyle Reifers",71,3.03,215,71,"BirdieAverage",2007
177,177,"Tripp Isenhour",86,3.02,260,86,"BirdieAverage",2007
177,177,"Henrik Stenson",52,3.02,139,46,"BirdieAverage",2007
179,179,"Trevor Immelman",74,2.99,203,68,"BirdieAverage",2007
179,179,"Nick OHern",72,2.99,203,68,"BirdieAverage",2007
179,179,"Corey Pavin",81,2.99,242,81,"BirdieAverage",2007
182,182,"Doug LaBelle II",104,2.98,310,104,"BirdieAverage",2007
183,183,"Chris Tidland",59,2.97,175,59,"BirdieAverage",2007
184,184,"David Branshaw",83,2.93,243,83,"BirdieAverage",2007
185,185,"Jaco Van Zyl",51,2.92,149,51,"BirdieAverage",2007
186,186,"Retief Goosen",50,2.9,139,48,"BirdieAverage",2007
187,187,"Anders Hansen",55,2.89,159,55,"BirdieAverage",2007
188,188,"Ben Curtis",80,2.88,230,80,"BirdieAverage",2007
188,188,"Richard Johnson",93,2.88,268,93,"BirdieAverage",2007
188,188,"Jeff Sluman",60,2.88,173,60,"BirdieAverage",2007
191,191,"Chris DiMarco",79,2.87,221,77,"BirdieAverage",2007
192,192,"Jose Maria Olazabal",52,2.82,141,50,"BirdieAverage",2007
193,193,"Mark Brooks",53,2.72,144,53,"BirdieAverage",2007
194,194,"Tom Byrum",50,2.7,135,50,"BirdieAverage",2007
195,195,"Jim Rutledge",59,2.66,157,59,"BirdieAverage",2007
196,196,"Todd Hamilton",76,2.63,200,76,"BirdieAverage",2007
