"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2007","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2007","AveragePuttingDistanceAll3putts_PLAYERNAME_2007","AveragePuttingDistanceAll3putts_ROUNDS_2007","AveragePuttingDistanceAll3putts_AVG_2007","AveragePuttingDistanceAll3putts_DISTANCEFEET_2007","AveragePuttingDistanceAll3putts_TOTALPUTTS_2007","stat_name","year"
32,32,"Steve Marino",106,NA,2799.167,65,"AveragePuttingDistanceAll3putts",2007
33,33,"Andrew Buckle",77,NA,2062.583,48,"AveragePuttingDistanceAll3putts",2007
33,33,"Cliff Kresge",107,NA,2149.083,50,"AveragePuttingDistanceAll3putts",2007
33,33,"Rod Pampling",92,NA,1891.417,44,"AveragePuttingDistanceAll3putts",2007
33,33,"Brett Wetterich",88,NA,2320.25,54,"AveragePuttingDistanceAll3putts",2007
37,37,"Aaron Baddeley",83,NA,943.167,22,"AveragePuttingDistanceAll3putts",2007
37,37,"Briny Baird",115,NA,3256.917,76,"AveragePuttingDistanceAll3putts",2007
37,37,"Ernie Els",59,NA,941.917,22,"AveragePuttingDistanceAll3putts",2007
37,37,"Jason Gore",86,NA,2400.333,56,"AveragePuttingDistanceAll3putts",2007
41,41,"Stephen Ames",81,NA,1239.333,29,"AveragePuttingDistanceAll3putts",2007
41,41,"Bill Haas",93,NA,2223.333,52,"AveragePuttingDistanceAll3putts",2007
41,41,"Paul Stankowski",52,NA,1068.583,25,"AveragePuttingDistanceAll3putts",2007
41,41,"Johnson Wagner",97,NA,1797,42,"AveragePuttingDistanceAll3putts",2007
45,45,"Stewart Cink",91,NA,1537.333,36,"AveragePuttingDistanceAll3putts",2007
45,45,"Jarrod Lyle",77,NA,1620,38,"AveragePuttingDistanceAll3putts",2007
47,47,"Bob Tway",103,NA,1617,38,"AveragePuttingDistanceAll3putts",2007
48,48,"Brian Bateman",55,NA,1571.75,37,"AveragePuttingDistanceAll3putts",2007
48,48,"Bob Estes",88,NA,1571.917,37,"AveragePuttingDistanceAll3putts",2007
48,48,"Steve Wheatcroft",73,NA,1954.417,46,"AveragePuttingDistanceAll3putts",2007
51,51,"Doug LaBelle II",104,NA,1868.083,44,"AveragePuttingDistanceAll3putts",2007
52,52,"Marco Dawson",73,NA,1270.167,30,"AveragePuttingDistanceAll3putts",2007
53,53,"Tommy Armour III",81,NA,1521.833,36,"AveragePuttingDistanceAll3putts",2007
53,53,"Craig Lile",77,NA,1309.75,31,"AveragePuttingDistanceAll3putts",2007
55,55,"Davis Love III",66,NA,1477.25,35,"AveragePuttingDistanceAll3putts",2007
56,56,"Brendon de Jonge",76,NA,1598.167,38,"AveragePuttingDistanceAll3putts",2007
56,56,"Zach Johnson",76,NA,631.333,15,"AveragePuttingDistanceAll3putts",2007
56,56,"Mike Weir",82,NA,1513.75,36,"AveragePuttingDistanceAll3putts",2007
59,59,"Eric Axley",107,NA,2434.167,58,"AveragePuttingDistanceAll3putts",2007
60,60,"John Daly",59,NA,1632.083,39,"AveragePuttingDistanceAll3putts",2007
61,61,"Steve Allan",63,NA,1460.417,35,"AveragePuttingDistanceAll3putts",2007
62,62,"Jaco Van Zyl",51,NA,1499.167,36,"AveragePuttingDistanceAll3putts",2007
63,63,"Tom Lehman",62,NA,1413,34,"AveragePuttingDistanceAll3putts",2007
64,64,"Jason Dufner",100,NA,2821,68,"AveragePuttingDistanceAll3putts",2007
64,64,"Justin Leonard",95,NA,1950.167,47,"AveragePuttingDistanceAll3putts",2007
64,64,"Dicky Pride",71,NA,1368.75,33,"AveragePuttingDistanceAll3putts",2007
67,67,"Shigeki Maruyama",84,NA,1409.417,34,"AveragePuttingDistanceAll3putts",2007
67,67,"John Merrick",92,NA,2652.833,64,"AveragePuttingDistanceAll3putts",2007
67,67,"Vijay Singh",102,NA,1655.583,40,"AveragePuttingDistanceAll3putts",2007
70,70,"Billy Mayfair",98,NA,2190.583,53,"AveragePuttingDistanceAll3putts",2007
70,70,"John Senden",97,NA,2481.917,60,"AveragePuttingDistanceAll3putts",2007
70,70,"Michael Sim",52,NA,909.333,22,"AveragePuttingDistanceAll3putts",2007
73,73,"Mark Brooks",53,NA,905.583,22,"AveragePuttingDistanceAll3putts",2007
74,74,"Stuart Appleby",74,NA,1315,32,"AveragePuttingDistanceAll3putts",2007
75,75,"Billy Andrade",88,NA,2497.917,61,"AveragePuttingDistanceAll3putts",2007
75,75,"Richard Johnson",93,NA,1678.417,41,"AveragePuttingDistanceAll3putts",2007
77,77,"DJ Trahan",99,NA,2651.583,65,"AveragePuttingDistanceAll3putts",2007
78,78,"JJ Henry",86,NA,1508.917,37,"AveragePuttingDistanceAll3putts",2007
78,78,"Anthony Kim",93,NA,1955.583,48,"AveragePuttingDistanceAll3putts",2007
78,78,"Matt Kuchar",85,NA,1303.917,32,"AveragePuttingDistanceAll3putts",2007
78,78,"Jeff Quinney",95,NA,1915.833,47,"AveragePuttingDistanceAll3putts",2007
82,82,"Michael Allen",74,NA,1464.333,36,"AveragePuttingDistanceAll3putts",2007
82,82,"Jeff Gove",103,NA,3134.083,77,"AveragePuttingDistanceAll3putts",2007
82,82,"Chris Stroud",66,NA,1382,34,"AveragePuttingDistanceAll3putts",2007
85,85,"Chris Couch",76,NA,2109.417,52,"AveragePuttingDistanceAll3putts",2007
85,85,"Sean OHair",98,NA,2395.167,59,"AveragePuttingDistanceAll3putts",2007
85,85,"Charles Warren",101,NA,2962.833,73,"AveragePuttingDistanceAll3putts",2007
88,88,"Ken Duke",112,NA,1903.25,47,"AveragePuttingDistanceAll3putts",2007
88,88,"Brian Gay",107,NA,1537.5,38,"AveragePuttingDistanceAll3putts",2007
90,90,"Tom Byrum",50,NA,970.25,24,"AveragePuttingDistanceAll3putts",2007
90,90,"Steve Flesch",100,NA,2507.5,62,"AveragePuttingDistanceAll3putts",2007
90,90,"Harrison Frazar",88,NA,2100.917,52,"AveragePuttingDistanceAll3putts",2007
90,90,"Mathew Goggin",97,NA,2386.583,59,"AveragePuttingDistanceAll3putts",2007
90,90,"Charles Howell III",89,NA,1293.417,32,"AveragePuttingDistanceAll3putts",2007
95,95,"Craig Barlow",52,NA,1289.917,32,"AveragePuttingDistanceAll3putts",2007
95,95,"Jeff Brehaut",59,NA,1371.167,34,"AveragePuttingDistanceAll3putts",2007
95,95,"Bubba Dickerson",51,NA,1130.25,28,"AveragePuttingDistanceAll3putts",2007
95,95,"Lucas Glover",98,NA,1775.833,44,"AveragePuttingDistanceAll3putts",2007
95,95,"Tom Pernice Jr",104,NA,1735.75,43,"AveragePuttingDistanceAll3putts",2007
100,100,"John Rollins",102,NA,2008.667,50,"AveragePuttingDistanceAll3putts",2007
101,101,"Jason Bohn",57,NA,1197.833,30,"AveragePuttingDistanceAll3putts",2007
102,102,"Paul Gow",70,NA,1432.833,36,"AveragePuttingDistanceAll3putts",2007
103,103,"Robert Allenby",90,NA,2225.5,56,"AveragePuttingDistanceAll3putts",2007
104,104,"Pat Perez",84,NA,1389.583,35,"AveragePuttingDistanceAll3putts",2007
105,105,"Tim Clark",66,NA,632.667,16,"AveragePuttingDistanceAll3putts",2007
105,105,"Phil Mickelson",73,NA,752.333,19,"AveragePuttingDistanceAll3putts",2007
105,105,"Tiger Woods",63,NA,593.167,15,"AveragePuttingDistanceAll3putts",2007
108,108,"Daniel Chopra",106,NA,1731.5,44,"AveragePuttingDistanceAll3putts",2007
108,108,"Scott Gutschewski",67,NA,1456,37,"AveragePuttingDistanceAll3putts",2007
108,108,"Kent Jones",97,NA,2322.417,59,"AveragePuttingDistanceAll3putts",2007
108,108,"Shaun Micheel",91,NA,1926.583,49,"AveragePuttingDistanceAll3putts",2007
108,108,"Kyle Reifers",71,NA,1927.917,49,"AveragePuttingDistanceAll3putts",2007
108,108,"Adam Scott",69,NA,1337.417,34,"AveragePuttingDistanceAll3putts",2007
114,114,"Stephen Leaney",82,NA,1335.75,34,"AveragePuttingDistanceAll3putts",2007
114,114,"Corey Pavin",81,NA,1490.667,38,"AveragePuttingDistanceAll3putts",2007
114,114,"David Toms",80,NA,1138.583,29,"AveragePuttingDistanceAll3putts",2007
117,117,"Arron Oberholser",69,NA,744.417,19,"AveragePuttingDistanceAll3putts",2007
118,118,"Jeff Sluman",60,NA,978,25,"AveragePuttingDistanceAll3putts",2007
119,119,"Todd Hamilton",76,NA,1053,27,"AveragePuttingDistanceAll3putts",2007
119,119,"Jesper Parnevik",88,NA,1286,33,"AveragePuttingDistanceAll3putts",2007
119,119,"Henrik Stenson",52,NA,390.167,10,"AveragePuttingDistanceAll3putts",2007
122,122,"Glen Day",85,NA,1517.583,39,"AveragePuttingDistanceAll3putts",2007
123,123,"Charley Hoffman",97,NA,1632.25,42,"AveragePuttingDistanceAll3putts",2007
123,123,"Craig Kanada",109,NA,1904.75,49,"AveragePuttingDistanceAll3putts",2007
123,123,"Michael Putnam",96,NA,2017.25,52,"AveragePuttingDistanceAll3putts",2007
123,123,"Jason Schultz",63,NA,1436.833,37,"AveragePuttingDistanceAll3putts",2007
127,127,"Ryan Palmer",91,NA,1667.583,43,"AveragePuttingDistanceAll3putts",2007
128,128,"Chris DiMarco",79,NA,1044.5,27,"AveragePuttingDistanceAll3putts",2007
128,128,"JP Hayes",89,NA,1661.417,43,"AveragePuttingDistanceAll3putts",2007
128,128,"Rocco Mediate",72,NA,1509.417,39,"AveragePuttingDistanceAll3putts",2007
128,128,"Joe Ogilvie",102,NA,1546.583,40,"AveragePuttingDistanceAll3putts",2007
128,128,"Jim Rutledge",59,NA,1470.167,38,"AveragePuttingDistanceAll3putts",2007
128,128,"Brandt Snedeker",105,NA,1121.667,29,"AveragePuttingDistanceAll3putts",2007
128,128,"Nick Watney",87,NA,1892.833,49,"AveragePuttingDistanceAll3putts",2007
135,135,"Kevin Na",84,NA,1347,35,"AveragePuttingDistanceAll3putts",2007
135,135,"Rory Sabbatini",81,NA,1039.167,27,"AveragePuttingDistanceAll3putts",2007
137,137,"Steve Elkington",87,NA,1075.25,28,"AveragePuttingDistanceAll3putts",2007
137,137,"Robert Gamez",88,NA,1536.417,40,"AveragePuttingDistanceAll3putts",2007
137,137,"Bo Van Pelt",104,NA,1650.917,43,"AveragePuttingDistanceAll3putts",2007
140,140,"Jeff Maggert",79,NA,1724.25,45,"AveragePuttingDistanceAll3putts",2007
140,140,"Greg Owen",81,NA,2298.75,60,"AveragePuttingDistanceAll3putts",2007
140,140,"Camilo Villegas",82,NA,1418.5,37,"AveragePuttingDistanceAll3putts",2007
143,143,"Paul Goydos",60,NA,917.417,24,"AveragePuttingDistanceAll3putts",2007
143,143,"Tripp Isenhour",86,NA,1071.833,28,"AveragePuttingDistanceAll3putts",2007
143,143,"Scott Verplank",82,NA,840.917,22,"AveragePuttingDistanceAll3putts",2007
146,146,"Rich Barcelo",80,NA,1562.667,41,"AveragePuttingDistanceAll3putts",2007
146,146,"Jonathan Byrd",73,NA,1104.333,29,"AveragePuttingDistanceAll3putts",2007
146,146,"Vaughn Taylor",91,NA,1256,33,"AveragePuttingDistanceAll3putts",2007
149,149,"Chad Campbell",96,NA,1973.833,52,"AveragePuttingDistanceAll3putts",2007
149,149,"Matt Hendrix",63,NA,1216.333,32,"AveragePuttingDistanceAll3putts",2007
151,151,"Steve Lowery",74,NA,2010,53,"AveragePuttingDistanceAll3putts",2007
152,152,"Peter Lonard",85,NA,1853,49,"AveragePuttingDistanceAll3putts",2007
153,153,"Nathan Green",103,NA,1315.417,35,"AveragePuttingDistanceAll3putts",2007
153,153,"Lee Janzen",66,NA,1053.333,28,"AveragePuttingDistanceAll3putts",2007
155,155,"Kenny Perry",83,NA,1950.333,52,"AveragePuttingDistanceAll3putts",2007
156,156,"Alex Cejka",80,NA,1644,44,"AveragePuttingDistanceAll3putts",2007
157,157,"Jose Coceres",50,NA,1006.5,27,"AveragePuttingDistanceAll3putts",2007
158,158,"Gavin Coles",87,NA,1301.083,35,"AveragePuttingDistanceAll3putts",2007
158,158,"Tim Herron",98,NA,1747.583,47,"AveragePuttingDistanceAll3putts",2007
158,158,"Ian Poulter",63,NA,743.5,20,"AveragePuttingDistanceAll3putts",2007
161,161,"Frank Lickliter II",95,NA,1919.917,52,"AveragePuttingDistanceAll3putts",2007
161,161,"Will Ma Kenzie",100,NA,2660.167,72,"AveragePuttingDistanceAll3putts",2007
161,161,"Ted Purdy",102,NA,1992.833,54,"AveragePuttingDistanceAll3putts",2007
164,164,"Carl Pettersson",111,NA,1731.333,47,"AveragePuttingDistanceAll3putts",2007
164,164,"Joey Sindelar",75,NA,1511.333,41,"AveragePuttingDistanceAll3putts",2007
166,166,"Nick OHern",72,NA,587.5,16,"AveragePuttingDistanceAll3putts",2007
167,167,"Sergio Garcia",68,NA,513.25,14,"AveragePuttingDistanceAll3putts",2007
167,167,"Bob Heintz",85,NA,1099.083,30,"AveragePuttingDistanceAll3putts",2007
169,169,"Brian Davis",101,NA,1684.5,46,"AveragePuttingDistanceAll3putts",2007
169,169,"Jerry Kelly",101,NA,1755.25,48,"AveragePuttingDistanceAll3putts",2007
169,169,"Mark Wilson",87,NA,1754.667,48,"AveragePuttingDistanceAll3putts",2007
172,172,"John Mallinger",96,NA,2221,61,"AveragePuttingDistanceAll3putts",2007
173,173,"Geoff Ogilvy",84,NA,1452,40,"AveragePuttingDistanceAll3putts",2007
174,174,"Ryan Moore",92,NA,1848.417,51,"AveragePuttingDistanceAll3putts",2007
174,174,"Duffy Waldorf",69,NA,1304.667,36,"AveragePuttingDistanceAll3putts",2007
176,176,"Kevin Stadler",95,NA,1948.167,54,"AveragePuttingDistanceAll3putts",2007
177,177,"Troy Matteson",87,NA,1604.75,45,"AveragePuttingDistanceAll3putts",2007
177,177,"Boo Weekley",101,NA,1641.667,46,"AveragePuttingDistanceAll3putts",2007
179,179,"Jose Maria Olazabal",52,NA,425.917,12,"AveragePuttingDistanceAll3putts",2007
180,180,"Robert Garrigus",95,NA,1913.917,54,"AveragePuttingDistanceAll3putts",2007
181,181,"Cameron Beckman",96,NA,1732.167,49,"AveragePuttingDistanceAll3putts",2007
182,182,"Kevin Sutherland",85,NA,1186.25,34,"AveragePuttingDistanceAll3putts",2007
183,183,"DJ Brigman",67,NA,1324.667,38,"AveragePuttingDistanceAll3putts",2007
183,183,"Ben Curtis",80,NA,1115.333,32,"AveragePuttingDistanceAll3putts",2007
183,183,"Darron Stiles",65,NA,1568.333,45,"AveragePuttingDistanceAll3putts",2007
183,183,"Kirk Triplett",77,NA,1878.75,54,"AveragePuttingDistanceAll3putts",2007
187,187,"Mark Hensby",81,NA,996.25,29,"AveragePuttingDistanceAll3putts",2007
188,188,"Rich Beem",89,NA,1737.167,51,"AveragePuttingDistanceAll3putts",2007
188,188,"Tag Ridings",52,NA,579.583,17,"AveragePuttingDistanceAll3putts",2007
190,190,"Woody Austin",95,NA,2060.75,62,"AveragePuttingDistanceAll3putts",2007
191,191,"Ryan Armour",107,NA,1480.167,45,"AveragePuttingDistanceAll3putts",2007
191,191,"Justin Rose",63,NA,855.333,26,"AveragePuttingDistanceAll3putts",2007
193,193,"Padraig Harrington",64,NA,837.5,26,"AveragePuttingDistanceAll3putts",2007
194,194,"Fred Funk",65,NA,861.417,27,"AveragePuttingDistanceAll3putts",2007
195,195,"Mark Calcavecchia",93,NA,1720.75,54,"AveragePuttingDistanceAll3putts",2007
196,196,"Joe Durant",88,NA,1727.417,55,"AveragePuttingDistanceAll3putts",2007
