"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2014","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2014","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2014","FirstTeeLatePar3ScoringAverage_ROUNDS_2014","FirstTeeLatePar3ScoringAverage_AVG_2014","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2014","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Scott Brown",100,2.92,257,88,"FirstTeeLatePar3ScoringAverage",2014
2,2,"Sergio Garcia",61,2.93,375,128,"FirstTeeLatePar3ScoringAverage",2014
3,3,"Tyrone Van Aswegen",79,2.94,200,68,"FirstTeeLatePar3ScoringAverage",2014
4,4,"Ben Crane",81,2.95,280,95,"FirstTeeLatePar3ScoringAverage",2014
5,5,"Tim Clark",75,2.96,225,76,"FirstTeeLatePar3ScoringAverage",2014
5,5,"Jim Furyk",84,2.96,592,200,"FirstTeeLatePar3ScoringAverage",2014
5,5,"Justin Hicks",103,2.96,249,84,"FirstTeeLatePar3ScoringAverage",2014
5,5,"Charl Schwartzel",64,2.96,308,104,"FirstTeeLatePar3ScoringAverage",2014
9,9,"Jeff Maggert",54,2.97,178,60,"FirstTeeLatePar3ScoringAverage",2014
9,9,"Troy Merritt",62,2.97,202,68,"FirstTeeLatePar3ScoringAverage",2014
11,11,"Dustin Johnson",58,2.98,396,133,"FirstTeeLatePar3ScoringAverage",2014
11,11,"Jordan Spieth",102,2.98,689,231,"FirstTeeLatePar3ScoringAverage",2014
11,11,"Will Wilcox",51,2.98,191,64,"FirstTeeLatePar3ScoringAverage",2014
14,14,"Bill Haas",107,2.99,497,166,"FirstTeeLatePar3ScoringAverage",2014
14,14,"Brian Harman",111,2.99,427,143,"FirstTeeLatePar3ScoringAverage",2014
14,14,"Jerry Kelly",80,2.99,278,93,"FirstTeeLatePar3ScoringAverage",2014
14,14,"Richard Lee",80,2.99,254,85,"FirstTeeLatePar3ScoringAverage",2014
14,14,"Will Ma Kenzie",82,2.99,248,83,"FirstTeeLatePar3ScoringAverage",2014
14,14,"Kyle Stanley",87,2.99,218,73,"FirstTeeLatePar3ScoringAverage",2014
14,14,"Chris Stroud",88,2.99,406,136,"FirstTeeLatePar3ScoringAverage",2014
21,21,"Graham DeLaet",80,3,375,125,"FirstTeeLatePar3ScoringAverage",2014
21,21,"Robert Garrigus",80,3,285,95,"FirstTeeLatePar3ScoringAverage",2014
21,21,"David Hearn",97,3,309,103,"FirstTeeLatePar3ScoringAverage",2014
21,21,"Charley Hoffman",93,3,285,95,"FirstTeeLatePar3ScoringAverage",2014
21,21,"Ryo Ishikawa",75,3,375,125,"FirstTeeLatePar3ScoringAverage",2014
21,21,"Kevin Stadler",90,3,264,88,"FirstTeeLatePar3ScoringAverage",2014
27,27,"Ernie Els",85,3.01,289,96,"FirstTeeLatePar3ScoringAverage",2014
27,27,"Russell Knox",92,3.01,346,115,"FirstTeeLatePar3ScoringAverage",2014
27,27,"David Toms",64,3.01,253,84,"FirstTeeLatePar3ScoringAverage",2014
27,27,"Nick Watney",80,3.01,265,88,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Tommy Gainey",73,3.02,263,87,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Billy Hurley III",86,3.02,338,112,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Zach Johnson",97,3.02,562,186,"FirstTeeLatePar3ScoringAverage",2014
31,31,"George McNeill",79,3.02,317,105,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Jeff Overton",80,3.02,193,64,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Wes Roach",67,3.02,193,64,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Brian Stuard",91,3.02,317,105,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Daniel Summerhays",98,3.02,350,116,"FirstTeeLatePar3ScoringAverage",2014
31,31,"Bo Van Pelt",83,3.02,308,102,"FirstTeeLatePar3ScoringAverage",2014
40,40,"Chad Collins",78,3.03,242,80,"FirstTeeLatePar3ScoringAverage",2014
40,40,"Jason Day",54,3.03,339,112,"FirstTeeLatePar3ScoringAverage",2014
40,40,"Rickie Fowler",91,3.03,451,149,"FirstTeeLatePar3ScoringAverage",2014
40,40,"JJ Henry",91,3.03,282,93,"FirstTeeLatePar3ScoringAverage",2014
40,40,"Morgan Hoffmann",103,3.03,464,153,"FirstTeeLatePar3ScoringAverage",2014
40,40,"John Huh",87,3.03,197,65,"FirstTeeLatePar3ScoringAverage",2014
40,40,"DH Lee",54,3.03,88,29,"FirstTeeLatePar3ScoringAverage",2014
40,40,"Sean OHair",77,3.03,197,65,"FirstTeeLatePar3ScoringAverage",2014
40,40,"Jimmy Walker",98,3.03,585,193,"FirstTeeLatePar3ScoringAverage",2014
40,40,"Mike Weir",69,3.03,197,65,"FirstTeeLatePar3ScoringAverage",2014
50,50,"Marc Leishman",81,3.04,316,104,"FirstTeeLatePar3ScoringAverage",2014
50,50,"Spencer Levin",59,3.04,173,57,"FirstTeeLatePar3ScoringAverage",2014
50,50,"David Lingmerth",80,3.04,222,73,"FirstTeeLatePar3ScoringAverage",2014
50,50,"Phil Mickelson",71,3.04,365,120,"FirstTeeLatePar3ScoringAverage",2014
50,50,"Brendon Todd",108,3.04,495,163,"FirstTeeLatePar3ScoringAverage",2014
50,50,"Charlie Wi",72,3.04,246,81,"FirstTeeLatePar3ScoringAverage",2014
56,56,"Jonas Blixt",64,3.05,183,60,"FirstTeeLatePar3ScoringAverage",2014
56,56,"Keegan Bradley",89,3.05,543,178,"FirstTeeLatePar3ScoringAverage",2014
56,56,"Kevin Chappell",100,3.05,396,130,"FirstTeeLatePar3ScoringAverage",2014
56,56,"Martin Kaymer",65,3.05,329,108,"FirstTeeLatePar3ScoringAverage",2014
56,56,"Ben Martin",80,3.05,345,113,"FirstTeeLatePar3ScoringAverage",2014
56,56,"William McGirt",96,3.05,397,130,"FirstTeeLatePar3ScoringAverage",2014
56,56,"Ryan Moore",86,3.05,454,149,"FirstTeeLatePar3ScoringAverage",2014
56,56,"Ryan Palmer",85,3.05,406,133,"FirstTeeLatePar3ScoringAverage",2014
56,56,"John Senden",99,3.05,427,140,"FirstTeeLatePar3ScoringAverage",2014
