"3PuttAvoidance_RANKTHISWEEK_2006","3PuttAvoidance_RANKLASTWEEK_2006","3PuttAvoidance_PLAYERNAME_2006","3PuttAvoidance_ROUNDS_2006","3PuttAvoidance_Pct_2006","3PuttAvoidance_TOTAL3PUTTS_2006","3PuttAvoidance_TOTALHOLESOVERALL_2006","stat_name","year"
28,28,"Stuart Appleby",83,2.42,34,1404,"3PuttAvoidance",2006
29,29,"Mark Brooks",90,2.43,39,1602,"3PuttAvoidance",2006
30,30,"Greg Kraft",79,2.44,33,1350,"3PuttAvoidance",2006
31,31,"Skip Kendall",72,2.47,32,1296,"3PuttAvoidance",2006
32,32,"Jose Maria Olazabal",62,2.49,26,1044,"3PuttAvoidance",2006
33,33,"Retief Goosen",68,2.5,27,1080,"3PuttAvoidance",2006
34,34,"Scott Verplank",88,2.52,39,1548,"3PuttAvoidance",2006
35,35,"Bob Estes",85,2.55,39,1530,"3PuttAvoidance",2006
35,35,"Bill Haas",99,2.55,44,1728,"3PuttAvoidance",2006
37,37,"Luke Donald",66,2.56,29,1134,"3PuttAvoidance",2006
37,37,"Harrison Frazar",95,2.56,42,1638,"3PuttAvoidance",2006
39,39,"Justin Rose",98,2.57,44,1710,"3PuttAvoidance",2006
39,39,"Heath Slocum",96,2.57,43,1674,"3PuttAvoidance",2006
41,41,"Brent Geiberger",99,2.58,45,1746,"3PuttAvoidance",2006
41,41,"Freddie Jacobson",56,2.58,26,1008,"3PuttAvoidance",2006
43,43,"Joe Ogilvie",95,2.63,43,1638,"3PuttAvoidance",2006
44,44,"Jeff Sluman",101,2.64,48,1818,"3PuttAvoidance",2006
44,44,"Bob Tway",81,2.64,37,1404,"3PuttAvoidance",2006
46,46,"Trevor Immelman",86,2.65,41,1548,"3PuttAvoidance",2006
47,47,"Steve Flesch",119,2.66,55,2070,"3PuttAvoidance",2006
48,48,"Ian Poulter",53,2.67,25,936,"3PuttAvoidance",2006
49,49,"Danny Ellis",68,2.69,31,1152,"3PuttAvoidance",2006
50,50,"Dean Wilson",115,2.7,54,1998,"3PuttAvoidance",2006
51,51,"Scott Gutschewski",53,2.72,25,918,"3PuttAvoidance",2006
52,52,"Robert Allenby",79,2.74,38,1386,"3PuttAvoidance",2006
53,53,"Frank Lickliter II",99,2.75,48,1746,"3PuttAvoidance",2006
53,53,"Steve Lowery",99,2.75,48,1746,"3PuttAvoidance",2006
53,53,"John Rollins",93,2.75,45,1638,"3PuttAvoidance",2006
56,56,"Shigeki Maruyama",94,2.78,46,1656,"3PuttAvoidance",2006
56,56,"Mark OMeara",52,2.78,25,900,"3PuttAvoidance",2006
56,56,"Geoff Ogilvy",76,2.78,35,1260,"3PuttAvoidance",2006
56,56,"Chris Riley",86,2.78,41,1476,"3PuttAvoidance",2006
56,56,"Patrick Sheehan",104,2.78,50,1800,"3PuttAvoidance",2006
61,61,"JJ Henry",96,2.81,47,1674,"3PuttAvoidance",2006
61,61,"Ryan Palmer",101,2.81,50,1782,"3PuttAvoidance",2006
61,61,"Ron Whittaker",81,2.81,40,1422,"3PuttAvoidance",2006
64,64,"Shane Bertsch",104,2.83,52,1836,"3PuttAvoidance",2006
64,64,"Charley Hoffman",100,2.83,50,1764,"3PuttAvoidance",2006
66,66,"Duffy Waldorf",96,2.84,47,1656,"3PuttAvoidance",2006
67,67,"Ian Leggatt",80,2.85,39,1368,"3PuttAvoidance",2006
68,68,"Lucas Glover",105,2.86,52,1818,"3PuttAvoidance",2006
68,68,"Corey Pavin",74,2.86,36,1260,"3PuttAvoidance",2006
70,70,"Hidemichi Tanaka",74,2.89,38,1314,"3PuttAvoidance",2006
71,71,"Greg Chalmers",71,2.9,35,1206,"3PuttAvoidance",2006
71,71,"KJ Choi",93,2.9,48,1656,"3PuttAvoidance",2006
73,73,"Arjun Atwal",97,2.92,50,1710,"3PuttAvoidance",2006
73,73,"Chris DiMarco",83,2.92,41,1404,"3PuttAvoidance",2006
73,73,"Ryan Hietala",61,2.92,31,1062,"3PuttAvoidance",2006
73,73,"Davis Love III",85,2.92,40,1368,"3PuttAvoidance",2006
77,77,"Olin Browne",108,2.94,55,1872,"3PuttAvoidance",2006
78,78,"Jeff Maggert",81,2.95,43,1458,"3PuttAvoidance",2006
79,79,"Stephen Ames",63,2.96,33,1116,"3PuttAvoidance",2006
80,80,"Ben Curtis",86,2.97,46,1548,"3PuttAvoidance",2006
81,81,"Tommy Armour III",65,2.99,35,1170,"3PuttAvoidance",2006
81,81,"DA Points",82,2.99,43,1440,"3PuttAvoidance",2006
83,83,"Mark Wilson",79,3,41,1368,"3PuttAvoidance",2006
84,84,"Kevin Sutherland",100,3.01,52,1728,"3PuttAvoidance",2006
85,85,"Brett Quigley",109,3.02,57,1890,"3PuttAvoidance",2006
86,86,"Brandt Jobe",91,3.03,48,1584,"3PuttAvoidance",2006
86,86,"Vaughn Taylor",88,3.03,48,1584,"3PuttAvoidance",2006
88,88,"Bart Bryant",87,3.04,47,1548,"3PuttAvoidance",2006
89,89,"Bob May",65,3.05,34,1116,"3PuttAvoidance",2006
89,89,"Jeff Overton",95,3.05,51,1674,"3PuttAvoidance",2006
89,89,"Brett Wetterich",82,3.05,45,1476,"3PuttAvoidance",2006
92,92,"Jerry Kelly",100,3.06,55,1800,"3PuttAvoidance",2006
92,92,"David McKenzie",82,3.06,44,1440,"3PuttAvoidance",2006
92,92,"Vijay Singh",103,3.06,55,1800,"3PuttAvoidance",2006
95,95,"Fred Funk",106,3.07,58,1890,"3PuttAvoidance",2006
96,96,"Bernhard Langer",77,3.09,40,1296,"3PuttAvoidance",2006
96,96,"Arron Oberholser",82,3.09,44,1422,"3PuttAvoidance",2006
98,98,"Alex Cejka",93,3.11,51,1638,"3PuttAvoidance",2006
98,98,"Padraig Harrington",54,3.11,28,900,"3PuttAvoidance",2006
100,100,"Billy Mayfair",94,3.13,53,1692,"3PuttAvoidance",2006
101,101,"David Toms",76,3.14,39,1242,"3PuttAvoidance",2006
102,102,"John Engler Jr",69,3.15,38,1206,"3PuttAvoidance",2006
103,103,"Tim Petrovic",95,3.17,52,1638,"3PuttAvoidance",2006
103,103,"Tag Ridings",103,3.17,57,1800,"3PuttAvoidance",2006
105,105,"Jason Schultz",77,3.19,43,1350,"3PuttAvoidance",2006
106,106,"Craig Barlow",77,3.2,42,1314,"3PuttAvoidance",2006
107,107,"Nathan Green",108,3.21,60,1872,"3PuttAvoidance",2006
107,107,"Rory Sabbatini",84,3.21,48,1494,"3PuttAvoidance",2006
109,109,"Todd Hamilton",72,3.24,42,1296,"3PuttAvoidance",2006
110,110,"Jason Bohn",104,3.26,61,1872,"3PuttAvoidance",2006
111,111,"Charles Warren",93,3.27,53,1620,"3PuttAvoidance",2006
111,111,"Mike Weir",88,3.27,50,1530,"3PuttAvoidance",2006
113,113,"Jon Mills",68,3.28,39,1188,"3PuttAvoidance",2006
114,114,"David Duval",71,3.3,41,1242,"3PuttAvoidance",2006
114,114,"Len Mattiace",59,3.3,35,1062,"3PuttAvoidance",2006
116,116,"Tiger Woods",55,3.31,31,936,"3PuttAvoidance",2006
117,117,"John Senden",96,3.35,56,1674,"3PuttAvoidance",2006
118,118,"Kris Cox",83,3.36,49,1458,"3PuttAvoidance",2006
118,118,"Kent Jones",103,3.36,61,1818,"3PuttAvoidance",2006
120,120,"Jonathan Byrd",66,3.37,40,1188,"3PuttAvoidance",2006
120,120,"Mathias Gronberg",92,3.37,54,1602,"3PuttAvoidance",2006
120,120,"Kirk Triplett",58,3.37,34,1008,"3PuttAvoidance",2006
123,123,"Billy Andrade",78,3.38,45,1332,"3PuttAvoidance",2006
123,123,"Daisuke Maruyama",83,3.38,48,1422,"3PuttAvoidance",2006
125,125,"Briny Baird",81,3.39,47,1386,"3PuttAvoidance",2006
125,125,"Henrik Bjornstad",97,3.39,58,1710,"3PuttAvoidance",2006
125,125,"Omar Uresti",61,3.39,36,1062,"3PuttAvoidance",2006
128,128,"Paul Goydos",72,3.4,44,1296,"3PuttAvoidance",2006
129,129,"Bubba Dickerson",98,3.41,59,1728,"3PuttAvoidance",2006
129,129,"Troy Matteson",101,3.41,62,1818,"3PuttAvoidance",2006
131,131,"Brian Bateman",69,3.42,40,1170,"3PuttAvoidance",2006
132,132,"Bubba Watson",83,3.45,49,1422,"3PuttAvoidance",2006
133,133,"David Howell",52,3.46,28,810,"3PuttAvoidance",2006
134,134,"Joe Durant",101,3.47,63,1818,"3PuttAvoidance",2006
134,134,"Tom Pernice Jr",108,3.47,65,1872,"3PuttAvoidance",2006
136,136,"Robert Damron",91,3.48,57,1638,"3PuttAvoidance",2006
137,137,"Tim Herron",82,3.5,51,1458,"3PuttAvoidance",2006
138,138,"David Branshaw",98,3.51,62,1764,"3PuttAvoidance",2006
139,139,"Steve Jones",83,3.52,52,1476,"3PuttAvoidance",2006
139,139,"Carl Pettersson",95,3.52,59,1674,"3PuttAvoidance",2006
141,141,"Jeff Brehaut",100,3.53,61,1728,"3PuttAvoidance",2006
142,142,"Bo Van Pelt",102,3.54,65,1836,"3PuttAvoidance",2006
143,143,"Robert Gamez",94,3.55,60,1692,"3PuttAvoidance",2006
144,144,"John Cook",67,3.57,43,1206,"3PuttAvoidance",2006
145,145,"Chad Campbell",91,3.58,56,1566,"3PuttAvoidance",2006
145,145,"Charles Howell III",96,3.58,60,1674,"3PuttAvoidance",2006
145,145,"Camilo Villegas",95,3.58,60,1674,"3PuttAvoidance",2006
148,148,"Tom Lehman",70,3.61,39,1080,"3PuttAvoidance",2006
149,149,"Chris Couch",75,3.63,49,1350,"3PuttAvoidance",2006
150,150,"Jeff Gove",91,3.64,57,1566,"3PuttAvoidance",2006
151,151,"Peter Lonard",77,3.65,50,1368,"3PuttAvoidance",2006
152,152,"Pat Perez",50,3.67,33,900,"3PuttAvoidance",2006
153,153,"Dudley Hart",83,3.68,55,1494,"3PuttAvoidance",2006
154,154,"DJ Trahan",92,3.7,60,1620,"3PuttAvoidance",2006
155,155,"Doug Barron",74,3.73,49,1314,"3PuttAvoidance",2006
155,155,"Tim Clark",80,3.73,53,1422,"3PuttAvoidance",2006
157,157,"Woody Austin",107,3.74,72,1926,"3PuttAvoidance",2006
157,157,"Jerry Smith",94,3.74,62,1656,"3PuttAvoidance",2006
159,159,"Rich Beem",85,3.75,56,1494,"3PuttAvoidance",2006
160,160,"Joey Sindelar",90,3.77,61,1620,"3PuttAvoidance",2006
161,161,"JL Lewis",57,3.8,39,1026,"3PuttAvoidance",2006
162,162,"Paul Stankowski",70,3.81,48,1260,"3PuttAvoidance",2006
163,163,"Alex Aragon",63,3.83,42,1098,"3PuttAvoidance",2006
164,164,"Kenny Perry",73,3.86,50,1296,"3PuttAvoidance",2006
165,165,"Lee Janzen",79,3.87,55,1422,"3PuttAvoidance",2006
166,166,"Greg Owen",79,3.9,54,1386,"3PuttAvoidance",2006
166,166,"Tjaart van der Walt",60,3.9,40,1026,"3PuttAvoidance",2006
168,168,"Sean OHair",100,3.91,69,1764,"3PuttAvoidance",2006
169,169,"Nick Watney",97,3.92,67,1710,"3PuttAvoidance",2006
170,170,"Sergio Garcia",59,3.94,39,990,"3PuttAvoidance",2006
171,171,"Brian Davis",92,3.95,64,1620,"3PuttAvoidance",2006
172,172,"Hunter Mahan",98,3.97,70,1764,"3PuttAvoidance",2006
173,173,"Robert Garrigus",85,4.02,60,1494,"3PuttAvoidance",2006
173,173,"Ted Purdy",103,4.02,73,1818,"3PuttAvoidance",2006
175,175,"Will Ma Kenzie",91,4.04,64,1584,"3PuttAvoidance",2006
176,176,"Adam Scott",70,4.08,50,1224,"3PuttAvoidance",2006
177,177,"Jonathan Kaye",95,4.11,68,1656,"3PuttAvoidance",2006
178,178,"Steve Elkington",52,4.14,38,918,"3PuttAvoidance",2006
179,179,"Chris Smith",67,4.23,51,1206,"3PuttAvoidance",2006
180,180,"Jason Gore",86,4.3,65,1512,"3PuttAvoidance",2006
181,181,"JP Hayes",55,4.34,43,990,"3PuttAvoidance",2006
182,182,"Mike Sposa",68,4.36,51,1170,"3PuttAvoidance",2006
183,183,"John Huston",74,4.4,57,1296,"3PuttAvoidance",2006
184,184,"John Daly",51,4.54,40,882,"3PuttAvoidance",2006
185,185,"Mathew Goggin",72,4.6,58,1260,"3PuttAvoidance",2006
186,186,"James Driscoll",80,4.65,67,1440,"3PuttAvoidance",2006
186,186,"Carlos Franco",86,4.65,72,1548,"3PuttAvoidance",2006
188,188,"Roger Tambellini",64,4.74,52,1098,"3PuttAvoidance",2006
189,189,"Michael Connell",51,4.75,41,864,"3PuttAvoidance",2006
190,190,"Mark Calcavecchia",94,4.84,81,1674,"3PuttAvoidance",2006
191,191,"Thomas Levet",53,5.01,46,918,"3PuttAvoidance",2006
192,192,"Fred Couples",52,5.11,46,900,"3PuttAvoidance",2006
193,193,"JB Holmes",81,5.19,72,1386,"3PuttAvoidance",2006
194,194,"Wes Short Jr",96,5.26,89,1692,"3PuttAvoidance",2006
194,194,"Nicholas Thompson",96,5.26,88,1674,"3PuttAvoidance",2006
196,196,"Matt Hansen",68,6.14,73,1188,"3PuttAvoidance",2006
