"RightRoughProximity_RANKTHISWEEK_2006","RightRoughProximity_RANKLASTWEEK_2006","RightRoughProximity_PLAYERNAME_2006","RightRoughProximity_ROUNDS_2006","RightRoughProximity_AVG_2006","RightRoughProximity_ATTEMPTS_2006","RightRoughProximity_TOTALDISTANCEFEET_2006","RightRoughProximity_RELATIVETOPAR_2006","stat_name","year"
60,60,"Tag Ridings",103,NA,193,8227.167,29,"RightRoughProximity",2006
62,62,"Ryuji Imada",105,NA,156,6666.25,24,"RightRoughProximity",2006
63,63,"Billy Andrade",78,NA,107,4588,13,"RightRoughProximity",2006
63,63,"JL Lewis",57,NA,85,3649.167,11,"RightRoughProximity",2006
65,65,"Chris Couch",75,NA,140,6035.417,14,"RightRoughProximity",2006
65,65,"Daisuke Maruyama",83,NA,84,3618.667,14,"RightRoughProximity",2006
67,67,"Eric Axley",91,NA,117,5046.417,14,"RightRoughProximity",2006
67,67,"Jonathan Byrd",66,NA,95,4103.5,2,"RightRoughProximity",2006
69,69,"Carlos Franco",86,NA,131,5667,12,"RightRoughProximity",2006
69,69,"Will Ma Kenzie",91,NA,123,5317.417,14,"RightRoughProximity",2006
69,69,"Camilo Villegas",95,NA,153,6621.333,25,"RightRoughProximity",2006
69,69,"Mike Weir",88,NA,102,4409.833,10,"RightRoughProximity",2006
73,73,"Jeff Brehaut",100,NA,150,6502.25,8,"RightRoughProximity",2006
73,73,"Zach Johnson",98,NA,129,5593.417,23,"RightRoughProximity",2006
73,73,"Tjaart van der Walt",60,NA,83,3596.25,13,"RightRoughProximity",2006
73,73,"Duffy Waldorf",96,NA,128,5543.167,3,"RightRoughProximity",2006
77,77,"Skip Kendall",72,NA,78,3384.833,15,"RightRoughProximity",2006
77,77,"Greg Kraft",79,NA,93,4037.083,16,"RightRoughProximity",2006
79,79,"Shaun Micheel",96,NA,157,6827,8,"RightRoughProximity",2006
80,80,"Joe Durant",101,NA,104,4532,16,"RightRoughProximity",2006
81,81,"Jeff Sluman",101,NA,143,6245.25,18,"RightRoughProximity",2006
82,82,"Paul Azinger",87,NA,177,7745.333,26,"RightRoughProximity",2006
83,83,"John Huston",74,NA,129,5663.833,26,"RightRoughProximity",2006
83,83,"Justin Leonard",83,NA,97,4256.833,18,"RightRoughProximity",2006
85,85,"Rich Beem",85,NA,123,5415.75,33,"RightRoughProximity",2006
85,85,"Charley Hoffman",100,NA,199,8761.833,15,"RightRoughProximity",2006
87,87,"Robert Gamez",94,NA,108,4765.25,36,"RightRoughProximity",2006
88,88,"John Cook",67,NA,69,3044.667,19,"RightRoughProximity",2006
88,88,"Tim Herron",82,NA,134,5919.917,23,"RightRoughProximity",2006
90,90,"Hunter Mahan",98,NA,145,6427.667,26,"RightRoughProximity",2006
90,90,"Jeff Overton",95,NA,200,8865.25,25,"RightRoughProximity",2006
92,92,"Greg Chalmers",71,NA,148,6572.167,31,"RightRoughProximity",2006
92,92,"Frank Lickliter II",99,NA,149,6615.083,21,"RightRoughProximity",2006
92,92,"Rod Pampling",89,NA,100,4438.583,17,"RightRoughProximity",2006
92,92,"Carl Pettersson",95,NA,122,5423.583,20,"RightRoughProximity",2006
92,92,"Heath Slocum",96,NA,112,4973.167,15,"RightRoughProximity",2006
97,97,"Mark Brooks",90,NA,119,5298.833,19,"RightRoughProximity",2006
97,97,"Todd Fischer",101,NA,153,6807.083,18,"RightRoughProximity",2006
99,99,"Alex Aragon",63,NA,121,5404.667,25,"RightRoughProximity",2006
99,99,"Woody Austin",107,NA,186,8315.25,35,"RightRoughProximity",2006
101,101,"David Duval",71,NA,94,4204.833,22,"RightRoughProximity",2006
101,101,"Dudley Hart",83,NA,143,6395.833,19,"RightRoughProximity",2006
101,101,"Ian Leggatt",80,NA,143,6401.5,31,"RightRoughProximity",2006
104,104,"Billy Mayfair",94,NA,118,5285.5,4,"RightRoughProximity",2006
105,105,"Nathan Green",108,NA,147,6607.5,11,"RightRoughProximity",2006
106,106,"Doug Barron",74,NA,95,4278.083,24,"RightRoughProximity",2006
106,106,"Shane Bertsch",104,NA,135,6069.667,30,"RightRoughProximity",2006
106,106,"David Branshaw",98,NA,154,6931.5,35,"RightRoughProximity",2006
106,106,"Vance Veazey",59,NA,101,4543.917,8,"RightRoughProximity",2006
110,110,"Stephen Ames",63,NA,71,3200.833,-1,"RightRoughProximity",2006
110,110,"Craig Barlow",77,NA,120,5414.917,20,"RightRoughProximity",2006
110,110,"Geoff Ogilvy",76,NA,90,4059.667,28,"RightRoughProximity",2006
113,113,"Michael Allen",84,NA,148,6680.833,22,"RightRoughProximity",2006
113,113,"Steve Elkington",52,NA,70,3159.833,4,"RightRoughProximity",2006
113,113,"Sean OHair",100,NA,120,5422,12,"RightRoughProximity",2006
116,116,"Jerry Smith",94,NA,148,6702,28,"RightRoughProximity",2006
117,117,"Bill Haas",99,NA,172,7802.917,29,"RightRoughProximity",2006
117,117,"Steve Jones",83,NA,114,5163.833,12,"RightRoughProximity",2006
117,117,"Dean Wilson",115,NA,152,6892.25,19,"RightRoughProximity",2006
120,120,"Lucas Glover",105,NA,125,5673.667,13,"RightRoughProximity",2006
121,121,"Ben Curtis",86,NA,112,5094.333,24,"RightRoughProximity",2006
121,121,"James Driscoll",80,NA,199,9054.25,30,"RightRoughProximity",2006
121,121,"Brett Quigley",109,NA,180,8186.667,15,"RightRoughProximity",2006
121,121,"Kevin Sutherland",100,NA,131,5955.083,26,"RightRoughProximity",2006
121,121,"Nicholas Thompson",96,NA,119,5414.25,21,"RightRoughProximity",2006
121,121,"DJ Trahan",92,NA,131,5959.917,23,"RightRoughProximity",2006
127,127,"Kris Cox",83,NA,139,6336.417,7,"RightRoughProximity",2006
128,128,"JJ Henry",96,NA,142,6490.25,10,"RightRoughProximity",2006
129,129,"Retief Goosen",68,NA,74,3387.083,1,"RightRoughProximity",2006
129,129,"Mike Sposa",68,NA,82,3749.083,20,"RightRoughProximity",2006
131,131,"Tommy Armour III",65,NA,100,4590.083,18,"RightRoughProximity",2006
131,131,"Brian Gay",107,NA,164,7534.75,15,"RightRoughProximity",2006
133,133,"Luke Donald",66,NA,59,2713.25,11,"RightRoughProximity",2006
133,133,"Jim Furyk",89,NA,90,4142.583,11,"RightRoughProximity",2006
133,133,"Ryan Hietala",61,NA,118,5432,24,"RightRoughProximity",2006
133,133,"Steve Lowery",99,NA,141,6488.667,17,"RightRoughProximity",2006
133,133,"Jimmy Walker",60,NA,125,5754.417,12,"RightRoughProximity",2006
138,138,"Arron Oberholser",82,NA,118,5434.417,11,"RightRoughProximity",2006
139,139,"Alex Cejka",93,NA,103,4753.5,16,"RightRoughProximity",2006
139,139,"Harrison Frazar",95,NA,166,7661.667,28,"RightRoughProximity",2006
139,139,"Mark OMeara",52,NA,67,3092.667,5,"RightRoughProximity",2006
142,142,"Steve Flesch",119,NA,176,8148.5,26,"RightRoughProximity",2006
143,143,"KJ Choi",93,NA,147,6838.333,11,"RightRoughProximity",2006
143,143,"Jason Gore",86,NA,139,6463.167,13,"RightRoughProximity",2006
143,143,"David McKenzie",82,NA,115,5349,13,"RightRoughProximity",2006
146,146,"Scott Gutschewski",53,NA,68,3164.917,14,"RightRoughProximity",2006
146,146,"Nick Watney",97,NA,165,7692.5,24,"RightRoughProximity",2006
148,148,"Ben Crane",85,NA,96,4478.583,9,"RightRoughProximity",2006
149,149,"Aaron Baddeley",78,NA,163,7637,18,"RightRoughProximity",2006
149,149,"Bubba Dickerson",98,NA,146,6840,40,"RightRoughProximity",2006
149,149,"Mathew Goggin",72,NA,103,4821.417,29,"RightRoughProximity",2006
149,149,"Charles Howell III",96,NA,174,8154.5,13,"RightRoughProximity",2006
149,149,"Tom Lehman",70,NA,84,3931.583,8,"RightRoughProximity",2006
154,154,"Corey Pavin",74,NA,96,4505.833,24,"RightRoughProximity",2006
154,154,"Vaughn Taylor",88,NA,122,5725.083,7,"RightRoughProximity",2006
156,156,"DA Points",82,NA,135,6347.333,36,"RightRoughProximity",2006
156,156,"Ron Whittaker",81,NA,142,6670.333,40,"RightRoughProximity",2006
158,158,"Paul Goydos",72,NA,88,4141.167,22,"RightRoughProximity",2006
158,158,"Adam Scott",70,NA,98,4612.167,13,"RightRoughProximity",2006
160,160,"Troy Matteson",101,NA,183,8638,26,"RightRoughProximity",2006
160,160,"Tiger Woods",55,NA,69,3256.833,-4,"RightRoughProximity",2006
162,162,"Jeff Gove",91,NA,125,5907.25,5,"RightRoughProximity",2006
163,163,"Olin Browne",108,NA,87,4118.083,16,"RightRoughProximity",2006
164,164,"John Senden",96,NA,134,6355.25,-2,"RightRoughProximity",2006
165,165,"Brian Davis",92,NA,119,5676.333,21,"RightRoughProximity",2006
165,165,"Jason Schultz",77,NA,150,7144.833,22,"RightRoughProximity",2006
167,167,"Tom Pernice Jr",108,NA,151,7232.25,26,"RightRoughProximity",2006
167,167,"Bob Tway",81,NA,91,4359.917,17,"RightRoughProximity",2006
167,167,"Mark Wilson",79,NA,101,4835.833,10,"RightRoughProximity",2006
170,170,"Danny Ellis",68,NA,117,5616.417,14,"RightRoughProximity",2006
170,170,"Jose Maria Olazabal",62,NA,73,3506.167,8,"RightRoughProximity",2006
170,170,"Chris Smith",67,NA,110,5276.667,22,"RightRoughProximity",2006
173,173,"Ernie Els",69,NA,91,4373.25,9,"RightRoughProximity",2006
174,174,"Jason Bohn",104,NA,144,6936.833,30,"RightRoughProximity",2006
175,175,"Arjun Atwal",97,NA,135,6521.583,20,"RightRoughProximity",2006
175,175,"Tim Petrovic",95,NA,154,7440.667,16,"RightRoughProximity",2006
175,175,"Roger Tambellini",64,NA,123,5948.333,23,"RightRoughProximity",2006
178,178,"Jerry Kelly",100,NA,126,6120.667,31,"RightRoughProximity",2006
178,178,"Ryan Palmer",101,NA,143,6950.083,22,"RightRoughProximity",2006
180,180,"Chad Campbell",91,NA,137,6664.667,17,"RightRoughProximity",2006
180,180,"Jesper Parnevik",84,NA,126,6129.333,10,"RightRoughProximity",2006
182,182,"David Howell",52,NA,42,2048.333,11,"RightRoughProximity",2006
183,183,"John Engler Jr",69,NA,125,6115.75,36,"RightRoughProximity",2006
184,184,"John Rollins",93,NA,130,6369.917,16,"RightRoughProximity",2006
185,185,"Stuart Appleby",83,NA,136,6729.167,13,"RightRoughProximity",2006
185,185,"Scott Verplank",88,NA,104,5147.917,14,"RightRoughProximity",2006
187,187,"Jeff Maggert",81,NA,79,3925.833,21,"RightRoughProximity",2006
188,188,"Richard Johnson",94,NA,137,6821.25,29,"RightRoughProximity",2006
189,189,"Jon Mills",68,NA,90,4495.167,21,"RightRoughProximity",2006
190,190,"Thomas Levet",53,NA,87,4368.833,25,"RightRoughProximity",2006
191,191,"Stephen Leaney",84,NA,111,5612.667,15,"RightRoughProximity",2006
192,192,"Todd Hamilton",72,NA,127,6430.5,39,"RightRoughProximity",2006
193,193,"Brad Faxon",78,NA,162,8230.083,26,"RightRoughProximity",2006
194,194,"Ryan Moore",68,NA,90,4590.917,12,"RightRoughProximity",2006
195,195,"Brent Geiberger",99,NA,136,7033.167,14,"RightRoughProximity",2006
196,196,"Brandt Jobe",91,NA,142,7652.5,37,"RightRoughProximity",2006
