"Scrambling1020ydsRTPScore_RANKTHISWEEK_2014","Scrambling1020ydsRTPScore_RANKLASTWEEK_2014","Scrambling1020ydsRTPScore_PLAYERNAME_2014","Scrambling1020ydsRTPScore_ROUNDS_2014","Scrambling1020ydsRTPScore_AVGRTP_2014","Scrambling1020ydsRTPScore_TOTALHOLES_2014","Scrambling1020ydsRTPScore_TOTALRTP_2014","stat_name","year"
42,42,"Vijay Singh",83,0.313,201,63,"Scrambling1020ydsRTPScore",2014
42,42,"Tyrone Van Aswegen",79,0.313,195,61,"Scrambling1020ydsRTPScore",2014
44,44,"Stuart Appleby",92,0.314,229,72,"Scrambling1020ydsRTPScore",2014
44,44,"Jordan Spieth",102,0.314,245,77,"Scrambling1020ydsRTPScore",2014
46,46,"Paul Casey",56,0.317,120,38,"Scrambling1020ydsRTPScore",2014
46,46,"Charles Howell III",106,0.317,240,76,"Scrambling1020ydsRTPScore",2014
48,48,"Scott Langley",95,0.319,226,72,"Scrambling1020ydsRTPScore",2014
49,49,"Brian Gay",81,0.321,190,61,"Scrambling1020ydsRTPScore",2014
49,49,"Spencer Levin",59,0.321,137,44,"Scrambling1020ydsRTPScore",2014
51,51,"Tim Clark",75,0.322,183,59,"Scrambling1020ydsRTPScore",2014
52,52,"Morgan Hoffmann",103,0.323,235,76,"Scrambling1020ydsRTPScore",2014
53,53,"Webb Simpson",87,0.324,179,58,"Scrambling1020ydsRTPScore",2014
54,54,"KJ Choi",80,0.325,197,64,"Scrambling1020ydsRTPScore",2014
55,55,"Aaron Baddeley",74,0.326,175,57,"Scrambling1020ydsRTPScore",2014
55,55,"Jeff Overton",80,0.326,181,59,"Scrambling1020ydsRTPScore",2014
55,55,"Jimmy Walker",98,0.326,184,60,"Scrambling1020ydsRTPScore",2014
58,58,"Robert Allenby",83,0.327,171,56,"Scrambling1020ydsRTPScore",2014
58,58,"Brice Garnett",92,0.327,196,64,"Scrambling1020ydsRTPScore",2014
58,58,"Retief Goosen",94,0.327,199,65,"Scrambling1020ydsRTPScore",2014
58,58,"Jhonattan Vegas",77,0.327,162,53,"Scrambling1020ydsRTPScore",2014
62,62,"Jamie Lovemark",64,0.328,122,40,"Scrambling1020ydsRTPScore",2014
63,63,"Pat Perez",84,0.33,182,60,"Scrambling1020ydsRTPScore",2014
64,64,"YE Yang",79,0.331,181,60,"Scrambling1020ydsRTPScore",2014
65,65,"Harris English",95,0.333,186,62,"Scrambling1020ydsRTPScore",2014
65,65,"Johnson Wagner",69,0.333,171,57,"Scrambling1020ydsRTPScore",2014
67,67,"Ricky Barnes",92,0.335,230,77,"Scrambling1020ydsRTPScore",2014
67,67,"Luke Guthrie",85,0.335,206,69,"Scrambling1020ydsRTPScore",2014
67,67,"Bill Haas",107,0.335,188,63,"Scrambling1020ydsRTPScore",2014
67,67,"Charley Hoffman",93,0.335,206,69,"Scrambling1020ydsRTPScore",2014
71,71,"Chad Campbell",57,0.337,92,31,"Scrambling1020ydsRTPScore",2014
71,71,"Trevor Immelman",84,0.337,184,62,"Scrambling1020ydsRTPScore",2014
71,71,"Bo Van Pelt",83,0.337,166,56,"Scrambling1020ydsRTPScore",2014
74,74,"Kevin Tway",64,0.338,133,45,"Scrambling1020ydsRTPScore",2014
75,75,"Matt Every",85,0.339,180,61,"Scrambling1020ydsRTPScore",2014
76,76,"Brendon de Jonge",109,0.34,256,87,"Scrambling1020ydsRTPScore",2014
76,76,"Phil Mickelson",71,0.34,141,48,"Scrambling1020ydsRTPScore",2014
78,78,"Lee Westwood",57,0.341,123,42,"Scrambling1020ydsRTPScore",2014
79,79,"William McGirt",96,0.342,237,81,"Scrambling1020ydsRTPScore",2014
79,79,"Andrew Svoboda",77,0.342,161,55,"Scrambling1020ydsRTPScore",2014
81,81,"Bryce Molder",77,0.343,166,57,"Scrambling1020ydsRTPScore",2014
82,82,"Billy Horschel",92,0.345,142,49,"Scrambling1020ydsRTPScore",2014
82,82,"Ian Poulter",57,0.345,116,40,"Scrambling1020ydsRTPScore",2014
84,84,"Ryo Ishikawa",75,0.346,159,55,"Scrambling1020ydsRTPScore",2014
84,84,"Brandt Snedeker",89,0.346,185,64,"Scrambling1020ydsRTPScore",2014
84,84,"Mark Wilson",69,0.346,159,55,"Scrambling1020ydsRTPScore",2014
87,87,"Carl Pettersson",91,0.348,198,69,"Scrambling1020ydsRTPScore",2014
88,88,"Brian Stuard",91,0.349,195,68,"Scrambling1020ydsRTPScore",2014
89,89,"Brooks Koepka",56,0.35,117,41,"Scrambling1020ydsRTPScore",2014
90,90,"Graham DeLaet",80,0.351,131,46,"Scrambling1020ydsRTPScore",2014
90,90,"Ken Duke",80,0.351,168,59,"Scrambling1020ydsRTPScore",2014
90,90,"Seung Yul Noh",92,0.351,168,59,"Scrambling1020ydsRTPScore",2014
93,93,"Brian Davis",93,0.352,219,77,"Scrambling1020ydsRTPScore",2014
93,93,"Ryan Moore",86,0.352,162,57,"Scrambling1020ydsRTPScore",2014
95,95,"Freddie Jacobson",91,0.353,238,84,"Scrambling1020ydsRTPScore",2014
95,95,"Bronson La Cassie",51,0.353,116,41,"Scrambling1020ydsRTPScore",2014
97,97,"Sean OHair",77,0.355,186,66,"Scrambling1020ydsRTPScore",2014
98,98,"Billy Hurley III",86,0.356,191,68,"Scrambling1020ydsRTPScore",2014
98,98,"Ben Martin",80,0.356,160,57,"Scrambling1020ydsRTPScore",2014
98,98,"Rory McIlroy",66,0.356,118,42,"Scrambling1020ydsRTPScore",2014
101,101,"Will Ma Kenzie",82,0.357,185,66,"Scrambling1020ydsRTPScore",2014
102,102,"Martin Flores",85,0.358,173,62,"Scrambling1020ydsRTPScore",2014
102,102,"Michael Putnam",106,0.358,240,86,"Scrambling1020ydsRTPScore",2014
104,104,"Shawn Stefani",60,0.359,142,51,"Scrambling1020ydsRTPScore",2014
105,105,"Rory Sabbatini",82,0.36,189,68,"Scrambling1020ydsRTPScore",2014
106,106,"Jason Kokrak",65,0.361,166,60,"Scrambling1020ydsRTPScore",2014
106,106,"Bubba Watson",76,0.361,133,48,"Scrambling1020ydsRTPScore",2014
108,108,"Ben Crane",81,0.362,218,79,"Scrambling1020ydsRTPScore",2014
109,109,"Jonathan Byrd",76,0.363,182,66,"Scrambling1020ydsRTPScore",2014
110,110,"Martin Kaymer",65,0.364,129,47,"Scrambling1020ydsRTPScore",2014
110,110,"Jeff Maggert",54,0.364,121,44,"Scrambling1020ydsRTPScore",2014
112,112,"Michael Thompson",74,0.365,148,54,"Scrambling1020ydsRTPScore",2014
113,113,"Briny Baird",50,0.366,123,45,"Scrambling1020ydsRTPScore",2014
113,113,"George McNeill",79,0.366,172,63,"Scrambling1020ydsRTPScore",2014
115,115,"Sangmoon Bae",76,0.368,190,70,"Scrambling1020ydsRTPScore",2014
116,116,"Chesson Hadley",84,0.369,195,72,"Scrambling1020ydsRTPScore",2014
116,116,"Daniel Summerhays",98,0.369,233,86,"Scrambling1020ydsRTPScore",2014
118,118,"James Driscoll",71,0.373,169,63,"Scrambling1020ydsRTPScore",2014
119,119,"Erik Compton",88,0.376,229,86,"Scrambling1020ydsRTPScore",2014
119,119,"Andrew Loupe",65,0.376,133,50,"Scrambling1020ydsRTPScore",2014
121,121,"JB Holmes",86,0.377,223,84,"Scrambling1020ydsRTPScore",2014
122,122,"Roberto Castro",76,0.378,143,54,"Scrambling1020ydsRTPScore",2014
123,123,"Ted Potter Jr",68,0.38,166,63,"Scrambling1020ydsRTPScore",2014
124,124,"Hideki Matsuyama",82,0.383,201,77,"Scrambling1020ydsRTPScore",2014
125,125,"David Lingmerth",80,0.385,187,72,"Scrambling1020ydsRTPScore",2014
126,126,"Geoff Ogilvy",84,0.386,202,78,"Scrambling1020ydsRTPScore",2014
127,127,"Hunter Mahan",88,0.388,178,69,"Scrambling1020ydsRTPScore",2014
128,128,"Steven Bowditch",93,0.389,208,81,"Scrambling1020ydsRTPScore",2014
129,129,"Danny Lee",84,0.392,199,78,"Scrambling1020ydsRTPScore",2014
129,129,"Troy Merritt",62,0.392,130,51,"Scrambling1020ydsRTPScore",2014
131,131,"JJ Henry",91,0.393,178,70,"Scrambling1020ydsRTPScore",2014
131,131,"Matt Jones",83,0.393,173,68,"Scrambling1020ydsRTPScore",2014
131,131,"Kevin Kisner",85,0.393,173,68,"Scrambling1020ydsRTPScore",2014
134,134,"Woody Austin",63,0.394,165,65,"Scrambling1020ydsRTPScore",2014
134,134,"James Hahn",82,0.394,208,82,"Scrambling1020ydsRTPScore",2014
136,136,"Gary Woodland",93,0.395,177,70,"Scrambling1020ydsRTPScore",2014
137,137,"Dustin Johnson",58,0.396,96,38,"Scrambling1020ydsRTPScore",2014
138,138,"Russell Henley",92,0.397,199,79,"Scrambling1020ydsRTPScore",2014
139,139,"Scott Brown",100,0.398,231,92,"Scrambling1020ydsRTPScore",2014
139,139,"Marc Leishman",81,0.398,166,66,"Scrambling1020ydsRTPScore",2014
141,141,"Nick Watney",80,0.399,138,55,"Scrambling1020ydsRTPScore",2014
142,142,"Robert Garrigus",80,0.401,202,81,"Scrambling1020ydsRTPScore",2014
143,143,"Kevin Chappell",100,0.402,204,82,"Scrambling1020ydsRTPScore",2014
144,144,"Kevin Streelman",79,0.404,166,67,"Scrambling1020ydsRTPScore",2014
145,145,"Ryan Palmer",85,0.406,175,71,"Scrambling1020ydsRTPScore",2014
145,145,"Brendan Steele",89,0.406,197,80,"Scrambling1020ydsRTPScore",2014
147,147,"Justin Hicks",103,0.411,209,86,"Scrambling1020ydsRTPScore",2014
148,148,"Josh Teater",90,0.413,213,88,"Scrambling1020ydsRTPScore",2014
149,149,"Davis Love III",74,0.415,176,73,"Scrambling1020ydsRTPScore",2014
150,150,"Jason Bohn",81,0.419,198,83,"Scrambling1020ydsRTPScore",2014
151,151,"John Rollins",84,0.421,171,72,"Scrambling1020ydsRTPScore",2014
151,151,"Will Wilcox",51,0.421,95,40,"Scrambling1020ydsRTPScore",2014
153,153,"DA Points",75,0.423,142,60,"Scrambling1020ydsRTPScore",2014
154,154,"Wes Roach",67,0.425,146,62,"Scrambling1020ydsRTPScore",2014
155,155,"Martin Laird",66,0.426,129,55,"Scrambling1020ydsRTPScore",2014
156,156,"Charlie Beljan",76,0.427,185,79,"Scrambling1020ydsRTPScore",2014
156,156,"Camilo Villegas",95,0.427,199,85,"Scrambling1020ydsRTPScore",2014
158,158,"Boo Weekley",73,0.429,147,63,"Scrambling1020ydsRTPScore",2014
159,159,"Tommy Gainey",73,0.43,149,64,"Scrambling1020ydsRTPScore",2014
160,160,"Hudson Swafford",75,0.431,137,59,"Scrambling1020ydsRTPScore",2014
161,161,"Robert Streb",75,0.435,170,74,"Scrambling1020ydsRTPScore",2014
162,162,"Scott Stallings",77,0.436,195,85,"Scrambling1020ydsRTPScore",2014
163,163,"Louis Oosthuizen",50,0.438,73,32,"Scrambling1020ydsRTPScore",2014
164,164,"Angel Cabrera",69,0.439,155,68,"Scrambling1020ydsRTPScore",2014
165,165,"Jason Dufner",57,0.44,109,48,"Scrambling1020ydsRTPScore",2014
166,166,"Troy Matteson",62,0.466,131,61,"Scrambling1020ydsRTPScore",2014
167,167,"Stewart Cink",91,0.468,156,73,"Scrambling1020ydsRTPScore",2014
167,167,"Jim Herman",62,0.468,139,65,"Scrambling1020ydsRTPScore",2014
169,169,"Nicholas Thompson",85,0.472,180,85,"Scrambling1020ydsRTPScore",2014
170,170,"Derek Ernst",80,0.473,165,78,"Scrambling1020ydsRTPScore",2014
171,171,"Kevin Stadler",90,0.479,140,67,"Scrambling1020ydsRTPScore",2014
172,172,"Henrik Stenson",56,0.482,83,40,"Scrambling1020ydsRTPScore",2014
173,173,"Jim Renner",61,0.486,142,69,"Scrambling1020ydsRTPScore",2014
174,174,"John Merrick",87,0.5,164,82,"Scrambling1020ydsRTPScore",2014
175,175,"John Peterson",62,0.506,164,83,"Scrambling1020ydsRTPScore",2014
176,176,"Kyle Stanley",87,0.516,184,95,"Scrambling1020ydsRTPScore",2014
177,177,"Lucas Glover",68,0.542,131,71,"Scrambling1020ydsRTPScore",2014
