"EarlyRound1ScoringAverage_RANKTHISWEEK_2008","EarlyRound1ScoringAverage_RANKLASTWEEK_2008","EarlyRound1ScoringAverage_PLAYERNAME_2008","EarlyRound1ScoringAverage__2008","EarlyRound1ScoringAverage_AVG_2008","EarlyRound1ScoringAverage_TOTALSTROKES_2008","EarlyRound1ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Kenny Perry",NA,68.21,955,14,"EarlyRound1ScoringAverage",2008
2,2,"Stewart Cink",NA,68.67,824,12,"EarlyRound1ScoringAverage",2008
3,3,"Adam Scott",NA,68.88,551,8,"EarlyRound1ScoringAverage",2008
4,4,"Sergio Garcia",NA,69.11,622,9,"EarlyRound1ScoringAverage",2008
5,5,"Patrick Sheehan",NA,69.3,1386,20,"EarlyRound1ScoringAverage",2008
6,6,"Dudley Hart",NA,69.33,624,9,"EarlyRound1ScoringAverage",2008
7,7,"Alejandro Canizares",NA,69.44,625,9,"EarlyRound1ScoringAverage",2008
8,8,"Briny Baird",NA,69.47,1042,15,"EarlyRound1ScoringAverage",2008
9,9,"Anthony Kim",NA,69.55,765,11,"EarlyRound1ScoringAverage",2008
10,10,"Woody Austin",NA,69.64,975,14,"EarlyRound1ScoringAverage",2008
11,11,"Kevin Sutherland",NA,69.67,627,9,"EarlyRound1ScoringAverage",2008
12,12,"Ken Duke",NA,69.69,1115,16,"EarlyRound1ScoringAverage",2008
13,13,"John Mallinger",NA,69.76,1186,17,"EarlyRound1ScoringAverage",2008
14,14,"Brandt Snedeker",NA,69.77,907,13,"EarlyRound1ScoringAverage",2008
15,15,"Camilo Villegas",NA,69.89,629,9,"EarlyRound1ScoringAverage",2008
16,16,"JJ Henry",NA,69.94,1189,17,"EarlyRound1ScoringAverage",2008
17,17,"Michael Allen",NA,70,840,12,"EarlyRound1ScoringAverage",2008
17,17,"Kevin Streelman",NA,70,1050,15,"EarlyRound1ScoringAverage",2008
19,19,"Brian Gay",NA,70.06,1191,17,"EarlyRound1ScoringAverage",2008
19,19,"Jay Williamson",NA,70.06,1121,16,"EarlyRound1ScoringAverage",2008
21,21,"Steve Marino",NA,70.07,1051,15,"EarlyRound1ScoringAverage",2008
22,22,"Jonathan Byrd",NA,70.09,771,11,"EarlyRound1ScoringAverage",2008
23,23,"Eric Axley",NA,70.11,1332,19,"EarlyRound1ScoringAverage",2008
23,23,"Shigeki Maruyama",NA,70.11,631,9,"EarlyRound1ScoringAverage",2008
25,25,"Tom Lehman",NA,70.13,561,8,"EarlyRound1ScoringAverage",2008
25,25,"Chris Riley",NA,70.13,561,8,"EarlyRound1ScoringAverage",2008
27,27,"Phil Mickelson",NA,70.15,912,13,"EarlyRound1ScoringAverage",2008
28,28,"Brett Quigley",NA,70.19,1123,16,"EarlyRound1ScoringAverage",2008
29,29,"Jason Gore",NA,70.2,1053,15,"EarlyRound1ScoringAverage",2008
30,30,"Scott Sterling",NA,70.23,913,13,"EarlyRound1ScoringAverage",2008
31,31,"Frank Lickliter II",NA,70.25,843,12,"EarlyRound1ScoringAverage",2008
32,32,"Mathew Goggin",NA,70.29,984,14,"EarlyRound1ScoringAverage",2008
32,32,"Tom Pernice Jr",NA,70.29,984,14,"EarlyRound1ScoringAverage",2008
34,34,"Angel Cabrera",NA,70.33,422,6,"EarlyRound1ScoringAverage",2008
35,35,"Jeff Maggert",NA,70.36,985,14,"EarlyRound1ScoringAverage",2008
36,36,"Kenneth Ferrie",NA,70.38,915,13,"EarlyRound1ScoringAverage",2008
36,36,"Brenden Pappas",NA,70.38,915,13,"EarlyRound1ScoringAverage",2008
36,36,"Dean Wilson",NA,70.38,1126,16,"EarlyRound1ScoringAverage",2008
39,39,"Carl Pettersson",NA,70.39,1267,18,"EarlyRound1ScoringAverage",2008
40,40,"Brad Adamonis",NA,70.4,1056,15,"EarlyRound1ScoringAverage",2008
41,41,"Stuart Appleby",NA,70.42,845,12,"EarlyRound1ScoringAverage",2008
41,41,"Tommy Armour III",NA,70.42,845,12,"EarlyRound1ScoringAverage",2008
