"ProximitytoHolefrom2030yards_RANKTHISWEEK_2005","ProximitytoHolefrom2030yards_RANKLASTWEEK_2005","ProximitytoHolefrom2030yards_PLAYERNAME_2005","ProximitytoHolefrom2030yards_ROUNDS_2005","ProximitytoHolefrom2030yards_AVGDTP_2005","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2005","ProximitytoHolefrom2030yards_OFSHOTS_2005","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2005","stat_name","year"
1,1,"Tim Herron",100,NA,827.333,109,20,"ProximitytoHolefrom2030yards",2005
2,2,"Jose Maria Olazabal",55,NA,423.5,54,5,"ProximitytoHolefrom2030yards",2005
3,3,"Jim Furyk",94,NA,729.75,92,3,"ProximitytoHolefrom2030yards",2005
3,3,"Shigeki Maruyama",99,NA,830.083,105,29,"ProximitytoHolefrom2030yards",2005
5,5,"Tiger Woods",76,NA,632.5,78,14,"ProximitytoHolefrom2030yards",2005
6,6,"Chris Anderson",66,NA,778.083,95,153,"ProximitytoHolefrom2030yards",2005
6,6,"Jose Coceres",56,NA,590.417,72,18,"ProximitytoHolefrom2030yards",2005
6,6,"Fred Funk",102,NA,681.25,83,11,"ProximitytoHolefrom2030yards",2005
9,9,"Paul Azinger",66,NA,783,95,140,"ProximitytoHolefrom2030yards",2005
9,9,"Padraig Harrington",50,NA,588.25,71,170,"ProximitytoHolefrom2030yards",2005
11,11,"Paul Claxton",79,NA,822.083,99,146,"ProximitytoHolefrom2030yards",2005
11,11,"Zach Johnson",96,NA,957.167,115,109,"ProximitytoHolefrom2030yards",2005
13,13,"John Daly",78,NA,751.25,89,192,"ProximitytoHolefrom2030yards",2005
13,13,"Glen Day",80,NA,938.417,111,45,"ProximitytoHolefrom2030yards",2005
13,13,"Bernhard Langer",67,NA,561.917,67,41,"ProximitytoHolefrom2030yards",2005
13,13,"Stephen Leaney",89,NA,907.417,108,51,"ProximitytoHolefrom2030yards",2005
17,17,"Brendan Jones",81,NA,768,90,78,"ProximitytoHolefrom2030yards",2005
17,17,"Steve Stricker",62,NA,848.75,100,16,"ProximitytoHolefrom2030yards",2005
19,19,"Tim Clark",92,NA,892.917,104,86,"ProximitytoHolefrom2030yards",2005
19,19,"Tom Pernice Jr",111,NA,1125.083,131,8,"ProximitytoHolefrom2030yards",2005
21,21,"Chris Riley",67,NA,702.083,81,83,"ProximitytoHolefrom2030yards",2005
21,21,"Justin Rose",99,NA,1043.25,120,18,"ProximitytoHolefrom2030yards",2005
23,23,"Woody Austin",100,NA,1093.5,125,119,"ProximitytoHolefrom2030yards",2005
23,23,"Rich Beem",66,NA,641.667,73,189,"ProximitytoHolefrom2030yards",2005
23,23,"Luke Donald",67,NA,463.667,53,42,"ProximitytoHolefrom2030yards",2005
23,23,"Kevin Sutherland",89,NA,904.583,103,6,"ProximitytoHolefrom2030yards",2005
23,23,"Mike Weir",71,NA,763.417,87,81,"ProximitytoHolefrom2030yards",2005
28,28,"Marco Dawson",82,NA,992.333,112,60,"ProximitytoHolefrom2030yards",2005
28,28,"Sergio Garcia",73,NA,610.583,69,56,"ProximitytoHolefrom2030yards",2005
28,28,"Jay Haas",54,NA,477,54,116,"ProximitytoHolefrom2030yards",2005
28,28,"Jesper Parnevik",84,NA,1011.25,114,57,"ProximitytoHolefrom2030yards",2005
32,32,"Michael Allen",90,NA,1050.75,118,147,"ProximitytoHolefrom2030yards",2005
32,32,"Carlos Franco",78,NA,954.667,107,39,"ProximitytoHolefrom2030yards",2005
32,32,"Charlie Wi",67,NA,1001.083,112,36,"ProximitytoHolefrom2030yards",2005
35,35,"Retief Goosen",71,NA,594.667,66,131,"ProximitytoHolefrom2030yards",2005
35,35,"Skip Kendall",80,NA,1074.917,119,119,"ProximitytoHolefrom2030yards",2005
35,35,"Corey Pavin",77,NA,696.083,77,4,"ProximitytoHolefrom2030yards",2005
38,38,"Aaron Baddeley",84,NA,1092.083,120,72,"ProximitytoHolefrom2030yards",2005
38,38,"Jonathan Byrd",103,NA,1240.833,136,99,"ProximitytoHolefrom2030yards",2005
38,38,"Steve Jones",56,NA,620,68,143,"ProximitytoHolefrom2030yards",2005
38,38,"Phil Mickelson",81,NA,756.917,83,9,"ProximitytoHolefrom2030yards",2005
42,42,"Joey Sindelar",104,NA,1116.667,122,76,"ProximitytoHolefrom2030yards",2005
43,43,"Stuart Appleby",84,NA,845.25,91,58,"ProximitytoHolefrom2030yards",2005
43,43,"Dudley Hart",84,NA,917.333,99,10,"ProximitytoHolefrom2030yards",2005
43,43,"Loren Roberts",54,NA,566.083,61,7,"ProximitytoHolefrom2030yards",2005
43,43,"Omar Uresti",84,NA,975.583,105,47,"ProximitytoHolefrom2030yards",2005
47,47,"Todd Hamilton",94,NA,1093,117,181,"ProximitytoHolefrom2030yards",2005
47,47,"Richard Johnson",50,NA,570.833,61,21,"ProximitytoHolefrom2030yards",2005
47,47,"Matt Kuchar",60,NA,755.583,81,26,"ProximitytoHolefrom2030yards",2005
47,47,"Joe Ogilvie",103,NA,1187.083,127,77,"ProximitytoHolefrom2030yards",2005
47,47,"Brett Quigley",96,NA,1264.667,135,28,"ProximitytoHolefrom2030yards",2005
47,47,"Rory Sabbatini",81,NA,542.75,58,108,"ProximitytoHolefrom2030yards",2005
53,53,"JL Lewis",98,NA,1212.583,129,87,"ProximitytoHolefrom2030yards",2005
53,53,"Vijay Singh",111,NA,1375.917,146,2,"ProximitytoHolefrom2030yards",2005
55,55,"Briny Baird",98,NA,1065.25,112,135,"ProximitytoHolefrom2030yards",2005
55,55,"Doug Barron",70,NA,832.833,88,52,"ProximitytoHolefrom2030yards",2005
55,55,"Jim Carter",62,NA,833.5,88,135,"ProximitytoHolefrom2030yards",2005
55,55,"Gavin Coles",70,NA,909.083,96,61,"ProximitytoHolefrom2030yards",2005
55,55,"Robert Gamez",91,NA,924.833,97,127,"ProximitytoHolefrom2030yards",2005
55,55,"Ryuji Imada",78,NA,1059.417,112,32,"ProximitytoHolefrom2030yards",2005
55,55,"Tim Petrovic",97,NA,1087.917,115,87,"ProximitytoHolefrom2030yards",2005
55,55,"Adam Scott",72,NA,551,58,150,"ProximitytoHolefrom2030yards",2005
55,55,"David Toms",87,NA,801.417,84,118,"ProximitytoHolefrom2030yards",2005
55,55,"Nick Watney",91,NA,1270.5,134,84,"ProximitytoHolefrom2030yards",2005
55,55,"Dean Wilson",86,NA,1032.083,109,62,"ProximitytoHolefrom2030yards",2005
55,55,"Mark Wilson",74,NA,913.167,96,36,"ProximitytoHolefrom2030yards",2005
67,67,"Brian Davis",75,NA,855.25,89,17,"ProximitytoHolefrom2030yards",2005
67,67,"Brent Geiberger",61,NA,741.083,77,164,"ProximitytoHolefrom2030yards",2005
67,67,"Mark Hensby",70,NA,834.333,87,198,"ProximitytoHolefrom2030yards",2005
67,67,"Glen Hnatiuk",59,NA,660.167,69,173,"ProximitytoHolefrom2030yards",2005
67,67,"Charles Howell III",95,NA,1218,127,68,"ProximitytoHolefrom2030yards",2005
67,67,"Frank Lickliter II",100,NA,1126,118,186,"ProximitytoHolefrom2030yards",2005
67,67,"Geoff Ogilvy",97,NA,1058,110,92,"ProximitytoHolefrom2030yards",2005
67,67,"Ted Purdy",122,NA,1303.333,136,158,"ProximitytoHolefrom2030yards",2005
67,67,"John Rollins",97,NA,1187.917,124,175,"ProximitytoHolefrom2030yards",2005
76,76,"Brian Bateman",98,NA,1376.167,142,176,"ProximitytoHolefrom2030yards",2005
76,76,"Chad Campbell",95,NA,891.833,92,144,"ProximitytoHolefrom2030yards",2005
76,76,"Bob Estes",92,NA,1050.083,109,23,"ProximitytoHolefrom2030yards",2005
76,76,"Hunter Haas",83,NA,992.5,103,112,"ProximitytoHolefrom2030yards",2005
76,76,"Jeff Hart",63,NA,666.917,69,49,"ProximitytoHolefrom2030yards",2005
76,76,"Jonathan Kaye",77,NA,839.583,87,132,"ProximitytoHolefrom2030yards",2005
76,76,"John Senden",101,NA,1183.917,123,80,"ProximitytoHolefrom2030yards",2005
83,83,"Tom Gillis",77,NA,1062.833,109,153,"ProximitytoHolefrom2030yards",2005
83,83,"Paul Gow",78,NA,926.667,95,75,"ProximitytoHolefrom2030yards",2005
83,83,"Justin Leonard",78,NA,685.333,70,64,"ProximitytoHolefrom2030yards",2005
83,83,"Scott McCarron",78,NA,1000.583,103,161,"ProximitytoHolefrom2030yards",2005
83,83,"Jeff Sluman",94,NA,991,102,44,"ProximitytoHolefrom2030yards",2005
83,83,"Vaughn Taylor",99,NA,1283.333,132,98,"ProximitytoHolefrom2030yards",2005
83,83,"Bo Van Pelt",112,NA,1162.583,119,114,"ProximitytoHolefrom2030yards",2005
83,83,"Jay Williamson",53,NA,694.917,71,31,"ProximitytoHolefrom2030yards",2005
91,91,"DJ Brigman",76,NA,893.667,91,193,"ProximitytoHolefrom2030yards",2005
91,91,"Mark Calcavecchia",92,NA,893.25,91,110,"ProximitytoHolefrom2030yards",2005
91,91,"Alex Cejka",84,NA,987.333,100,142,"ProximitytoHolefrom2030yards",2005
91,91,"Steve Flesch",90,NA,866.667,88,159,"ProximitytoHolefrom2030yards",2005
91,91,"Andrew Magee",82,NA,1220.917,124,139,"ProximitytoHolefrom2030yards",2005
91,91,"Kevin Na",88,NA,1282.5,130,13,"ProximitytoHolefrom2030yards",2005
91,91,"Ian Poulter",62,NA,513.333,52,180,"ProximitytoHolefrom2030yards",2005
91,91,"Heath Slocum",103,NA,966.833,98,40,"ProximitytoHolefrom2030yards",2005
91,91,"Darron Stiles",78,NA,828,84,30,"ProximitytoHolefrom2030yards",2005
91,91,"Bob Tway",87,NA,858.917,87,67,"ProximitytoHolefrom2030yards",2005
101,101,"Steve Allan",102,NA,1382,139,117,"ProximitytoHolefrom2030yards",2005
101,101,"Cameron Beckman",96,NA,1173,118,122,"ProximitytoHolefrom2030yards",2005
101,101,"Olin Browne",99,NA,854.667,86,66,"ProximitytoHolefrom2030yards",2005
101,101,"John Cook",72,NA,975.333,98,185,"ProximitytoHolefrom2030yards",2005
101,101,"Harrison Frazar",105,NA,1380.417,139,74,"ProximitytoHolefrom2030yards",2005
101,101,"Jerry Kelly",101,NA,998.417,101,71,"ProximitytoHolefrom2030yards",2005
101,101,"Tom Lehman",69,NA,715.75,72,121,"ProximitytoHolefrom2030yards",2005
101,101,"Thomas Levet",54,NA,624.833,63,195,"ProximitytoHolefrom2030yards",2005
101,101,"Len Mattiace",86,NA,1609.667,162,106,"ProximitytoHolefrom2030yards",2005
101,101,"Larry Mize",54,NA,636.167,64,72,"ProximitytoHolefrom2030yards",2005
101,101,"Greg Owen",84,NA,1070.75,108,101,"ProximitytoHolefrom2030yards",2005
112,112,"Jason Bohn",91,NA,1165.667,117,69,"ProximitytoHolefrom2030yards",2005
112,112,"Jeff Brehaut",71,NA,871.583,87,95,"ProximitytoHolefrom2030yards",2005
112,112,"Tom Byrum",83,NA,848.083,85,94,"ProximitytoHolefrom2030yards",2005
112,112,"Ben Crane",78,NA,960.167,96,43,"ProximitytoHolefrom2030yards",2005
112,112,"Franklin Langham",91,NA,1215.583,122,125,"ProximitytoHolefrom2030yards",2005
112,112,"Rod Pampling",89,NA,960,96,134,"ProximitytoHolefrom2030yards",2005
112,112,"Pat Perez",89,NA,1101.333,110,12,"ProximitytoHolefrom2030yards",2005
112,112,"Scott Verplank",87,NA,848.583,85,111,"ProximitytoHolefrom2030yards",2005
120,120,"Matt Davidson",53,NA,918.75,91,155,"ProximitytoHolefrom2030yards",2005
120,120,"Todd Fischer",99,NA,1632.5,162,82,"ProximitytoHolefrom2030yards",2005
120,120,"Brian Gay",101,NA,1403.75,139,15,"ProximitytoHolefrom2030yards",2005
120,120,"David Hearn",68,NA,834.583,83,188,"ProximitytoHolefrom2030yards",2005
120,120,"Kent Jones",99,NA,1476.417,146,138,"ProximitytoHolefrom2030yards",2005
120,120,"Billy Mayfair",114,NA,1491.25,148,54,"ProximitytoHolefrom2030yards",2005
120,120,"DJ Trahan",81,NA,1024.333,102,168,"ProximitytoHolefrom2030yards",2005
127,127,"John Elliott",58,NA,1036.5,102,199,"ProximitytoHolefrom2030yards",2005
127,127,"Scott Gutschewski",86,NA,1126.167,111,160,"ProximitytoHolefrom2030yards",2005
127,127,"Peter Lonard",85,NA,1008.417,99,152,"ProximitytoHolefrom2030yards",2005
127,127,"Will Ma Kenzie",75,NA,1045.25,103,140,"ProximitytoHolefrom2030yards",2005
127,127,"Patrick Sheehan",114,NA,1293.667,127,130,"ProximitytoHolefrom2030yards",2005
127,127,"Brett Wetterich",76,NA,913.917,90,156,"ProximitytoHolefrom2030yards",2005
133,133,"Billy Andrade",83,NA,1186,116,104,"ProximitytoHolefrom2030yards",2005
133,133,"James Driscoll",73,NA,1389.417,136,65,"ProximitytoHolefrom2030yards",2005
133,133,"Kenny Perry",82,NA,838,82,70,"ProximitytoHolefrom2030yards",2005
133,133,"DA Points",94,NA,1084,106,100,"ProximitytoHolefrom2030yards",2005
133,133,"Hidemichi Tanaka",106,NA,1178.583,115,62,"ProximitytoHolefrom2030yards",2005
133,133,"Hideto Tanihara",50,NA,747.5,73,190,"ProximitytoHolefrom2030yards",2005
139,139,"Justin Bolli",65,NA,1071.417,104,144,"ProximitytoHolefrom2030yards",2005
139,139,"Daniel Chopra",108,NA,1584.5,153,23,"ProximitytoHolefrom2030yards",2005
139,139,"Steve Elkington",67,NA,890.417,86,34,"ProximitytoHolefrom2030yards",2005
139,139,"Brandt Jobe",96,NA,1235.167,120,124,"ProximitytoHolefrom2030yards",2005
139,139,"Shaun Micheel",81,NA,906.25,88,157,"ProximitytoHolefrom2030yards",2005
139,139,"Arron Oberholser",65,NA,630.75,61,59,"ProximitytoHolefrom2030yards",2005
139,139,"Carl Pettersson",109,NA,1274.917,123,25,"ProximitytoHolefrom2030yards",2005
139,139,"Phillip Price",77,NA,1071.167,104,22,"ProximitytoHolefrom2030yards",2005
139,139,"Tag Ridings",93,NA,1405.75,136,163,"ProximitytoHolefrom2030yards",2005
148,148,"Arjun Atwal",65,NA,899.333,86,162,"ProximitytoHolefrom2030yards",2005
148,148,"Stewart Cink",98,NA,1065.333,102,53,"ProximitytoHolefrom2030yards",2005
148,148,"Joe Durant",81,NA,957,92,115,"ProximitytoHolefrom2030yards",2005
148,148,"JJ Henry",102,NA,1090.833,105,105,"ProximitytoHolefrom2030yards",2005
148,148,"Davis Love III",80,NA,907.083,87,48,"ProximitytoHolefrom2030yards",2005
148,148,"Brenden Pappas",51,NA,676.833,65,197,"ProximitytoHolefrom2030yards",2005
148,148,"Mario Tiziani",67,NA,920.083,88,85,"ProximitytoHolefrom2030yards",2005
155,155,"Stephen Ames",82,NA,1059.667,100,35,"ProximitytoHolefrom2030yards",2005
155,155,"Tommy Armour III",103,NA,1265.333,120,113,"ProximitytoHolefrom2030yards",2005
155,155,"Dan Forsman",52,NA,562.167,53,46,"ProximitytoHolefrom2030yards",2005
155,155,"Mark OMeara",66,NA,875.5,83,33,"ProximitytoHolefrom2030yards",2005
155,155,"Dennis Paulson",63,NA,1076.583,102,191,"ProximitytoHolefrom2030yards",2005
160,160,"Jason Allred",75,NA,1553.083,146,184,"ProximitytoHolefrom2030yards",2005
160,160,"Steve Lowery",100,NA,1426.917,134,137,"ProximitytoHolefrom2030yards",2005
160,160,"Ryan Palmer",101,NA,1265.25,119,171,"ProximitytoHolefrom2030yards",2005
160,160,"Craig Perks",67,NA,1154.583,108,202,"ProximitytoHolefrom2030yards",2005
160,160,"Kevin Stadler",96,NA,1283,120,165,"ProximitytoHolefrom2030yards",2005
165,165,"Robert Damron",89,NA,1226.5,114,93,"ProximitytoHolefrom2030yards",2005
165,165,"Mathias Gronberg",60,NA,884.833,82,1,"ProximitytoHolefrom2030yards",2005
165,165,"Rob Rashell",65,NA,946.5,88,166,"ProximitytoHolefrom2030yards",2005
165,165,"Chris Smith",93,NA,1328.917,124,201,"ProximitytoHolefrom2030yards",2005
165,165,"Joey Snyder III",102,NA,1553.333,145,182,"ProximitytoHolefrom2030yards",2005
170,170,"Fred Couples",72,NA,638.167,59,168,"ProximitytoHolefrom2030yards",2005
170,170,"John Huston",90,NA,1162.333,107,128,"ProximitytoHolefrom2030yards",2005
170,170,"Freddie Jacobson",72,NA,887.167,82,91,"ProximitytoHolefrom2030yards",2005
170,170,"Lee Janzen",75,NA,984.167,91,101,"ProximitytoHolefrom2030yards",2005
170,170,"Hunter Mahan",103,NA,1278.75,118,194,"ProximitytoHolefrom2030yards",2005
170,170,"Charles Warren",89,NA,1287.583,119,200,"ProximitytoHolefrom2030yards",2005
176,176,"Lucas Glover",88,NA,1148.333,105,129,"ProximitytoHolefrom2030yards",2005
