"Approaches75100yardsRghRTP_RANKTHISWEEK_2010","Approaches75100yardsRghRTP_RANKLASTWEEK_2010","Approaches75100yardsRghRTP_PLAYERNAME_2010","Approaches75100yardsRghRTP_ROUNDS_2010","Approaches75100yardsRghRTP_AVGRTP_2010","stat_name","year"
1,1,"Steve Stricker",73,-0.714,"Approaches75100yardsRghRTP",2010
2,2,"Adam Scott",70,-0.4,"Approaches75100yardsRghRTP",2010
3,3,"Garth Mulroy",53,-0.375,"Approaches75100yardsRghRTP",2010
4,4,"Hunter Mahan",85,-0.357,"Approaches75100yardsRghRTP",2010
5,5,"Sean OHair",84,-0.35,"Approaches75100yardsRghRTP",2010
6,6,"David Toms",86,-0.333,"Approaches75100yardsRghRTP",2010
7,7,"Ben Crane",85,-0.316,"Approaches75100yardsRghRTP",2010
8,8,"Rory McIlroy",54,-0.286,"Approaches75100yardsRghRTP",2010
9,9,"Justin Rose",78,-0.263,"Approaches75100yardsRghRTP",2010
10,10,"Ricky Barnes",103,-0.25,"Approaches75100yardsRghRTP",2010
10,10,"Chad Campbell",95,-0.25,"Approaches75100yardsRghRTP",2010
10,10,"Cliff Kresge",50,-0.25,"Approaches75100yardsRghRTP",2010
13,13,"Ryuji Imada",90,-0.238,"Approaches75100yardsRghRTP",2010
13,13,"Cameron Percy",73,-0.238,"Approaches75100yardsRghRTP",2010
15,15,"Brendon de Jonge",114,-0.231,"Approaches75100yardsRghRTP",2010
15,15,"John Rollins",81,-0.231,"Approaches75100yardsRghRTP",2010
17,17,"Will Ma Kenzie",72,-0.227,"Approaches75100yardsRghRTP",2010
18,18,"Tom Pernice Jr",74,-0.214,"Approaches75100yardsRghRTP",2010
19,19,"Aaron Baddeley",94,-0.2,"Approaches75100yardsRghRTP",2010
19,19,"Dean Wilson",54,-0.2,"Approaches75100yardsRghRTP",2010
21,21,"Steve Elkington",74,-0.182,"Approaches75100yardsRghRTP",2010
21,21,"Bob Estes",79,-0.182,"Approaches75100yardsRghRTP",2010
21,21,"Roger Tambellini",77,-0.182,"Approaches75100yardsRghRTP",2010
24,24,"Ernie Els",72,-0.167,"Approaches75100yardsRghRTP",2010
24,24,"Rod Pampling",77,-0.167,"Approaches75100yardsRghRTP",2010
24,24,"Paul Stankowski",62,-0.167,"Approaches75100yardsRghRTP",2010
27,27,"John Merrick",109,-0.158,"Approaches75100yardsRghRTP",2010
27,27,"Kevin Sutherland",86,-0.158,"Approaches75100yardsRghRTP",2010
29,29,"Chris Stroud",90,-0.154,"Approaches75100yardsRghRTP",2010
30,30,"Robert Allenby",76,-0.143,"Approaches75100yardsRghRTP",2010
31,31,"Greg Chalmers",93,-0.138,"Approaches75100yardsRghRTP",2010
32,32,"JB Holmes",100,-0.136,"Approaches75100yardsRghRTP",2010
33,33,"Brent Delahoussaye",57,-0.125,"Approaches75100yardsRghRTP",2010
33,33,"Steve Flesch",78,-0.125,"Approaches75100yardsRghRTP",2010
