"DrivingDistance_RANKTHISWEEK_2014","DrivingDistance_RANKLASTWEEK_2014","DrivingDistance_PLAYERNAME_2014","DrivingDistance_ROUNDS_2014","DrivingDistance_AVG_2014","DrivingDistance_TOTALDISTANCE_2014","DrivingDistance_TOTALDRIVES_2014","stat_name","year"
1,1,"Bubba Watson",76,314.3,40863,130,"DrivingDistance",2014
2,2,"Dustin Johnson",58,311,32970,106,"DrivingDistance",2014
3,3,"Rory McIlroy",66,310.5,37261,120,"DrivingDistance",2014
4,4,"JB Holmes",86,308,52979,172,"DrivingDistance",2014
4,4,"Andrew Loupe",65,308,37576,122,"DrivingDistance",2014
6,6,"Brooks Koepka",56,307,34389,112,"DrivingDistance",2014
7,7,"Robert Garrigus",80,306.1,48974,160,"DrivingDistance",2014
8,8,"Jhonattan Vegas",77,304.8,45726,150,"DrivingDistance",2014
9,9,"Charles Howell III",106,304.1,62028,204,"DrivingDistance",2014
9,9,"Gary Woodland",93,304.1,53218,175,"DrivingDistance",2014
11,11,"Charlie Beljan",76,303.8,43741,144,"DrivingDistance",2014
12,12,"Angel Cabrera",69,303.7,41915,138,"DrivingDistance",2014
13,13,"Adam Scott",68,303.5,41275,136,"DrivingDistance",2014
14,14,"Graham DeLaet",80,303.4,42781,141,"DrivingDistance",2014
14,14,"Jason Kokrak",65,303.4,39447,130,"DrivingDistance",2014
16,16,"Jamie Lovemark",64,302.4,36292,120,"DrivingDistance",2014
17,17,"Keegan Bradley",89,302.2,48344,160,"DrivingDistance",2014
18,18,"Jason Day",54,301.2,28914,96,"DrivingDistance",2014
19,19,"Jimmy Walker",98,301,52978,176,"DrivingDistance",2014
20,20,"Lucas Glover",68,300.6,37276,124,"DrivingDistance",2014
21,21,"Sean OHair",77,300.5,46271,154,"DrivingDistance",2014
21,21,"Louis Oosthuizen",50,300.5,25240,84,"DrivingDistance",2014
23,23,"Ryan Palmer",85,300.4,48665,162,"DrivingDistance",2014
23,23,"Scott Stallings",77,300.4,43257,144,"DrivingDistance",2014
25,25,"Robert Streb",75,300,42598,142,"DrivingDistance",2014
26,26,"Harris English",95,299.2,52660,176,"DrivingDistance",2014
26,26,"Charley Hoffman",93,299.2,53254,178,"DrivingDistance",2014
28,28,"Brendan Steele",89,298.9,48417,162,"DrivingDistance",2014
29,29,"Steven Bowditch",93,298.1,55447,186,"DrivingDistance",2014
30,30,"Charl Schwartzel",64,297.8,36930,124,"DrivingDistance",2014
31,31,"Shawn Stefani",60,297.7,35723,120,"DrivingDistance",2014
32,32,"Marc Leishman",81,297.6,45239,152,"DrivingDistance",2014
33,33,"Rickie Fowler",91,297.5,45808,154,"DrivingDistance",2014
33,33,"Kyle Stanley",87,297.5,47008,158,"DrivingDistance",2014
33,33,"Hudson Swafford",75,297.5,42248,142,"DrivingDistance",2014
36,36,"Will Wilcox",51,297.3,29133,98,"DrivingDistance",2014
37,37,"Martin Laird",66,297.2,34477,116,"DrivingDistance",2014
38,38,"Derek Ernst",80,297,42770,144,"DrivingDistance",2014
39,39,"Troy Matteson",62,296.7,34422,116,"DrivingDistance",2014
40,40,"Seung Yul Noh",92,296.5,54555,184,"DrivingDistance",2014
41,41,"Matt Jones",83,296.3,46823,158,"DrivingDistance",2014
41,41,"Davis Love III",74,296.3,42664,144,"DrivingDistance",2014
43,43,"Kevin Chappell",100,296.2,54493,184,"DrivingDistance",2014
44,44,"Martin Flores",85,296,47957,162,"DrivingDistance",2014
45,45,"Hunter Mahan",88,295.8,50294,170,"DrivingDistance",2014
45,45,"Nick Watney",80,295.8,39636,134,"DrivingDistance",2014
47,47,"Carl Pettersson",91,295.5,53784,182,"DrivingDistance",2014
48,48,"Morgan Hoffmann",103,295.4,58486,198,"DrivingDistance",2014
49,49,"Justin Rose",70,295.1,37779,128,"DrivingDistance",2014
50,50,"Martin Kaymer",65,294.9,35391,120,"DrivingDistance",2014
51,51,"Hideki Matsuyama",82,294.8,44217,150,"DrivingDistance",2014
52,52,"Jim Herman",62,294.7,34181,116,"DrivingDistance",2014
53,53,"Andres Romero",81,294.6,45363,154,"DrivingDistance",2014
53,53,"Josh Teater",90,294.6,49496,168,"DrivingDistance",2014
55,55,"Kevin Tway",64,294.5,35342,120,"DrivingDistance",2014
56,56,"Brad Fritsch",50,294.4,28267,96,"DrivingDistance",2014
57,57,"Sergio Garcia",61,294.3,29425,100,"DrivingDistance",2014
58,58,"Rory Sabbatini",82,294.2,43537,148,"DrivingDistance",2014
59,59,"Tommy Gainey",73,294,40569,138,"DrivingDistance",2014
60,60,"Aaron Baddeley",74,293.8,39950,136,"DrivingDistance",2014
61,61,"Stewart Cink",91,293.7,51111,174,"DrivingDistance",2014
61,61,"Russell Henley",92,293.7,51688,176,"DrivingDistance",2014
63,63,"Bud Cauley",56,293.4,32856,112,"DrivingDistance",2014
64,64,"Henrik Stenson",56,293.2,29322,100,"DrivingDistance",2014
65,65,"Paul Casey",56,293,30475,104,"DrivingDistance",2014
65,65,"Michael Putnam",106,293,59769,204,"DrivingDistance",2014
65,65,"Wes Roach",67,293,36919,126,"DrivingDistance",2014
68,68,"Geoff Ogilvy",84,292.5,46799,160,"DrivingDistance",2014
68,68,"Camilo Villegas",95,292.5,53231,182,"DrivingDistance",2014
70,70,"Phil Mickelson",71,292.4,36840,126,"DrivingDistance",2014
71,71,"Patrick Reed",92,292.3,50267,172,"DrivingDistance",2014
71,71,"Lee Westwood",57,292.3,30397,104,"DrivingDistance",2014
73,73,"Bill Haas",107,291.9,56626,194,"DrivingDistance",2014
74,74,"Trevor Immelman",84,291.8,46685,160,"DrivingDistance",2014
75,75,"Ben Martin",80,291.7,46668,160,"DrivingDistance",2014
76,76,"Billy Horschel",92,291.6,47828,164,"DrivingDistance",2014
76,76,"Kevin Stadler",90,291.6,49281,169,"DrivingDistance",2014
