"GIRPuttingAvg35_RANKTHISWEEK_2015","GIRPuttingAvg35_RANKLASTWEEK_2015","GIRPuttingAvg35_PLAYERNAME_2015","GIRPuttingAvg35_ROUNDS_2015","GIRPuttingAvg35_PctMADE_2015","GIRPuttingAvg35_ATTEMPTS_2015","GIRPuttingAvg35_PUTTSMADE_2015","stat_name","year"
1,1,"Will Wilcox",58,0.93,97,9,"GIRPuttingAvg35",2015
2,2,"Jason Day",75,0.89,135,12,"GIRPuttingAvg35",2015
3,3,"Matt Jones",89,0.88,160,14,"GIRPuttingAvg35",2015
4,4,"Geoff Ogilvy",50,0.83,72,6,"GIRPuttingAvg35",2015
5,5,"Adam Hadwin",95,0.79,165,13,"GIRPuttingAvg35",2015
6,6,"Mark Wilson",89,0.71,170,12,"GIRPuttingAvg35",2015
7,7,"Fabian Gomez",83,0.7,114,8,"GIRPuttingAvg35",2015
8,8,"Billy Horschel",99,0.67,163,11,"GIRPuttingAvg35",2015
9,9,"Ben Martin",93,0.66,167,11,"GIRPuttingAvg35",2015
10,10,"Dustin Johnson",75,0.65,92,6,"GIRPuttingAvg35",2015
10,10,"Camilo Villegas",83,0.65,169,11,"GIRPuttingAvg35",2015
12,12,"Sergio Garcia",59,0.63,64,4,"GIRPuttingAvg35",2015
12,12,"Johnson Wagner",68,0.63,128,8,"GIRPuttingAvg35",2015
14,14,"Jonathan Byrd",69,0.62,130,8,"GIRPuttingAvg35",2015
14,14,"Sean OHair",86,0.62,178,11,"GIRPuttingAvg35",2015
14,14,"Jordan Spieth",91,0.62,97,6,"GIRPuttingAvg35",2015
17,17,"Charles Howell III",105,0.61,229,14,"GIRPuttingAvg35",2015
17,17,"Andres Romero",69,0.61,115,7,"GIRPuttingAvg35",2015
17,17,"Gary Woodland",81,0.61,115,7,"GIRPuttingAvg35",2015
20,20,"Luke Donald",71,0.6,100,6,"GIRPuttingAvg35",2015
21,21,"Scott Piercy",90,0.59,187,11,"GIRPuttingAvg35",2015
22,22,"Andrew Putnam",68,0.58,121,7,"GIRPuttingAvg35",2015
23,23,"Steven Bowditch",103,0.57,141,8,"GIRPuttingAvg35",2015
23,23,"John Peterson",84,0.57,141,8,"GIRPuttingAvg35",2015
25,25,"Roger Sloan",56,0.56,72,4,"GIRPuttingAvg35",2015
26,26,"Zac Blair",108,0.55,217,12,"GIRPuttingAvg35",2015
26,26,"Martin Flores",95,0.55,200,11,"GIRPuttingAvg35",2015
26,26,"Martin Laird",77,0.55,163,9,"GIRPuttingAvg35",2015
26,26,"David Toms",62,0.55,91,5,"GIRPuttingAvg35",2015
30,30,"Charlie Beljan",76,0.54,111,6,"GIRPuttingAvg35",2015
30,30,"Greg Chalmers",58,0.54,74,4,"GIRPuttingAvg35",2015
30,30,"Gonzalo Fdez Castano",81,0.54,129,7,"GIRPuttingAvg35",2015
30,30,"Andres Gonzales",90,0.54,147,8,"GIRPuttingAvg35",2015
34,34,"Mark Hubbard",79,0.53,131,7,"GIRPuttingAvg35",2015
35,35,"Jonas Blixt",78,0.51,118,6,"GIRPuttingAvg35",2015
35,35,"Rickie Fowler",76,0.51,118,6,"GIRPuttingAvg35",2015
35,35,"Carlos Ortiz",100,0.51,197,10,"GIRPuttingAvg35",2015
38,38,"Jason Dufner",76,0.5,101,5,"GIRPuttingAvg35",2015
38,38,"Bill Lunde",50,0.5,80,4,"GIRPuttingAvg35",2015
40,40,"Keegan Bradley",87,0.49,143,7,"GIRPuttingAvg35",2015
40,40,"Stewart Cink",77,0.49,162,8,"GIRPuttingAvg35",2015
42,42,"Robert Streb",110,0.47,213,10,"GIRPuttingAvg35",2015
43,43,"Louis Oosthuizen",68,0.46,87,4,"GIRPuttingAvg35",2015
43,43,"Henrik Stenson",63,0.46,108,5,"GIRPuttingAvg35",2015
45,45,"James Hahn",94,0.45,154,7,"GIRPuttingAvg35",2015
45,45,"Rory Sabbatini",81,0.45,133,6,"GIRPuttingAvg35",2015
45,45,"Tim Wilkinson",73,0.45,111,5,"GIRPuttingAvg35",2015
