"Approaches75100yardsRghRTP_RANKTHISWEEK_2005","Approaches75100yardsRghRTP_RANKLASTWEEK_2005","Approaches75100yardsRghRTP_PLAYERNAME_2005","Approaches75100yardsRghRTP_ROUNDS_2005","Approaches75100yardsRghRTP_AVGRTP_2005","stat_name","year"
1,1,"Phillip Price",77,-0.444,"Approaches75100yardsRghRTP",2005
2,2,"Bernhard Langer",67,-0.364,"Approaches75100yardsRghRTP",2005
3,3,"Steve Stricker",62,-0.36,"Approaches75100yardsRghRTP",2005
4,4,"Fred Couples",72,-0.357,"Approaches75100yardsRghRTP",2005
5,5,"Will Ma Kenzie",75,-0.35,"Approaches75100yardsRghRTP",2005
6,6,"Larry Mize",54,-0.286,"Approaches75100yardsRghRTP",2005
7,7,"Davis Love III",80,-0.25,"Approaches75100yardsRghRTP",2005
8,8,"Tim Clark",92,-0.24,"Approaches75100yardsRghRTP",2005
9,9,"Paul Claxton",79,-0.222,"Approaches75100yardsRghRTP",2005
9,9,"Bill Glasson",54,-0.222,"Approaches75100yardsRghRTP",2005
9,9,"Jeff Maggert",79,-0.222,"Approaches75100yardsRghRTP",2005
12,12,"Hunter Haas",83,-0.217,"Approaches75100yardsRghRTP",2005
13,13,"Arjun Atwal",65,-0.2,"Approaches75100yardsRghRTP",2005
14,14,"Kirk Triplett",55,-0.182,"Approaches75100yardsRghRTP",2005
15,15,"Jesper Parnevik",84,-0.167,"Approaches75100yardsRghRTP",2005
16,16,"Jose Coceres",56,-0.154,"Approaches75100yardsRghRTP",2005
17,17,"DA Points",94,-0.15,"Approaches75100yardsRghRTP",2005
18,18,"Sergio Garcia",73,-0.143,"Approaches75100yardsRghRTP",2005
19,19,"JL Lewis",98,-0.13,"Approaches75100yardsRghRTP",2005
20,20,"Jay Haas",54,-0.125,"Approaches75100yardsRghRTP",2005
20,20,"Richard Johnson",50,-0.125,"Approaches75100yardsRghRTP",2005
20,20,"Neal Lancaster",95,-0.125,"Approaches75100yardsRghRTP",2005
23,23,"Tiger Woods",76,-0.12,"Approaches75100yardsRghRTP",2005
24,24,"Craig Barlow",81,-0.111,"Approaches75100yardsRghRTP",2005
24,24,"Andrew Magee",82,-0.111,"Approaches75100yardsRghRTP",2005
24,24,"Scott McCarron",78,-0.111,"Approaches75100yardsRghRTP",2005
27,27,"Stuart Appleby",84,-0.1,"Approaches75100yardsRghRTP",2005
27,27,"Skip Kendall",80,-0.1,"Approaches75100yardsRghRTP",2005
27,27,"Rory Sabbatini",81,-0.1,"Approaches75100yardsRghRTP",2005
27,27,"Kevin Sutherland",89,-0.1,"Approaches75100yardsRghRTP",2005
31,31,"Cameron Beckman",96,-0.08,"Approaches75100yardsRghRTP",2005
32,32,"Kent Jones",99,-0.071,"Approaches75100yardsRghRTP",2005
32,32,"Brenden Pappas",51,-0.071,"Approaches75100yardsRghRTP",2005
34,34,"Geoff Ogilvy",97,-0.069,"Approaches75100yardsRghRTP",2005
35,35,"John Daly",78,-0.063,"Approaches75100yardsRghRTP",2005
35,35,"Carlos Franco",78,-0.063,"Approaches75100yardsRghRTP",2005
35,35,"Retief Goosen",71,-0.063,"Approaches75100yardsRghRTP",2005
35,35,"Steve Lowery",100,-0.063,"Approaches75100yardsRghRTP",2005
39,39,"Charles Howell III",95,-0.053,"Approaches75100yardsRghRTP",2005
40,40,"Jeff Hart",63,-0.05,"Approaches75100yardsRghRTP",2005
40,40,"Carl Pettersson",109,-0.05,"Approaches75100yardsRghRTP",2005
42,42,"Olin Browne",99,-0.045,"Approaches75100yardsRghRTP",2005
42,42,"Mark Calcavecchia",92,-0.045,"Approaches75100yardsRghRTP",2005
42,42,"Kevin Na",88,-0.045,"Approaches75100yardsRghRTP",2005
45,45,"Joe Ogilvie",103,-0.04,"Approaches75100yardsRghRTP",2005
45,45,"Heath Slocum",103,-0.04,"Approaches75100yardsRghRTP",2005
47,47,"Nick Watney",91,-0.037,"Approaches75100yardsRghRTP",2005
48,48,"Bo Van Pelt",112,-0.036,"Approaches75100yardsRghRTP",2005
49,49,"Todd Hamilton",94,-0.033,"Approaches75100yardsRghRTP",2005
50,50,"Vijay Singh",111,-0.027,"Approaches75100yardsRghRTP",2005
51,51,"Chris Anderson",66,0,"Approaches75100yardsRghRTP",2005
51,51,"Tommy Armour III",103,0,"Approaches75100yardsRghRTP",2005
51,51,"Chad Campbell",95,0,"Approaches75100yardsRghRTP",2005
51,51,"Daniel Chopra",108,0,"Approaches75100yardsRghRTP",2005
51,51,"Robert Damron",89,0,"Approaches75100yardsRghRTP",2005
51,51,"Luke Donald",67,0,"Approaches75100yardsRghRTP",2005
51,51,"Bob Estes",92,0,"Approaches75100yardsRghRTP",2005
51,51,"Steve Flesch",90,0,"Approaches75100yardsRghRTP",2005
51,51,"Fred Funk",102,0,"Approaches75100yardsRghRTP",2005
51,51,"Brian Gay",101,0,"Approaches75100yardsRghRTP",2005
51,51,"Matt Gogel",78,0,"Approaches75100yardsRghRTP",2005
