"LatePar4ScoringAverage_RANKTHISWEEK_2014","LatePar4ScoringAverage_RANKLASTWEEK_2014","LatePar4ScoringAverage_PLAYERNAME_2014","LatePar4ScoringAverage_ROUNDS_2014","LatePar4ScoringAverage_AVG_2014","LatePar4ScoringAverage_TOTALSTROKES_2014","LatePar4ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Rory McIlroy",66,3.91,1835,469,"LatePar4ScoringAverage",2014
2,2,"Sergio Garcia",61,3.95,1556,394,"LatePar4ScoringAverage",2014
3,3,"Jerry Kelly",80,3.96,1515,383,"LatePar4ScoringAverage",2014
4,4,"Matt Kuchar",91,3.97,2502,631,"LatePar4ScoringAverage",2014
4,4,"David Toms",64,3.97,1268,319,"LatePar4ScoringAverage",2014
6,6,"Chad Campbell",57,3.98,1150,289,"LatePar4ScoringAverage",2014
6,6,"Robert Streb",75,3.98,1652,415,"LatePar4ScoringAverage",2014
6,6,"Bubba Watson",76,3.98,1816,456,"LatePar4ScoringAverage",2014
9,9,"Jim Furyk",84,3.99,2252,564,"LatePar4ScoringAverage",2014
9,9,"Charley Hoffman",93,3.99,1873,469,"LatePar4ScoringAverage",2014
9,9,"Ryan Palmer",85,3.99,2042,512,"LatePar4ScoringAverage",2014
9,9,"Carl Pettersson",91,3.99,1943,487,"LatePar4ScoringAverage",2014
9,9,"Adam Scott",68,3.99,2065,518,"LatePar4ScoringAverage",2014
14,14,"Stuart Appleby",92,4,1700,425,"LatePar4ScoringAverage",2014
14,14,"Brian Harman",111,4,2336,584,"LatePar4ScoringAverage",2014
14,14,"Charles Howell III",106,4,2209,552,"LatePar4ScoringAverage",2014
14,14,"Freddie Jacobson",91,4,1939,485,"LatePar4ScoringAverage",2014
14,14,"Zach Johnson",97,4,2212,553,"LatePar4ScoringAverage",2014
14,14,"Hideki Matsuyama",82,4,1772,443,"LatePar4ScoringAverage",2014
14,14,"Kevin Na",94,4,2181,545,"LatePar4ScoringAverage",2014
14,14,"Shawn Stefani",60,4,1093,273,"LatePar4ScoringAverage",2014
14,14,"Chris Stroud",88,4,2017,504,"LatePar4ScoringAverage",2014
14,14,"Boo Weekley",73,4,1232,308,"LatePar4ScoringAverage",2014
24,24,"Graham DeLaet",80,4.01,1919,479,"LatePar4ScoringAverage",2014
24,24,"Jason Dufner",57,4.01,1168,291,"LatePar4ScoringAverage",2014
24,24,"Bill Haas",107,4.01,2295,572,"LatePar4ScoringAverage",2014
