"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2011","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2011","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2011","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2011","TenthTeeEarlyPar5ScoringAverage_AVG_2011","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2011","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Lucas Glover",74,4.32,147,34,"TenthTeeEarlyPar5ScoringAverage",2011
2,2,"Brendan Steele",89,4.35,248,57,"TenthTeeEarlyPar5ScoringAverage",2011
3,3,"Steve Stricker",70,4.36,122,28,"TenthTeeEarlyPar5ScoringAverage",2011
4,4,"Angel Cabrera",50,4.41,119,27,"TenthTeeEarlyPar5ScoringAverage",2011
5,5,"Rory Sabbatini",85,4.43,208,47,"TenthTeeEarlyPar5ScoringAverage",2011
6,6,"Brian Gay",90,4.45,196,44,"TenthTeeEarlyPar5ScoringAverage",2011
6,6,"Webb Simpson",98,4.45,285,64,"TenthTeeEarlyPar5ScoringAverage",2011
8,8,"Robert Allenby",84,4.46,125,28,"TenthTeeEarlyPar5ScoringAverage",2011
8,8,"Chris Kirk",87,4.46,205,46,"TenthTeeEarlyPar5ScoringAverage",2011
8,8,"John Merrick",71,4.46,174,39,"TenthTeeEarlyPar5ScoringAverage",2011
11,11,"Billy Mayfair",94,4.47,228,51,"TenthTeeEarlyPar5ScoringAverage",2011
12,12,"Jason Day",76,4.49,166,37,"TenthTeeEarlyPar5ScoringAverage",2011
12,12,"Roland Thatcher",67,4.49,211,47,"TenthTeeEarlyPar5ScoringAverage",2011
14,14,"Brendon de Jonge",105,4.5,306,68,"TenthTeeEarlyPar5ScoringAverage",2011
15,15,"Chris Couch",73,4.52,298,66,"TenthTeeEarlyPar5ScoringAverage",2011
15,15,"Kent Jones",76,4.52,217,48,"TenthTeeEarlyPar5ScoringAverage",2011
15,15,"Will Strickler",51,4.52,149,33,"TenthTeeEarlyPar5ScoringAverage",2011
15,15,"David Toms",78,4.52,235,52,"TenthTeeEarlyPar5ScoringAverage",2011
15,15,"Nick Watney",80,4.52,226,50,"TenthTeeEarlyPar5ScoringAverage",2011
20,20,"Zach Johnson",79,4.53,154,34,"TenthTeeEarlyPar5ScoringAverage",2011
20,20,"DA Points",89,4.53,145,32,"TenthTeeEarlyPar5ScoringAverage",2011
20,20,"Gary Woodland",93,4.53,249,55,"TenthTeeEarlyPar5ScoringAverage",2011
23,23,"Jason Dufner",78,4.54,159,35,"TenthTeeEarlyPar5ScoringAverage",2011
23,23,"Jerry Kelly",85,4.54,168,37,"TenthTeeEarlyPar5ScoringAverage",2011
25,25,"Robert Garrigus",83,4.55,173,38,"TenthTeeEarlyPar5ScoringAverage",2011
25,25,"JB Holmes",57,4.55,91,20,"TenthTeeEarlyPar5ScoringAverage",2011
25,25,"Vaughn Taylor",89,4.55,241,53,"TenthTeeEarlyPar5ScoringAverage",2011
28,28,"Jeff Overton",92,4.56,260,57,"TenthTeeEarlyPar5ScoringAverage",2011
28,28,"Kyle Stanley",98,4.56,187,41,"TenthTeeEarlyPar5ScoringAverage",2011
28,28,"Bubba Watson",85,4.56,287,63,"TenthTeeEarlyPar5ScoringAverage",2011
28,28,"Mark Wilson",89,4.56,187,41,"TenthTeeEarlyPar5ScoringAverage",2011
32,32,"Michael Bradley",74,4.57,128,28,"TenthTeeEarlyPar5ScoringAverage",2011
32,32,"Rickie Fowler",84,4.57,201,44,"TenthTeeEarlyPar5ScoringAverage",2011
32,32,"Charles Howell III",108,4.57,210,46,"TenthTeeEarlyPar5ScoringAverage",2011
32,32,"Carl Pettersson",95,4.57,224,49,"TenthTeeEarlyPar5ScoringAverage",2011
36,36,"Steven Bowditch",86,4.58,229,50,"TenthTeeEarlyPar5ScoringAverage",2011
36,36,"Scott Stallings",84,4.58,165,36,"TenthTeeEarlyPar5ScoringAverage",2011
38,38,"Woody Austin",59,4.59,211,46,"TenthTeeEarlyPar5ScoringAverage",2011
38,38,"Keegan Bradley",91,4.59,294,64,"TenthTeeEarlyPar5ScoringAverage",2011
38,38,"Greg Chalmers",88,4.59,289,63,"TenthTeeEarlyPar5ScoringAverage",2011
38,38,"Kevin Na",84,4.59,202,44,"TenthTeeEarlyPar5ScoringAverage",2011
38,38,"Jhonattan Vegas",84,4.59,317,69,"TenthTeeEarlyPar5ScoringAverage",2011
43,43,"Sung Kang",63,4.6,207,45,"TenthTeeEarlyPar5ScoringAverage",2011
43,43,"Spencer Levin",113,4.6,230,50,"TenthTeeEarlyPar5ScoringAverage",2011
43,43,"Ben Martin",74,4.6,198,43,"TenthTeeEarlyPar5ScoringAverage",2011
46,46,"Jim Furyk",87,4.61,189,41,"TenthTeeEarlyPar5ScoringAverage",2011
46,46,"Matt Kuchar",94,4.61,235,51,"TenthTeeEarlyPar5ScoringAverage",2011
46,46,"Phil Mickelson",79,4.61,263,57,"TenthTeeEarlyPar5ScoringAverage",2011
46,46,"Paul Stankowski",78,4.61,318,69,"TenthTeeEarlyPar5ScoringAverage",2011
46,46,"DJ Trahan",91,4.61,203,44,"TenthTeeEarlyPar5ScoringAverage",2011
46,46,"Dean Wilson",62,4.61,212,46,"TenthTeeEarlyPar5ScoringAverage",2011
52,52,"Aaron Baddeley",77,4.62,180,39,"TenthTeeEarlyPar5ScoringAverage",2011
52,52,"Robert Karlsson",61,4.62,97,21,"TenthTeeEarlyPar5ScoringAverage",2011
