"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2011","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2011","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2011","AveragePuttingDistanceGIR3Putts_ROUNDS_2011","AveragePuttingDistanceGIR3Putts_AVG_2011","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2011","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2011","stat_name","year"
1,1,"Steve Stricker",70,NA,9.064,13,"AveragePuttingDistanceGIR3Putts",2011
2,2,"Michael Putnam",67,NA,12.655,20,"AveragePuttingDistanceGIR3Putts",2011
3,3,"Scott Stallings",84,NA,23.221,39,"AveragePuttingDistanceGIR3Putts",2011
4,4,"Kevin Streelman",90,NA,15.757,27,"AveragePuttingDistanceGIR3Putts",2011
5,5,"JJ Henry",96,NA,20.382,35,"AveragePuttingDistanceGIR3Putts",2011
6,6,"Charles Howell III",108,NA,24.374,42,"AveragePuttingDistanceGIR3Putts",2011
7,7,"Scott McCarron",65,NA,16.791,29,"AveragePuttingDistanceGIR3Putts",2011
8,8,"Carl Pettersson",95,NA,18.365,32,"AveragePuttingDistanceGIR3Putts",2011
9,9,"Jim Renner",65,NA,16.624,29,"AveragePuttingDistanceGIR3Putts",2011
9,9,"Johnson Wagner",81,NA,18.924,33,"AveragePuttingDistanceGIR3Putts",2011
11,11,"Trevor Immelman",84,NA,14.869,26,"AveragePuttingDistanceGIR3Putts",2011
12,12,"Matt Kuchar",94,NA,9.691,17,"AveragePuttingDistanceGIR3Putts",2011
13,13,"Alexandre Rocha",65,NA,18.084,32,"AveragePuttingDistanceGIR3Putts",2011
13,13,"John Rollins",85,NA,23.17,41,"AveragePuttingDistanceGIR3Putts",2011
15,15,"Cameron Tringale",110,NA,25.378,45,"AveragePuttingDistanceGIR3Putts",2011
16,16,"Colt Knost",80,NA,14.077,25,"AveragePuttingDistanceGIR3Putts",2011
17,17,"Justin Rose",79,NA,17.978,32,"AveragePuttingDistanceGIR3Putts",2011
18,18,"Retief Goosen",50,NA,9.531,17,"AveragePuttingDistanceGIR3Putts",2011
19,19,"Bubba Watson",85,NA,18.453,33,"AveragePuttingDistanceGIR3Putts",2011
20,20,"Keegan Bradley",91,NA,20.595,37,"AveragePuttingDistanceGIR3Putts",2011
20,20,"Greg Chalmers",88,NA,14.478,26,"AveragePuttingDistanceGIR3Putts",2011
22,22,"Zach Johnson",79,NA,11.658,21,"AveragePuttingDistanceGIR3Putts",2011
22,22,"Ben Martin",74,NA,16.105,29,"AveragePuttingDistanceGIR3Putts",2011
24,24,"Jim Herman",69,NA,21.046,38,"AveragePuttingDistanceGIR3Putts",2011
24,24,"Troy Merritt",63,NA,18.822,34,"AveragePuttingDistanceGIR3Putts",2011
26,26,"Bill Haas",93,NA,16.603,30,"AveragePuttingDistanceGIR3Putts",2011
26,26,"John Merrick",71,NA,20.464,37,"AveragePuttingDistanceGIR3Putts",2011
28,28,"Blake Adams",116,NA,25.927,47,"AveragePuttingDistanceGIR3Putts",2011
28,28,"Michael Connell",76,NA,18.217,33,"AveragePuttingDistanceGIR3Putts",2011
