"TotalEagles_RANKTHISWEEK_2012","TotalEagles_RANKLASTWEEK_2012","TotalEagles_PLAYERNAME_2012","TotalEagles_ROUNDS_2012","TotalEagles_TOTAL_2012","stat_name","year"
1,1,"Charles Howell III",98,18,"TotalEagles",2012
2,2,"Brendon de Jonge",115,17,"TotalEagles",2012
3,3,"Jonas Blixt",72,14,"TotalEagles",2012
3,3,"Keegan Bradley",90,14,"TotalEagles",2012
3,3,"Robert Garrigus",89,14,"TotalEagles",2012
3,3,"Brian Harman",101,14,"TotalEagles",2012
3,3,"Scott Piercy",95,14,"TotalEagles",2012
3,3,"Jimmy Walker",101,14,"TotalEagles",2012
3,3,"Nick Watney",97,14,"TotalEagles",2012
10,10,"Bobby Gates",87,13,"TotalEagles",2012
10,10,"Chris Kirk",93,13,"TotalEagles",2012
10,10,"Kyle Reifers",86,13,"TotalEagles",2012
10,10,"Bubba Watson",68,13,"TotalEagles",2012
10,10,"Gary Woodland",70,13,"TotalEagles",2012
15,15,"Ben Crane",73,12,"TotalEagles",2012
15,15,"James Driscoll",83,12,"TotalEagles",2012
15,15,"Ken Duke",104,12,"TotalEagles",2012
15,15,"Seung Yul Noh",105,12,"TotalEagles",2012
19,19,"Arjun Atwal",79,11,"TotalEagles",2012
19,19,"Charley Hoffman",88,11,"TotalEagles",2012
19,19,"Zach Johnson",95,11,"TotalEagles",2012
19,19,"Vijay Singh",99,11,"TotalEagles",2012
23,23,"Greg Chalmers",88,10,"TotalEagles",2012
23,23,"Graham DeLaet",79,10,"TotalEagles",2012
23,23,"Ryan Moore",89,10,"TotalEagles",2012
23,23,"Scott Stallings",78,10,"TotalEagles",2012
23,23,"Kyle Stanley",86,10,"TotalEagles",2012
23,23,"Bo Van Pelt",84,10,"TotalEagles",2012
23,23,"Johnson Wagner",88,10,"TotalEagles",2012
30,30,"Kevin Chappell",91,9,"TotalEagles",2012
30,30,"Tommy Gainey",98,9,"TotalEagles",2012
30,30,"JB Holmes",90,9,"TotalEagles",2012
30,30,"Russell Knox",72,9,"TotalEagles",2012
30,30,"Rory McIlroy",60,9,"TotalEagles",2012
30,30,"Sean OHair",84,9,"TotalEagles",2012
36,36,"Scott Brown",65,8,"TotalEagles",2012
36,36,"Gary Christian",91,8,"TotalEagles",2012
36,36,"Will Claxton",99,8,"TotalEagles",2012
36,36,"Brian Davis",91,8,"TotalEagles",2012
36,36,"Luke Donald",63,8,"TotalEagles",2012
36,36,"Harris English",98,8,"TotalEagles",2012
36,36,"Rickie Fowler",84,8,"TotalEagles",2012
36,36,"Dustin Johnson",70,8,"TotalEagles",2012
36,36,"Sung Kang",75,8,"TotalEagles",2012
36,36,"Troy Kelly",68,8,"TotalEagles",2012
36,36,"Jason Kokrak",79,8,"TotalEagles",2012
36,36,"Danny Lee",74,8,"TotalEagles",2012
36,36,"Edward Loar",59,8,"TotalEagles",2012
36,36,"Bill Lunde",83,8,"TotalEagles",2012
36,36,"Jeff Maggert",83,8,"TotalEagles",2012
36,36,"Troy Matteson",100,8,"TotalEagles",2012
36,36,"George McNeill",85,8,"TotalEagles",2012
36,36,"Rocco Mediate",70,8,"TotalEagles",2012
36,36,"Jeff Overton",101,8,"TotalEagles",2012
36,36,"Charlie Wi",86,8,"TotalEagles",2012
56,56,"Blake Adams",107,7,"TotalEagles",2012
56,56,"Charlie Beljan",61,7,"TotalEagles",2012
56,56,"Kris Blanks",65,7,"TotalEagles",2012
56,56,"Angel Cabrera",54,7,"TotalEagles",2012
56,56,"Roberto Castro",92,7,"TotalEagles",2012
56,56,"Bud Cauley",99,7,"TotalEagles",2012
56,56,"Erik Compton",81,7,"TotalEagles",2012
56,56,"Ernie Els",80,7,"TotalEagles",2012
56,56,"Harrison Frazar",56,7,"TotalEagles",2012
56,56,"Tim Herron",88,7,"TotalEagles",2012
56,56,"John Huh",99,7,"TotalEagles",2012
56,56,"Spencer Levin",81,7,"TotalEagles",2012
56,56,"David Mathis",83,7,"TotalEagles",2012
56,56,"Garth Mulroy",59,7,"TotalEagles",2012
56,56,"Louis Oosthuizen",65,7,"TotalEagles",2012
56,56,"Andres Romero",68,7,"TotalEagles",2012
56,56,"Adam Scott",59,7,"TotalEagles",2012
56,56,"John Senden",81,7,"TotalEagles",2012
56,56,"Brendan Steele",77,7,"TotalEagles",2012
56,56,"Josh Teater",97,7,"TotalEagles",2012
56,56,"Michael Thompson",80,7,"TotalEagles",2012
56,56,"Brendon Todd",78,7,"TotalEagles",2012
56,56,"Boo Weekley",74,7,"TotalEagles",2012
56,56,"Mark Wilson",84,7,"TotalEagles",2012
80,80,"Tommy Biershenk",74,6,"TotalEagles",2012
80,80,"Stewart Cink",71,6,"TotalEagles",2012
80,80,"Tim Clark",60,6,"TotalEagles",2012
80,80,"Chris Couch",61,6,"TotalEagles",2012
80,80,"Jason Dufner",83,6,"TotalEagles",2012
80,80,"Jim Furyk",85,6,"TotalEagles",2012
80,80,"Sergio Garcia",57,6,"TotalEagles",2012
80,80,"Mathew Goggin",65,6,"TotalEagles",2012
80,80,"Bill Haas",79,6,"TotalEagles",2012
80,80,"Padraig Harrington",67,6,"TotalEagles",2012
80,80,"Billy Horschel",63,6,"TotalEagles",2012
80,80,"Ryo Ishikawa",54,6,"TotalEagles",2012
80,80,"Derek Lamely",64,6,"TotalEagles",2012
80,80,"John Merrick",83,6,"TotalEagles",2012
80,80,"Phil Mickelson",79,6,"TotalEagles",2012
80,80,"Carl Pettersson",92,6,"TotalEagles",2012
