"CareerEarnings_RANKTHISWEEK_2006","CareerEarnings_RANKLASTWEEK_2006","CareerEarnings_PLAYERNAME_2006","CareerEarnings__2006","CareerEarnings_MONEY_2006","stat_name","year"
198,198,"Jeff Brehaut",NA,3504321,"CareerEarnings",2006
199,199,"Kent Jones",NA,3485515,"CareerEarnings",2006
200,200,"Lee Trevino",NA,3478328,"CareerEarnings",2006
201,201,"Franklin Langham",NA,3459173,"CareerEarnings",2006
202,202,"Hidemichi Tanaka",NA,3439042,"CareerEarnings",2006
203,203,"Stephen Leaney",NA,3427732,"CareerEarnings",2006
204,204,"Tim Simpson",NA,3406017,"CareerEarnings",2006
205,205,"Tommy Tolles",NA,3387665,"CareerEarnings",2006
206,206,"Craig Perks",NA,3362251,"CareerEarnings",2006
207,207,"Lee Westwood",NA,3332865,"CareerEarnings",2006
208,208,"Jay Delsing",NA,3328997,"CareerEarnings",2006
209,209,"Brian Henninger",NA,3316460,"CareerEarnings",2006
210,210,"Bob May",NA,3304663,"CareerEarnings",2006
211,211,"Don Pooley",NA,3296615,"CareerEarnings",2006
212,212,"Bob Burns",NA,3288423,"CareerEarnings",2006
213,213,"Richard Johnson",NA,3264944,"CareerEarnings",2006
214,214,"Phil Blackmar",NA,3245909,"CareerEarnings",2006
215,215,"Michael Campbell",NA,3234296,"CareerEarnings",2006
216,216,"Daniel Chopra",NA,3187076,"CareerEarnings",2006
217,217,"Fulton Allem",NA,3144319,"CareerEarnings",2006
218,218,"Dan Pohl",NA,3112263,"CareerEarnings",2006
219,219,"Michael Bradley",NA,3106807,"CareerEarnings",2006
220,220,"Phil Tataurangi",NA,3077840,"CareerEarnings",2006
221,221,"Ronnie Black",NA,3070281,"CareerEarnings",2006
222,222,"Bob Gilder",NA,3032108,"CareerEarnings",2006
223,223,"Marco Dawson",NA,3031746,"CareerEarnings",2006
224,224,"Matt Kuchar",NA,2928781,"CareerEarnings",2006
225,225,"Patrick Sheehan",NA,2914198,"CareerEarnings",2006
226,226,"Omar Uresti",NA,2895360,"CareerEarnings",2006
227,227,"Frank Nobilo",NA,2875836,"CareerEarnings",2006
228,228,"David Ogrin",NA,2848159,"CareerEarnings",2006
229,229,"Bobby Wadkins",NA,2822418,"CareerEarnings",2006
230,230,"Jodie Mudd",NA,2806955,"CareerEarnings",2006
231,231,"Johnny Miller",NA,2747484,"CareerEarnings",2006
232,232,"Ian Poulter",NA,2735168,"CareerEarnings",2006
233,233,"Greg Owen",NA,2725036,"CareerEarnings",2006
234,234,"Doug Barron",NA,2724280,"CareerEarnings",2006
235,235,"Doug Tewell",NA,2723711,"CareerEarnings",2006
236,236,"Howard Twitty",NA,2713551,"CareerEarnings",2006
237,237,"Scott Gump",NA,2707385,"CareerEarnings",2006
238,238,"Willie Wood",NA,2703646,"CareerEarnings",2006
239,239,"Angel Cabrera",NA,2701323,"CareerEarnings",2006
240,240,"Scott Dunlap",NA,2700250,"CareerEarnings",2006
241,241,"Jim McGovern",NA,2695282,"CareerEarnings",2006
242,242,"Hank Kuehne",NA,2686886,"CareerEarnings",2006
243,243,"Michael Allen",NA,2686007,"CareerEarnings",2006
244,244,"Sandy Lyle",NA,2648861,"CareerEarnings",2006
245,245,"Brad Fabel",NA,2636911,"CareerEarnings",2006
246,246,"Carl Paulson",NA,2633179,"CareerEarnings",2006
247,247,"Hunter Mahan",NA,2616412,"CareerEarnings",2006
248,248,"Mike Springer",NA,2596451,"CareerEarnings",2006
249,249,"Hubert Green",NA,2591959,"CareerEarnings",2006
250,250,"Todd Fischer",NA,2589310,"CareerEarnings",2006
251,251,"Brian Bateman",NA,2568496,"CareerEarnings",2006
252,252,"Tom Scherrer",NA,2552640,"CareerEarnings",2006
253,253,"Dicky Pride",NA,2534036,"CareerEarnings",2006
254,254,"Gary Hallberg",NA,2476014,"CareerEarnings",2006
255,255,"Mathew Goggin",NA,2464519,"CareerEarnings",2006
256,256,"Bob Lohr",NA,2417060,"CareerEarnings",2006
257,257,"Glen Hnatiuk",NA,2410023,"CareerEarnings",2006
258,258,"Dave Barr",NA,2404793,"CareerEarnings",2006
259,259,"Brian Watts",NA,2371525,"CareerEarnings",2006
260,260,"Keith Clearwater",NA,2365698,"CareerEarnings",2006
261,261,"Spike McRoy",NA,2361316,"CareerEarnings",2006
262,262,"Ian Leggatt",NA,2348315,"CareerEarnings",2006
263,263,"Billy Ray Brown",NA,2330389,"CareerEarnings",2006
264,264,"Gabriel Hjertstedt",NA,2328261,"CareerEarnings",2006
265,265,"Calvin Peete",NA,2302363,"CareerEarnings",2006
266,266,"Mike Sullivan",NA,2301255,"CareerEarnings",2006
267,267,"Lennie Clements",NA,2280766,"CareerEarnings",2006
268,268,"Ed Fiori",NA,2270198,"CareerEarnings",2006
269,269,"Tom Weiskopf",NA,2241687,"CareerEarnings",2006
270,270,"Per Ulrik Johansson",NA,2234912,"CareerEarnings",2006
271,271,"Steve Allan",NA,2225917,"CareerEarnings",2006
272,272,"Brian Claar",NA,2225850,"CareerEarnings",2006
273,273,"David Gossett",NA,2223004,"CareerEarnings",2006
274,274,"Roger Maltbie",NA,2212879,"CareerEarnings",2006
275,275,"JC Snead",NA,2197545,"CareerEarnings",2006
276,276,"Brenden Pappas",NA,2195574,"CareerEarnings",2006
277,277,"Bradley Hughes",NA,2162580,"CareerEarnings",2006
278,278,"Clarence Rose",NA,2155380,"CareerEarnings",2006
279,279,"Robin Freeman",NA,2154387,"CareerEarnings",2006
280,280,"Kevin Na",NA,2142461,"CareerEarnings",2006
281,281,"Pete Jordan",NA,2133719,"CareerEarnings",2006
282,282,"Charles Warren",NA,2127941,"CareerEarnings",2006
283,283,"Thomas Levet",NA,2080206,"CareerEarnings",2006
284,284,"Ian Baker Finch",NA,2078743,"CareerEarnings",2006
285,285,"Wayne Grady",NA,2077433,"CareerEarnings",2006
286,286,"Tag Ridings",NA,2044591,"CareerEarnings",2006
287,287,"Miguel Angel Jimenez",NA,2021663,"CareerEarnings",2006
288,288,"John Adams",NA,2019582,"CareerEarnings",2006
289,289,"Larry Rinker",NA,2007824,"CareerEarnings",2006
290,290,"Arjun Atwal",NA,2003862,"CareerEarnings",2006
291,291,"Jason Gore",NA,1997777,"CareerEarnings",2006
292,292,"Camilo Villegas",NA,1996396,"CareerEarnings",2006
293,293,"Mike Donald",NA,1970260,"CareerEarnings",2006
294,294,"Brian Davis",NA,1965093,"CareerEarnings",2006
295,295,"John Riegger",NA,1944228,"CareerEarnings",2006
296,296,"Trevor Dodds",NA,1940834,"CareerEarnings",2006
297,297,"Jim Thorpe",NA,1935566,"CareerEarnings",2006
298,298,"Nick Watney",NA,1922441,"CareerEarnings",2006
299,299,"Dave Rummells",NA,1909430,"CareerEarnings",2006
300,300,"Mike Sposa",NA,1905075,"CareerEarnings",2006
301,301,"David Graham",NA,1888731,"CareerEarnings",2006
302,302,"Garrett Willis",NA,1873734,"CareerEarnings",2006
303,303,"Arnold Palmer",NA,1861857,"CareerEarnings",2006
304,304,"DJ Trahan",NA,1849427,"CareerEarnings",2006
305,305,"Mike Heinen",NA,1848216,"CareerEarnings",2006
306,306,"Richard Zokol",NA,1840397,"CareerEarnings",2006
307,307,"Seve Ballesteros",NA,1840357,"CareerEarnings",2006
308,308,"Jerry Smith",NA,1836787,"CareerEarnings",2006
309,309,"Mark Wilson",NA,1835348,"CareerEarnings",2006
310,310,"Mike Standly",NA,1834597,"CareerEarnings",2006
311,311,"Gary Player",NA,1834482,"CareerEarnings",2006
312,312,"Leonard Thompson",NA,1819028,"CareerEarnings",2006
313,313,"Bill Britton",NA,1814615,"CareerEarnings",2006
314,314,"Ryan Moore",NA,1808368,"CareerEarnings",2006
315,315,"Mark Lye",NA,1800654,"CareerEarnings",2006
316,316,"Troy Matteson",NA,1796732,"CareerEarnings",2006
317,317,"Mathias Gronberg",NA,1782992,"CareerEarnings",2006
318,318,"George Burns",NA,1781090,"CareerEarnings",2006
319,319,"Kelly Gibson",NA,1751957,"CareerEarnings",2006
320,320,"Morris Hatalsky",NA,1707280,"CareerEarnings",2006
321,321,"Nathan Green",NA,1700803,"CareerEarnings",2006
322,322,"Bruce Fleisher",NA,1695111,"CareerEarnings",2006
323,323,"Billy Casper",NA,1691583,"CareerEarnings",2006
324,324,"Ryuji Imada",NA,1675962,"CareerEarnings",2006
325,325,"Chris Couch",NA,1675432,"CareerEarnings",2006
326,326,"Ian Woosnam",NA,1670059,"CareerEarnings",2006
327,327,"Paul Gow",NA,1660146,"CareerEarnings",2006
328,328,"Michael Clark II",NA,1649440,"CareerEarnings",2006
329,329,"Bob Murphy",NA,1642330,"CareerEarnings",2006
330,330,"David Berganio Jr",NA,1639957,"CareerEarnings",2006
331,331,"Ted Schulz",NA,1638795,"CareerEarnings",2006
332,332,"Jerry Pate",NA,1634246,"CareerEarnings",2006
333,333,"Gary Koch",NA,1629482,"CareerEarnings",2006
334,334,"Lon Hinkle",NA,1607691,"CareerEarnings",2006
335,335,"Kenny Knox",NA,1607180,"CareerEarnings",2006
336,336,"Nick OHern",NA,1595694,"CareerEarnings",2006
337,337,"Gene Littler",NA,1584210,"CareerEarnings",2006
338,338,"Jack Renner",NA,1579090,"CareerEarnings",2006
339,339,"Curt Byrum",NA,1576535,"CareerEarnings",2006
340,340,"Miller Barber",NA,1564204,"CareerEarnings",2006
341,341,"Mark Hayes",NA,1555739,"CareerEarnings",2006
342,342,"Jim Colbert",NA,1553136,"CareerEarnings",2006
343,343,"Brad Elder",NA,1549780,"CareerEarnings",2006
344,344,"Bob Eastwood",NA,1546106,"CareerEarnings",2006
345,345,"Keith Fergus",NA,1546009,"CareerEarnings",2006
346,346,"Wes Short Jr",NA,1527682,"CareerEarnings",2006
347,347,"Buddy Gardner",NA,1491943,"CareerEarnings",2006
348,348,"JB Holmes",NA,1487604,"CareerEarnings",2006
349,349,"John Maginnes",NA,1474747,"CareerEarnings",2006
350,350,"Guy Boros",NA,1469276,"CareerEarnings",2006
351,351,"Bobby Clampett",NA,1423000,"CareerEarnings",2006
352,352,"Robert Wrenn",NA,1422635,"CareerEarnings",2006
353,353,"Billy Kratzert",NA,1396819,"CareerEarnings",2006
354,354,"Pat Bates",NA,1390991,"CareerEarnings",2006
355,355,"Jean Van de Velde",NA,1385861,"CareerEarnings",2006
356,356,"Niclas Fasth",NA,1385810,"CareerEarnings",2006
357,357,"Bill Rogers",NA,1384710,"CareerEarnings",2006
358,358,"Bruce Crampton",NA,1376193,"CareerEarnings",2006
359,359,"Andy North",NA,1365530,"CareerEarnings",2006
360,360,"Bill Haas",NA,1361869,"CareerEarnings",2006
361,361,"Danny Ellis",NA,1327139,"CareerEarnings",2006
362,362,"Ed Dougherty",NA,1323769,"CareerEarnings",2006
363,363,"Cliff Kresge",NA,1319625,"CareerEarnings",2006
364,364,"Tom Sieckmann",NA,1310647,"CareerEarnings",2006
365,365,"Dave Stockton",NA,1303281,"CareerEarnings",2006
366,366,"Denis Watson",NA,1288621,"CareerEarnings",2006
367,367,"Eric Axley",NA,1285680,"CareerEarnings",2006
368,368,"Barry Cheesman",NA,1285205,"CareerEarnings",2006
369,369,"Al Geiberger",NA,1265188,"CareerEarnings",2006
370,370,"John Morse",NA,1256570,"CareerEarnings",2006
371,371,"PH Horgan III",NA,1228505,"CareerEarnings",2006
372,372,"Lee Rinker",NA,1221129,"CareerEarnings",2006
373,373,"Jeff Gove",NA,1218882,"CareerEarnings",2006
374,374,"Graeme McDowell",NA,1213790,"CareerEarnings",2006
375,375,"Danny Edwards",NA,1212304,"CareerEarnings",2006
376,376,"Emlyn Aubrey",NA,1207041,"CareerEarnings",2006
377,377,"Dan Halldorson",NA,1193929,"CareerEarnings",2006
378,378,"Charles Coody",NA,1187762,"CareerEarnings",2006
379,379,"Dave Eichelberger",NA,1186505,"CareerEarnings",2006
380,380,"Kaname Yokoo",NA,1186411,"CareerEarnings",2006
381,381,"David Howell",NA,1180533,"CareerEarnings",2006
382,382,"Tony Sills",NA,1173361,"CareerEarnings",2006
383,383,"Paul Lawrie",NA,1168138,"CareerEarnings",2006
384,384,"Will Ma Kenzie",NA,1155494,"CareerEarnings",2006
385,385,"Clark Dennis",NA,1154975,"CareerEarnings",2006
386,386,"Deane Pappas",NA,1144371,"CareerEarnings",2006
387,387,"Don January",NA,1140925,"CareerEarnings",2006
388,388,"Charley Hoffman",NA,1137145,"CareerEarnings",2006
389,389,"Dave Hill",NA,1130420,"CareerEarnings",2006
390,390,"Paul Casey",NA,1123734,"CareerEarnings",2006
391,391,"Dick Mast",NA,1123038,"CareerEarnings",2006
392,392,"James Driscoll",NA,1111296,"CareerEarnings",2006
393,393,"John Inman",NA,1087947,"CareerEarnings",2006
394,394,"Gibby Gilbert",NA,1056506,"CareerEarnings",2006
395,395,"Joey Snyder III",NA,1056128,"CareerEarnings",2006
396,396,"Mac OGrady",NA,1050779,"CareerEarnings",2006
397,397,"Rex Caldwell",NA,1043403,"CareerEarnings",2006
398,398,"Chi Chi Rodriguez",NA,1037106,"CareerEarnings",2006
399,399,"Mike Smith",NA,1024313,"CareerEarnings",2006
400,400,"Lee Elder",NA,1020514,"CareerEarnings",2006
401,401,"Bubba Watson",NA,1019264,"CareerEarnings",2006
402,402,"Darron Stiles",NA,1004079,"CareerEarnings",2006
403,403,"David Branshaw",NA,999963,"CareerEarnings",2006
404,404,"Bobby Nichols",NA,993025,"CareerEarnings",2006
405,405,"Barry Jaeckel",NA,982408,"CareerEarnings",2006
406,406,"Jim Simons",NA,981056,"CareerEarnings",2006
407,407,"Isao Aoki",NA,960571,"CareerEarnings",2006
408,408,"Daisuke Maruyama",NA,956874,"CareerEarnings",2006
409,409,"Scott Hend",NA,948672,"CareerEarnings",2006
410,410,"John Morgan",NA,930979,"CareerEarnings",2006
411,411,"Tommy Aaron",NA,925061,"CareerEarnings",2006
412,412,"Tjaart van der Walt",NA,917760,"CareerEarnings",2006
413,413,"Danny Briggs",NA,916591,"CareerEarnings",2006
414,414,"Pat McGowan",NA,915577,"CareerEarnings",2006
415,415,"Andre Stolz",NA,913148,"CareerEarnings",2006
416,416,"Phillip Price",NA,911444,"CareerEarnings",2006
417,417,"Bruce Devlin",NA,907069,"CareerEarnings",2006
418,418,"Mark Carnevale",NA,906925,"CareerEarnings",2006
419,419,"Sean Murphy",NA,898386,"CareerEarnings",2006
420,420,"Tom Gillis",NA,887669,"CareerEarnings",2006
421,421,"Scott Gutschewski",NA,874833,"CareerEarnings",2006
422,422,"Jerry McGee",NA,871753,"CareerEarnings",2006
423,423,"Ed Sneed",NA,860268,"CareerEarnings",2006
424,424,"David Morland IV",NA,840347,"CareerEarnings",2006
425,425,"Shane Bertsch",NA,838603,"CareerEarnings",2006
426,426,"Bill Sander",NA,823428,"CareerEarnings",2006
427,427,"Ron Streck",NA,817211,"CareerEarnings",2006
428,428,"Jeff Gallagher",NA,814443,"CareerEarnings",2006
429,429,"DA Points",NA,806524,"CareerEarnings",2006
430,430,"Grier Jones",NA,803189,"CareerEarnings",2006
