"Approachesfrom225250yardsRgh_RANKTHISWEEK_2013","Approachesfrom225250yardsRgh_RANKLASTWEEK_2013","Approachesfrom225250yardsRgh_PLAYERNAME_2013","Approachesfrom225250yardsRgh_ROUNDS_2013","Approachesfrom225250yardsRgh_AVG_2013","Approachesfrom225250yardsRgh_TOTALDISTANCEFEET_2013","Approachesfrom225250yardsRgh_OFATTEMPTS_2013","Approachesfrom225250yardsRgh_RELATIVETOPAR_2013","stat_name","year"
1,1,"Matt Jones",83,NA,313.917,8,-4,"Approachesfrom225250yardsRgh",2013
2,2,"Adam Scott",61,NA,209.25,5,-5,"Approachesfrom225250yardsRgh",2013
3,3,"Bo Van Pelt",72,NA,185,4,-2,"Approachesfrom225250yardsRgh",2013
4,4,"DA Points",87,NA,278.083,6,-3,"Approachesfrom225250yardsRgh",2013
5,5,"Graeme McDowell",53,NA,100.75,2,0,"Approachesfrom225250yardsRgh",2013
6,6,"Ben Kohles",75,NA,309.25,6,0,"Approachesfrom225250yardsRgh",2013
7,7,"Brendan Steele",86,NA,535.167,10,0,"Approachesfrom225250yardsRgh",2013
8,8,"David Lingmerth",68,NA,560.167,10,-6,"Approachesfrom225250yardsRgh",2013
9,9,"Vaughn Taylor",50,NA,168.167,3,-3,"Approachesfrom225250yardsRgh",2013
10,10,"Kevin Streelman",86,NA,562.25,10,-6,"Approachesfrom225250yardsRgh",2013
11,11,"Bob Estes",66,NA,281.917,5,-2,"Approachesfrom225250yardsRgh",2013
11,11,"Padraig Harrington",52,NA,112.833,2,0,"Approachesfrom225250yardsRgh",2013
13,13,"Mike Weir",60,NA,510.25,9,-1,"Approachesfrom225250yardsRgh",2013
14,14,"Bud Cauley",67,NA,454.75,8,2,"Approachesfrom225250yardsRgh",2013
15,15,"Hunter Mahan",91,NA,462.75,8,-2,"Approachesfrom225250yardsRgh",2013
16,16,"Chris Stroud",88,NA,646.5,11,-3,"Approachesfrom225250yardsRgh",2013
17,17,"Angel Cabrera",73,NA,597.083,10,-1,"Approachesfrom225250yardsRgh",2013
18,18,"Aaron Baddeley",68,NA,485,8,-7,"Approachesfrom225250yardsRgh",2013
19,19,"Colt Knost",69,NA,562,9,1,"Approachesfrom225250yardsRgh",2013
20,20,"Michael Thompson",66,NA,565.75,9,-3,"Approachesfrom225250yardsRgh",2013
21,21,"Nicolas Colsaerts",50,NA,126.583,2,1,"Approachesfrom225250yardsRgh",2013
22,22,"Rickie Fowler",75,NA,764.667,12,-4,"Approachesfrom225250yardsRgh",2013
22,22,"Vijay Singh",61,NA,509.667,8,1,"Approachesfrom225250yardsRgh",2013
22,22,"Jimmy Walker",84,NA,1339.25,21,-11,"Approachesfrom225250yardsRgh",2013
25,25,"Camilo Villegas",79,NA,574.75,9,-1,"Approachesfrom225250yardsRgh",2013
26,26,"Tim Clark",64,NA,704.25,11,-5,"Approachesfrom225250yardsRgh",2013
27,27,"Webb Simpson",92,NA,514.25,8,-2,"Approachesfrom225250yardsRgh",2013
28,28,"Keegan Bradley",88,NA,713.667,11,-4,"Approachesfrom225250yardsRgh",2013
28,28,"Tiger Woods",61,NA,389.667,6,-3,"Approachesfrom225250yardsRgh",2013
30,30,"Stewart Cink",71,NA,522.333,8,0,"Approachesfrom225250yardsRgh",2013
30,30,"Tommy Gainey",84,NA,784.417,12,-3,"Approachesfrom225250yardsRgh",2013
32,32,"Erik Compton",74,NA,852.833,13,1,"Approachesfrom225250yardsRgh",2013
32,32,"Jason Kokrak",78,NA,1115.167,17,-6,"Approachesfrom225250yardsRgh",2013
34,34,"Rod Pampling",46,NA,328.417,5,-2,"Approachesfrom225250yardsRgh",2013
35,35,"Tim Herron",45,NA,527.167,8,-4,"Approachesfrom225250yardsRgh",2013
35,35,"Kyle Stanley",71,NA,988.417,15,-7,"Approachesfrom225250yardsRgh",2013
37,37,"Richard Lee",81,NA,528.5,8,-3,"Approachesfrom225250yardsRgh",2013
38,38,"Ernie Els",63,NA,529.333,8,-2,"Approachesfrom225250yardsRgh",2013
39,39,"John Merrick",79,NA,530.667,8,-3,"Approachesfrom225250yardsRgh",2013
40,40,"DJ Trahan",48,NA,266.167,4,-2,"Approachesfrom225250yardsRgh",2013
41,41,"Charles Howell III",87,NA,936.083,14,-9,"Approachesfrom225250yardsRgh",2013
41,41,"Jerry Kelly",75,NA,601.667,9,-1,"Approachesfrom225250yardsRgh",2013
41,41,"Lee Westwood",70,NA,668.25,10,-6,"Approachesfrom225250yardsRgh",2013
44,44,"Gary Woodland",94,NA,1205.083,18,-2,"Approachesfrom225250yardsRgh",2013
45,45,"Ricky Barnes",74,NA,1144.5,17,-5,"Approachesfrom225250yardsRgh",2013
45,45,"Derek Ernst",58,NA,673.167,10,0,"Approachesfrom225250yardsRgh",2013
47,47,"Bubba Watson",76,NA,947.833,14,-5,"Approachesfrom225250yardsRgh",2013
48,48,"Greg Chalmers",77,NA,610.417,9,4,"Approachesfrom225250yardsRgh",2013
49,49,"Dicky Pride",71,NA,680,10,-1,"Approachesfrom225250yardsRgh",2013
50,50,"Brad Fritsch",81,NA,612.833,9,-3,"Approachesfrom225250yardsRgh",2013
51,51,"Stephen Ames",49,NA,750.417,11,1,"Approachesfrom225250yardsRgh",2013
51,51,"Cameron Tringale",80,NA,1023.75,15,-2,"Approachesfrom225250yardsRgh",2013
53,53,"Rory Sabbatini",86,NA,1298.5,19,-1,"Approachesfrom225250yardsRgh",2013
54,54,"Bobby Gates",49,NA,343.25,5,1,"Approachesfrom225250yardsRgh",2013
55,55,"Luke Guthrie",82,NA,481.083,7,-1,"Approachesfrom225250yardsRgh",2013
55,55,"Kevin Stadler",83,NA,824.833,12,2,"Approachesfrom225250yardsRgh",2013
57,57,"Jason Dufner",78,NA,482.667,7,-3,"Approachesfrom225250yardsRgh",2013
57,57,"Matt Every",89,NA,620.083,9,-3,"Approachesfrom225250yardsRgh",2013
59,59,"Scott Piercy",78,NA,758.583,11,4,"Approachesfrom225250yardsRgh",2013
60,60,"Fabian Gomez",65,NA,414.333,6,-1,"Approachesfrom225250yardsRgh",2013
61,61,"Charlie Beljan",62,NA,693,10,0,"Approachesfrom225250yardsRgh",2013
61,61,"Brian Gay",79,NA,346.667,5,0,"Approachesfrom225250yardsRgh",2013
63,63,"Brian Stuard",78,NA,416.25,6,-2,"Approachesfrom225250yardsRgh",2013
64,64,"Mark Wilson",56,NA,418.917,6,-3,"Approachesfrom225250yardsRgh",2013
65,65,"Steven Bowditch",67,NA,772.333,11,-3,"Approachesfrom225250yardsRgh",2013
66,66,"Phil Mickelson",78,NA,916.75,13,-4,"Approachesfrom225250yardsRgh",2013
67,67,"Jin Park",52,NA,496.083,7,3,"Approachesfrom225250yardsRgh",2013
68,68,"Sergio Garcia",65,NA,786.333,11,-6,"Approachesfrom225250yardsRgh",2013
68,68,"Chris Kirk",89,NA,500.75,7,3,"Approachesfrom225250yardsRgh",2013
70,70,"Robert Allenby",58,NA,287.333,4,3,"Approachesfrom225250yardsRgh",2013
71,71,"Brendon de Jonge",110,NA,1009.167,14,-6,"Approachesfrom225250yardsRgh",2013
72,72,"Tag Ridings",69,NA,1011,14,-4,"Approachesfrom225250yardsRgh",2013
73,73,"Josh Teater",86,NA,940.583,13,-5,"Approachesfrom225250yardsRgh",2013
74,74,"Freddie Jacobson",63,NA,289.667,4,0,"Approachesfrom225250yardsRgh",2013
75,75,"Pat Perez",69,NA,1014.833,14,-4,"Approachesfrom225250yardsRgh",2013
76,76,"Brian Harman",89,NA,799.833,11,-4,"Approachesfrom225250yardsRgh",2013
77,77,"Troy Matteson",68,NA,582.333,8,1,"Approachesfrom225250yardsRgh",2013
78,78,"Martin Kaymer",61,NA,364.917,5,-3,"Approachesfrom225250yardsRgh",2013
78,78,"Eric Meierdierks",48,NA,875.583,12,2,"Approachesfrom225250yardsRgh",2013
80,80,"Luke List",65,NA,806.167,11,-3,"Approachesfrom225250yardsRgh",2013
80,80,"Ryan Palmer",79,NA,879,12,-5,"Approachesfrom225250yardsRgh",2013
82,82,"Henrik Stenson",65,NA,220.167,3,-1,"Approachesfrom225250yardsRgh",2013
83,83,"Peter Hanson",45,NA,516.25,7,1,"Approachesfrom225250yardsRgh",2013
84,84,"Scott Langley",79,NA,369.667,5,3,"Approachesfrom225250yardsRgh",2013
84,84,"Johnson Wagner",64,NA,812.917,11,-4,"Approachesfrom225250yardsRgh",2013
86,86,"Steve LeBrun",66,NA,296.25,4,-2,"Approachesfrom225250yardsRgh",2013
86,86,"DH Lee",65,NA,740.917,10,-2,"Approachesfrom225250yardsRgh",2013
88,88,"John Rollins",77,NA,670.833,9,6,"Approachesfrom225250yardsRgh",2013
89,89,"Nicholas Thompson",99,NA,969.417,13,0,"Approachesfrom225250yardsRgh",2013
90,90,"Carl Pettersson",82,NA,673.25,9,-1,"Approachesfrom225250yardsRgh",2013
91,91,"Jim Herman",59,NA,375.167,5,-1,"Approachesfrom225250yardsRgh",2013
92,92,"Jason Day",86,NA,750.917,10,0,"Approachesfrom225250yardsRgh",2013
92,92,"Cameron Percy",68,NA,825.5,11,-3,"Approachesfrom225250yardsRgh",2013
94,94,"Ian Poulter",59,NA,301.333,4,-1,"Approachesfrom225250yardsRgh",2013
95,95,"Chad Campbell",78,NA,754.25,10,2,"Approachesfrom225250yardsRgh",2013
96,96,"David Lynn",70,NA,378.167,5,-1,"Approachesfrom225250yardsRgh",2013
97,97,"Sangmoon Bae",83,NA,910.75,12,4,"Approachesfrom225250yardsRgh",2013
98,98,"Brandt Jobe",62,NA,611.583,8,-1,"Approachesfrom225250yardsRgh",2013
99,99,"Robert Karlsson",56,NA,765,10,2,"Approachesfrom225250yardsRgh",2013
100,100,"Justin Leonard",86,NA,536.667,7,0,"Approachesfrom225250yardsRgh",2013
101,101,"YE Yang",56,NA,538.083,7,2,"Approachesfrom225250yardsRgh",2013
102,102,"Rory McIlroy",56,NA,848.917,11,-5,"Approachesfrom225250yardsRgh",2013
102,102,"Chez Reavie",72,NA,385.75,5,0,"Approachesfrom225250yardsRgh",2013
104,104,"Greg Owen",73,NA,1547.083,20,-3,"Approachesfrom225250yardsRgh",2013
