"Total1Putts510_RANKTHISWEEK_2012","Total1Putts510_RANKLASTWEEK_2012","Total1Putts510_PLAYERNAME_2012","Total1Putts510_ROUNDS_2012","Total1Putts510_TOTAL_2012","Total1Putts510_TOTALFORALLDISTANCES_2012","Total1Putts510_PCTOFALL1PUTTS_2012","stat_name","year"
1,1,"Brendon de Jonge",115,202,691,29.2,"Total1Putts510",2012
2,2,"Jimmy Walker",101,199,630,31.6,"Total1Putts510",2012
3,3,"Blake Adams",107,198,581,34.1,"Total1Putts510",2012
4,4,"Jeff Overton",101,194,695,27.9,"Total1Putts510",2012
5,5,"David Hearn",95,190,607,31.3,"Total1Putts510",2012
6,6,"Brian Davis",91,188,600,31.3,"Total1Putts510",2012
7,7,"Chris Kirk",93,187,590,31.7,"Total1Putts510",2012
8,8,"Bud Cauley",99,179,649,27.6,"Total1Putts510",2012
8,8,"Ken Duke",104,179,679,26.4,"Total1Putts510",2012
10,10,"Carl Pettersson",92,176,602,29.2,"Total1Putts510",2012
10,10,"Scott Piercy",95,176,623,28.3,"Total1Putts510",2012
12,12,"Brian Gay",91,173,589,29.4,"Total1Putts510",2012
13,13,"Ryan Moore",89,165,577,28.6,"Total1Putts510",2012
14,14,"Will Claxton",99,164,568,28.9,"Total1Putts510",2012
15,15,"Brian Harman",101,163,638,25.5,"Total1Putts510",2012
16,16,"Troy Matteson",100,161,576,28,"Total1Putts510",2012
17,17,"Greg Chalmers",88,160,584,27.4,"Total1Putts510",2012
18,18,"Zach Johnson",95,157,580,27.1,"Total1Putts510",2012
18,18,"JJ Killeen",101,157,629,25,"Total1Putts510",2012
18,18,"Johnson Wagner",88,157,511,30.7,"Total1Putts510",2012
21,21,"John Huh",99,156,594,26.3,"Total1Putts510",2012
21,21,"Ryan Palmer",81,156,529,29.5,"Total1Putts510",2012
21,21,"Nick Watney",97,156,534,29.2,"Total1Putts510",2012
24,24,"Josh Teater",97,155,583,26.6,"Total1Putts510",2012
25,25,"Tommy Gainey",98,154,653,23.6,"Total1Putts510",2012
25,25,"Ryuji Imada",78,154,513,30,"Total1Putts510",2012
27,27,"Chris Stroud",86,153,526,29.1,"Total1Putts510",2012
28,28,"Jonas Blixt",72,151,506,29.8,"Total1Putts510",2012
28,28,"Harris English",98,151,571,26.4,"Total1Putts510",2012
30,30,"Ricky Barnes",92,150,536,28,"Total1Putts510",2012
31,31,"Gary Christian",91,148,492,30.1,"Total1Putts510",2012
31,31,"Graham DeLaet",79,148,484,30.6,"Total1Putts510",2012
31,31,"Charlie Wi",86,148,536,27.6,"Total1Putts510",2012
34,34,"Bo Van Pelt",84,147,491,29.9,"Total1Putts510",2012
35,35,"James Driscoll",83,146,512,28.5,"Total1Putts510",2012
35,35,"Bob Estes",78,146,486,30,"Total1Putts510",2012
35,35,"David Mathis",83,146,518,28.2,"Total1Putts510",2012
35,35,"George McNeill",85,146,510,28.6,"Total1Putts510",2012
35,35,"Seung Yul Noh",105,146,578,25.3,"Total1Putts510",2012
35,35,"John Rollins",81,146,482,30.3,"Total1Putts510",2012
41,41,"Keegan Bradley",90,145,515,28.2,"Total1Putts510",2012
41,41,"Robert Garrigus",89,145,506,28.7,"Total1Putts510",2012
41,41,"Bobby Gates",87,145,504,28.8,"Total1Putts510",2012
44,44,"Tom Gillis",75,144,510,28.2,"Total1Putts510",2012
44,44,"Billy Mayfair",90,144,531,27.1,"Total1Putts510",2012
