"SandSavesfrom1020yards_RANKTHISWEEK_2011","SandSavesfrom1020yards_RANKLASTWEEK_2011","SandSavesfrom1020yards_PLAYERNAME_2011","SandSavesfrom1020yards_ROUNDS_2011","SandSavesfrom1020yards_Pct_2011","SandSavesfrom1020yards_OFSAVES_2011","SandSavesfrom1020yards_OFBUNKERS_2011","stat_name","year"
1,1,"Retief Goosen",50,77.78,28,36,"SandSavesfrom1020yards",2011
2,2,"Paul Stankowski",78,72.22,39,54,"SandSavesfrom1020yards",2011
3,3,"Brian Gay",90,68.92,51,74,"SandSavesfrom1020yards",2011
4,4,"Rod Pampling",72,68.42,39,57,"SandSavesfrom1020yards",2011
5,5,"Tom Gillis",55,68,34,50,"SandSavesfrom1020yards",2011
6,6,"Jason Day",76,67.61,48,71,"SandSavesfrom1020yards",2011
7,7,"Luke Donald",73,67.44,29,43,"SandSavesfrom1020yards",2011
8,8,"Ben Curtis",66,66.67,36,54,"SandSavesfrom1020yards",2011
8,8,"Jim Furyk",87,66.67,28,42,"SandSavesfrom1020yards",2011
8,8,"Justin Rose",79,66.67,50,75,"SandSavesfrom1020yards",2011
11,11,"Geoff Ogilvy",69,66,33,50,"SandSavesfrom1020yards",2011
12,12,"Nathan Green",81,65.63,42,64,"SandSavesfrom1020yards",2011
13,13,"Michael Putnam",67,64.71,33,51,"SandSavesfrom1020yards",2011
14,14,"Brandt Jobe",100,63.49,40,63,"SandSavesfrom1020yards",2011
15,15,"Scott Gutschewski",67,63.16,36,57,"SandSavesfrom1020yards",2011
16,16,"Zach Johnson",79,62.9,39,62,"SandSavesfrom1020yards",2011
17,17,"Ryan Palmer",82,62.79,27,43,"SandSavesfrom1020yards",2011
18,18,"Blake Adams",116,62.63,62,99,"SandSavesfrom1020yards",2011
19,19,"Graeme McDowell",50,62.5,25,40,"SandSavesfrom1020yards",2011
19,19,"Vijay Singh",79,62.5,45,72,"SandSavesfrom1020yards",2011
21,21,"Hunter Haas",96,62.34,48,77,"SandSavesfrom1020yards",2011
22,22,"Greg Chalmers",88,62.32,43,69,"SandSavesfrom1020yards",2011
22,22,"Kevin Na",84,62.32,43,69,"SandSavesfrom1020yards",2011
24,24,"Brandt Snedeker",85,62.3,38,61,"SandSavesfrom1020yards",2011
25,25,"Freddie Jacobson",92,62.16,46,74,"SandSavesfrom1020yards",2011
26,26,"Chris Riley",76,61.82,34,55,"SandSavesfrom1020yards",2011
27,27,"Robert Karlsson",61,61.7,29,47,"SandSavesfrom1020yards",2011
28,28,"Jonathan Byrd",83,61.54,48,78,"SandSavesfrom1020yards",2011
29,29,"Padraig Harrington",60,61.29,19,31,"SandSavesfrom1020yards",2011
30,30,"Jerry Kelly",85,61.02,36,59,"SandSavesfrom1020yards",2011
30,30,"Rory Sabbatini",85,61.02,36,59,"SandSavesfrom1020yards",2011
32,32,"Robert Allenby",84,60.94,39,64,"SandSavesfrom1020yards",2011
