"OnePuttPercentageRound4_RANKTHISWEEK_2006","OnePuttPercentageRound4_RANKLASTWEEK_2006","OnePuttPercentageRound4_PLAYERNAME_2006","OnePuttPercentageRound4__2006","OnePuttPercentageRound4_Pct_2006","OnePuttPercentageRound4_OF1PUTTS_2006","OnePuttPercentageRound4_OFHOLES_2006","stat_name","year"
1,1,"Doug Barron",NA,48.89,88,180,"OnePuttPercentageRound4",2006
2,2,"Omar Uresti",NA,47.22,68,144,"OnePuttPercentageRound4",2006
3,3,"Alex Aragon",NA,46.3,50,108,"OnePuttPercentageRound4",2006
3,3,"Greg Chalmers",NA,46.3,50,108,"OnePuttPercentageRound4",2006
5,5,"Joe Ogilvie",NA,45.42,139,306,"OnePuttPercentageRound4",2006
6,6,"John Engler Jr",NA,45.24,57,126,"OnePuttPercentageRound4",2006
7,7,"David Howell",NA,45,81,180,"OnePuttPercentageRound4",2006
8,8,"Brad Faxon",NA,44.87,105,234,"OnePuttPercentageRound4",2006
9,9,"Shigeki Maruyama",NA,44.75,145,324,"OnePuttPercentageRound4",2006
10,10,"Paul Azinger",NA,44.44,128,288,"OnePuttPercentageRound4",2006
10,10,"Skip Kendall",NA,44.44,112,252,"OnePuttPercentageRound4",2006
10,10,"Kirk Triplett",NA,44.44,88,198,"OnePuttPercentageRound4",2006
13,13,"Woody Austin",NA,44.19,175,396,"OnePuttPercentageRound4",2006
14,14,"Brent Geiberger",NA,44.17,159,360,"OnePuttPercentageRound4",2006
15,15,"Stuart Appleby",NA,44.14,143,324,"OnePuttPercentageRound4",2006
16,16,"Eric Axley",NA,44.1,127,288,"OnePuttPercentageRound4",2006
17,17,"Bernhard Langer",NA,44.02,103,234,"OnePuttPercentageRound4",2006
18,18,"Brian Gay",NA,43.94,174,396,"OnePuttPercentageRound4",2006
19,19,"Carl Pettersson",NA,43.86,150,342,"OnePuttPercentageRound4",2006
20,20,"Todd Hamilton",NA,43.83,71,162,"OnePuttPercentageRound4",2006
21,21,"Vaughn Taylor",NA,43.21,140,324,"OnePuttPercentageRound4",2006
22,22,"Brian Davis",NA,42.9,139,324,"OnePuttPercentageRound4",2006
23,23,"Scott Gutschewski",NA,42.86,54,126,"OnePuttPercentageRound4",2006
23,23,"Ryan Hietala",NA,42.86,54,126,"OnePuttPercentageRound4",2006
25,25,"Mathew Goggin",NA,42.78,77,180,"OnePuttPercentageRound4",2006
26,26,"DA Points",NA,42.59,92,216,"OnePuttPercentageRound4",2006
27,27,"Aaron Baddeley",NA,42.46,107,252,"OnePuttPercentageRound4",2006
28,28,"Mike Weir",NA,42.4,145,342,"OnePuttPercentageRound4",2006
29,29,"Tjaart van der Walt",NA,42.36,61,144,"OnePuttPercentageRound4",2006
30,30,"Bob Tway",NA,42.22,114,270,"OnePuttPercentageRound4",2006
31,31,"Tag Ridings",NA,42.16,129,306,"OnePuttPercentageRound4",2006
32,32,"Tim Herron",NA,42.06,106,252,"OnePuttPercentageRound4",2006
33,33,"Joey Sindelar",NA,42.01,121,288,"OnePuttPercentageRound4",2006
34,34,"Mike Sposa",NA,41.98,68,162,"OnePuttPercentageRound4",2006
34,34,"Jimmy Walker",NA,41.98,68,162,"OnePuttPercentageRound4",2006
36,36,"Vijay Singh",NA,41.9,181,432,"OnePuttPercentageRound4",2006
37,37,"Jonathan Byrd",NA,41.88,98,234,"OnePuttPercentageRound4",2006
38,38,"Dudley Hart",NA,41.85,113,270,"OnePuttPercentageRound4",2006
39,39,"Michael Allen",NA,41.83,128,306,"OnePuttPercentageRound4",2006
40,40,"Tom Pernice Jr",NA,41.81,143,342,"OnePuttPercentageRound4",2006
41,41,"Charley Hoffman",NA,41.8,158,378,"OnePuttPercentageRound4",2006
42,42,"Stephen Ames",NA,41.67,90,216,"OnePuttPercentageRound4",2006
42,42,"Danny Ellis",NA,41.67,75,180,"OnePuttPercentageRound4",2006
42,42,"Lee Janzen",NA,41.67,90,216,"OnePuttPercentageRound4",2006
45,45,"Kent Jones",NA,41.52,142,342,"OnePuttPercentageRound4",2006
46,46,"Stephen Leaney",NA,41.48,112,270,"OnePuttPercentageRound4",2006
47,47,"Paul Goydos",NA,41.41,82,198,"OnePuttPercentageRound4",2006
48,48,"Brett Quigley",NA,41.39,149,360,"OnePuttPercentageRound4",2006
49,49,"Brian Bateman",NA,41.36,67,162,"OnePuttPercentageRound4",2006
50,50,"Marco Dawson",NA,41.32,119,288,"OnePuttPercentageRound4",2006
51,51,"Jeff Overton",NA,41.23,141,342,"OnePuttPercentageRound4",2006
52,52,"Chris DiMarco",NA,41.11,111,270,"OnePuttPercentageRound4",2006
52,52,"Frank Lickliter II",NA,41.11,148,360,"OnePuttPercentageRound4",2006
54,54,"Ryuji Imada",NA,41.01,155,378,"OnePuttPercentageRound4",2006
55,55,"Nick Watney",NA,40.94,140,342,"OnePuttPercentageRound4",2006
56,56,"Michael Connell",NA,40.74,22,54,"OnePuttPercentageRound4",2006
57,57,"Justin Rose",NA,40.56,146,360,"OnePuttPercentageRound4",2006
58,58,"Fred Funk",NA,40.51,175,432,"OnePuttPercentageRound4",2006
59,59,"John Daly",NA,40.48,51,126,"OnePuttPercentageRound4",2006
59,59,"Len Mattiace",NA,40.48,51,126,"OnePuttPercentageRound4",2006
61,61,"Jerry Smith",NA,40.43,131,324,"OnePuttPercentageRound4",2006
62,62,"Chris Riley",NA,40.37,109,270,"OnePuttPercentageRound4",2006
63,63,"Alex Cejka",NA,40.28,116,288,"OnePuttPercentageRound4",2006
63,63,"JP Hayes",NA,40.28,58,144,"OnePuttPercentageRound4",2006
65,65,"Daniel Chopra",NA,40.21,152,378,"OnePuttPercentageRound4",2006
66,66,"Ben Curtis",NA,40.2,123,306,"OnePuttPercentageRound4",2006
67,67,"Bubba Dickerson",NA,40.12,130,324,"OnePuttPercentageRound4",2006
68,68,"Robert Damron",NA,40.08,101,252,"OnePuttPercentageRound4",2006
68,68,"Retief Goosen",NA,40.08,101,252,"OnePuttPercentageRound4",2006
70,70,"Shane Bertsch",NA,40.06,137,342,"OnePuttPercentageRound4",2006
71,71,"Ian Leggatt",NA,40,72,180,"OnePuttPercentageRound4",2006
71,71,"Steve Stricker",NA,40,108,270,"OnePuttPercentageRound4",2006
73,73,"Tim Petrovic",NA,39.93,115,288,"OnePuttPercentageRound4",2006
74,74,"Padraig Harrington",NA,39.9,79,198,"OnePuttPercentageRound4",2006
75,75,"Richard Johnson",NA,39.87,122,306,"OnePuttPercentageRound4",2006
76,76,"Nathan Green",NA,39.86,165,414,"OnePuttPercentageRound4",2006
77,77,"Tim Clark",NA,39.81,129,324,"OnePuttPercentageRound4",2006
77,77,"David McKenzie",NA,39.81,86,216,"OnePuttPercentageRound4",2006
79,79,"Ryan Palmer",NA,39.72,143,360,"OnePuttPercentageRound4",2006
80,80,"Mark Calcavecchia",NA,39.68,150,378,"OnePuttPercentageRound4",2006
80,80,"Mark OMeara",NA,39.68,50,126,"OnePuttPercentageRound4",2006
82,82,"Jeff Brehaut",NA,39.63,107,270,"OnePuttPercentageRound4",2006
83,83,"Brandt Jobe",NA,39.54,121,306,"OnePuttPercentageRound4",2006
84,84,"Steve Elkington",NA,39.51,64,162,"OnePuttPercentageRound4",2006
84,84,"Thomas Levet",NA,39.51,64,162,"OnePuttPercentageRound4",2006
86,86,"Rod Pampling",NA,39.44,142,360,"OnePuttPercentageRound4",2006
87,87,"Jose Maria Olazabal",NA,39.32,92,234,"OnePuttPercentageRound4",2006
88,88,"Todd Fischer",NA,39.24,113,288,"OnePuttPercentageRound4",2006
89,89,"Rory Sabbatini",NA,39.2,127,324,"OnePuttPercentageRound4",2006
90,90,"Stewart Cink",NA,39.17,141,360,"OnePuttPercentageRound4",2006
91,91,"Henrik Bjornstad",NA,38.89,119,306,"OnePuttPercentageRound4",2006
91,91,"David Duval",NA,38.89,77,198,"OnePuttPercentageRound4",2006
91,91,"Jason Gore",NA,38.89,105,270,"OnePuttPercentageRound4",2006
91,91,"Davis Love III",NA,38.89,119,306,"OnePuttPercentageRound4",2006
91,91,"Larry Mize",NA,38.89,56,144,"OnePuttPercentageRound4",2006
91,91,"Ian Poulter",NA,38.89,84,216,"OnePuttPercentageRound4",2006
