"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2005","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2005","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2005","FirstTeeEarlyRound2ScoringAverage__2005","FirstTeeEarlyRound2ScoringAverage_AVG_2005","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2005","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Retief Goosen",NA,67,67,1,"FirstTeeEarlyRound2ScoringAverage",2005
2,2,"Billy Mayfair",NA,67.11,604,9,"FirstTeeEarlyRound2ScoringAverage",2005
3,3,"Arjun Atwal",NA,67.67,203,3,"FirstTeeEarlyRound2ScoringAverage",2005
3,3,"Steve Stricker",NA,67.67,203,3,"FirstTeeEarlyRound2ScoringAverage",2005
5,5,"Phil Mickelson",NA,67.75,271,4,"FirstTeeEarlyRound2ScoringAverage",2005
6,6,"Kevin Sutherland",NA,67.8,339,5,"FirstTeeEarlyRound2ScoringAverage",2005
7,7,"Dan Forsman",NA,68,272,4,"FirstTeeEarlyRound2ScoringAverage",2005
7,7,"Jerry Kelly",NA,68,204,3,"FirstTeeEarlyRound2ScoringAverage",2005
7,7,"Frank Lickliter II",NA,68,204,3,"FirstTeeEarlyRound2ScoringAverage",2005
7,7,"David Toms",NA,68,272,4,"FirstTeeEarlyRound2ScoringAverage",2005
11,11,"Dean Wilson",NA,68.2,341,5,"FirstTeeEarlyRound2ScoringAverage",2005
12,12,"Olin Browne",NA,68.25,273,4,"FirstTeeEarlyRound2ScoringAverage",2005
13,13,"Jeff Maggert",NA,68.4,342,5,"FirstTeeEarlyRound2ScoringAverage",2005
14,14,"Peter Lonard",NA,68.5,411,6,"FirstTeeEarlyRound2ScoringAverage",2005
15,15,"Heath Slocum",NA,68.6,343,5,"FirstTeeEarlyRound2ScoringAverage",2005
16,16,"Lee Westwood",NA,68.67,206,3,"FirstTeeEarlyRound2ScoringAverage",2005
17,17,"Jim Furyk",NA,68.7,687,10,"FirstTeeEarlyRound2ScoringAverage",2005
18,18,"Paul Azinger",NA,68.75,275,4,"FirstTeeEarlyRound2ScoringAverage",2005
19,19,"Loren Roberts",NA,68.83,413,6,"FirstTeeEarlyRound2ScoringAverage",2005
20,20,"Stephen Leaney",NA,68.86,482,7,"FirstTeeEarlyRound2ScoringAverage",2005
21,21,"Tim Herron",NA,68.91,758,11,"FirstTeeEarlyRound2ScoringAverage",2005
22,22,"Luke Donald",NA,69,207,3,"FirstTeeEarlyRound2ScoringAverage",2005
22,22,"Richard Johnson",NA,69,345,5,"FirstTeeEarlyRound2ScoringAverage",2005
24,24,"Craig Barlow",NA,69.13,553,8,"FirstTeeEarlyRound2ScoringAverage",2005
25,25,"Tjaart van der Walt",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2005
26,26,"Jim Carter",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2005
27,27,"JP Hayes",NA,69.29,485,7,"FirstTeeEarlyRound2ScoringAverage",2005
28,28,"KJ Choi",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2005
