"FirstTeeLateRound4ScoringAverage_RANKTHISWEEK_2009","FirstTeeLateRound4ScoringAverage_RANKLASTWEEK_2009","FirstTeeLateRound4ScoringAverage_PLAYERNAME_2009","FirstTeeLateRound4ScoringAverage__2009","FirstTeeLateRound4ScoringAverage_AVG_2009","FirstTeeLateRound4ScoringAverage_TOTALSTROKES_2009","FirstTeeLateRound4ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Jeff Quinney",NA,66.5,133,2,"FirstTeeLateRound4ScoringAverage",2009
2,2,"Brian Bateman",NA,67,67,1,"FirstTeeLateRound4ScoringAverage",2009
2,2,"Brian Vranesh",NA,67,67,1,"FirstTeeLateRound4ScoringAverage",2009
4,4,"Tom Pernice Jr",NA,67.5,135,2,"FirstTeeLateRound4ScoringAverage",2009
5,5,"Brian Gay",NA,67.83,407,6,"FirstTeeLateRound4ScoringAverage",2009
6,6,"Bart Bryant",NA,68,68,1,"FirstTeeLateRound4ScoringAverage",2009
6,6,"Adam Scott",NA,68,136,2,"FirstTeeLateRound4ScoringAverage",2009
6,6,"Dean Wilson",NA,68,204,3,"FirstTeeLateRound4ScoringAverage",2009
9,9,"Brian Davis",NA,68.29,478,7,"FirstTeeLateRound4ScoringAverage",2009
10,10,"Phil Mickelson",NA,68.33,410,6,"FirstTeeLateRound4ScoringAverage",2009
10,10,"Casey Wittenberg",NA,68.33,205,3,"FirstTeeLateRound4ScoringAverage",2009
12,12,"Jason Gore",NA,68.5,137,2,"FirstTeeLateRound4ScoringAverage",2009
12,12,"Tag Ridings",NA,68.5,274,4,"FirstTeeLateRound4ScoringAverage",2009
12,12,"Jimmy Walker",NA,68.5,274,4,"FirstTeeLateRound4ScoringAverage",2009
15,15,"Steve Stricker",NA,68.63,1098,16,"FirstTeeLateRound4ScoringAverage",2009
16,16,"Martin Laird",NA,68.71,481,7,"FirstTeeLateRound4ScoringAverage",2009
17,17,"Tiger Woods",NA,68.77,894,13,"FirstTeeLateRound4ScoringAverage",2009
18,18,"Hunter Mahan",NA,68.83,826,12,"FirstTeeLateRound4ScoringAverage",2009
19,19,"Fred Couples",NA,69,345,5,"FirstTeeLateRound4ScoringAverage",2009
19,19,"Jason Dufner",NA,69,483,7,"FirstTeeLateRound4ScoringAverage",2009
19,19,"John Mallinger",NA,69,276,4,"FirstTeeLateRound4ScoringAverage",2009
19,19,"Rick Price",NA,69,69,1,"FirstTeeLateRound4ScoringAverage",2009
23,23,"Harrison Frazar",NA,69.2,346,5,"FirstTeeLateRound4ScoringAverage",2009
24,24,"Greg Chalmers",NA,69.33,624,9,"FirstTeeLateRound4ScoringAverage",2009
24,24,"Sergio Garcia",NA,69.33,416,6,"FirstTeeLateRound4ScoringAverage",2009
26,26,"Angel Cabrera",NA,69.4,347,5,"FirstTeeLateRound4ScoringAverage",2009
26,26,"Bill Haas",NA,69.4,694,10,"FirstTeeLateRound4ScoringAverage",2009
28,28,"Greg Kraft",NA,69.5,139,2,"FirstTeeLateRound4ScoringAverage",2009
29,29,"Jim Furyk",NA,69.58,835,12,"FirstTeeLateRound4ScoringAverage",2009
30,30,"Brandt Snedeker",NA,69.63,557,8,"FirstTeeLateRound4ScoringAverage",2009
31,31,"Mark Calcavecchia",NA,69.67,209,3,"FirstTeeLateRound4ScoringAverage",2009
