"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2012","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2012","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2012","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2012","TenthTeeEarlyPar4ScoringAverage_AVG_2012","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2012","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"John Huh",99,3.81,255,67,"TenthTeeEarlyPar4ScoringAverage",2012
2,2,"Rory McIlroy",60,3.87,457,118,"TenthTeeEarlyPar4ScoringAverage",2012
3,3,"Jason Dufner",83,3.88,551,142,"TenthTeeEarlyPar4ScoringAverage",2012
4,4,"Robert Garrigus",89,3.89,463,119,"TenthTeeEarlyPar4ScoringAverage",2012
5,5,"Pat Perez",81,3.92,619,158,"TenthTeeEarlyPar4ScoringAverage",2012
5,5,"Webb Simpson",77,3.92,666,170,"TenthTeeEarlyPar4ScoringAverage",2012
7,7,"Zach Johnson",95,3.93,767,195,"TenthTeeEarlyPar4ScoringAverage",2012
7,7,"Charl Schwartzel",56,3.93,464,118,"TenthTeeEarlyPar4ScoringAverage",2012
7,7,"Mark Wilson",84,3.93,354,90,"TenthTeeEarlyPar4ScoringAverage",2012
10,10,"Harris English",98,3.94,856,217,"TenthTeeEarlyPar4ScoringAverage",2012
10,10,"Kevin Na",80,3.94,414,105,"TenthTeeEarlyPar4ScoringAverage",2012
12,12,"Billy Horschel",63,3.95,482,122,"TenthTeeEarlyPar4ScoringAverage",2012
12,12,"Freddie Jacobson",61,3.95,304,77,"TenthTeeEarlyPar4ScoringAverage",2012
12,12,"Carl Pettersson",92,3.95,505,128,"TenthTeeEarlyPar4ScoringAverage",2012
12,12,"Tiger Woods",69,3.95,588,149,"TenthTeeEarlyPar4ScoringAverage",2012
16,16,"Mathew Goggin",65,3.96,566,143,"TenthTeeEarlyPar4ScoringAverage",2012
16,16,"Bill Haas",79,3.96,543,137,"TenthTeeEarlyPar4ScoringAverage",2012
16,16,"Russell Knox",72,3.96,728,184,"TenthTeeEarlyPar4ScoringAverage",2012
16,16,"Ted Potter Jr",77,3.96,558,141,"TenthTeeEarlyPar4ScoringAverage",2012
16,16,"Steve Stricker",73,3.96,550,139,"TenthTeeEarlyPar4ScoringAverage",2012
16,16,"David Toms",60,3.96,432,109,"TenthTeeEarlyPar4ScoringAverage",2012
16,16,"Camilo Villegas",79,3.96,900,227,"TenthTeeEarlyPar4ScoringAverage",2012
23,23,"Tim Clark",60,3.97,385,97,"TenthTeeEarlyPar4ScoringAverage",2012
23,23,"Brian Davis",91,3.97,988,249,"TenthTeeEarlyPar4ScoringAverage",2012
23,23,"Phil Mickelson",79,3.97,762,192,"TenthTeeEarlyPar4ScoringAverage",2012
23,23,"Ryan Moore",89,3.97,635,160,"TenthTeeEarlyPar4ScoringAverage",2012
23,23,"Vijay Singh",99,3.97,611,154,"TenthTeeEarlyPar4ScoringAverage",2012
23,23,"Chris Stroud",86,3.97,690,174,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Jonas Blixt",72,3.98,506,127,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Roberto Castro",92,3.98,860,216,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Jason Day",57,3.98,438,110,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Matt Every",80,3.98,493,124,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Brandt Jobe",57,3.98,410,103,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Garth Mulroy",59,3.98,497,125,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Greg Owen",90,3.98,530,133,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Ryan Palmer",81,3.98,346,87,"TenthTeeEarlyPar4ScoringAverage",2012
29,29,"Jimmy Walker",101,3.98,880,221,"TenthTeeEarlyPar4ScoringAverage",2012
38,38,"Luke Donald",63,3.99,459,115,"TenthTeeEarlyPar4ScoringAverage",2012
38,38,"Sergio Garcia",57,3.99,379,95,"TenthTeeEarlyPar4ScoringAverage",2012
38,38,"David Hearn",95,3.99,906,227,"TenthTeeEarlyPar4ScoringAverage",2012
38,38,"JJ Henry",93,3.99,762,191,"TenthTeeEarlyPar4ScoringAverage",2012
38,38,"Heath Slocum",93,3.99,922,231,"TenthTeeEarlyPar4ScoringAverage",2012
38,38,"Johnson Wagner",88,3.99,527,132,"TenthTeeEarlyPar4ScoringAverage",2012
44,44,"Aaron Baddeley",73,4,204,51,"TenthTeeEarlyPar4ScoringAverage",2012
44,44,"Ben Curtis",62,4,428,107,"TenthTeeEarlyPar4ScoringAverage",2012
44,44,"Graham DeLaet",79,4,692,173,"TenthTeeEarlyPar4ScoringAverage",2012
44,44,"Jerry Kelly",84,4,568,142,"TenthTeeEarlyPar4ScoringAverage",2012
44,44,"DA Points",88,4,548,137,"TenthTeeEarlyPar4ScoringAverage",2012
44,44,"Ian Poulter",57,4,424,106,"TenthTeeEarlyPar4ScoringAverage",2012
44,44,"YE Yang",64,4,536,134,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Arjun Atwal",79,4.01,489,122,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Michael Bradley",63,4.01,521,130,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Gavin Coles",72,4.01,666,166,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Scott Dunlap",57,4.01,538,134,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Jim Furyk",85,4.01,649,162,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Nathan Green",73,4.01,618,154,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Bill Lunde",83,4.01,769,192,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"John Mallinger",74,4.01,609,152,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"William McGirt",96,4.01,750,187,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"John Merrick",83,4.01,609,152,"TenthTeeEarlyPar4ScoringAverage",2012
51,51,"Bryce Molder",83,4.01,637,159,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Ben Crane",73,4.02,382,95,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Brendon de Jonge",115,4.02,845,210,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Ken Duke",104,4.02,603,150,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Tommy Gainey",98,4.02,1024,255,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Dustin Johnson",70,4.02,664,165,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Matt Jones",53,4.02,486,121,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Kevin Kisner",69,4.02,683,170,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Matt Kuchar",86,4.02,683,170,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Martin Laird",77,4.02,205,51,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Rod Pampling",88,4.02,736,183,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"John Senden",81,4.02,470,117,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Brandt Snedeker",81,4.02,696,173,"TenthTeeEarlyPar4ScoringAverage",2012
62,62,"Brendon Todd",78,4.02,783,195,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Robert Allenby",76,4.03,459,114,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Jason Bohn",81,4.03,616,153,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Bud Cauley",99,4.03,1081,268,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Will Claxton",99,4.03,746,185,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Chris Couch",61,4.03,766,190,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Ernie Els",80,4.03,911,226,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Brian Gay",91,4.03,721,179,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"JJ Killeen",101,4.03,1089,270,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Graeme McDowell",55,4.03,258,64,"TenthTeeEarlyPar4ScoringAverage",2012
75,75,"Seung Yul Noh",105,4.03,653,162,"TenthTeeEarlyPar4ScoringAverage",2012
