"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2011","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2011","TotalMoneyOfficialandUnofficial_PLAYERNAME_2011","TotalMoneyOfficialandUnofficial_EVENTS_2011","TotalMoneyOfficialandUnofficial_MONEY_2011","stat_name","year"
25,25,"Jonathan Byrd",29,3152087,"TotalMoneyOfficialandUnofficial",2011
26,26,"Martin Kaymer",12,3052459,"TotalMoneyOfficialandUnofficial",2011
27,27,"Martin Laird",25,3039009,"TotalMoneyOfficialandUnofficial",2011
28,28,"Rory McIlroy",13,3019193,"TotalMoneyOfficialandUnofficial",2011
29,29,"Zach Johnson",26,2823406,"TotalMoneyOfficialandUnofficial",2011
30,30,"Rory Sabbatini",27,2723655,"TotalMoneyOfficialandUnofficial",2011
31,31,"Charles Howell III",31,2611723,"TotalMoneyOfficialandUnofficial",2011
32,32,"Vijay Singh",26,2546050,"TotalMoneyOfficialandUnofficial",2011
33,33,"John Senden",28,2544811,"TotalMoneyOfficialandUnofficial",2011
34,34,"Brendan Steele",29,2396810,"TotalMoneyOfficialandUnofficial",2011
35,35,"Spencer Levin",32,2388038,"TotalMoneyOfficialandUnofficial",2011
36,36,"Chez Reavie",29,2370567,"TotalMoneyOfficialandUnofficial",2011
37,37,"Rickie Fowler",26,2362806,"TotalMoneyOfficialandUnofficial",2011
38,38,"Kevin Na",26,2336965,"TotalMoneyOfficialandUnofficial",2011
39,39,"YE Yang",19,2314865,"TotalMoneyOfficialandUnofficial",2011
40,40,"Jhonattan Vegas",29,2284914,"TotalMoneyOfficialandUnofficial",2011
41,41,"Tommy Gainey",35,2242191,"TotalMoneyOfficialandUnofficial",2011
42,42,"Scott Stallings",31,2138037,"TotalMoneyOfficialandUnofficial",2011
43,43,"DA Points",28,2117406,"TotalMoneyOfficialandUnofficial",2011
44,44,"Ryan Palmer",25,2025530,"TotalMoneyOfficialandUnofficial",2011
45,45,"Steve Marino",23,1975076,"TotalMoneyOfficialandUnofficial",2011
46,46,"Chris Kirk",29,1962627,"TotalMoneyOfficialandUnofficial",2011
47,47,"Bryce Molder",27,1957944,"TotalMoneyOfficialandUnofficial",2011
48,48,"Geoff Ogilvy",23,1952494,"TotalMoneyOfficialandUnofficial",2011
49,49,"Lucas Glover",25,1943827,"TotalMoneyOfficialandUnofficial",2011
50,50,"Ryan Moore",23,1942906,"TotalMoneyOfficialandUnofficial",2011
51,51,"Tiger Woods",12,1940238,"TotalMoneyOfficialandUnofficial",2011
52,52,"Robert Karlsson",20,1843315,"TotalMoneyOfficialandUnofficial",2011
53,53,"Jeff Overton",27,1840962,"TotalMoneyOfficialandUnofficial",2011
54,54,"Jerry Kelly",29,1803964,"TotalMoneyOfficialandUnofficial",2011
55,55,"Darren Clarke",6,1798828,"TotalMoneyOfficialandUnofficial",2011
56,56,"Ben Crane",25,1794095,"TotalMoneyOfficialandUnofficial",2011
57,57,"Graeme McDowell",19,1785148,"TotalMoneyOfficialandUnofficial",2011
58,58,"Jim Furyk",29,1758440,"TotalMoneyOfficialandUnofficial",2011
59,59,"Robert Allenby",28,1697567,"TotalMoneyOfficialandUnofficial",2011
60,60,"Camilo Villegas",29,1688293,"TotalMoneyOfficialandUnofficial",2011
61,61,"Brandt Jobe",28,1629764,"TotalMoneyOfficialandUnofficial",2011
62,62,"Sean OHair",26,1618948,"TotalMoneyOfficialandUnofficial",2011
63,63,"Cameron Tringale",33,1592807,"TotalMoneyOfficialandUnofficial",2011
64,64,"Carl Pettersson",28,1590223,"TotalMoneyOfficialandUnofficial",2011
65,65,"Kyle Stanley",29,1586657,"TotalMoneyOfficialandUnofficial",2011
66,66,"JB Holmes",18,1538583,"TotalMoneyOfficialandUnofficial",2011
67,67,"Sergio Garcia",16,1524091,"TotalMoneyOfficialandUnofficial",2011
68,68,"Charley Hoffman",28,1508091,"TotalMoneyOfficialandUnofficial",2011
69,69,"Robert Garrigus",26,1503923,"TotalMoneyOfficialandUnofficial",2011
70,70,"George McNeill",21,1458110,"TotalMoneyOfficialandUnofficial",2011
71,71,"Ian Poulter",19,1422426,"TotalMoneyOfficialandUnofficial",2011
72,72,"Jimmy Walker",25,1421556,"TotalMoneyOfficialandUnofficial",2011
73,73,"Brian Davis",32,1417509,"TotalMoneyOfficialandUnofficial",2011
74,74,"Lee Westwood",11,1396946,"TotalMoneyOfficialandUnofficial",2011
75,75,"Paul Goydos",25,1385328,"TotalMoneyOfficialandUnofficial",2011
76,76,"Harrison Frazar",20,1378767,"TotalMoneyOfficialandUnofficial",2011
77,77,"John Rollins",27,1370566,"TotalMoneyOfficialandUnofficial",2011
78,78,"Kris Blanks",29,1350010,"TotalMoneyOfficialandUnofficial",2011
79,79,"Brendon de Jonge",32,1349326,"TotalMoneyOfficialandUnofficial",2011
80,80,"Kevin Chappell",26,1339640,"TotalMoneyOfficialandUnofficial",2011
81,81,"Andres Romero",22,1313133,"TotalMoneyOfficialandUnofficial",2011
82,82,"Kevin Streelman",26,1300006,"TotalMoneyOfficialandUnofficial",2011
83,83,"Anders Hansen",9,1298567,"TotalMoneyOfficialandUnofficial",2011
84,84,"Pat Perez",24,1295253,"TotalMoneyOfficialandUnofficial",2011
85,85,"Scott Piercy",23,1250957,"TotalMoneyOfficialandUnofficial",2011
86,86,"Paul Casey",17,1248720,"TotalMoneyOfficialandUnofficial",2011
87,87,"Trevor Immelman",26,1245604,"TotalMoneyOfficialandUnofficial",2011
88,88,"Johnson Wagner",25,1224556,"TotalMoneyOfficialandUnofficial",2011
89,89,"Scott Verplank",15,1194178,"TotalMoneyOfficialandUnofficial",2011
90,90,"Charlie Wi",25,1188494,"TotalMoneyOfficialandUnofficial",2011
91,91,"Chad Campbell",30,1185899,"TotalMoneyOfficialandUnofficial",2011
92,92,"Brian Gay",26,1157525,"TotalMoneyOfficialandUnofficial",2011
93,93,"Davis Love III",23,1156300,"TotalMoneyOfficialandUnofficial",2011
94,94,"Anthony Kim",27,1155846,"TotalMoneyOfficialandUnofficial",2011
95,95,"Ricky Barnes",25,1109587,"TotalMoneyOfficialandUnofficial",2011
96,96,"Blake Adams",34,1100558,"TotalMoneyOfficialandUnofficial",2011
97,97,"Chris Stroud",28,1096499,"TotalMoneyOfficialandUnofficial",2011
98,98,"Ernie Els",24,1080872,"TotalMoneyOfficialandUnofficial",2011
99,99,"Stewart Cink",24,1076037,"TotalMoneyOfficialandUnofficial",2011
100,100,"Justin Leonard",27,1055462,"TotalMoneyOfficialandUnofficial",2011
101,101,"Hunter Haas",30,1039987,"TotalMoneyOfficialandUnofficial",2011
102,102,"Ryuji Imada",29,990319,"TotalMoneyOfficialandUnofficial",2011
103,103,"Troy Matteson",28,946989,"TotalMoneyOfficialandUnofficial",2011
104,104,"Briny Baird",19,942286,"TotalMoneyOfficialandUnofficial",2011
105,105,"Nick OHern",29,940224,"TotalMoneyOfficialandUnofficial",2011
106,106,"Michael Bradley",24,935934,"TotalMoneyOfficialandUnofficial",2011
107,107,"Michael Thompson",25,935265,"TotalMoneyOfficialandUnofficial",2011
108,108,"Chris Couch",21,922496,"TotalMoneyOfficialandUnofficial",2011
109,109,"Louis Oosthuizen",17,920965,"TotalMoneyOfficialandUnofficial",2011
110,110,"Marc Leishman",27,916330,"TotalMoneyOfficialandUnofficial",2011
111,111,"Tim Herron",28,909135,"TotalMoneyOfficialandUnofficial",2011
112,112,"Retief Goosen",18,896360,"TotalMoneyOfficialandUnofficial",2011
113,113,"JJ Henry",28,873377,"TotalMoneyOfficialandUnofficial",2011
114,114,"David Hearn",26,869072,"TotalMoneyOfficialandUnofficial",2011
115,115,"Francesco Molinari",13,862387,"TotalMoneyOfficialandUnofficial",2011
116,116,"Alex Cejka",22,857402,"TotalMoneyOfficialandUnofficial",2011
117,117,"Chris DiMarco",32,843807,"TotalMoneyOfficialandUnofficial",2011
118,118,"Greg Chalmers",28,832191,"TotalMoneyOfficialandUnofficial",2011
119,119,"Stuart Appleby",27,816150,"TotalMoneyOfficialandUnofficial",2011
120,120,"Tom Gillis",19,814147,"TotalMoneyOfficialandUnofficial",2011
121,121,"Padraig Harrington",18,802839,"TotalMoneyOfficialandUnofficial",2011
122,122,"Billy Mayfair",29,780578,"TotalMoneyOfficialandUnofficial",2011
123,123,"Arjun Atwal",30,770237,"TotalMoneyOfficialandUnofficial",2011
124,124,"Josh Teater",31,769324,"TotalMoneyOfficialandUnofficial",2011
125,125,"Kevin Stadler",27,768172,"TotalMoneyOfficialandUnofficial",2011
126,126,"Heath Slocum",29,767216,"TotalMoneyOfficialandUnofficial",2011
127,127,"Peter Hanson",14,762780,"TotalMoneyOfficialandUnofficial",2011
128,128,"James Driscoll",24,741010,"TotalMoneyOfficialandUnofficial",2011
129,129,"Bud Cauley",8,735150,"TotalMoneyOfficialandUnofficial",2011
130,130,"Thomas Bjorn",7,730239,"TotalMoneyOfficialandUnofficial",2011
131,131,"Joe Ogilvie",24,726866,"TotalMoneyOfficialandUnofficial",2011
132,132,"David Mathis",25,715404,"TotalMoneyOfficialandUnofficial",2011
133,133,"John Merrick",21,704789,"TotalMoneyOfficialandUnofficial",2011
134,134,"Sung Kang",21,702382,"TotalMoneyOfficialandUnofficial",2011
135,135,"Bobby Gates",31,699235,"TotalMoneyOfficialandUnofficial",2011
136,136,"Tom Pernice Jr",12,694981,"TotalMoneyOfficialandUnofficial",2011
137,137,"Matt Bettencourt",30,692545,"TotalMoneyOfficialandUnofficial",2011
138,138,"Roland Thatcher",23,671371,"TotalMoneyOfficialandUnofficial",2011
139,139,"Angel Cabrera",18,670579,"TotalMoneyOfficialandUnofficial",2011
140,140,"Rod Pampling",21,668768,"TotalMoneyOfficialandUnofficial",2011
141,141,"DJ Trahan",30,668166,"TotalMoneyOfficialandUnofficial",2011
142,142,"Edoardo Molinari",13,655224,"TotalMoneyOfficialandUnofficial",2011
143,143,"KT Kim",11,639809,"TotalMoneyOfficialandUnofficial",2011
144,144,"Bill Lunde",28,639548,"TotalMoneyOfficialandUnofficial",2011
145,145,"Steven Bowditch",29,626378,"TotalMoneyOfficialandUnofficial",2011
146,146,"Bob Estes",13,619104,"TotalMoneyOfficialandUnofficial",2011
147,147,"Matt Jones",26,607392,"TotalMoneyOfficialandUnofficial",2011
148,148,"Miguel Angel Jimenez",9,601223,"TotalMoneyOfficialandUnofficial",2011
149,149,"Alvaro Quiros",10,600817,"TotalMoneyOfficialandUnofficial",2011
150,150,"Steve Flesch",28,594622,"TotalMoneyOfficialandUnofficial",2011
151,151,"Matt McQuillan",22,582933,"TotalMoneyOfficialandUnofficial",2011
152,152,"Ryo Ishikawa",11,580136,"TotalMoneyOfficialandUnofficial",2011
153,153,"Tim Clark",4,571000,"TotalMoneyOfficialandUnofficial",2011
154,154,"William McGirt",33,557933,"TotalMoneyOfficialandUnofficial",2011
155,155,"Stephen Ames",22,547589,"TotalMoneyOfficialandUnofficial",2011
156,156,"Billy Horschel",26,533024,"TotalMoneyOfficialandUnofficial",2011
157,157,"Garrett Willis",24,526390,"TotalMoneyOfficialandUnofficial",2011
158,158,"Scott McCarron",24,508770,"TotalMoneyOfficialandUnofficial",2011
159,159,"Shane Bertsch",21,493584,"TotalMoneyOfficialandUnofficial",2011
160,160,"Cameron Beckman",25,455085,"TotalMoneyOfficialandUnofficial",2011
161,161,"Vaughn Taylor",28,449741,"TotalMoneyOfficialandUnofficial",2011
162,162,"Adam Hadwin",6,440752,"TotalMoneyOfficialandUnofficial",2011
163,163,"Tim Petrovic",30,428011,"TotalMoneyOfficialandUnofficial",2011
164,164,"Henrik Stenson",16,427799,"TotalMoneyOfficialandUnofficial",2011
165,165,"Zack Miller",31,427341,"TotalMoneyOfficialandUnofficial",2011
166,166,"Ben Curtis",23,423466,"TotalMoneyOfficialandUnofficial",2011
167,167,"Jason Bohn",22,411943,"TotalMoneyOfficialandUnofficial",2011
168,168,"David Duval",25,405654,"TotalMoneyOfficialandUnofficial",2011
169,169,"Dean Wilson",23,401314,"TotalMoneyOfficialandUnofficial",2011
170,170,"Ross Fisher",9,399885,"TotalMoneyOfficialandUnofficial",2011
171,171,"Michael Putnam",21,398400,"TotalMoneyOfficialandUnofficial",2011
172,172,"Jim Renner",23,397945,"TotalMoneyOfficialandUnofficial",2011
173,173,"Chris Riley",25,397204,"TotalMoneyOfficialandUnofficial",2011
174,174,"Mark Calcavecchia",8,389096,"TotalMoneyOfficialandUnofficial",2011
175,175,"Tag Ridings",29,387670,"TotalMoneyOfficialandUnofficial",2011
176,176,"Fabian Gomez",27,381730,"TotalMoneyOfficialandUnofficial",2011
177,177,"Fred Couples",5,371081,"TotalMoneyOfficialandUnofficial",2011
178,178,"Kent Jones",26,365624,"TotalMoneyOfficialandUnofficial",2011
179,179,"Matteo Manassero",9,361283,"TotalMoneyOfficialandUnofficial",2011
180,180,"Boo Weekley",25,361197,"TotalMoneyOfficialandUnofficial",2011
181,181,"Richard Green",5,360102,"TotalMoneyOfficialandUnofficial",2011
182,182,"Joe Durant",25,358790,"TotalMoneyOfficialandUnofficial",2011
183,183,"Kenny Perry",15,358718,"TotalMoneyOfficialandUnofficial",2011
184,184,"Woody Austin",18,354042,"TotalMoneyOfficialandUnofficial",2011
185,185,"Bio Kim",26,345588,"TotalMoneyOfficialandUnofficial",2011
186,186,"Jarrod Lyle",30,343292,"TotalMoneyOfficialandUnofficial",2011
187,187,"Ben Martin",25,340080,"TotalMoneyOfficialandUnofficial",2011
188,188,"Nathan Green",27,337109,"TotalMoneyOfficialandUnofficial",2011
189,189,"Aron Price",18,333290,"TotalMoneyOfficialandUnofficial",2011
190,190,"Simon Dyson",4,329666,"TotalMoneyOfficialandUnofficial",2011
191,191,"Daniel Summerhays",30,326899,"TotalMoneyOfficialandUnofficial",2011
192,192,"Colt Knost",28,321817,"TotalMoneyOfficialandUnofficial",2011
193,193,"Michael Connell",26,309362,"TotalMoneyOfficialandUnofficial",2011
194,194,"Brett Wetterich",9,307504,"TotalMoneyOfficialandUnofficial",2011
195,195,"Derek Lamely",26,301146,"TotalMoneyOfficialandUnofficial",2011
196,196,"Oliver Wilson",2,3e+05,"TotalMoneyOfficialandUnofficial",2011
197,197,"Marc Turnesa",21,299405,"TotalMoneyOfficialandUnofficial",2011
198,198,"Kevin Kisner",25,295170,"TotalMoneyOfficialandUnofficial",2011
199,199,"Nick Price",3,292996,"TotalMoneyOfficialandUnofficial",2011
200,200,"Alex Prugh",29,292070,"TotalMoneyOfficialandUnofficial",2011
201,201,"Cameron Percy",12,290319,"TotalMoneyOfficialandUnofficial",2011
202,202,"Paul Stankowski",24,290211,"TotalMoneyOfficialandUnofficial",2011
203,203,"Justin Hicks",24,289990,"TotalMoneyOfficialandUnofficial",2011
204,204,"Kevin Sutherland",11,289693,"TotalMoneyOfficialandUnofficial",2011
205,205,"Yuta Ikeda",11,287147,"TotalMoneyOfficialandUnofficial",2011
206,206,"Lee Janzen",21,281993,"TotalMoneyOfficialandUnofficial",2011
207,207,"Hiroyuki Fujita",8,263800,"TotalMoneyOfficialandUnofficial",2011
208,208,"John Cook",1,251600,"TotalMoneyOfficialandUnofficial",2011
209,209,"Raphael Jacquelin",3,250245,"TotalMoneyOfficialandUnofficial",2011
210,210,"Alexandre Rocha",23,250026,"TotalMoneyOfficialandUnofficial",2011
211,211,"Jim Herman",24,249345,"TotalMoneyOfficialandUnofficial",2011
212,212,"Seung Yul Noh",7,239570,"TotalMoneyOfficialandUnofficial",2011
213,213,"Scott Gutschewski",23,229758,"TotalMoneyOfficialandUnofficial",2011
214,214,"Rocco Mediate",24,220299,"TotalMoneyOfficialandUnofficial",2011
215,215,"Richard Johnson",24,212106,"TotalMoneyOfficialandUnofficial",2011
216,216,"Brendan Jones",3,211250,"TotalMoneyOfficialandUnofficial",2011
217,217,"John Daly",18,207963,"TotalMoneyOfficialandUnofficial",2011
218,218,"Shaun Micheel",28,206450,"TotalMoneyOfficialandUnofficial",2011
219,219,"DJ Brigman",24,196491,"TotalMoneyOfficialandUnofficial",2011
220,220,"Will Ma Kenzie",14,188394,"TotalMoneyOfficialandUnofficial",2011
221,221,"Andres Gonzales",21,186847,"TotalMoneyOfficialandUnofficial",2011
222,222,"Stephen Gallacher",4,186821,"TotalMoneyOfficialandUnofficial",2011
223,223,"JP Hayes",19,186769,"TotalMoneyOfficialandUnofficial",2011
224,224,"Joost Luiten",3,186095,"TotalMoneyOfficialandUnofficial",2011
225,225,"Chad Collins",16,183510,"TotalMoneyOfficialandUnofficial",2011
226,226,"John Mallinger",15,179498,"TotalMoneyOfficialandUnofficial",2011
227,227,"Joseph Bramlett",25,178728,"TotalMoneyOfficialandUnofficial",2011
228,228,"Tom Lehman",5,178062,"TotalMoneyOfficialandUnofficial",2011
229,229,"Shigeki Maruyama",2,177375,"TotalMoneyOfficialandUnofficial",2011
230,230,"Alexander Noren",6,177208,"TotalMoneyOfficialandUnofficial",2011
231,231,"Pablo Larrazabal",4,176634,"TotalMoneyOfficialandUnofficial",2011
232,232,"Steve Elkington",17,176225,"TotalMoneyOfficialandUnofficial",2011
233,233,"Michael Letzig",13,169973,"TotalMoneyOfficialandUnofficial",2011
234,234,"Jeev Milkha Singh",2,169167,"TotalMoneyOfficialandUnofficial",2011
235,235,"Jay Haas",1,166667,"TotalMoneyOfficialandUnofficial",2011
236,236,"Robert Jan Derksen",1,166250,"TotalMoneyOfficialandUnofficial",2011
237,237,"Robert Rock",3,164757,"TotalMoneyOfficialandUnofficial",2011
238,238,"Nate Smith",25,154814,"TotalMoneyOfficialandUnofficial",2011
239,239,"Thongchai Jaidee",4,154000,"TotalMoneyOfficialandUnofficial",2011
240,240,"Troy Merritt",24,151475,"TotalMoneyOfficialandUnofficial",2011
241,241,"Paula Creamer",2,150000,"TotalMoneyOfficialandUnofficial",2011
242,242,"Frank Lickliter II",12,144160,"TotalMoneyOfficialandUnofficial",2011
243,243,"Rhys Davies",3,141500,"TotalMoneyOfficialandUnofficial",2011
244,244,"Martin Piller",24,140958,"TotalMoneyOfficialandUnofficial",2011
245,245,"Jeff Quinney",14,139582,"TotalMoneyOfficialandUnofficial",2011
246,246,"Kiradech Aphibarnrat",3,139250,"TotalMoneyOfficialandUnofficial",2011
247,247,"Johan Edfors",2,136155,"TotalMoneyOfficialandUnofficial",2011
248,248,"Rich Beem",22,135225,"TotalMoneyOfficialandUnofficial",2011
249,249,"Sam Saunders",9,132525,"TotalMoneyOfficialandUnofficial",2011
250,250,"Marco Dawson",4,129407,"TotalMoneyOfficialandUnofficial",2011
251,251,"Chris Tidland",13,127985,"TotalMoneyOfficialandUnofficial",2011
252,252,"Jeff Maggert",19,126080,"TotalMoneyOfficialandUnofficial",2011
253,253,"Xinjun Zhang",2,124500,"TotalMoneyOfficialandUnofficial",2011
254,254,"SSP Chawrasia",3,123000,"TotalMoneyOfficialandUnofficial",2011
255,255,"Jbe Kruger",2,121500,"TotalMoneyOfficialandUnofficial",2011
256,256,"Peter Tomasulo",13,115817,"TotalMoneyOfficialandUnofficial",2011
257,257,"Brett Quigley",11,113075,"TotalMoneyOfficialandUnofficial",2011
258,258,"Tetsuji Hiratsuka",5,113000,"TotalMoneyOfficialandUnofficial",2011
259,259,"Todd Hamilton",11,112083,"TotalMoneyOfficialandUnofficial",2011
260,260,"Kirk Triplett",8,111081,"TotalMoneyOfficialandUnofficial",2011
261,261,"Mark OMeara",4,110740,"TotalMoneyOfficialandUnofficial",2011
262,262,"George Coetzee",1,109713,"TotalMoneyOfficialandUnofficial",2011
263,263,"Will Strickler",19,109031,"TotalMoneyOfficialandUnofficial",2011
264,264,"Chinnarat Phadungsil",2,106500,"TotalMoneyOfficialandUnofficial",2011
265,265,"Peter Lonard",2,106305,"TotalMoneyOfficialandUnofficial",2011
266,266,"Matt Every",5,105122,"TotalMoneyOfficialandUnofficial",2011
267,267,"Jamie Donaldson",2,1e+05,"TotalMoneyOfficialandUnofficial",2011
268,268,"Charles Warren",10,96423,"TotalMoneyOfficialandUnofficial",2011
269,269,"Nicolas Colsaerts",3,96000,"TotalMoneyOfficialandUnofficial",2011
270,270,"Erik Compton",6,95542,"TotalMoneyOfficialandUnofficial",2011
271,271,"Thomas Aiken",5,94500,"TotalMoneyOfficialandUnofficial",2011
272,272,"Siddikur Rahman",2,87500,"TotalMoneyOfficialandUnofficial",2011
273,273,"Danny Chia",1,85000,"TotalMoneyOfficialandUnofficial",2011
274,274,"Nick Faldo",1,84000,"TotalMoneyOfficialandUnofficial",2011
275,275,"WC Liang",4,82593,"TotalMoneyOfficialandUnofficial",2011
276,276,"David Gleeson",2,81000,"TotalMoneyOfficialandUnofficial",2011
277,277,"Greg Norman",1,72500,"TotalMoneyOfficialandUnofficial",2011
278,278,"Tom Watson",3,72067,"TotalMoneyOfficialandUnofficial",2011
279,279,"Chan Yihshin",2,71750,"TotalMoneyOfficialandUnofficial",2011
280,280,"Gregory Havret",3,71007,"TotalMoneyOfficialandUnofficial",2011
281,281,"Dicky Pride",9,69213,"TotalMoneyOfficialandUnofficial",2011
282,282,"Morgan Hoffmann",4,69131,"TotalMoneyOfficialandUnofficial",2011
283,283,"Hennie Otto",1,68500,"TotalMoneyOfficialandUnofficial",2011
284,284,"Chris Baryla",20,68000,"TotalMoneyOfficialandUnofficial",2011
285,285,"Kim Hyung sung",1,67500,"TotalMoneyOfficialandUnofficial",2011
285,285,"SJ Park",1,67500,"TotalMoneyOfficialandUnofficial",2011
287,287,"Brad Faxon",13,65000,"TotalMoneyOfficialandUnofficial",2011
288,288,"Gregory Bourdy",3,64056,"TotalMoneyOfficialandUnofficial",2011
289,289,"Sangmoon Bae",3,62351,"TotalMoneyOfficialandUnofficial",2011
290,290,"Duffy Waldorf",14,61234,"TotalMoneyOfficialandUnofficial",2011
291,291,"David Howell",2,60000,"TotalMoneyOfficialandUnofficial",2011
291,291,"Soren Kjeldsen",1,60000,"TotalMoneyOfficialandUnofficial",2011
291,291,"Paul McGinley",1,60000,"TotalMoneyOfficialandUnofficial",2011
294,294,"Paul Lawrie",2,57442,"TotalMoneyOfficialandUnofficial",2011
295,295,"Junggon Hwang",2,56716,"TotalMoneyOfficialandUnofficial",2011
296,296,"Jason Gore",7,56290,"TotalMoneyOfficialandUnofficial",2011
297,297,"Peter Jacobsen",1,56250,"TotalMoneyOfficialandUnofficial",2011
298,298,"Marcus Fraser",1,55500,"TotalMoneyOfficialandUnofficial",2011
299,299,"Billy Andrade",4,52500,"TotalMoneyOfficialandUnofficial",2011
299,299,"Bruce McDonald",1,52500,"TotalMoneyOfficialandUnofficial",2011
301,301,"Lee Slattery",1,52000,"TotalMoneyOfficialandUnofficial",2011
302,302,"Do Hoon Kim",1,50436,"TotalMoneyOfficialandUnofficial",2011
303,303,"Ben Crenshaw",2,50000,"TotalMoneyOfficialandUnofficial",2011
303,303,"Brendon Todd",1,50000,"TotalMoneyOfficialandUnofficial",2011
305,305,"Craig Barlow",5,49688,"TotalMoneyOfficialandUnofficial",2011
306,306,"Michael Sim",19,47403,"TotalMoneyOfficialandUnofficial",2011
307,307,"Fran Quinn",10,47199,"TotalMoneyOfficialandUnofficial",2011
308,308,"Mathias Gronberg",2,47000,"TotalMoneyOfficialandUnofficial",2011
309,309,"Oscar Serna",3,45500,"TotalMoneyOfficialandUnofficial",2011
310,310,"Michio Matsumura",2,44395,"TotalMoneyOfficialandUnofficial",2011
311,311,"Shaaban Hussin",1,42500,"TotalMoneyOfficialandUnofficial",2011
312,312,"Corey Pavin",4,42376,"TotalMoneyOfficialandUnofficial",2011
313,313,"Michael Allen",5,42343,"TotalMoneyOfficialandUnofficial",2011
314,314,"Keith Horne",1,40500,"TotalMoneyOfficialandUnofficial",2011
314,314,"Thorbjorn Olesen",2,40500,"TotalMoneyOfficialandUnofficial",2011
314,314,"Jose de Jesus Rodriguez",3,40500,"TotalMoneyOfficialandUnofficial",2011
317,317,"Peter Senior",1,40250,"TotalMoneyOfficialandUnofficial",2011
318,318,"Stephen Gangluff",1,40000,"TotalMoneyOfficialandUnofficial",2011
319,319,"Wu Ashun",1,38000,"TotalMoneyOfficialandUnofficial",2011
320,320,"Jesper Parnevik",10,37739,"TotalMoneyOfficialandUnofficial",2011
321,321,"Jaebum Park",1,37500,"TotalMoneyOfficialandUnofficial",2011
322,322,"Mike Hendry",1,37000,"TotalMoneyOfficialandUnofficial",2011
322,322,"Gareth Paddison",1,37000,"TotalMoneyOfficialandUnofficial",2011
324,324,"Gary Boyd",1,36302,"TotalMoneyOfficialandUnofficial",2011
324,324,"Simon Khan",1,36302,"TotalMoneyOfficialandUnofficial",2011
326,326,"Will Claxton",2,36275,"TotalMoneyOfficialandUnofficial",2011
327,327,"Jamie Lovemark",9,34693,"TotalMoneyOfficialandUnofficial",2011
328,328,"Jeff Klauk",8,34364,"TotalMoneyOfficialandUnofficial",2011
329,329,"Michael Hoey",1,32500,"TotalMoneyOfficialandUnofficial",2011
330,330,"Mark Hensby",6,32241,"TotalMoneyOfficialandUnofficial",2011
331,331,"Florian Pragant",1,32000,"TotalMoneyOfficialandUnofficial",2011
331,331,"Hugo Santos",1,32000,"TotalMoneyOfficialandUnofficial",2011
331,331,"Roland Steiner",1,32000,"TotalMoneyOfficialandUnofficial",2011
334,334,"Robert Damron",3,31770,"TotalMoneyOfficialandUnofficial",2011
335,335,"Robert Gamez",10,31522,"TotalMoneyOfficialandUnofficial",2011
336,336,"Carl Paulson",11,29922,"TotalMoneyOfficialandUnofficial",2011
