"DrivingPct300320AllDrives_RANKTHISWEEK_2013","DrivingPct300320AllDrives_RANKLASTWEEK_2013","DrivingPct300320AllDrives_PLAYERNAME_2013","DrivingPct300320AllDrives_ROUNDS_2013","DrivingPct300320AllDrives_Pct_2013","DrivingPct300320AllDrives_TOTALDRIVESFOR300320_2013","DrivingPct300320AllDrives_TOTALDRIVESOVERALL_2013","DrivingPct300320AllDrives_RELATIVETOPAR_2013","stat_name","year"
1,1,"Rory McIlroy",56,30.02,172,573,-0.134,"DrivingPct300320AllDrives",2013
2,2,"Kyle Stanley",71,28.5,240,842,-0.088,"DrivingPct300320AllDrives",2013
3,3,"Bubba Watson",76,28.23,234,829,-0.145,"DrivingPct300320AllDrives",2013
4,4,"Robert Garrigus",69,27.79,189,680,-0.032,"DrivingPct300320AllDrives",2013
5,5,"Ryan Palmer",79,27.4,263,960,-0.19,"DrivingPct300320AllDrives",2013
6,6,"Shawn Stefani",63,27.38,190,694,-0.116,"DrivingPct300320AllDrives",2013
7,7,"Nicolas Colsaerts",50,26.98,136,504,-0.051,"DrivingPct300320AllDrives",2013
8,8,"Eric Meierdierks",48,26.8,138,515,-0.007,"DrivingPct300320AllDrives",2013
9,9,"Steven Bowditch",67,26.11,211,808,-0.118,"DrivingPct300320AllDrives",2013
10,10,"Gary Woodland",94,25.97,301,1159,-0.11,"DrivingPct300320AllDrives",2013
11,11,"Jason Kokrak",78,25.6,257,1004,-0.078,"DrivingPct300320AllDrives",2013
12,12,"Angel Cabrera",73,25.57,203,794,-0.069,"DrivingPct300320AllDrives",2013
13,13,"Luke List",65,25.41,184,724,-0.179,"DrivingPct300320AllDrives",2013
14,14,"Martin Flores",83,24.46,259,1059,-0.139,"DrivingPct300320AllDrives",2013
15,15,"Jason Day",86,24.24,206,850,-0.117,"DrivingPct300320AllDrives",2013
16,16,"Charl Schwartzel",69,24.21,183,756,-0.12,"DrivingPct300320AllDrives",2013
17,17,"Scott Piercy",78,24.17,210,869,-0.014,"DrivingPct300320AllDrives",2013
18,18,"Scott Stallings",79,24.16,223,923,-0.184,"DrivingPct300320AllDrives",2013
19,19,"Dustin Johnson",71,24.13,173,717,-0.064,"DrivingPct300320AllDrives",2013
20,20,"Adam Scott",61,24.02,147,612,-0.218,"DrivingPct300320AllDrives",2013
21,21,"Keegan Bradley",88,23.84,241,1011,-0.199,"DrivingPct300320AllDrives",2013
22,22,"Martin Laird",68,23.64,174,736,-0.155,"DrivingPct300320AllDrives",2013
23,23,"Robert Streb",75,23.32,201,862,-0.174,"DrivingPct300320AllDrives",2013
24,24,"Sean OHair",56,23.27,165,709,-0.145,"DrivingPct300320AllDrives",2013
25,25,"Graham DeLaet",94,22.96,259,1128,-0.22,"DrivingPct300320AllDrives",2013
26,26,"Derek Ernst",58,22.92,157,685,-0.115,"DrivingPct300320AllDrives",2013
27,27,"Nick Watney",88,22.82,233,1021,-0.103,"DrivingPct300320AllDrives",2013
28,28,"Harris English",95,22.77,260,1142,-0.196,"DrivingPct300320AllDrives",2013
29,29,"Charles Howell III",87,22.72,254,1118,-0.213,"DrivingPct300320AllDrives",2013
30,30,"Charley Hoffman",84,22.54,229,1016,-0.079,"DrivingPct300320AllDrives",2013
31,31,"Troy Matteson",68,22.41,184,821,-0.147,"DrivingPct300320AllDrives",2013
32,32,"Hunter Mahan",91,22.2,212,955,-0.231,"DrivingPct300320AllDrives",2013
33,33,"Morgan Hoffmann",64,22.13,164,741,-0.134,"DrivingPct300320AllDrives",2013
34,34,"Brad Fritsch",81,22.05,209,948,-0.158,"DrivingPct300320AllDrives",2013
35,35,"Rory Sabbatini",86,22.03,221,1003,-0.186,"DrivingPct300320AllDrives",2013
36,36,"Tag Ridings",69,21.96,177,806,-0.113,"DrivingPct300320AllDrives",2013
37,37,"Justin Rose",62,21.74,140,644,-0.15,"DrivingPct300320AllDrives",2013
38,38,"Charlie Beljan",62,21.69,167,770,-0.06,"DrivingPct300320AllDrives",2013
39,39,"Andres Romero",63,21.63,157,726,-0.134,"DrivingPct300320AllDrives",2013
40,40,"Jim Herman",59,21.5,132,614,-0.076,"DrivingPct300320AllDrives",2013
41,41,"Russell Henley",80,21.28,196,921,-0.184,"DrivingPct300320AllDrives",2013
42,42,"Jimmy Walker",84,20.98,219,1044,-0.205,"DrivingPct300320AllDrives",2013
43,43,"John Rollins",77,20.93,198,946,-0.136,"DrivingPct300320AllDrives",2013
44,44,"Josh Teater",86,20.85,177,849,-0.186,"DrivingPct300320AllDrives",2013
45,45,"Seung Yul Noh",71,20.81,180,865,-0.089,"DrivingPct300320AllDrives",2013
46,46,"Jeff Overton",78,20.78,214,1030,-0.126,"DrivingPct300320AllDrives",2013
47,47,"Carl Pettersson",82,20.67,185,895,-0.173,"DrivingPct300320AllDrives",2013
48,48,"Kevin Chappell",80,20.66,193,934,-0.161,"DrivingPct300320AllDrives",2013
49,49,"Phil Mickelson",78,20.48,163,796,-0.215,"DrivingPct300320AllDrives",2013
50,50,"Greg Owen",73,20.43,188,920,-0.138,"DrivingPct300320AllDrives",2013
51,51,"Kevin Stadler",83,20.37,196,962,-0.194,"DrivingPct300320AllDrives",2013
52,52,"Billy Horschel",96,20.07,232,1156,-0.203,"DrivingPct300320AllDrives",2013
53,53,"Patrick Reed",83,19.85,205,1033,-0.151,"DrivingPct300320AllDrives",2013
54,54,"Bill Haas",85,19.63,190,968,-0.232,"DrivingPct300320AllDrives",2013
55,55,"Padraig Harrington",52,19.59,96,490,-0.177,"DrivingPct300320AllDrives",2013
56,56,"Scott Brown",65,19.45,149,766,-0.148,"DrivingPct300320AllDrives",2013
57,57,"Aaron Baddeley",68,19.39,159,820,-0.126,"DrivingPct300320AllDrives",2013
58,58,"Matt Every",89,19.16,214,1117,-0.173,"DrivingPct300320AllDrives",2013
59,59,"Tommy Gainey",84,19.14,201,1050,-0.07,"DrivingPct300320AllDrives",2013
60,60,"Lucas Glover",65,19.11,138,722,-0.007,"DrivingPct300320AllDrives",2013
61,61,"Sergio Garcia",65,18.96,124,654,-0.218,"DrivingPct300320AllDrives",2013
62,62,"Cameron Percy",68,18.84,150,796,-0.14,"DrivingPct300320AllDrives",2013
63,63,"Freddie Jacobson",63,18.79,121,644,-0.215,"DrivingPct300320AllDrives",2013
64,64,"Tiger Woods",61,18.77,113,602,-0.301,"DrivingPct300320AllDrives",2013
65,65,"Stewart Cink",71,18.64,145,778,-0.248,"DrivingPct300320AllDrives",2013
66,66,"Jordan Spieth",82,18.63,174,934,-0.213,"DrivingPct300320AllDrives",2013
67,67,"Pat Perez",69,18.52,165,891,-0.242,"DrivingPct300320AllDrives",2013
68,68,"Ryo Ishikawa",72,18.38,141,767,-0.113,"DrivingPct300320AllDrives",2013
69,69,"Boo Weekley",100,18.25,211,1156,-0.218,"DrivingPct300320AllDrives",2013
70,70,"Marc Leishman",77,17.99,161,895,-0.124,"DrivingPct300320AllDrives",2013
71,71,"Steve LeBrun",66,17.81,132,741,-0.121,"DrivingPct300320AllDrives",2013
72,72,"Sangmoon Bae",83,17.76,178,1002,-0.174,"DrivingPct300320AllDrives",2013
73,73,"Henrik Norlander",70,17.74,146,823,-0.082,"DrivingPct300320AllDrives",2013
74,74,"Brian Harman",89,17.66,187,1059,-0.23,"DrivingPct300320AllDrives",2013
75,75,"Brendan Steele",86,17.54,188,1072,-0.202,"DrivingPct300320AllDrives",2013
76,76,"Bo Van Pelt",72,17.37,131,754,-0.244,"DrivingPct300320AllDrives",2013
77,77,"Nicholas Thompson",99,17.33,208,1200,-0.144,"DrivingPct300320AllDrives",2013
78,78,"Matt Jones",83,17.01,166,976,-0.096,"DrivingPct300320AllDrives",2013
79,79,"Scott Gardiner",61,16.97,123,725,-0.114,"DrivingPct300320AllDrives",2013
80,80,"Bobby Gates",49,16.95,90,531,-0.033,"DrivingPct300320AllDrives",2013
80,80,"Chris Kirk",89,16.95,192,1133,-0.271,"DrivingPct300320AllDrives",2013
82,82,"Lee Westwood",70,16.81,120,714,-0.108,"DrivingPct300320AllDrives",2013
83,83,"James Driscoll",76,16.76,147,877,-0.211,"DrivingPct300320AllDrives",2013
84,84,"John Senden",79,16.71,142,850,-0.056,"DrivingPct300320AllDrives",2013
85,85,"Henrik Stenson",65,16.56,102,616,-0.127,"DrivingPct300320AllDrives",2013
86,86,"Martin Kaymer",61,16.55,97,586,-0.196,"DrivingPct300320AllDrives",2013
87,87,"Jason Dufner",78,16.41,140,853,-0.171,"DrivingPct300320AllDrives",2013
88,88,"Ricky Barnes",74,16.23,147,906,-0.129,"DrivingPct300320AllDrives",2013
89,89,"Brandt Jobe",62,16.17,120,742,-0.175,"DrivingPct300320AllDrives",2013
90,90,"Vijay Singh",61,16.02,107,668,-0.131,"DrivingPct300320AllDrives",2013
91,91,"David Lingmerth",68,15.91,126,792,-0.183,"DrivingPct300320AllDrives",2013
92,92,"James Hahn",78,15.85,148,934,-0.155,"DrivingPct300320AllDrives",2013
93,93,"Rickie Fowler",75,15.8,131,829,-0.122,"DrivingPct300320AllDrives",2013
93,93,"Peter Hanson",45,15.8,73,462,-0.178,"DrivingPct300320AllDrives",2013
95,95,"DJ Trahan",48,15.53,82,528,-0.232,"DrivingPct300320AllDrives",2013
96,96,"Andrew Svoboda",46,15.34,75,489,-0.24,"DrivingPct300320AllDrives",2013
97,97,"Bud Cauley",67,15.24,119,781,-0.227,"DrivingPct300320AllDrives",2013
98,98,"Tim Herron",45,15.2,93,612,-0.086,"DrivingPct300320AllDrives",2013
