"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2011","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2011","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2011","FirstTeeEarlyRound1ScoringAverage__2011","FirstTeeEarlyRound1ScoringAverage_AVG_2011","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2011","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Ryan Moore",NA,67.6,338,5,"FirstTeeEarlyRound1ScoringAverage",2011
2,2,"Steve Flesch",NA,68,68,1,"FirstTeeEarlyRound1ScoringAverage",2011
3,3,"Charl Schwartzel",NA,68.33,205,3,"FirstTeeEarlyRound1ScoringAverage",2011
4,4,"John Senden",NA,68.5,411,6,"FirstTeeEarlyRound1ScoringAverage",2011
5,5,"Jonathan Byrd",NA,68.78,619,9,"FirstTeeEarlyRound1ScoringAverage",2011
6,6,"Ben Crane",NA,68.8,688,10,"FirstTeeEarlyRound1ScoringAverage",2011
6,6,"Anthony Kim",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2011
8,8,"Sergio Garcia",NA,68.83,413,6,"FirstTeeEarlyRound1ScoringAverage",2011
9,9,"Scott Gutschewski",NA,69,414,6,"FirstTeeEarlyRound1ScoringAverage",2011
9,9,"Scott Piercy",NA,69,207,3,"FirstTeeEarlyRound1ScoringAverage",2011
11,11,"Bill Haas",NA,69.14,484,7,"FirstTeeEarlyRound1ScoringAverage",2011
12,12,"Stewart Cink",NA,69.2,346,5,"FirstTeeEarlyRound1ScoringAverage",2011
12,12,"Freddie Jacobson",NA,69.2,346,5,"FirstTeeEarlyRound1ScoringAverage",2011
14,14,"Spencer Levin",NA,69.22,623,9,"FirstTeeEarlyRound1ScoringAverage",2011
15,15,"Rickie Fowler",NA,69.25,277,4,"FirstTeeEarlyRound1ScoringAverage",2011
16,16,"Brian Gay",NA,69.3,693,10,"FirstTeeEarlyRound1ScoringAverage",2011
17,17,"Kevin Chappell",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2011
17,17,"Davis Love III",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2011
17,17,"Brandt Snedeker",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2011
17,17,"Steve Stricker",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2011
21,21,"Matt Kuchar",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2011
22,22,"Lucas Glover",NA,69.5,278,4,"FirstTeeEarlyRound1ScoringAverage",2011
22,22,"Chris Riley",NA,69.5,556,8,"FirstTeeEarlyRound1ScoringAverage",2011
24,24,"Chad Campbell",NA,69.56,626,9,"FirstTeeEarlyRound1ScoringAverage",2011
24,24,"Chez Reavie",NA,69.56,626,9,"FirstTeeEarlyRound1ScoringAverage",2011
26,26,"Brian Davis",NA,69.6,696,10,"FirstTeeEarlyRound1ScoringAverage",2011
27,27,"Keegan Bradley",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2011
27,27,"Nathan Green",NA,69.67,836,12,"FirstTeeEarlyRound1ScoringAverage",2011
27,27,"Tim Herron",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2011
27,27,"David Toms",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2011
31,31,"Ryan Palmer",NA,69.7,697,10,"FirstTeeEarlyRound1ScoringAverage",2011
32,32,"Kyle Stanley",NA,69.71,488,7,"FirstTeeEarlyRound1ScoringAverage",2011
33,33,"Steve Elkington",NA,69.75,279,4,"FirstTeeEarlyRound1ScoringAverage",2011
34,34,"Tag Ridings",NA,69.8,349,5,"FirstTeeEarlyRound1ScoringAverage",2011
35,35,"Boo Weekley",NA,69.9,699,10,"FirstTeeEarlyRound1ScoringAverage",2011
36,36,"Matt Bettencourt",NA,69.91,769,11,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Robert Allenby",NA,70,630,9,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Chris Couch",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Jason Dufner",NA,70,770,11,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"David Hearn",NA,70,140,2,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Charley Hoffman",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Charles Howell III",NA,70,700,10,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Trevor Immelman",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Ian Poulter",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2011
37,37,"Josh Teater",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2011
46,46,"Blake Adams",NA,70.07,981,14,"FirstTeeEarlyRound1ScoringAverage",2011
47,47,"Nick OHern",NA,70.13,561,8,"FirstTeeEarlyRound1ScoringAverage",2011
48,48,"Bill Lunde",NA,70.14,491,7,"FirstTeeEarlyRound1ScoringAverage",2011
48,48,"Ben Martin",NA,70.14,491,7,"FirstTeeEarlyRound1ScoringAverage",2011
50,50,"Geoff Ogilvy",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2011
51,51,"Brendon de Jonge",NA,70.18,772,11,"FirstTeeEarlyRound1ScoringAverage",2011
52,52,"Angel Cabrera",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2011
52,52,"Steve Marino",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2011
52,52,"Scott McCarron",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2011
52,52,"Bo Van Pelt",NA,70.2,702,10,"FirstTeeEarlyRound1ScoringAverage",2011
52,52,"Camilo Villegas",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2011
52,52,"Gary Woodland",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2011
58,58,"Justin Rose",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2011
58,58,"Rory Sabbatini",NA,70.25,562,8,"FirstTeeEarlyRound1ScoringAverage",2011
60,60,"Brandt Jobe",NA,70.27,773,11,"FirstTeeEarlyRound1ScoringAverage",2011
61,61,"Justin Leonard",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2011
61,61,"Nick Watney",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2011
63,63,"Robert Karlsson",NA,70.43,493,7,"FirstTeeEarlyRound1ScoringAverage",2011
64,64,"Heath Slocum",NA,70.45,775,11,"FirstTeeEarlyRound1ScoringAverage",2011
65,65,"Shane Bertsch",NA,70.5,282,4,"FirstTeeEarlyRound1ScoringAverage",2011
65,65,"Sung Kang",NA,70.5,141,2,"FirstTeeEarlyRound1ScoringAverage",2011
67,67,"Tom Gillis",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2011
67,67,"Retief Goosen",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2011
67,67,"Johnson Wagner",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2011
70,70,"Charlie Wi",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2011
71,71,"Robert Garrigus",NA,70.7,707,10,"FirstTeeEarlyRound1ScoringAverage",2011
72,72,"Hunter Haas",NA,70.75,566,8,"FirstTeeEarlyRound1ScoringAverage",2011
72,72,"JJ Henry",NA,70.75,566,8,"FirstTeeEarlyRound1ScoringAverage",2011
72,72,"Joe Ogilvie",NA,70.75,283,4,"FirstTeeEarlyRound1ScoringAverage",2011
72,72,"YE Yang",NA,70.75,283,4,"FirstTeeEarlyRound1ScoringAverage",2011
76,76,"Hunter Mahan",NA,70.8,354,5,"FirstTeeEarlyRound1ScoringAverage",2011
76,76,"John Merrick",NA,70.8,354,5,"FirstTeeEarlyRound1ScoringAverage",2011
78,78,"Carl Pettersson",NA,70.85,921,13,"FirstTeeEarlyRound1ScoringAverage",2011
79,79,"Andres Romero",NA,70.86,496,7,"FirstTeeEarlyRound1ScoringAverage",2011
79,79,"Dean Wilson",NA,70.86,496,7,"FirstTeeEarlyRound1ScoringAverage",2011
81,81,"DA Points",NA,70.89,638,9,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Stephen Ames",NA,71,213,3,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Kris Blanks",NA,71,497,7,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Michael Bradley",NA,71,710,10,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Jason Day",NA,71,213,3,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Luke Donald",NA,71,71,1,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Phil Mickelson",NA,71,71,1,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Alexandre Rocha",NA,71,142,2,"FirstTeeEarlyRound1ScoringAverage",2011
82,82,"Bubba Watson",NA,71,71,1,"FirstTeeEarlyRound1ScoringAverage",2011
90,90,"Arjun Atwal",NA,71.13,1067,15,"FirstTeeEarlyRound1ScoringAverage",2011
90,90,"Matt Jones",NA,71.13,569,8,"FirstTeeEarlyRound1ScoringAverage",2011
90,90,"Derek Lamely",NA,71.13,569,8,"FirstTeeEarlyRound1ScoringAverage",2011
93,93,"DJ Brigman",NA,71.14,498,7,"FirstTeeEarlyRound1ScoringAverage",2011
93,93,"Nate Smith",NA,71.14,498,7,"FirstTeeEarlyRound1ScoringAverage",2011
95,95,"DJ Trahan",NA,71.15,925,13,"FirstTeeEarlyRound1ScoringAverage",2011
96,96,"Harrison Frazar",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2011
97,97,"Troy Matteson",NA,71.18,783,11,"FirstTeeEarlyRound1ScoringAverage",2011
98,98,"Stuart Appleby",NA,71.22,641,9,"FirstTeeEarlyRound1ScoringAverage",2011
98,98,"Chris Kirk",NA,71.22,641,9,"FirstTeeEarlyRound1ScoringAverage",2011
98,98,"John Rollins",NA,71.22,641,9,"FirstTeeEarlyRound1ScoringAverage",2011
101,101,"Pat Perez",NA,71.25,285,4,"FirstTeeEarlyRound1ScoringAverage",2011
101,101,"Adam Scott",NA,71.25,285,4,"FirstTeeEarlyRound1ScoringAverage",2011
101,101,"Scott Stallings",NA,71.25,855,12,"FirstTeeEarlyRound1ScoringAverage",2011
104,104,"Cameron Beckman",NA,71.29,499,7,"FirstTeeEarlyRound1ScoringAverage",2011
104,104,"Steven Bowditch",NA,71.29,499,7,"FirstTeeEarlyRound1ScoringAverage",2011
104,104,"Garrett Willis",NA,71.29,499,7,"FirstTeeEarlyRound1ScoringAverage",2011
107,107,"Briny Baird",NA,71.33,428,6,"FirstTeeEarlyRound1ScoringAverage",2011
107,107,"Jason Bohn",NA,71.33,428,6,"FirstTeeEarlyRound1ScoringAverage",2011
