"FinalRoundPerformance_RANKTHISWEEK_2013","FinalRoundPerformance_RANKLASTWEEK_2013","FinalRoundPerformance_PLAYERNAME_2013","FinalRoundPerformance_EVENTS_2013","FinalRoundPerformance_Pct_2013","stat_name","year"
41,41,"Johnson Wagner",24,62.5,"FinalRoundPerformance",2013
42,42,"Graham DeLaet",26,61.9,"FinalRoundPerformance",2013
43,43,"Luke Donald",17,61.54,"FinalRoundPerformance",2013
43,43,"James Hahn",26,61.54,"FinalRoundPerformance",2013
43,43,"Rory McIlroy",16,61.54,"FinalRoundPerformance",2013
46,46,"Jim Furyk",22,61.11,"FinalRoundPerformance",2013
46,46,"Jimmy Walker",24,61.11,"FinalRoundPerformance",2013
48,48,"Robert Allenby",24,60,"FinalRoundPerformance",2013
48,48,"Justin Bolli",23,60,"FinalRoundPerformance",2013
48,48,"Bud Cauley",24,60,"FinalRoundPerformance",2013
48,48,"Kevin Chappell",24,60,"FinalRoundPerformance",2013
48,48,"Ben Curtis",20,60,"FinalRoundPerformance",2013
48,48,"Brendon de Jonge",30,60,"FinalRoundPerformance",2013
48,48,"Justin Hicks",25,60,"FinalRoundPerformance",2013
48,48,"Jerry Kelly",22,60,"FinalRoundPerformance",2013
48,48,"Andres Romero",21,60,"FinalRoundPerformance",2013
57,57,"Billy Horschel",26,59.09,"FinalRoundPerformance",2013
58,58,"Brian Davis",28,58.82,"FinalRoundPerformance",2013
58,58,"Chris Stroud",26,58.82,"FinalRoundPerformance",2013
60,60,"Freddie Jacobson",19,58.33,"FinalRoundPerformance",2013
61,61,"Zach Johnson",24,57.89,"FinalRoundPerformance",2013
61,61,"Justin Leonard",24,57.89,"FinalRoundPerformance",2013
63,63,"Harris English",26,57.14,"FinalRoundPerformance",2013
63,63,"George McNeill",21,57.14,"FinalRoundPerformance",2013
65,65,"Brad Fritsch",24,56.25,"FinalRoundPerformance",2013
65,65,"Russell Henley",24,56.25,"FinalRoundPerformance",2013
65,65,"JJ Henry",26,56.25,"FinalRoundPerformance",2013
65,65,"Rory Sabbatini",27,56.25,"FinalRoundPerformance",2013
65,65,"Cameron Tringale",24,56.25,"FinalRoundPerformance",2013
70,70,"Jason Dufner",22,55.56,"FinalRoundPerformance",2013
70,70,"Charles Howell III",26,55.56,"FinalRoundPerformance",2013
70,70,"Robert Karlsson",18,55.56,"FinalRoundPerformance",2013
70,70,"Troy Matteson",24,55.56,"FinalRoundPerformance",2013
70,70,"Carl Pettersson",24,55.56,"FinalRoundPerformance",2013
70,70,"Josh Teater",24,55.56,"FinalRoundPerformance",2013
70,70,"David Toms",16,55.56,"FinalRoundPerformance",2013
70,70,"Nick Watney",26,55.56,"FinalRoundPerformance",2013
78,78,"Chris Kirk",24,55,"FinalRoundPerformance",2013
78,78,"Webb Simpson",25,55,"FinalRoundPerformance",2013
80,80,"Steven Bowditch",22,54.55,"FinalRoundPerformance",2013
80,80,"DH Lee",22,54.55,"FinalRoundPerformance",2013
80,80,"Henrik Norlander",22,54.55,"FinalRoundPerformance",2013
83,83,"Chad Campbell",25,53.85,"FinalRoundPerformance",2013
83,83,"Tommy Gainey",28,53.85,"FinalRoundPerformance",2013
83,83,"Martin Laird",21,53.85,"FinalRoundPerformance",2013
83,83,"David Lynn",22,53.85,"FinalRoundPerformance",2013
83,83,"Pat Perez",22,53.85,"FinalRoundPerformance",2013
88,88,"Scott Piercy",24,53.33,"FinalRoundPerformance",2013
88,88,"DA Points",28,53.33,"FinalRoundPerformance",2013
88,88,"Adam Scott",16,53.33,"FinalRoundPerformance",2013
91,91,"David Hearn",26,52.94,"FinalRoundPerformance",2013
91,91,"Matt Jones",24,52.94,"FinalRoundPerformance",2013
91,91,"Brendan Steele",26,52.94,"FinalRoundPerformance",2013
91,91,"Bubba Watson",21,52.94,"FinalRoundPerformance",2013
95,95,"Aaron Baddeley",24,50,"FinalRoundPerformance",2013
95,95,"Ricky Barnes",26,50,"FinalRoundPerformance",2013
95,95,"Martin Flores",25,50,"FinalRoundPerformance",2013
95,95,"Brian Gay",24,50,"FinalRoundPerformance",2013
95,95,"Luke Guthrie",27,50,"FinalRoundPerformance",2013
95,95,"Bill Haas",25,50,"FinalRoundPerformance",2013
95,95,"Peter Hanson",15,50,"FinalRoundPerformance",2013
95,95,"Brandt Jobe",19,50,"FinalRoundPerformance",2013
95,95,"Ben Kohles",25,50,"FinalRoundPerformance",2013
95,95,"Scott Langley",27,50,"FinalRoundPerformance",2013
95,95,"John Merrick",23,50,"FinalRoundPerformance",2013
95,95,"Jeff Overton",24,50,"FinalRoundPerformance",2013
95,95,"Greg Owen",24,50,"FinalRoundPerformance",2013
95,95,"Chez Reavie",22,50,"FinalRoundPerformance",2013
95,95,"Justin Rose",17,50,"FinalRoundPerformance",2013
95,95,"Charl Schwartzel",19,50,"FinalRoundPerformance",2013
95,95,"Kevin Stadler",25,50,"FinalRoundPerformance",2013
95,95,"Steve Stricker",13,50,"FinalRoundPerformance",2013
95,95,"Bo Van Pelt",22,50,"FinalRoundPerformance",2013
114,114,"Roberto Castro",29,47.37,"FinalRoundPerformance",2013
115,115,"Richard Lee",24,47.06,"FinalRoundPerformance",2013
115,115,"Lee Westwood",19,47.06,"FinalRoundPerformance",2013
117,117,"Bob Estes",18,46.67,"FinalRoundPerformance",2013
117,117,"Matt Every",28,46.67,"FinalRoundPerformance",2013
119,119,"William McGirt",24,46.15,"FinalRoundPerformance",2013
120,120,"David Mathis",24,45.45,"FinalRoundPerformance",2013
120,120,"Vijay Singh",19,45.45,"FinalRoundPerformance",2013
120,120,"Kyle Stanley",24,45.45,"FinalRoundPerformance",2013
120,120,"Shawn Stefani",21,45.45,"FinalRoundPerformance",2013
124,124,"Will Claxton",24,44.44,"FinalRoundPerformance",2013
124,124,"Ben Crane",21,44.44,"FinalRoundPerformance",2013
124,124,"Padraig Harrington",17,44.44,"FinalRoundPerformance",2013
124,124,"Luke List",24,44.44,"FinalRoundPerformance",2013
124,124,"Hunter Mahan",25,44.44,"FinalRoundPerformance",2013
124,124,"Vaughn Taylor",16,44.44,"FinalRoundPerformance",2013
124,124,"YE Yang",19,44.44,"FinalRoundPerformance",2013
131,131,"Sangmoon Bae",26,43.75,"FinalRoundPerformance",2013
131,131,"Angel Cabrera",21,43.75,"FinalRoundPerformance",2013
131,131,"Rickie Fowler",22,43.75,"FinalRoundPerformance",2013
131,131,"John Huh",28,43.75,"FinalRoundPerformance",2013
135,135,"Charlie Beljan",24,42.86,"FinalRoundPerformance",2013
135,135,"Nicolas Colsaerts",17,42.86,"FinalRoundPerformance",2013
135,135,"James Driscoll",23,42.86,"FinalRoundPerformance",2013
135,135,"Charlie Wi",23,42.86,"FinalRoundPerformance",2013
139,139,"Stuart Appleby",25,42.11,"FinalRoundPerformance",2013
140,140,"Erik Compton",24,41.67,"FinalRoundPerformance",2013
140,140,"Ryo Ishikawa",23,41.67,"FinalRoundPerformance",2013
142,142,"Ken Duke",28,40,"FinalRoundPerformance",2013
142,142,"Sergio Garcia",17,40,"FinalRoundPerformance",2013
142,142,"Jim Herman",19,40,"FinalRoundPerformance",2013
142,142,"Colt Knost",25,40,"FinalRoundPerformance",2013
142,142,"Seung Yul Noh",25,40,"FinalRoundPerformance",2013
142,142,"Jin Park",20,40,"FinalRoundPerformance",2013
142,142,"Tag Ridings",24,40,"FinalRoundPerformance",2013
149,149,"Jason Kokrak",25,38.46,"FinalRoundPerformance",2013
150,150,"Lee Williams",22,37.5,"FinalRoundPerformance",2013
151,151,"Tim Clark",20,36.36,"FinalRoundPerformance",2013
151,151,"David Lingmerth",23,36.36,"FinalRoundPerformance",2013
153,153,"Gary Woodland",26,35,"FinalRoundPerformance",2013
154,154,"Stephen Ames",19,33.33,"FinalRoundPerformance",2013
154,154,"Michael Bradley",21,33.33,"FinalRoundPerformance",2013
154,154,"Robert Garrigus",22,33.33,"FinalRoundPerformance",2013
154,154,"Fabian Gomez",23,33.33,"FinalRoundPerformance",2013
154,154,"Brian Harman",29,33.33,"FinalRoundPerformance",2013
154,154,"Ian Poulter",16,33.33,"FinalRoundPerformance",2013
160,160,"Charley Hoffman",23,31.58,"FinalRoundPerformance",2013
161,161,"Cameron Percy",21,30.77,"FinalRoundPerformance",2013
162,162,"Lucas Glover",23,30,"FinalRoundPerformance",2013
162,162,"Nicholas Thompson",29,30,"FinalRoundPerformance",2013
164,164,"Scott Gardiner",23,28.57,"FinalRoundPerformance",2013
164,164,"Tim Herron",15,28.57,"FinalRoundPerformance",2013
166,166,"Morgan Hoffmann",20,27.27,"FinalRoundPerformance",2013
166,166,"Steve LeBrun",21,27.27,"FinalRoundPerformance",2013
166,166,"Jeff Maggert",21,27.27,"FinalRoundPerformance",2013
169,169,"Ryan Moore",22,26.67,"FinalRoundPerformance",2013
169,169,"John Senden",25,26.67,"FinalRoundPerformance",2013
171,171,"Tom Gillis",22,25,"FinalRoundPerformance",2013
171,171,"Trevor Immelman",24,25,"FinalRoundPerformance",2013
173,173,"Greg Chalmers",25,21.43,"FinalRoundPerformance",2013
174,174,"Darron Stiles",20,20,"FinalRoundPerformance",2013
174,174,"Andrew Svoboda",18,20,"FinalRoundPerformance",2013
176,176,"Sean OHair",22,14.29,"FinalRoundPerformance",2013
176,176,"Rod Pampling",16,14.29,"FinalRoundPerformance",2013
178,178,"Casey Wittenberg",27,12.5,"FinalRoundPerformance",2013
179,179,"Eric Meierdierks",19,0,"FinalRoundPerformance",2013
179,179,"Alistair Presnell",23,0,"FinalRoundPerformance",2013
