"FirstTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyRound3ScoringAverage_PLAYERNAME_2012","FirstTeeEarlyRound3ScoringAverage__2012","FirstTeeEarlyRound3ScoringAverage_AVG_2012","FirstTeeEarlyRound3ScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyRound3ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Ryan Palmer",NA,66.29,464,7,"FirstTeeEarlyRound3ScoringAverage",2012
2,2,"Troy Kelly",NA,66.33,199,3,"FirstTeeEarlyRound3ScoringAverage",2012
3,3,"Scott Dunlap",NA,67.5,135,2,"FirstTeeEarlyRound3ScoringAverage",2012
3,3,"Bubba Watson",NA,67.5,135,2,"FirstTeeEarlyRound3ScoringAverage",2012
5,5,"Billy Horschel",NA,67.86,475,7,"FirstTeeEarlyRound3ScoringAverage",2012
6,6,"Arjun Atwal",NA,68,204,3,"FirstTeeEarlyRound3ScoringAverage",2012
6,6,"Tim Clark",NA,68,136,2,"FirstTeeEarlyRound3ScoringAverage",2012
8,8,"Bill Lunde",NA,68.43,479,7,"FirstTeeEarlyRound3ScoringAverage",2012
9,9,"Angel Cabrera",NA,68.75,275,4,"FirstTeeEarlyRound3ScoringAverage",2012
10,10,"Phil Mickelson",NA,68.78,619,9,"FirstTeeEarlyRound3ScoringAverage",2012
11,11,"Matt Kuchar",NA,68.8,344,5,"FirstTeeEarlyRound3ScoringAverage",2012
11,11,"Chris Stroud",NA,68.8,344,5,"FirstTeeEarlyRound3ScoringAverage",2012
13,13,"Johnson Wagner",NA,68.83,413,6,"FirstTeeEarlyRound3ScoringAverage",2012
14,14,"Jonas Blixt",NA,69,483,7,"FirstTeeEarlyRound3ScoringAverage",2012
14,14,"Harrison Frazar",NA,69,69,1,"FirstTeeEarlyRound3ScoringAverage",2012
14,14,"Jeff Overton",NA,69,552,8,"FirstTeeEarlyRound3ScoringAverage",2012
14,14,"DA Points",NA,69,276,4,"FirstTeeEarlyRound3ScoringAverage",2012
14,14,"Rory Sabbatini",NA,69,621,9,"FirstTeeEarlyRound3ScoringAverage",2012
14,14,"Kevin Stadler",NA,69,414,6,"FirstTeeEarlyRound3ScoringAverage",2012
14,14,"Brendon Todd",NA,69,276,4,"FirstTeeEarlyRound3ScoringAverage",2012
21,21,"Nick Watney",NA,69.11,622,9,"FirstTeeEarlyRound3ScoringAverage",2012
22,22,"Martin Laird",NA,69.17,415,6,"FirstTeeEarlyRound3ScoringAverage",2012
23,23,"Vijay Singh",NA,69.22,623,9,"FirstTeeEarlyRound3ScoringAverage",2012
24,24,"Roberto Castro",NA,69.38,555,8,"FirstTeeEarlyRound3ScoringAverage",2012
25,25,"Tim Herron",NA,69.43,486,7,"FirstTeeEarlyRound3ScoringAverage",2012
26,26,"Josh Teater",NA,69.45,764,11,"FirstTeeEarlyRound3ScoringAverage",2012
27,27,"Daniel Chopra",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2012
27,27,"Sergio Garcia",NA,69.5,278,4,"FirstTeeEarlyRound3ScoringAverage",2012
27,27,"Greg Owen",NA,69.5,556,8,"FirstTeeEarlyRound3ScoringAverage",2012
27,27,"Kyle Reifers",NA,69.5,417,6,"FirstTeeEarlyRound3ScoringAverage",2012
27,27,"Webb Simpson",NA,69.5,278,4,"FirstTeeEarlyRound3ScoringAverage",2012
27,27,"Daniel Summerhays",NA,69.5,417,6,"FirstTeeEarlyRound3ScoringAverage",2012
33,33,"Jim Furyk",NA,69.57,487,7,"FirstTeeEarlyRound3ScoringAverage",2012
34,34,"Dicky Pride",NA,69.6,348,5,"FirstTeeEarlyRound3ScoringAverage",2012
35,35,"Erik Compton",NA,69.67,209,3,"FirstTeeEarlyRound3ScoringAverage",2012
35,35,"Ben Curtis",NA,69.67,209,3,"FirstTeeEarlyRound3ScoringAverage",2012
35,35,"Bryce Molder",NA,69.67,418,6,"FirstTeeEarlyRound3ScoringAverage",2012
35,35,"Henrik Stenson",NA,69.67,209,3,"FirstTeeEarlyRound3ScoringAverage",2012
35,35,"Jimmy Walker",NA,69.67,418,6,"FirstTeeEarlyRound3ScoringAverage",2012
40,40,"Brian Gay",NA,69.71,488,7,"FirstTeeEarlyRound3ScoringAverage",2012
40,40,"Bill Haas",NA,69.71,488,7,"FirstTeeEarlyRound3ScoringAverage",2012
40,40,"Louis Oosthuizen",NA,69.71,488,7,"FirstTeeEarlyRound3ScoringAverage",2012
43,43,"Nathan Green",NA,69.75,279,4,"FirstTeeEarlyRound3ScoringAverage",2012
43,43,"Patrick Sheehan",NA,69.75,279,4,"FirstTeeEarlyRound3ScoringAverage",2012
43,43,"Tiger Woods",NA,69.75,279,4,"FirstTeeEarlyRound3ScoringAverage",2012
43,43,"YE Yang",NA,69.75,279,4,"FirstTeeEarlyRound3ScoringAverage",2012
47,47,"Keegan Bradley",NA,70,630,9,"FirstTeeEarlyRound3ScoringAverage",2012
47,47,"Jason Dufner",NA,70,350,5,"FirstTeeEarlyRound3ScoringAverage",2012
