"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2005","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2005","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2005","ConsecutiveBirdiesEaglesstreak_EVENTS_2005","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2005","stat_name","year"
1,1,"Jason Allred",29,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"Briny Baird",33,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"Steve Flesch",30,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"Robert Gamez",28,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"Bill Glasson",21,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"Lee Janzen",26,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"JL Lewis",30,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"Chris Smith",32,5,"ConsecutiveBirdiesEaglesstreak",2005
1,1,"Brett Wetterich",28,5,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Robert Allenby",31,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Billy Andrade",26,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Arjun Atwal",17,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Craig Barlow",26,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Bart Bryant",26,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Paul Claxton",29,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Glen Day",27,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Danny Ellis",7,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Harrison Frazar",31,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Dudley Hart",29,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Matt Hendrix",1,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Brendan Jones",28,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Neal Lancaster",31,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Bernhard Langer",19,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Frank Lickliter II",33,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Len Mattiace",34,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Shaun Micheel",29,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Ryan Palmer",32,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Rod Pampling",26,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Corey Pavin",23,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Craig Perks",27,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Tag Ridings",31,4,"ConsecutiveBirdiesEaglesstreak",2005
10,10,"Rory Sabbatini",26,4,"ConsecutiveBirdiesEaglesstreak",2005
