"SandSavesfrom2030yards_RANKTHISWEEK_2005","SandSavesfrom2030yards_RANKLASTWEEK_2005","SandSavesfrom2030yards_PLAYERNAME_2005","SandSavesfrom2030yards_ROUNDS_2005","SandSavesfrom2030yards_Pct_2005","SandSavesfrom2030yards_OFSAVES_2005","SandSavesfrom2030yards_OFBUNKERS_2005","stat_name","year"
1,1,"Jim Furyk",94,76.67,23,30,"SandSavesfrom2030yards",2005
2,2,"Mark OMeara",66,76.47,13,17,"SandSavesfrom2030yards",2005
3,3,"Tiger Woods",76,72.73,16,22,"SandSavesfrom2030yards",2005
4,4,"Olin Browne",99,72.41,21,29,"SandSavesfrom2030yards",2005
5,5,"Jose Maria Olazabal",55,71.43,10,14,"SandSavesfrom2030yards",2005
6,6,"Adam Scott",72,70,7,10,"SandSavesfrom2030yards",2005
7,7,"Jay Williamson",53,69.23,18,26,"SandSavesfrom2030yards",2005
8,8,"Pat Perez",89,68.75,22,32,"SandSavesfrom2030yards",2005
9,9,"Brett Quigley",96,68.57,24,35,"SandSavesfrom2030yards",2005
10,10,"Joe Ogilvie",103,68.42,26,38,"SandSavesfrom2030yards",2005
11,11,"Vijay Singh",111,67.44,29,43,"SandSavesfrom2030yards",2005
12,12,"Ben Crane",78,65.38,17,26,"SandSavesfrom2030yards",2005
13,13,"Rory Sabbatini",81,64.71,11,17,"SandSavesfrom2030yards",2005
14,14,"Kirk Triplett",55,64.29,9,14,"SandSavesfrom2030yards",2005
15,15,"KJ Choi",78,63.64,21,33,"SandSavesfrom2030yards",2005
15,15,"Retief Goosen",71,63.64,7,11,"SandSavesfrom2030yards",2005
17,17,"Kevin Sutherland",89,62.86,22,35,"SandSavesfrom2030yards",2005
18,18,"Richard Johnson",50,62.5,10,16,"SandSavesfrom2030yards",2005
19,19,"Justin Leonard",78,60.71,17,28,"SandSavesfrom2030yards",2005
20,20,"Chris Anderson",66,60,21,35,"SandSavesfrom2030yards",2005
20,20,"Stuart Appleby",84,60,15,25,"SandSavesfrom2030yards",2005
20,20,"Luke Donald",67,60,12,20,"SandSavesfrom2030yards",2005
20,20,"Chris Riley",67,60,15,25,"SandSavesfrom2030yards",2005
20,20,"Jeff Sluman",94,60,24,40,"SandSavesfrom2030yards",2005
25,25,"Geoff Ogilvy",97,59.38,19,32,"SandSavesfrom2030yards",2005
26,26,"Phillip Price",77,57.89,22,38,"SandSavesfrom2030yards",2005
27,27,"Tom Pernice Jr",111,57.5,23,40,"SandSavesfrom2030yards",2005
