"TenthTeeLatePar4ScoringAverage_RANKTHISWEEK_2007","TenthTeeLatePar4ScoringAverage_RANKLASTWEEK_2007","TenthTeeLatePar4ScoringAverage_PLAYERNAME_2007","TenthTeeLatePar4ScoringAverage_ROUNDS_2007","TenthTeeLatePar4ScoringAverage_AVG_2007","TenthTeeLatePar4ScoringAverage_TOTALSTROKES_2007","TenthTeeLatePar4ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Henrik Stenson",52,3.81,164,43,"TenthTeeLatePar4ScoringAverage",2007
2,2,"Jason Gore",86,3.94,516,131,"TenthTeeLatePar4ScoringAverage",2007
2,2,"Zach Johnson",76,3.94,122,31,"TenthTeeLatePar4ScoringAverage",2007
2,2,"Kevin Na",84,3.94,784,199,"TenthTeeLatePar4ScoringAverage",2007
2,2,"Bo Van Pelt",104,3.94,733,186,"TenthTeeLatePar4ScoringAverage",2007
6,6,"Alex Cejka",80,3.96,633,160,"TenthTeeLatePar4ScoringAverage",2007
6,6,"John Rollins",102,3.96,396,100,"TenthTeeLatePar4ScoringAverage",2007
6,6,"Nick Watney",87,3.96,665,168,"TenthTeeLatePar4ScoringAverage",2007
9,9,"Bart Bryant",87,3.97,682,172,"TenthTeeLatePar4ScoringAverage",2007
9,9,"Tag Ridings",52,3.97,373,94,"TenthTeeLatePar4ScoringAverage",2007
9,9,"John Senden",97,3.97,437,110,"TenthTeeLatePar4ScoringAverage",2007
12,12,"Cameron Beckman",96,3.98,454,114,"TenthTeeLatePar4ScoringAverage",2007
12,12,"Dicky Pride",71,3.98,342,86,"TenthTeeLatePar4ScoringAverage",2007
12,12,"Camilo Villegas",82,3.98,255,64,"TenthTeeLatePar4ScoringAverage",2007
12,12,"Charles Warren",101,3.98,760,191,"TenthTeeLatePar4ScoringAverage",2007
16,16,"Aaron Baddeley",83,3.99,471,118,"TenthTeeLatePar4ScoringAverage",2007
16,16,"Lucas Glover",98,3.99,511,128,"TenthTeeLatePar4ScoringAverage",2007
