"FinalRoundPerformance_RANKTHISWEEK_2007","FinalRoundPerformance_RANKLASTWEEK_2007","FinalRoundPerformance_PLAYERNAME_2007","FinalRoundPerformance_EVENTS_2007","FinalRoundPerformance_Pct_2007","stat_name","year"
1,1,"Tiger Woods",16,93.33,"FinalRoundPerformance",2007
2,2,"Ian Poulter",18,92.31,"FinalRoundPerformance",2007
3,3,"Mark Calcavecchia",28,84.21,"FinalRoundPerformance",2007
4,4,"Rory Sabbatini",23,82.35,"FinalRoundPerformance",2007
5,5,"Mathew Goggin",30,78.95,"FinalRoundPerformance",2007
6,6,"Tim Clark",19,78.57,"FinalRoundPerformance",2007
6,6,"Ernie Els",16,78.57,"FinalRoundPerformance",2007
8,8,"Brandt Snedeker",29,78.26,"FinalRoundPerformance",2007
9,9,"Todd Hamilton",28,77.78,"FinalRoundPerformance",2007
9,9,"David Toms",22,77.78,"FinalRoundPerformance",2007
9,9,"Dean Wilson",28,77.78,"FinalRoundPerformance",2007
12,12,"Bubba Watson",26,76.92,"FinalRoundPerformance",2007
13,13,"Zach Johnson",23,76.47,"FinalRoundPerformance",2007
14,14,"Alex Cejka",25,75,"FinalRoundPerformance",2007
14,14,"John Daly",24,75,"FinalRoundPerformance",2007
14,14,"Fred Funk",22,75,"FinalRoundPerformance",2007
14,14,"Lee Janzen",24,75,"FinalRoundPerformance",2007
14,14,"Tom Lehman",19,75,"FinalRoundPerformance",2007
14,14,"Darron Stiles",24,75,"FinalRoundPerformance",2007
20,20,"Sergio Garcia",19,73.33,"FinalRoundPerformance",2007
20,20,"Richard Johnson",32,73.33,"FinalRoundPerformance",2007
22,22,"Scott Gutschewski",22,72.73,"FinalRoundPerformance",2007
22,22,"Greg Owen",29,72.73,"FinalRoundPerformance",2007
24,24,"Hunter Mahan",27,72.22,"FinalRoundPerformance",2007
25,25,"Ryan Armour",32,71.43,"FinalRoundPerformance",2007
26,26,"Carl Pettersson",31,70.83,"FinalRoundPerformance",2007
27,27,"Robert Allenby",28,70.59,"FinalRoundPerformance",2007
28,28,"David Branshaw",30,70,"FinalRoundPerformance",2007
28,28,"Chris Couch",30,70,"FinalRoundPerformance",2007
30,30,"Marco Dawson",23,69.23,"FinalRoundPerformance",2007
31,31,"Jason Gore",27,68.75,"FinalRoundPerformance",2007
31,31,"Matt Kuchar",26,68.75,"FinalRoundPerformance",2007
31,31,"Adam Scott",19,68.75,"FinalRoundPerformance",2007
31,31,"Brett Wetterich",28,68.75,"FinalRoundPerformance",2007
35,35,"Jim Furyk",23,68.42,"FinalRoundPerformance",2007
36,36,"Tim Herron",27,68.18,"FinalRoundPerformance",2007
36,36,"Heath Slocum",28,68.18,"FinalRoundPerformance",2007
38,38,"JP Hayes",28,66.67,"FinalRoundPerformance",2007
38,38,"Frank Lickliter II",30,66.67,"FinalRoundPerformance",2007
38,38,"Phil Mickelson",22,66.67,"FinalRoundPerformance",2007
38,38,"Vijay Singh",27,66.67,"FinalRoundPerformance",2007
38,38,"Steve Stricker",23,66.67,"FinalRoundPerformance",2007
38,38,"Mike Weir",23,66.67,"FinalRoundPerformance",2007
44,44,"Camilo Villegas",24,64.71,"FinalRoundPerformance",2007
45,45,"Luke Donald",20,64.29,"FinalRoundPerformance",2007
45,45,"Jarrod Lyle",24,64.29,"FinalRoundPerformance",2007
45,45,"Justin Rose",16,64.29,"FinalRoundPerformance",2007
48,48,"Retief Goosen",14,63.64,"FinalRoundPerformance",2007
48,48,"Paul Goydos",19,63.64,"FinalRoundPerformance",2007
48,48,"Nathan Green",29,63.64,"FinalRoundPerformance",2007
48,48,"Jay Williamson",14,63.64,"FinalRoundPerformance",2007
52,52,"Joe Ogilvie",31,63.16,"FinalRoundPerformance",2007
53,53,"Tommy Armour III",24,62.5,"FinalRoundPerformance",2007
53,53,"Gavin Coles",28,62.5,"FinalRoundPerformance",2007
53,53,"Mark Hensby",25,62.5,"FinalRoundPerformance",2007
53,53,"John Merrick",29,62.5,"FinalRoundPerformance",2007
53,53,"Arron Oberholser",21,62.5,"FinalRoundPerformance",2007
53,53,"Jesper Parnevik",27,62.5,"FinalRoundPerformance",2007
53,53,"Pat Perez",27,62.5,"FinalRoundPerformance",2007
53,53,"Jeff Sluman",21,62.5,"FinalRoundPerformance",2007
53,53,"Chris Tidland",21,62.5,"FinalRoundPerformance",2007
62,62,"Brian Gay",32,61.9,"FinalRoundPerformance",2007
62,62,"Sean OHair",28,61.9,"FinalRoundPerformance",2007
62,62,"John Senden",27,61.9,"FinalRoundPerformance",2007
65,65,"Rich Barcelo",26,61.54,"FinalRoundPerformance",2007
65,65,"Jonathan Byrd",23,61.54,"FinalRoundPerformance",2007
65,65,"Parker McLachlin",28,61.54,"FinalRoundPerformance",2007
68,68,"Bart Bryant",25,61.11,"FinalRoundPerformance",2007
68,68,"KJ Choi",25,61.11,"FinalRoundPerformance",2007
68,68,"Geoff Ogilvy",22,61.11,"FinalRoundPerformance",2007
71,71,"Michael Allen",22,60,"FinalRoundPerformance",2007
71,71,"Tom Byrum",20,60,"FinalRoundPerformance",2007
71,71,"Bob Heintz",27,60,"FinalRoundPerformance",2007
71,71,"Anthony Kim",26,60,"FinalRoundPerformance",2007
71,71,"Jose Maria Olazabal",16,60,"FinalRoundPerformance",2007
71,71,"Tim Petrovic",32,60,"FinalRoundPerformance",2007
71,71,"Jim Rutledge",23,60,"FinalRoundPerformance",2007
71,71,"Boo Weekley",29,60,"FinalRoundPerformance",2007
71,71,"Steve Wheatcroft",25,60,"FinalRoundPerformance",2007
80,80,"Justin Leonard",29,58.82,"FinalRoundPerformance",2007
80,80,"Ryan Moore",28,58.82,"FinalRoundPerformance",2007
82,82,"Andrew Buckle",26,58.33,"FinalRoundPerformance",2007
82,82,"Ken Duke",31,58.33,"FinalRoundPerformance",2007
82,82,"Davis Love III",21,58.33,"FinalRoundPerformance",2007
82,82,"Chris Riley",17,58.33,"FinalRoundPerformance",2007
86,86,"Lucas Glover",29,57.14,"FinalRoundPerformance",2007
86,86,"Jerry Kelly",28,57.14,"FinalRoundPerformance",2007
86,86,"Craig Lile",24,57.14,"FinalRoundPerformance",2007
86,86,"Ryan Palmer",30,57.14,"FinalRoundPerformance",2007
86,86,"Paul Stankowski",18,57.14,"FinalRoundPerformance",2007
91,91,"Glen Day",27,56.25,"FinalRoundPerformance",2007
91,91,"Mathias Gronberg",31,56.25,"FinalRoundPerformance",2007
91,91,"Shaun Micheel",29,56.25,"FinalRoundPerformance",2007
94,94,"Brian Bateman",18,55.56,"FinalRoundPerformance",2007
94,94,"Robert Garrigus",28,55.56,"FinalRoundPerformance",2007
94,94,"Doug LaBelle II",33,55.56,"FinalRoundPerformance",2007
94,94,"George McNeill",30,55.56,"FinalRoundPerformance",2007
94,94,"Jeff Quinney",29,55.56,"FinalRoundPerformance",2007
94,94,"Chris Stroud",24,55.56,"FinalRoundPerformance",2007
