"FinalRoundPerformance_RANKTHISWEEK_2007","FinalRoundPerformance_RANKLASTWEEK_2007","FinalRoundPerformance_PLAYERNAME_2007","FinalRoundPerformance_EVENTS_2007","FinalRoundPerformance_Pct_2007","stat_name","year"
94,94,"Scott Verplank",23,55.56,"FinalRoundPerformance",2007
94,94,"Mark Wilson",25,55.56,"FinalRoundPerformance",2007
102,102,"Stewart Cink",25,55,"FinalRoundPerformance",2007
103,103,"Jeff Overton",19,54.55,"FinalRoundPerformance",2007
103,103,"Bo Van Pelt",30,54.55,"FinalRoundPerformance",2007
105,105,"Robert Gamez",30,53.85,"FinalRoundPerformance",2007
106,106,"Ben Curtis",25,53.33,"FinalRoundPerformance",2007
106,106,"Freddie Jacobson",20,53.33,"FinalRoundPerformance",2007
106,106,"Corey Pavin",25,53.33,"FinalRoundPerformance",2007
106,106,"Johnson Wagner",33,53.33,"FinalRoundPerformance",2007
110,110,"Steve Elkington",25,52.94,"FinalRoundPerformance",2007
110,110,"JJ Henry",26,52.94,"FinalRoundPerformance",2007
110,110,"Charles Howell III",26,52.94,"FinalRoundPerformance",2007
110,110,"Kent Jones",30,52.94,"FinalRoundPerformance",2007
114,114,"Ted Purdy",33,52.63,"FinalRoundPerformance",2007
115,115,"Brian Davis",28,52.38,"FinalRoundPerformance",2007
115,115,"Rod Pampling",25,52.38,"FinalRoundPerformance",2007
117,117,"Stuart Appleby",24,50,"FinalRoundPerformance",2007
117,117,"Woody Austin",27,50,"FinalRoundPerformance",2007
117,117,"Briny Baird",31,50,"FinalRoundPerformance",2007
117,117,"Craig Barlow",16,50,"FinalRoundPerformance",2007
117,117,"Brendon de Jonge",26,50,"FinalRoundPerformance",2007
117,117,"Bob Estes",28,50,"FinalRoundPerformance",2007
117,117,"Bill Haas",30,50,"FinalRoundPerformance",2007
117,117,"Padraig Harrington",18,50,"FinalRoundPerformance",2007
117,117,"Charley Hoffman",30,50,"FinalRoundPerformance",2007
117,117,"JB Holmes",24,50,"FinalRoundPerformance",2007
117,117,"Ryuji Imada",32,50,"FinalRoundPerformance",2007
117,117,"Billy Mayfair",30,50,"FinalRoundPerformance",2007
117,117,"Rocco Mediate",22,50,"FinalRoundPerformance",2007
117,117,"Dicky Pride",25,50,"FinalRoundPerformance",2007
117,117,"Tag Ridings",18,50,"FinalRoundPerformance",2007
117,117,"Kevin Stadler",31,50,"FinalRoundPerformance",2007
117,117,"Vaughn Taylor",28,50,"FinalRoundPerformance",2007
134,134,"Kevin Sutherland",25,47.06,"FinalRoundPerformance",2007
134,134,"Nick Watney",26,47.06,"FinalRoundPerformance",2007
136,136,"Stephen Leaney",26,46.67,"FinalRoundPerformance",2007
136,136,"Daisuke Maruyama",28,46.67,"FinalRoundPerformance",2007
138,138,"Craig Bowden",25,46.15,"FinalRoundPerformance",2007
139,139,"Jason Bohn",17,45.45,"FinalRoundPerformance",2007
139,139,"Harrison Frazar",32,45.45,"FinalRoundPerformance",2007
139,139,"Tom Johnson",27,45.45,"FinalRoundPerformance",2007
139,139,"John Rollins",29,45.45,"FinalRoundPerformance",2007
143,143,"Will Ma Kenzie",30,45,"FinalRoundPerformance",2007
143,143,"Tom Pernice Jr",31,45,"FinalRoundPerformance",2007
145,145,"Aaron Baddeley",23,44.44,"FinalRoundPerformance",2007
145,145,"Michael Boyd",21,44.44,"FinalRoundPerformance",2007
145,145,"Paul Gow",26,44.44,"FinalRoundPerformance",2007
145,145,"Kyle Reifers",27,44.44,"FinalRoundPerformance",2007
145,145,"Michael Sim",17,44.44,"FinalRoundPerformance",2007
145,145,"Henrik Stenson",15,44.44,"FinalRoundPerformance",2007
145,145,"DJ Trahan",30,44.44,"FinalRoundPerformance",2007
145,145,"Charlie Wi",27,44.44,"FinalRoundPerformance",2007
153,153,"Eric Axley",36,43.75,"FinalRoundPerformance",2007
153,153,"Kevin Na",27,43.75,"FinalRoundPerformance",2007
155,155,"Matt Hendrix",24,42.86,"FinalRoundPerformance",2007
155,155,"Trevor Immelman",21,42.86,"FinalRoundPerformance",2007
155,155,"Steve Marino",31,42.86,"FinalRoundPerformance",2007
155,155,"Bryce Molder",21,42.86,"FinalRoundPerformance",2007
159,159,"Steve Flesch",31,42.11,"FinalRoundPerformance",2007
159,159,"Michael Putnam",29,42.11,"FinalRoundPerformance",2007
159,159,"Bob Tway",32,42.11,"FinalRoundPerformance",2007
162,162,"Stephen Ames",23,41.18,"FinalRoundPerformance",2007
162,162,"Kenny Perry",24,41.18,"FinalRoundPerformance",2007
164,164,"Jeff Gove",30,40,"FinalRoundPerformance",2007
164,164,"Anders Hansen",17,40,"FinalRoundPerformance",2007
164,164,"Peter Lonard",27,40,"FinalRoundPerformance",2007
167,167,"Cliff Kresge",30,39.13,"FinalRoundPerformance",2007
168,168,"John Mallinger",29,38.89,"FinalRoundPerformance",2007
169,169,"Steve Allan",18,38.46,"FinalRoundPerformance",2007
169,169,"Shigeki Maruyama",31,38.46,"FinalRoundPerformance",2007
171,171,"Charles Warren",29,38.1,"FinalRoundPerformance",2007
172,172,"Billy Andrade",27,37.5,"FinalRoundPerformance",2007
172,172,"Jeff Brehaut",21,37.5,"FinalRoundPerformance",2007
172,172,"Joe Durant",28,37.5,"FinalRoundPerformance",2007
175,175,"Tripp Isenhour",32,35.71,"FinalRoundPerformance",2007
175,175,"Steve Lowery",22,35.71,"FinalRoundPerformance",2007
177,177,"Troy Matteson",26,35.29,"FinalRoundPerformance",2007
178,178,"Daniel Chopra",34,35,"FinalRoundPerformance",2007
179,179,"Jose Coceres",17,33.33,"FinalRoundPerformance",2007
179,179,"Chris DiMarco",24,33.33,"FinalRoundPerformance",2007
179,179,"Brett Quigley",25,33.33,"FinalRoundPerformance",2007
179,179,"Jason Schultz",22,33.33,"FinalRoundPerformance",2007
179,179,"Kirk Triplett",25,33.33,"FinalRoundPerformance",2007
184,184,"Cameron Beckman",29,31.58,"FinalRoundPerformance",2007
185,185,"Craig Kanada",34,30,"FinalRoundPerformance",2007
186,186,"Rich Beem",29,29.41,"FinalRoundPerformance",2007
186,186,"Chad Campbell",28,29.41,"FinalRoundPerformance",2007
188,188,"Mark Brooks",18,28.57,"FinalRoundPerformance",2007
189,189,"Duffy Waldorf",23,27.27,"FinalRoundPerformance",2007
190,190,"Jeff Maggert",26,26.67,"FinalRoundPerformance",2007
191,191,"Joey Sindelar",25,25,"FinalRoundPerformance",2007
191,191,"Jaco Van Zyl",21,25,"FinalRoundPerformance",2007
193,193,"Jason Dufner",32,23.53,"FinalRoundPerformance",2007
194,194,"Nick OHern",22,23.08,"FinalRoundPerformance",2007
195,195,"DJ Brigman",22,18.18,"FinalRoundPerformance",2007
196,196,"Bubba Dickerson",19,16.67,"FinalRoundPerformance",2007
