"Puttingfrom2025_RANKTHISWEEK_2011","Puttingfrom2025_RANKLASTWEEK_2011","Puttingfrom2025_PLAYERNAME_2011","Puttingfrom2025_ROUNDS_2011","Puttingfrom2025_PctMADE_2011","Puttingfrom2025_ATTEMPTS_2011","Puttingfrom2025_PUTTSMADE_2011","stat_name","year"
1,1,"Chez Reavie",92,26.36,129,34,"Puttingfrom2025",2011
2,2,"Graeme McDowell",50,22.45,49,11,"Puttingfrom2025",2011
3,3,"Aaron Baddeley",77,20.2,99,20,"Puttingfrom2025",2011
4,4,"David Toms",78,19.77,86,17,"Puttingfrom2025",2011
5,5,"Steven Bowditch",86,19.61,102,20,"Puttingfrom2025",2011
6,6,"Rickie Fowler",84,19.57,92,18,"Puttingfrom2025",2011
7,7,"Rocco Mediate",53,19.12,68,13,"Puttingfrom2025",2011
8,8,"Kevin Chappell",78,18.68,91,17,"Puttingfrom2025",2011
9,9,"Shaun Micheel",77,18.63,102,19,"Puttingfrom2025",2011
10,10,"Brian Gay",90,18.42,114,21,"Puttingfrom2025",2011
11,11,"Will Strickler",51,18.33,60,11,"Puttingfrom2025",2011
12,12,"Luke Donald",73,18.29,82,15,"Puttingfrom2025",2011
13,13,"Webb Simpson",98,18.18,132,24,"Puttingfrom2025",2011
14,14,"Scott McCarron",65,17.95,78,14,"Puttingfrom2025",2011
15,15,"John Merrick",71,17.78,90,16,"Puttingfrom2025",2011
15,15,"Tag Ridings",87,17.78,90,16,"Puttingfrom2025",2011
17,17,"Paul Stankowski",78,17.53,97,17,"Puttingfrom2025",2011
18,18,"Shane Bertsch",62,17.39,69,12,"Puttingfrom2025",2011
19,19,"Chris Riley",76,17.35,98,17,"Puttingfrom2025",2011
20,20,"John Senden",94,17.14,140,24,"Puttingfrom2025",2011
21,21,"Carl Pettersson",95,16.92,130,22,"Puttingfrom2025",2011
22,22,"Rod Pampling",72,16.87,83,14,"Puttingfrom2025",2011
23,23,"Fabian Gomez",84,16.67,90,15,"Puttingfrom2025",2011
24,24,"Stephen Ames",69,16.51,109,18,"Puttingfrom2025",2011
24,24,"Roland Thatcher",67,16.51,109,18,"Puttingfrom2025",2011
26,26,"Woody Austin",59,16.48,91,15,"Puttingfrom2025",2011
27,27,"DJ Brigman",67,16.47,85,14,"Puttingfrom2025",2011
27,27,"Matt Jones",71,16.47,85,14,"Puttingfrom2025",2011
29,29,"Johnson Wagner",81,16.41,128,21,"Puttingfrom2025",2011
30,30,"Brendon de Jonge",105,16.18,136,22,"Puttingfrom2025",2011
31,31,"John Rollins",85,16.15,130,21,"Puttingfrom2025",2011
32,32,"Cameron Tringale",110,16.05,162,26,"Puttingfrom2025",2011
33,33,"Mark Wilson",89,16.04,106,17,"Puttingfrom2025",2011
34,34,"David Hearn",88,16,125,20,"Puttingfrom2025",2011
34,34,"Ryan Moore",79,16,100,16,"Puttingfrom2025",2011
36,36,"Hunter Haas",96,15.97,119,19,"Puttingfrom2025",2011
37,37,"Brandt Snedeker",85,15.91,88,14,"Puttingfrom2025",2011
38,38,"Padraig Harrington",60,15.71,70,11,"Puttingfrom2025",2011
39,39,"Harrison Frazar",58,15.52,58,9,"Puttingfrom2025",2011
40,40,"Camilo Villegas",69,15.48,84,13,"Puttingfrom2025",2011
41,41,"Nate Smith",66,15.38,78,12,"Puttingfrom2025",2011
42,42,"Hunter Mahan",92,15.18,112,17,"Puttingfrom2025",2011
43,43,"David Mathis",83,15.09,106,16,"Puttingfrom2025",2011
