"AllAroundRanking_RANKTHISWEEK_2012","AllAroundRanking_RANKLASTWEEK_2012","AllAroundRanking_PLAYERNAME_2012","AllAroundRanking_EVENTS_2012","AllAroundRanking_TOTAL_2012","stat_name","year"
156,156,"Andres Romero",22,985,"AllAroundRanking",2012
157,157,"Marco Dawson",22,987,"AllAroundRanking",2012
157,157,"Ryo Ishikawa",18,987,"AllAroundRanking",2012
159,159,"Scott Dunlap",20,994,"AllAroundRanking",2012
160,160,"Hunter Haas",24,998,"AllAroundRanking",2012
161,161,"Kevin Kisner",24,1008,"AllAroundRanking",2012
162,162,"Arjun Atwal",27,1015,"AllAroundRanking",2012
162,162,"David Mathis",29,1015,"AllAroundRanking",2012
164,164,"Brendan Steele",24,1026,"AllAroundRanking",2012
165,165,"Troy Kelly",23,1032,"AllAroundRanking",2012
166,166,"DJ Trahan",27,1040,"AllAroundRanking",2012
167,167,"Marc Leishman",23,1044,"AllAroundRanking",2012
168,168,"Miguel Angel Carballo",25,1055,"AllAroundRanking",2012
169,169,"Derek Lamely",25,1057,"AllAroundRanking",2012
170,170,"Colt Knost",29,1065,"AllAroundRanking",2012
171,171,"JJ Killeen",33,1074,"AllAroundRanking",2012
172,172,"Trevor Immelman",24,1080,"AllAroundRanking",2012
173,173,"Nick OHern",26,1081,"AllAroundRanking",2012
174,174,"Tommy Biershenk",27,1086,"AllAroundRanking",2012
175,175,"Brendon Todd",29,1120,"AllAroundRanking",2012
176,176,"Ted Potter Jr",25,1124,"AllAroundRanking",2012
177,177,"Billy Hurley III",27,1125,"AllAroundRanking",2012
177,177,"Freddie Jacobson",17,1125,"AllAroundRanking",2012
179,179,"Stewart Cink",22,1126,"AllAroundRanking",2012
180,180,"Robert Allenby",27,1132,"AllAroundRanking",2012
181,181,"Michael Bradley",23,1138,"AllAroundRanking",2012
182,182,"Ryuji Imada",28,1158,"AllAroundRanking",2012
183,183,"Matt Bettencourt",31,1174,"AllAroundRanking",2012
184,184,"Alexandre Rocha",21,1179,"AllAroundRanking",2012
185,185,"Sung Kang",30,1194,"AllAroundRanking",2012
186,186,"Tom Pernice Jr",23,1203,"AllAroundRanking",2012
187,187,"Stephen Ames",20,1223,"AllAroundRanking",2012
188,188,"Kyle Thompson",22,1228,"AllAroundRanking",2012
189,189,"Justin Leonard",26,1237,"AllAroundRanking",2012
190,190,"Stephen Gangluff",23,1243,"AllAroundRanking",2012
191,191,"Patrick Sheehan",21,1261,"AllAroundRanking",2012
