"AllAroundRanking_RANKTHISWEEK_2012","AllAroundRanking_RANKLASTWEEK_2012","AllAroundRanking_PLAYERNAME_2012","AllAroundRanking_EVENTS_2012","AllAroundRanking_TOTAL_2012","stat_name","year"
1,1,"Keegan Bradley",25,253,"AllAroundRanking",2012
2,2,"Rory McIlroy",16,256,"AllAroundRanking",2012
3,3,"Jason Dufner",22,266,"AllAroundRanking",2012
4,4,"Bo Van Pelt",24,276,"AllAroundRanking",2012
5,5,"Lee Westwood",15,311,"AllAroundRanking",2012
6,6,"Justin Rose",19,324,"AllAroundRanking",2012
7,7,"Ryan Moore",24,359,"AllAroundRanking",2012
8,8,"Louis Oosthuizen",19,366,"AllAroundRanking",2012
9,9,"Zach Johnson",25,372,"AllAroundRanking",2012
10,10,"Brendon de Jonge",31,381,"AllAroundRanking",2012
10,10,"Tiger Woods",19,381,"AllAroundRanking",2012
12,12,"Dustin Johnson",19,391,"AllAroundRanking",2012
13,13,"John Senden",22,392,"AllAroundRanking",2012
14,14,"Ben Crane",23,405,"AllAroundRanking",2012
15,15,"Bubba Watson",19,410,"AllAroundRanking",2012
16,16,"Webb Simpson",22,423,"AllAroundRanking",2012
17,17,"Scott Piercy",28,429,"AllAroundRanking",2012
18,18,"Sergio Garcia",16,438,"AllAroundRanking",2012
19,19,"Luke Donald",17,446,"AllAroundRanking",2012
20,20,"Robert Garrigus",26,447,"AllAroundRanking",2012
21,21,"Jonas Blixt",21,453,"AllAroundRanking",2012
22,22,"Steve Stricker",19,457,"AllAroundRanking",2012
23,23,"Adam Scott",16,474,"AllAroundRanking",2012
24,24,"Matt Kuchar",22,482,"AllAroundRanking",2012
25,25,"Seung Yul Noh",28,497,"AllAroundRanking",2012
26,26,"John Huh",28,508,"AllAroundRanking",2012
27,27,"Jeff Overton",29,510,"AllAroundRanking",2012
28,28,"Carl Pettersson",26,512,"AllAroundRanking",2012
29,29,"Brandt Snedeker",22,513,"AllAroundRanking",2012
30,30,"Vijay Singh",27,515,"AllAroundRanking",2012
31,31,"Phil Mickelson",22,519,"AllAroundRanking",2012
32,32,"Padraig Harrington",18,524,"AllAroundRanking",2012
33,33,"Jim Furyk",24,531,"AllAroundRanking",2012
33,33,"Jimmy Walker",28,531,"AllAroundRanking",2012
35,35,"Billy Horschel",17,534,"AllAroundRanking",2012
36,36,"Roberto Castro",27,536,"AllAroundRanking",2012
37,37,"Nick Watney",26,540,"AllAroundRanking",2012
38,38,"Chris Kirk",27,553,"AllAroundRanking",2012
39,39,"Brian Harman",30,556,"AllAroundRanking",2012
40,40,"Bud Cauley",28,557,"AllAroundRanking",2012
41,41,"Sean OHair",24,559,"AllAroundRanking",2012
42,42,"Rickie Fowler",23,560,"AllAroundRanking",2012
43,43,"Graeme McDowell",16,564,"AllAroundRanking",2012
44,44,"Ken Duke",30,565,"AllAroundRanking",2012
45,45,"Graham DeLaet",23,572,"AllAroundRanking",2012
46,46,"Will Claxton",28,573,"AllAroundRanking",2012
47,47,"Jason Day",17,574,"AllAroundRanking",2012
48,48,"Henrik Stenson",15,575,"AllAroundRanking",2012
49,49,"Tom Gillis",23,577,"AllAroundRanking",2012
50,50,"Harris English",27,585,"AllAroundRanking",2012
51,51,"Pat Perez",23,586,"AllAroundRanking",2012
52,52,"Davis Love III",20,593,"AllAroundRanking",2012
53,53,"Russell Knox",23,594,"AllAroundRanking",2012
54,54,"Hunter Mahan",23,600,"AllAroundRanking",2012
55,55,"Kyle Stanley",27,605,"AllAroundRanking",2012
56,56,"Ryan Palmer",24,619,"AllAroundRanking",2012
57,57,"Bill Haas",23,626,"AllAroundRanking",2012
58,58,"Josh Teater",30,627,"AllAroundRanking",2012
59,59,"Greg Chalmers",25,629,"AllAroundRanking",2012
59,59,"Bill Lunde",25,629,"AllAroundRanking",2012
61,61,"David Toms",19,633,"AllAroundRanking",2012
62,62,"Greg Owen",27,636,"AllAroundRanking",2012
63,63,"Charley Hoffman",27,642,"AllAroundRanking",2012
64,64,"JB Holmes",25,645,"AllAroundRanking",2012
65,65,"Blake Adams",32,647,"AllAroundRanking",2012
66,66,"Matt Every",25,654,"AllAroundRanking",2012
67,67,"Brian Davis",29,665,"AllAroundRanking",2012
68,68,"Ian Poulter",15,672,"AllAroundRanking",2012
69,69,"Geoff Ogilvy",20,675,"AllAroundRanking",2012
70,70,"Danny Lee",26,685,"AllAroundRanking",2012
71,71,"John Merrick",26,688,"AllAroundRanking",2012
72,72,"Charl Schwartzel",16,689,"AllAroundRanking",2012
73,73,"Charles Howell III",29,693,"AllAroundRanking",2012
74,74,"Richard Lee",24,697,"AllAroundRanking",2012
75,75,"John Rollins",26,699,"AllAroundRanking",2012
76,76,"Vaughn Taylor",26,702,"AllAroundRanking",2012
77,77,"Daniel Summerhays",26,703,"AllAroundRanking",2012
78,78,"Martin Flores",30,708,"AllAroundRanking",2012
79,79,"Garth Mulroy",20,710,"AllAroundRanking",2012
80,80,"John Daly",15,713,"AllAroundRanking",2012
81,81,"Chris Couch",21,717,"AllAroundRanking",2012
82,82,"Kevin Na",25,720,"AllAroundRanking",2012
83,83,"Ben Curtis",19,726,"AllAroundRanking",2012
84,84,"Kevin Stadler",25,733,"AllAroundRanking",2012
85,85,"Kyle Reifers",27,736,"AllAroundRanking",2012
86,86,"Boo Weekley",25,737,"AllAroundRanking",2012
87,87,"Camilo Villegas",25,740,"AllAroundRanking",2012
88,88,"Charlie Beljan",22,744,"AllAroundRanking",2012
89,89,"Ernie Els",22,751,"AllAroundRanking",2012
90,90,"Dicky Pride",19,759,"AllAroundRanking",2012
91,91,"Tommy Gainey",32,763,"AllAroundRanking",2012
91,91,"Martin Laird",22,763,"AllAroundRanking",2012
93,93,"Tim Clark",20,764,"AllAroundRanking",2012
94,94,"Gary Christian",28,766,"AllAroundRanking",2012
95,95,"Mathew Goggin",23,781,"AllAroundRanking",2012
96,96,"James Driscoll",27,784,"AllAroundRanking",2012
96,96,"David Hearn",28,784,"AllAroundRanking",2012
98,98,"Michael Thompson",25,788,"AllAroundRanking",2012
99,99,"Tim Herron",27,790,"AllAroundRanking",2012
100,100,"Jeff Maggert",27,793,"AllAroundRanking",2012
100,100,"Rocco Mediate",23,793,"AllAroundRanking",2012
102,102,"Jerry Kelly",26,801,"AllAroundRanking",2012
103,103,"Nathan Green",22,810,"AllAroundRanking",2012
104,104,"Jonathan Byrd",21,811,"AllAroundRanking",2012
104,104,"DA Points",29,811,"AllAroundRanking",2012
106,106,"Charlie Wi",25,812,"AllAroundRanking",2012
107,107,"John Mallinger",25,813,"AllAroundRanking",2012
108,108,"Aaron Baddeley",22,815,"AllAroundRanking",2012
109,109,"Brian Gay",28,823,"AllAroundRanking",2012
110,110,"Kevin Streelman",26,828,"AllAroundRanking",2012
111,111,"Bobby Gates",29,829,"AllAroundRanking",2012
112,112,"Erik Compton",26,833,"AllAroundRanking",2012
113,113,"Stuart Appleby",24,834,"AllAroundRanking",2012
114,114,"Johnson Wagner",27,836,"AllAroundRanking",2012
115,115,"William McGirt",30,838,"AllAroundRanking",2012
116,116,"Mark Anderson",25,841,"AllAroundRanking",2012
117,117,"Kris Blanks",23,843,"AllAroundRanking",2012
118,118,"Chad Campbell",27,844,"AllAroundRanking",2012
119,119,"Chris Stroud",28,847,"AllAroundRanking",2012
119,119,"Cameron Tringale",26,847,"AllAroundRanking",2012
121,121,"Edward Loar",23,848,"AllAroundRanking",2012
121,121,"Roland Thatcher",21,848,"AllAroundRanking",2012
123,123,"Chris DiMarco",29,852,"AllAroundRanking",2012
124,124,"Scott Stallings",27,858,"AllAroundRanking",2012
125,125,"Robert Karlsson",17,859,"AllAroundRanking",2012
126,126,"Rory Sabbatini",29,860,"AllAroundRanking",2012
127,127,"Spencer Levin",26,865,"AllAroundRanking",2012
128,128,"Daniel Chopra",21,867,"AllAroundRanking",2012
129,129,"Brandt Jobe",18,874,"AllAroundRanking",2012
130,130,"Gavin Coles",23,878,"AllAroundRanking",2012
131,131,"Kevin Chappell",29,879,"AllAroundRanking",2012
132,132,"George McNeill",25,880,"AllAroundRanking",2012
133,133,"KJ Choi",21,882,"AllAroundRanking",2012
134,134,"Jason Kokrak",27,894,"AllAroundRanking",2012
135,135,"Matt Jones",19,898,"AllAroundRanking",2012
136,136,"Sangmoon Bae",25,909,"AllAroundRanking",2012
137,137,"Rod Pampling",26,912,"AllAroundRanking",2012
138,138,"Bob Estes",23,913,"AllAroundRanking",2012
139,139,"Ricky Barnes",28,918,"AllAroundRanking",2012
140,140,"Mark Wilson",25,919,"AllAroundRanking",2012
141,141,"Cameron Beckman",26,921,"AllAroundRanking",2012
142,142,"Harrison Frazar",20,932,"AllAroundRanking",2012
143,143,"Scott Brown",24,935,"AllAroundRanking",2012
144,144,"Jhonattan Vegas",25,941,"AllAroundRanking",2012
145,145,"Bryce Molder",25,942,"AllAroundRanking",2012
145,145,"Heath Slocum",29,942,"AllAroundRanking",2012
147,147,"Jason Bohn",28,947,"AllAroundRanking",2012
148,148,"Angel Cabrera",20,948,"AllAroundRanking",2012
149,149,"Chez Reavie",26,953,"AllAroundRanking",2012
150,150,"Troy Matteson",32,955,"AllAroundRanking",2012
151,151,"YE Yang",20,960,"AllAroundRanking",2012
152,152,"Steve Wheatcroft",22,961,"AllAroundRanking",2012
153,153,"JJ Henry",28,962,"AllAroundRanking",2012
154,154,"Billy Mayfair",28,963,"AllAroundRanking",2012
155,155,"Gary Woodland",22,983,"AllAroundRanking",2012
